subscription_id,id,billing_thresholds_reset_billing_cycle_anchor,billing_thresholds_amount_gte,created,metadata,plan_id,_fivetran_synced,quantity,current_period_end,current_period_start
sub_1K6cELFCPJnn9IgI9SwECDSQ,si_KmAZHQBB48J8KC,,,2021-12-14 14:43:49+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:23.220000+00:00,0,,
sub_1LZ3L0FCPJnn9IgImfDnlrVL,si_MHcaRTNTeITGWH,,,2022-08-21 01:52:31+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:23.219000+00:00,0,,
sub_K6AdXQsYK57BHb,si_K6AdAh3SOSy2M6,,,2021-08-24 11:59:24+00:00,{},price_1J8rYYFCPJnn9IgI7ezmCKAP,2022-12-13 20:30:20.461000+00:00,0,,
sub_1LHYgTFCPJnn9IgIaE63NCkw,si_LzXmM29eQgT4gd,,,2022-07-03 19:42:21+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:27.588000+00:00,0,,
sub_K6A3kabiAFmXzD,si_K6A3XRBHJdwqR8,,,2021-08-24 11:23:29+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:23.215000+00:00,0,,
sub_K69ZqvSgKFsXpQ,si_K69Z0GlW6wPnOp,,,2021-08-24 10:53:54+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:20.463000+00:00,0,,
sub_K69h8iQJ5bquno,si_K69hXhCDtI5GBf,,,2021-08-24 11:01:35+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:21.853000+00:00,0,,
sub_K6A8MzOA3K4lFG,si_K6A89y5VWp4Jjq,,,2021-08-24 11:28:24+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:29.299000+00:00,0,,
sub_K69UYOFl8thFZ8,si_K69UfVR1ycpbKN,,,2021-08-24 10:49:17+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:24.587000+00:00,0,,
sub_K69f9Ul61ZfiKA,si_K69fFR9eyum7oX,,,2021-08-24 11:00:06+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:23.215000+00:00,0,,
sub_K6AcsRMUUdBpE3,si_K6Actw7f2AQyD5,,,2021-08-24 11:58:53+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:20.460000+00:00,0,,
sub_1LB3biFCPJnn9IgIecOB9Zhj,si_LspGAByf7gjToT,,,2022-06-15 21:18:34+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:25.993000+00:00,0,,
sub_1Kc8pNFCPJnn9IgIFbMmS12j,si_Lt03SdQPWW9uJ9,,,2022-06-16 08:28:00+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:25.992000+00:00,0,,
sub_1KVQMbFCPJnn9IgI3bL5RZrs,si_LBnyzE0wxD5bM1,,,2022-02-21 01:06:53+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:23.218000+00:00,0,,
sub_1LaDCvFCPJnn9IgIpd6wSipW,si_MIoqvafxRelqTL,,,2022-08-24 06:36:57+00:00,{},price_1J8rYYFCPJnn9IgI7ezmCKAP,2022-12-13 20:30:24.585000+00:00,0,,
sub_KBzD0h8oAGavhL,si_Lt0a0PIASnJrYg,,,2022-06-16 09:01:03+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:25.991000+00:00,0,,
sub_1L0Wa0FCPJnn9IgI85pK1heP,si_LhwSbncmo1SCUX,,,2022-05-17 20:01:16+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:29.304000+00:00,0,,
sub_1KvCVEFCPJnn9IgIubGSPKIm,si_LcROTENcW2l483,,,2022-05-03 03:34:21+00:00,{},price_1J8rYYFCPJnn9IgI7ezmCKAP,2022-12-13 20:30:29.308000+00:00,0,,
sub_1KuniTFCPJnn9IgIKhlSYmz6,si_Lc1mXy0FDugG0E,,,2022-05-02 01:06:22+00:00,{},price_1J8rYYFCPJnn9IgI7ezmCKAP,2022-12-13 20:30:30.920000+00:00,0,,
sub_K69oUPMo61bAQR,si_K69ofAuK5NZ90R,,,2021-08-24 11:09:03+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:29.299000+00:00,0,,
sub_1LhFqAFCPJnn9IgI0xiNyUrK,si_MQ62MCYRs3VRI0,,,2022-09-12 16:50:34+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:30.920000+00:00,0,,
sub_K69T3RwIV3il3S,si_K69T2Gr5IKS5ul,,,2021-08-24 10:47:20+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:23.214000+00:00,0,,
sub_1JbyKvFCPJnn9IgIHltidscC,si_Lt0UAXWRf3IYBT,,,2022-06-16 08:54:34+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:24.592000+00:00,0,,
sub_1L1gesFCPJnn9IgIy2REyqYc,si_Lj8wAz7G8JcT7B,,,2022-05-21 00:59:07+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:24.590000+00:00,0,,
sub_1KkwqSFCPJnn9IgIH4RJDehI,si_LRqX5qFXwLlo6g,,,2022-04-04 20:49:52+00:00,{},price_1J8rYYFCPJnn9IgI7ezmCKAP,2022-12-13 20:30:27.576000+00:00,0,,
sub_1LddBIFCPJnn9IgIsNjk082I,si_MMLtdXMarPPYpb,,,2022-09-02 16:57:24+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:27.584000+00:00,0,,
sub_K6AS9dsAT6R0LR,si_K6AS0Cd0Gyz6s3,,,2021-08-24 11:49:20+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:29.299000+00:00,0,,
sub_1Kyf73FCPJnn9IgIoSf0RVl0,si_Lg19PRSVYzNtKk,,,2022-05-12 16:43:41+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:27.586000+00:00,0,,
sub_1KQa60FCPJnn9IgI480dxf89,si_L6nhVjT7EFfbxR,,,2022-02-07 16:29:45+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:27.581000+00:00,0,,
sub_1K39HyFCPJnn9IgITIcUKF4n,si_KiaSZFyPjFysnF,,,2021-12-05 01:13:15+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:25.993000+00:00,0,,
sub_1K4Gr7FCPJnn9IgICwWgtfft,si_KjkLe7IBwBPqYI,,,2021-12-08 03:30:10+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-13 20:30:29.307000+00:00,0,,
sub_1KFtiSFCPJnn9IgIwd6AqYIr,si_KvlE5OBOY7wQfN,,,2022-01-09 05:13:17+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-14 02:30:12.522000+00:00,0,,
sub_1MEZwqFCPJnn9IgIX4X5tcny,si_MyX0QAwn53WL1q,,,2022-12-13 14:59:12+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-14 14:29:55.965000+00:00,1,,
sub_1MEZyrFCPJnn9IgIsDn23NKj,si_MyX2dOnK3mRTVP,,,2022-12-13 15:01:17+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-14 14:29:56.563000+00:00,1,,
sub_1MEa5vFCPJnn9IgIhppQcI5H,si_MyXApX1FjqrPMq,,,2022-12-13 15:08:35+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-14 14:29:55.962000+00:00,1,,
sub_1MEZwwFCPJnn9IgIgljyWCyx,si_MyX0fHSeE0Erht,,,2022-12-13 14:59:19+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-14 14:29:55.948000+00:00,1,,
sub_1MEef0FCPJnn9IgITLxGJrfQ,si_MybsqMDSgWoeZL,,,2022-12-13 20:01:07+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-14 20:30:05.808000+00:00,1,,
sub_1MEkjgFCPJnn9IgIU4qayu85,si_MyiAnSRUDEqD0O,,,2022-12-14 02:30:20+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-15 02:30:03.791000+00:00,1,,
sub_1LwYdvFCPJnn9IgINm2idDq8,si_MfuSNlF2gna22N,,,2022-10-24 21:57:11+00:00,{},price_1LAetfFCPJnn9IgIn72MHBKu,2022-12-15 02:29:46.263000+00:00,1,,
sub_1MF4EKFCPJnn9IgI5nWjw7CP,si_Mz2IwwjHcRLKps,,,2022-12-14 23:19:16+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-15 02:30:06.763000+00:00,1,,
sub_1MFJr0FCPJnn9IgIkVQTpo82,si_MzIRKGsuKAPKFr,,,2022-12-15 16:00:14+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-15 20:30:01.807000+00:00,1,,
sub_1M2SxUFCPJnn9IgI5wiJbHPw,si_Mm0z45Z5UNhKmp,,,2022-11-10 05:05:48+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-15 20:29:53.559000+00:00,1,,
sub_1MF4UTFCPJnn9IgIikpkTusa,si_Mz2ZGBys84CmMc,,,2022-12-14 23:35:58+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-16 02:29:55.278000+00:00,1,,
sub_1MF2apFCPJnn9IgI4wBVorsI,si_Mz0cVxDtRHU5AU,,,2022-12-14 21:34:23+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-16 02:29:46.570000+00:00,1,,
sub_1LbEFOFCPJnn9IgIQDEYFALb,si_MJrzq25CCFqqg4,,,2022-08-27 01:55:43+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-16 02:30:07.089000+00:00,0,,
sub_1MFVIcFCPJnn9IgIzOdOSkI8,si_MzUHq4mvbe1fd6,,,2022-12-16 04:13:30+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-16 08:30:08.226000+00:00,1,,
sub_1LF5G4FCPJnn9IgIy32XStIy,si_LwzEdjLsUOTLJM,,,2022-06-26 23:52:53+00:00,{},price_1J8rYYFCPJnn9IgI7ezmCKAP,2022-12-17 02:30:12.799000+00:00,0,,
sub_1MFl0SFCPJnn9IgIPeg81g9G,si_MzkVKE09AUNPeN,,,2022-12-16 20:59:49+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-17 02:30:19.576000+00:00,1,,
sub_1MFQnbFCPJnn9IgIWBaugrb0,si_MzPcF8Ztt2LgWh,,,2022-12-15 23:25:11+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-17 02:30:06.534000+00:00,1,,
sub_1MFlOtFCPJnn9IgId6GOvxjS,si_Mzkuk16sihxFcF,,,2022-12-16 21:25:04+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-17 02:30:19.527000+00:00,1,,
sub_1MG0vvFCPJnn9IgIB8lG7RgW,si_N00xkPH9Lq30RC,,,2022-12-17 14:00:11+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-17 14:29:49.442000+00:00,1,,
sub_1MG1fzFCPJnn9IgIElnBcb3m,si_N01j23du1O8JQ4,,,2022-12-17 14:47:47+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-17 20:30:51.691000+00:00,1,,
sub_1MG6jyFCPJnn9IgI8rbbhd2V,si_N06xtdtKKw3N47,,,2022-12-17 20:12:14+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-17 20:30:51.785000+00:00,1,,
sub_1MFhRgFCPJnn9IgInSRbptdW,si_MzgpThb4Rws6MR,,,2022-12-16 17:11:40+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-17 20:30:32.034000+00:00,1,,
sub_1KN6R3FCPJnn9IgIOGAEVnIy,si_L3CqKv0lt48JTk,,,2022-01-29 02:13:06+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 02:30:08.699000+00:00,0,,
sub_1MFqN4FCPJnn9IgIlMdFalUa,si_Mzq3XeisHKbIRz,,,2022-12-17 02:43:30+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 02:30:07.695000+00:00,1,,
sub_1LBnFqFCPJnn9IgIJAIAa2Dd,si_LtaQmhUm35Y0hz,,,2022-06-17 22:03:03+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 02:29:54.832000+00:00,0,,
sub_1MGBGPFCPJnn9IgIflhpmPiJ,si_N0BdAXBCl5vHl1,,,2022-12-18 01:02:02+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 02:30:10.032000+00:00,1,,
sub_1MGD0CFCPJnn9IgIRWVWfXnT,si_N0DR29l9dNX8Zs,,,2022-12-18 02:53:25+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 08:30:08.863000+00:00,1,,
sub_1MGCr0FCPJnn9IgItPcVA6nF,si_N0DH3dyFkIQkGH,,,2022-12-18 02:43:55+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 08:30:08.864000+00:00,1,,
sub_1MFvZHFCPJnn9IgI4xRTqINz,si_MzvQG3QZjWt7TH,,,2022-12-17 08:16:28+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 08:30:07.701000+00:00,1,,
sub_1MG11mFCPJnn9IgIhIAUi0Jo,si_N013bCT5BE49GC,,,2022-12-17 14:06:15+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 14:29:52.933000+00:00,1,,
sub_1MGRzCFCPJnn9IgIOstdmStJ,si_N0SvoixlDDFc5W,,,2022-12-18 18:53:22+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 20:30:09.808000+00:00,1,,
sub_1MG55DFCPJnn9IgITcoGYtIW,si_N05Flip8FMMHIw,,,2022-12-17 18:26:04+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 20:29:56.676000+00:00,1,,
sub_1MG6ysFCPJnn9IgIZYPzK5Zy,si_N07DAzYaZRN4rf,,,2022-12-17 20:27:39+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 20:30:05.989000+00:00,1,,
sub_1MG75EFCPJnn9IgI0TLkXmtt,si_N07JyODiHL4XlM,,,2022-12-17 20:34:12+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 20:30:05.997000+00:00,1,,
sub_1MG7IdFCPJnn9IgIPQ8NEMXX,si_N07XLbOUfhfKKN,,,2022-12-17 20:48:03+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-18 20:30:06.984000+00:00,1,,
sub_1MG9mLFCPJnn9IgITybT5bGc,si_N0A6tZvRUrcyJx,,,2022-12-17 23:26:53+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 02:29:55.922000+00:00,1,,
sub_1MGTg9FCPJnn9IgI6w53WWc0,si_N0UfBulusVbJpb,,,2022-12-18 20:41:50+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 02:30:17.092000+00:00,1,,
sub_1MGWehFCPJnn9IgI82oQvKDy,si_N0Xk0IoxcN0cKW,,,2022-12-18 23:52:31+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 02:30:17.080000+00:00,1,,
sub_1MGUdoFCPJnn9IgILT47bbj0,si_N0VfQTPLslwwJM,,,2022-12-18 21:43:28+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 02:30:17.071000+00:00,1,,
sub_1MGbqhFCPJnn9IgI4CSvzQ6i,si_N0d6eY4kfe1qT3,,,2022-12-19 05:25:16+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 08:30:15.768000+00:00,1,,
sub_1MGjVYFCPJnn9IgIdZKZuIP0,si_N0l1eZr1GDYkdk,,,2022-12-19 13:35:56+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 14:29:48.206000+00:00,1,,
sub_1MGOAqFCPJnn9IgIC9ymViPN,si_N0OynEGiEYjJaT,,,2022-12-18 14:49:08+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 14:29:46.027000+00:00,1,,
sub_1MGjVVFCPJnn9IgIFOA0ihiD,si_N0l1C60peN9zE8,,,2022-12-19 13:35:53+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 14:29:48.206000+00:00,1,,
sub_1MGmYGFCPJnn9IgIfrnyOldf,si_N0oArBY09Knps2,,,2022-12-19 16:50:56+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 20:30:10.180000+00:00,1,,
sub_1MGPGyFCPJnn9IgIxG6d918k,si_N0Q7bR4ZmcF0z3,,,2022-12-18 15:59:33+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 20:29:46.516000+00:00,1,,
sub_1MGPGdFCPJnn9IgIK0FmmqHk,si_N0Q6io3BF1epOa,,,2022-12-18 15:59:12+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 20:29:46.507000+00:00,1,,
sub_1MGmYDFCPJnn9IgIpHQ3Rikj,si_N0oAFi7Gvu2zQh,,,2022-12-19 16:50:54+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 20:30:10.180000+00:00,1,,
sub_1MGPGTFCPJnn9IgIndyP5Bez,si_N0Q6KRNmzljWLd,,,2022-12-18 15:59:02+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 20:29:47.478000+00:00,1,,
sub_1MGlxnFCPJnn9IgIUge5NHDj,si_N0nY8zArP9Rg2b,,,2022-12-19 16:13:16+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-19 20:30:10.205000+00:00,1,,
sub_1MGsSwFCPJnn9IgI3WrLXcwU,si_N0uHTRwtxPBeGI,,,2022-12-19 23:09:50+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 02:30:17.899000+00:00,1,,
sub_1MGrK9FCPJnn9IgIyBIif82p,si_N0t6cSCnOR13zB,,,2022-12-19 21:56:42+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 02:30:17.964000+00:00,1,,
sub_1MGqfQFCPJnn9IgI4H629Kfg,si_N0sQXIMoUw6oPF,,,2022-12-19 21:14:37+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 02:30:17.791000+00:00,1,,
sub_1MGrRXFCPJnn9IgIP7TJE0LN,si_N0tDB4gtAARjOj,,,2022-12-19 22:04:20+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 02:30:17.964000+00:00,1,,
sub_1MGuEPFCPJnn9IgI9rAt5nX0,si_N0w6ckY5Ill1IO,,,2022-12-20 01:02:57+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 02:30:17.620000+00:00,1,,
sub_1MGuXiFCPJnn9IgID6Nl0Db4,si_N0wQnF3ZLeAwgG,,,2022-12-20 01:22:55+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 02:30:17.567000+00:00,1,,
sub_1MGx5GFCPJnn9IgIQZP30nxx,si_N0z3vSIaRt7Sa4,,,2022-12-20 04:05:43+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 08:30:13.975000+00:00,1,,
sub_1MGaBwFCPJnn9IgIkq5Yh9BG,si_N0bOHDhH46Uy5r,,,2022-12-19 03:39:04+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 08:30:01.177000+00:00,1,,
sub_1MGwBTFCPJnn9IgIFgyBkla4,si_N0y7Ar1oZ4e7qj,,,2022-12-20 03:08:04+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 08:30:13.867000+00:00,1,,
sub_1MGwlEFCPJnn9IgIdy8lwz25,si_N0yisok3mfEAZH,,,2022-12-20 03:45:00+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 08:30:13.976000+00:00,1,,
sub_1MH353FCPJnn9IgIK2YqKJhs,si_N15FEd4tLtLOf4,,,2022-12-20 10:29:53+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 14:29:57.515000+00:00,1,,
sub_1MHBxPFCPJnn9IgIoarZk1LN,si_N1EQEtmyo0lBlx,,,2022-12-20 19:58:35+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 20:30:17.353000+00:00,1,,
sub_1MHBDNFCPJnn9IgIBvF1Up4A,si_N1De0aZcSTnmnd,,,2022-12-20 19:11:01+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 20:30:17.643000+00:00,1,,
sub_1MH8DHFCPJnn9IgIio81pRvA,si_N1AY889o7PY1An,,,2022-12-20 15:58:44+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 20:30:17.260000+00:00,1,,
sub_1MHBysFCPJnn9IgIot2ETsnY,si_N1ERPozEqaNdXF,,,2022-12-20 20:00:06+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 20:30:17.353000+00:00,1,,
sub_1MHBxRFCPJnn9IgI1aUBNkSq,si_N1EQDHCNA9FeB3,,,2022-12-20 19:58:38+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 20:30:17.353000+00:00,1,,
sub_1MH9S8FCPJnn9IgIfTn6Vb2q,si_N1BptL67y1VdJ1,,,2022-12-20 17:18:08+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 20:30:17.347000+00:00,1,,
sub_1MH6QBFCPJnn9IgIg9T0cEzl,si_N18h0efY7WqUAZ,,,2022-12-20 14:03:55+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 20:29:46.087000+00:00,1,,
sub_1MH7cxFCPJnn9IgIN0PeKfaq,si_N19wk0YIq4VM9W,,,2022-12-20 15:21:12+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-20 20:30:17.260000+00:00,1,,
sub_1MHFITFCPJnn9IgI15VUtEOt,si_N1Hsd3ibnfwL6u,,,2022-12-20 23:32:33+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 02:30:10.127000+00:00,1,,
sub_1MHGszFCPJnn9IgIolpzwP7U,si_N1JWh8GDKFW84Y,,,2022-12-21 01:14:21+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 02:30:10.206000+00:00,1,,
sub_1MHD5gFCPJnn9IgIMpxHqgZ3,si_N1FawdrEukjNqr,,,2022-12-20 21:11:13+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 02:30:10.228000+00:00,1,,
sub_1MHDJ9FCPJnn9IgI81Us2jEp,si_N1FopzXbPuZtEh,,,2022-12-20 21:25:07+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 02:30:10.364000+00:00,1,,
sub_1MHGL1FCPJnn9IgIUjMBnDav,si_N1IwVp8zoLy1WH,,,2022-12-21 00:39:15+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 02:30:10.206000+00:00,1,,
sub_1MHCN0FCPJnn9IgI9smPUF7z,si_N1EqkfULEnkEF2,,,2022-12-20 20:25:03+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 02:30:10.229000+00:00,1,,
sub_1MHFnJFCPJnn9IgIvEzFRrFx,si_N1IORp8WkNjLNB,,,2022-12-21 00:04:25+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 02:30:10.127000+00:00,1,,
sub_1MHIfTFCPJnn9IgIQDycysHZ,si_N1LMnPw9kbFSJf,,,2022-12-21 03:08:32+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 08:30:03.586000+00:00,1,,
sub_1MHIonFCPJnn9IgIYWmNwrKy,si_N1LVrLyjw5tWmd,,,2022-12-21 03:18:09+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 08:30:03.585000+00:00,1,,
sub_1MHJ5zFCPJnn9IgIBTSxLJ5c,si_N1Ln00aCwI0uQe,,,2022-12-21 03:35:56+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 08:30:03.640000+00:00,1,,
sub_1MHStmFCPJnn9IgIm28H7g7Z,si_N1Vv4mbGMtbxrm,,,2022-12-21 14:03:59+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 14:29:53.204000+00:00,1,,
sub_1MH5TTFCPJnn9IgIjpeABG6a,si_N17ikfBAmdVFUl,,,2022-12-20 13:03:15+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 14:29:48.763000+00:00,1,,
sub_1MHSJxFCPJnn9IgIzJNW8em5,si_N1VKuHkGJsX6kJ,,,2022-12-21 13:26:58+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 14:29:53.205000+00:00,1,,
sub_1MHVVkFCPJnn9IgIqShJ20jZ,si_N1YdDSPKCjA6gI,,,2022-12-21 16:51:21+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 20:30:10.861000+00:00,1,,
sub_1MHAeEFCPJnn9IgI3U8FCHw6,si_N1D4m0gOBv0wrq,,,2022-12-20 18:34:43+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 20:29:59.232000+00:00,1,,
sub_1MHWXCFCPJnn9IgIyNFhdCmU,si_N1ZgzZGh0zcNHJ,,,2022-12-21 17:56:55+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 20:30:10.705000+00:00,1,,
sub_1MHUUdFCPJnn9IgI5q5P3Gu8,si_N1XZuVoYq58xjh,,,2022-12-21 15:46:08+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 20:30:10.847000+00:00,1,,
sub_1MH8z6FCPJnn9IgITDVa3ro4,si_N1BLheCWGeHscg,,,2022-12-20 16:48:09+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 20:29:52.670000+00:00,1,,
sub_1MHAeIFCPJnn9IgI7dhD1kDS,si_N1D47buMLeQmwO,,,2022-12-20 18:34:47+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-21 20:29:59.231000+00:00,1,,
sub_1MHcpvFCPJnn9IgI5l91Ltqv,si_N1gCu98KwQTIHX,,,2022-12-22 00:40:40+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-22 02:30:35.636000+00:00,1,,
sub_1MHbRUFCPJnn9IgI3diRSuJL,si_N1elM8N0Ob2j7p,,,2022-12-21 23:11:21+00:00,{},price_1JQZCDFCPJnn9IgIFVEWlVxH,2022-12-22 02:30:35.413000+00:00,1,,
