type,type_id,index,taxability_reason,inclusive,tax_rate_id,_fivetran_synced,amount,taxable_amount
INVOICE,in_1PtJk2FCPJnn9IgIOqsaiv9N,0,product_exempt,False,txr_1N5yzPFCPJnn9IgIPqFIBC5u,2024-08-31 00:12:41.430000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtIG0FCPJnn9IgIJo7lCtXE,0,product_exempt,False,txr_1N6j3bFCPJnn9IgIIIZ77B0q,2024-08-31 00:12:45.875000+00:00,0,0.0
INVOICE,in_1PtIJ9FCPJnn9IgIrZhStcBM,0,product_exempt,False,txr_1N5xLfFCPJnn9IgIp0gAQcbj,2024-08-31 00:12:45.865000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtII6FCPJnn9IgIfANsVvwU,0,product_exempt,False,txr_1N5vMZFCPJnn9IgIUrgoRxjq,2024-08-31 00:12:45.869000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtIK6FCPJnn9IgIQzRrZ4RL,0,product_exempt,False,txr_1N5xsvFCPJnn9IgI6VxD1UX2,2024-08-31 00:12:44.020000+00:00,0,0.0
INVOICE,in_1PtYkWFCPJnn9IgIDSAkFQdU,0,standard_rated,False,txr_1N6jPRFCPJnn9IgIdmo8bmcd,2024-08-31 00:12:47.318000+00:00,585,7399.0
INVOICE,in_1PtKaGFCPJnn9IgIGWVj0t0J,0,product_exempt,False,txr_1N5pulFCPJnn9IgIFSKipeJA,2024-08-31 00:12:41.101000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtJWrFCPJnn9IgI1rIAGon8,0,product_exempt,False,txr_1N8tjDFCPJnn9IgI3Uome3k5,2024-08-31 00:12:41.433000+00:00,0,0.0
INVOICE,in_1PtWJeFCPJnn9IgILAxEjgIP,0,product_exempt,False,txr_1N5xsvFCPJnn9IgI6VxD1UX2,2024-08-31 00:12:47.240000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtWNVFCPJnn9IgI9fqbAvr9,0,product_exempt,False,txr_1N6IalFCPJnn9IgIzS66DHYa,2024-08-31 00:12:47.240000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtIOVFCPJnn9IgIpRrO2heJ,0,product_exempt,False,txr_1N5xsvFCPJnn9IgI6VxD1UX2,2024-08-31 00:12:43.995000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtUjPFCPJnn9IgInFk5mpxG,0,product_exempt,False,txr_1N5rI5FCPJnn9IgIv2OQofD9,2024-08-31 00:12:46.753000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtIK6FCPJnn9IgIaPKFCFJ8,1,standard_rated,False,txr_1OTorGFCPJnn9IgIlFdzBLZx,2024-08-31 00:12:44.022000+00:00,65,1499.0
INVOICE_LINE_ITEM,il_1PtZtvFCPJnn9IgIp6ZVnOyD,0,product_exempt,False,txr_1N5pulFCPJnn9IgIFSKipeJA,2024-08-31 00:12:48.241000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtVijFCPJnn9IgIdcM5VDZC,0,not_subject_to_tax,False,txr_1Of1nbFCPJnn9IgIAafpBy1L,2024-08-31 00:12:47.038000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtIK6FCPJnn9IgIaPKFCFJ8,0,product_exempt,False,txr_1N7KVNFCPJnn9IgItDZapCiW,2024-08-31 00:12:44.022000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1Ptd81FCPJnn9IgI4ADnPGYO,0,standard_rated,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-31 00:12:48.614000+00:00,1642,19900.0
INVOICE_LINE_ITEM,il_1PtZEyFCPJnn9IgI5XczZMdk,0,product_exempt,False,txr_1N5wVtFCPJnn9IgIYLCpOkJf,2024-08-31 00:12:48.259000+00:00,0,0.0
INVOICE,in_1PtUbsFCPJnn9IgIpjm4X5gC,0,not_subject_to_tax,False,txr_1N5oxLFCPJnn9IgIYPBxH6si,2024-08-31 00:12:46.754000+00:00,0,0.0
INVOICE,in_1PtIz5FCPJnn9IgIXwO9ZteS,0,product_exempt,False,txr_1N6BlfFCPJnn9IgIHKMYP9Zh,2024-08-31 00:12:43.982000+00:00,0,0.0
INVOICE,in_1PtIK1FCPJnn9IgIUAnw65bp,0,product_exempt,False,txr_1N5viaFCPJnn9IgID2tbbcMM,2024-08-31 00:12:44.027000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtOLzFCPJnn9IgIxmsVDZ6i,0,product_exempt,False,txr_1N5vMZFCPJnn9IgIUrgoRxjq,2024-08-31 00:12:46.314000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtavuFCPJnn9IgIYTPwxg8f,0,standard_rated,False,txr_1N5qlXFCPJnn9IgIa2CTCqta,2024-08-31 00:12:48.505000+00:00,625,9999.0
INVOICE_LINE_ITEM,il_1PtaJCFCPJnn9IgI9UCK5tPD,0,product_exempt,False,txr_1N5xLEFCPJnn9IgIUKHnoEvR,2024-08-31 00:12:48.522000+00:00,0,0.0
INVOICE,in_1PtIJ9FCPJnn9IgILPtCY1VP,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-31 00:12:45.866000+00:00,99,1199.0
INVOICE_LINE_ITEM,il_1Ptc6gFCPJnn9IgICYkT90zQ,0,standard_rated,False,txr_1N5qlVFCPJnn9IgI8TkWvOcb,2024-08-31 00:12:48.939000+00:00,90,1499.0
INVOICE,in_1PtIG4FCPJnn9IgIVZuIr22m,0,not_subject_to_tax,False,txr_1N5oxLFCPJnn9IgIYPBxH6si,2024-08-31 00:12:45.873000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtUHnFCPJnn9IgIKTnixiTx,0,standard_rated,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-31 00:12:46.571000+00:00,8,100.0
INVOICE_LINE_ITEM,il_1PtapvFCPJnn9IgIsGG3yfTX,0,not_subject_to_tax,False,txr_1N5oxLFCPJnn9IgIYPBxH6si,2024-08-31 00:12:48.511000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtO8iFCPJnn9IgIsyUPh7RW,0,product_exempt,False,txr_1N5vMZFCPJnn9IgIUrgoRxjq,2024-08-31 00:12:46.314000+00:00,0,0.0
INVOICE,in_1PtKzfFCPJnn9IgIpkHYMyHw,0,standard_rated,False,txr_1N5qlXFCPJnn9IgIa2CTCqta,2024-08-31 00:12:41.100000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1Ptbn9FCPJnn9IgIFkpOImSS,0,product_exempt,False,txr_1NFPtdFCPJnn9IgIcNlUXD7F,2024-08-31 00:12:48.456000+00:00,0,0.0
INVOICE,in_1PtKVRFCPJnn9IgItICHMD7k,0,not_subject_to_tax,False,txr_1N5qvGFCPJnn9IgIincgNkjz,2024-08-31 00:12:41.101000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtZHSFCPJnn9IgIKjsapu4g,0,standard_rated,False,txr_1N62dpFCPJnn9IgIulHoXVJ5,2024-08-31 00:12:48.258000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtHJTFCPJnn9IgIOWOncxG1,0,product_exempt,False,txr_1N5pEgFCPJnn9IgI7W1A1aFt,2024-08-31 00:10:56.053000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtLwgFCPJnn9IgI8vaKrg0U,0,standard_rated,False,txr_1N5tHIFCPJnn9IgIbzMM2UIn,2024-08-31 00:12:41.134000+00:00,91,1499.0
INVOICE_LINE_ITEM,il_1PtXT3FCPJnn9IgIKV2NSFBi,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-31 00:12:47.323000+00:00,99,1199.0
INVOICE_LINE_ITEM,il_1PtIG4FCPJnn9IgI1ve2q7SF,0,product_exempt,False,txr_1N5qZhFCPJnn9IgIn7aFFdKR,2024-08-31 00:12:45.872000+00:00,0,0.0
INVOICE,in_1PtIZ8FCPJnn9IgIV0RPqu5h,0,standard_rated,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-31 00:12:43.986000+00:00,0,0.0
INVOICE,in_1PtIK6FCPJnn9IgIbDeZ8E0s,0,product_exempt,False,txr_1N5w6iFCPJnn9IgII2QX6LxT,2024-08-31 00:12:44.018000+00:00,0,0.0
INVOICE,in_1PtIJ9FCPJnn9IgI6XIwjrgX,0,standard_rated,False,txr_1N5rnSFCPJnn9IgIyIVlhMoI,2024-08-31 00:12:45.865000+00:00,109,1499.0
INVOICE_LINE_ITEM,il_1PtYA0FCPJnn9IgIehbkdEjM,0,standard_rated,False,txr_1N6ULlFCPJnn9IgIGHzPfcZ0,2024-08-31 00:12:47.323000+00:00,0,0.0
INVOICE,in_1PtHJTFCPJnn9IgI9QqK7bK7,0,product_exempt,False,txr_1N5pEgFCPJnn9IgI7W1A1aFt,2024-08-31 00:10:56.053000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtIK1FCPJnn9IgI4Osc1tef,0,taxable_basis_reduced,False,txr_1N5pWrFCPJnn9IgIq2rbz1e1,2024-08-31 00:12:44.026000+00:00,27,400.0
INVOICE_LINE_ITEM,il_1PtIK6FCPJnn9IgIrcV9azek,0,product_exempt,False,txr_1N5q5UFCPJnn9IgI5EGWj8DB,2024-08-31 00:12:44.021000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtJ6RFCPJnn9IgI9nFw4peL,0,standard_rated,False,txr_1N5qlVFCPJnn9IgI8TkWvOcb,2024-08-31 00:12:43.965000+00:00,90,1499.0
INVOICE_LINE_ITEM,il_1PtLuIFCPJnn9IgI6BrIMbPQ,0,standard_rated,False,txr_1N6dnMFCPJnn9IgIuHsbT2zi,2024-08-31 00:12:41.139000+00:00,34,499.0
INVOICE_LINE_ITEM,il_1PtW0MFCPJnn9IgIo9q0IskZ,0,standard_rated,False,txr_1N5xLLFCPJnn9IgIHNziXbik,2024-08-31 00:12:47.037000+00:00,48,500.0
INVOICE_LINE_ITEM,il_1PtII5FCPJnn9IgINiye9aA6,0,standard_rated,False,txr_1N5qlVFCPJnn9IgI8TkWvOcb,2024-08-31 00:12:45.870000+00:00,90,1499.0
INVOICE,in_1Ptb1HFCPJnn9IgIuAL5xVo3,0,standard_rated,False,txr_1N5sAvFCPJnn9IgIoO9nbXbv,2024-08-31 00:12:48.458000+00:00,90,1499.0
INVOICE,in_1PtLUYFCPJnn9IgIeU5itRh6,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-31 00:12:41.140000+00:00,132,1599.0
INVOICE_LINE_ITEM,il_1PtHasFCPJnn9IgIsVz7GsC5,0,product_exempt,False,txr_1N61EoFCPJnn9IgIUrUEXB5g,2024-08-31 00:11:05.404000+00:00,0,0.0
UPCOMING_INVOICE_LINE_ITEM,il_tmp_1c983eFCPJnn9IgI58f269ba,0,product_exempt,False,txr_1N5yLeFCPJnn9IgI6mkEp8RU,2024-08-31 00:08:08.114000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1Ptb1HFCPJnn9IgIAG0PcLWA,0,standard_rated,False,txr_1N5sAvFCPJnn9IgIoO9nbXbv,2024-08-31 00:12:48.458000+00:00,90,1499.0
INVOICE_LINE_ITEM,il_1PtIK6FCPJnn9IgImXaOK54V,0,standard_rated,False,txr_1N5tZZFCPJnn9IgI257hpdtT,2024-08-31 00:12:44.019000+00:00,1155,16499.0
INVOICE_LINE_ITEM,il_1PtK3oFCPJnn9IgIJwtH4oQM,0,product_exempt,False,txr_1N5w7oFCPJnn9IgIcSDjDevl,2024-08-31 00:12:41.429000+00:00,0,0.0
INVOICE,in_1PtIJPFCPJnn9IgIMR5E5mrR,0,product_exempt,False,txr_1N5xtBFCPJnn9IgIx8mG82Li,2024-08-31 00:12:45.865000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtYmLFCPJnn9IgIBabkj4Mp,0,product_exempt,False,txr_1N5oOqFCPJnn9IgIxGnfAIbU,2024-08-31 00:12:47.318000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtdPeFCPJnn9IgIkKlx2hrp,0,standard_rated,False,txr_1N6dnMFCPJnn9IgIuHsbT2zi,2024-08-31 00:12:48.611000+00:00,0,0.0
INVOICE,in_1PtKNtFCPJnn9IgIUoEMaKGO,0,product_exempt,False,txr_1N5q5UFCPJnn9IgI5EGWj8DB,2024-08-31 00:12:41.102000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtcLQFCPJnn9IgIEgRq5tKR,0,standard_rated,False,txr_1N6JKfFCPJnn9IgI8W9cyJo4,2024-08-31 00:12:48.938000+00:00,130,1499.0
INVOICE,in_1PtMQIFCPJnn9IgI89gxXGAi,0,product_exempt,False,txr_1N65qQFCPJnn9IgIPSBTNPbY,2024-08-31 00:12:40.818000+00:00,0,0.0
INVOICE,in_1PtdzlFCPJnn9IgI10vewH9z,0,product_exempt,False,txr_1N5w7oFCPJnn9IgIcSDjDevl,2024-08-31 00:12:48.449000+00:00,0,0.0
INVOICE,in_1Ptc9IFCPJnn9IgIKL2ARoR8,0,standard_rated,False,txr_1N5qlVFCPJnn9IgI8TkWvOcb,2024-08-31 00:12:48.939000+00:00,90,1499.0
INVOICE_LINE_ITEM,il_1PtIK2FCPJnn9IgIpt7HtfFY,0,product_exempt,False,txr_1N5skfFCPJnn9IgIabyGuvt5,2024-08-31 00:12:44.025000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtJF7FCPJnn9IgIkmtmgpL8,0,standard_rated,False,txr_1N63zXFCPJnn9IgIM7YntHa0,2024-08-31 00:12:41.439000+00:00,125,1979.0
INVOICE_LINE_ITEM,il_1PtYZ8FCPJnn9IgIGhQ2J2dW,0,product_exempt,False,txr_1N5q5UFCPJnn9IgI5EGWj8DB,2024-08-31 00:12:47.321000+00:00,0,0.0
INVOICE,in_1PtcYYFCPJnn9IgI1FbFZaEb,0,product_exempt,False,txr_1N619DFCPJnn9IgINuOjxYRB,2024-08-31 00:12:48.938000+00:00,0,0.0
INVOICE,in_1PtIZ8FCPJnn9IgIV0RPqu5h,1,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-31 00:12:43.986000+00:00,99,1199.0
INVOICE_LINE_ITEM,il_1PtUOFFCPJnn9IgIIsH31GAB,0,product_exempt,False,txr_1N5xLfFCPJnn9IgIp0gAQcbj,2024-08-31 00:12:46.755000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtIG4FCPJnn9IgIVzzElxw0,0,product_exempt,False,txr_1N5rI5FCPJnn9IgIv2OQofD9,2024-08-31 00:12:45.874000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PtbfnFCPJnn9IgIP3lrn3sI,0,standard_rated,False,txr_1Pdw0LFCPJnn9IgI9Hxg0Kwf,2024-08-31 00:12:48.457000+00:00,100,1999.0
INVOICE_LINE_ITEM,il_1Ptcg2FCPJnn9IgIPhX7j6Yy,0,standard_rated,False,txr_1N6ISXFCPJnn9IgI6OxDDnaz,2024-08-31 00:12:48.937000+00:00,101,1349.0
INVOICE,in_1PsX6uFCPJnn9IgIs6Z4Ls1Q,0,standard_rated,False,txr_1N5qlVFCPJnn9IgI8TkWvOcb,2024-08-28 00:11:53.102000+00:00,90,1499.0
INVOICE,in_1PsXMoFCPJnn9IgI4RGGfUsT,0,product_exempt,False,txr_1N5oOqFCPJnn9IgIxGnfAIbU,2024-08-28 00:11:52.866000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsRQ5FCPJnn9IgIfWOG3mjU,0,product_exempt,False,txr_1NwT1jFCPJnn9IgIbquseboO,2024-08-28 00:11:51.060000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsESlFCPJnn9IgI75LiWX59,0,product_exempt,False,txr_1N6DMIFCPJnn9IgI6NFlZ1cM,2024-08-28 00:11:49.600000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsUsDFCPJnn9IgIb38OxPR7,0,product_exempt,False,txr_1N5qZhFCPJnn9IgIn7aFFdKR,2024-08-28 00:11:52.742000+00:00,0,0.0
INVOICE,in_1PsTsNFCPJnn9IgINxlZKRcM,0,standard_rated,False,txr_1N5w8MFCPJnn9IgItwuRZbnd,2024-08-28 00:11:52.821000+00:00,95,1499.0
INVOICE_LINE_ITEM,il_1PsVyzFCPJnn9IgI6cS4SJ2M,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:52.963000+00:00,33,400.0
INVOICE_LINE_ITEM,il_1PsD2cFCPJnn9IgIxxlByi1s,0,taxable_basis_reduced,False,txr_1N5pWrFCPJnn9IgIq2rbz1e1,2024-08-28 00:11:49.872000+00:00,81,1199.0
UPCOMING_INVOICE,sub_1PsHYFFCPJnn9IgIRD09Dz45,0,standard_rated,False,txr_1N5xt8FCPJnn9IgIKSs3QeBv,2024-08-28 00:12:08.537000+00:00,1320,16499.0
INVOICE,in_1PsTTGFCPJnn9IgIQWJRJ8r7,0,product_exempt,False,txr_1N5qZhFCPJnn9IgIn7aFFdKR,2024-08-28 00:11:51.264000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsS79FCPJnn9IgIQrrCxCcv,0,standard_rated,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:51.508000+00:00,0,0.0
INVOICE,in_1PsGO0FCPJnn9IgIpT85lEpM,1,product_exempt,False,txr_1N5qlTFCPJnn9IgIPnQUsFam,2024-08-28 00:11:49.461000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsOQ6FCPJnn9IgIEpWhBK3h,0,product_exempt,False,txr_1N5sJFFCPJnn9IgI8pEHVD2L,2024-08-28 00:11:50.867000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsWJzFCPJnn9IgII39Qp5e4,0,standard_rated,False,txr_1N5w7SFCPJnn9IgI4Kc6ahr0,2024-08-28 00:11:52.961000+00:00,105,1499.0
INVOICE_LINE_ITEM,il_1PsSGhFCPJnn9IgIApHYDfXV,0,product_exempt,False,txr_1N5w6iFCPJnn9IgII2QX6LxT,2024-08-28 00:11:51.506000+00:00,0,0.0
UPCOMING_INVOICE,sub_1PsGLkFCPJnn9IgILE0A7pf0,0,standard_rated,False,txr_1N6drrFCPJnn9IgIK3ZsnBcS,2024-08-28 00:12:04.983000+00:00,1048,16499.0
INVOICE_LINE_ITEM,il_1PsRDsFCPJnn9IgIXfMxhgUW,0,product_exempt,False,txr_1N5qlTFCPJnn9IgIPnQUsFam,2024-08-28 00:11:51.062000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsR5jFCPJnn9IgIqfn5kQtv,0,taxable_basis_reduced,False,txr_1N5pWrFCPJnn9IgIq2rbz1e1,2024-08-28 00:11:51.062000+00:00,27,399.0
INVOICE,in_1PpUrTFCPJnn9IgIfx4GvtOO,0,standard_rated,False,txr_1N5w8MFCPJnn9IgItwuRZbnd,2024-08-28 00:10:31.107000+00:00,127,1999.0
INVOICE,in_1PsQbSFCPJnn9IgIvqEPmibz,0,standard_rated,False,txr_1N741xFCPJnn9IgIvGQldWdC,2024-08-28 00:11:51.116000+00:00,431,4999.0
INVOICE,in_1PsT3SFCPJnn9IgIYaov4vey,0,not_subject_to_tax,False,txr_1N5oxLFCPJnn9IgIYPBxH6si,2024-08-28 00:11:51.284000+00:00,0,0.0
INVOICE,in_1PsTnrFCPJnn9IgIIy8219cJ,0,product_exempt,False,txr_1N5xsvFCPJnn9IgI6VxD1UX2,2024-08-28 00:11:52.822000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsJk9FCPJnn9IgICX0FrVUq,0,standard_rated,False,txr_1N5sFrFCPJnn9IgIEgPU3UmC,2024-08-28 00:11:50.319000+00:00,133,1499.0
INVOICE_LINE_ITEM,il_1PsSOIFCPJnn9IgI6U48i8ur,0,product_exempt,False,txr_1N5q5UFCPJnn9IgI5EGWj8DB,2024-08-28 00:11:51.505000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsEFwFCPJnn9IgIC91w16QK,0,product_exempt,False,txr_1N5vMZFCPJnn9IgIUrgoRxjq,2024-08-28 00:11:49.601000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsNjyFCPJnn9IgI1k9mTHoj,0,standard_rated,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:50.202000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsD6nFCPJnn9IgIuykoorPc,0,product_exempt,False,txr_1N5pEgFCPJnn9IgI7W1A1aFt,2024-08-28 00:11:49.870000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsCfPFCPJnn9IgIckK9P1F5,0,product_exempt,False,txr_1N5oOqFCPJnn9IgIxGnfAIbU,2024-08-28 00:10:23.717000+00:00,0,0.0
INVOICE,in_1PsZ0aFCPJnn9IgIRMym5hGZ,0,standard_rated,False,txr_1N5w8vFCPJnn9IgIJnLh88oZ,2024-08-28 00:11:52.418000+00:00,71,1499.0
INVOICE,in_1PsVKDFCPJnn9IgITIE79B2L,0,product_exempt,False,txr_1N5xLfFCPJnn9IgIp0gAQcbj,2024-08-28 00:11:52.740000+00:00,0,0.0
INVOICE,in_1PsS79FCPJnn9IgIX7PYNQnP,0,standard_rated,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:51.508000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsT8GFCPJnn9IgITEWkPkFk,0,standard_rated,False,txr_1P0oEAFCPJnn9IgIWynvao3K,2024-08-28 00:11:51.284000+00:00,155,1499.0
INVOICE,in_1PsGa7FCPJnn9IgIWQrkySbT,0,product_exempt,False,txr_1N6jHbFCPJnn9IgIMAXcdZKB,2024-08-28 00:11:49.435000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsWgXFCPJnn9IgIuWNNOqSn,0,product_exempt,False,txr_1NG0QYFCPJnn9IgIGHr7anmr,2024-08-28 00:11:53.104000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsFoMFCPJnn9IgIYFtWSXda,0,standard_rated,False,txr_1N6H9PFCPJnn9IgI0eFnCXpc,2024-08-28 00:11:49.464000+00:00,121,1499.0
INVOICE_LINE_ITEM,il_1PsTsOFCPJnn9IgIZZOBbfVT,0,standard_rated,False,txr_1N5w8MFCPJnn9IgItwuRZbnd,2024-08-28 00:11:52.821000+00:00,95,1499.0
INVOICE_LINE_ITEM,il_1PsSHhFCPJnn9IgIuLBhf1ZW,0,not_subject_to_tax,False,txr_1N5w8yFCPJnn9IgIv8JEhYbk,2024-08-28 00:11:51.506000+00:00,0,0.0
INVOICE,in_1PsOQ6FCPJnn9IgIHGPVQK9H,0,product_exempt,False,txr_1N5sJFFCPJnn9IgI8pEHVD2L,2024-08-28 00:11:50.866000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsV3AFCPJnn9IgIJT2RboPh,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:52.741000+00:00,99,1199.0
INVOICE_LINE_ITEM,il_1PsGnOFCPJnn9IgIcaHOMIG0,1,standard_rated,False,txr_1N6d9eFCPJnn9IgIIY6pjdmU,2024-08-28 00:11:49.433000+00:00,53,1499.0
INVOICE,in_1PsZ5xFCPJnn9IgIr1BTPH9J,0,standard_rated,False,txr_1N5w8vFCPJnn9IgIJnLh88oZ,2024-08-28 00:11:52.416000+00:00,71,1499.0
INVOICE_LINE_ITEM,il_1PsGO1FCPJnn9IgINpYgFTgy,0,standard_rated,False,txr_1N5zTMFCPJnn9IgISQBkMugR,2024-08-28 00:11:49.461000+00:00,1074,17909.0
INVOICE_LINE_ITEM,il_1PsTM8FCPJnn9IgIWAYfBTjJ,0,standard_rated,False,txr_1N5w8uFCPJnn9IgIXD91HajO,2024-08-28 00:11:51.281000+00:00,0,0.0
INVOICE,in_1PsGAIFCPJnn9IgIriAmmsDS,0,product_exempt,False,txr_1N5sJFFCPJnn9IgIg17aZk6g,2024-08-28 00:11:49.463000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsOByFCPJnn9IgIjdQFR8rw,0,standard_rated,False,txr_1N5w8MFCPJnn9IgItwuRZbnd,2024-08-28 00:11:50.868000+00:00,32,500.0
INVOICE,in_1PsEfDFCPJnn9IgImaKQ1Kbc,0,standard_rated,False,txr_1N7t9GFCPJnn9IgIS7HqrL4V,2024-08-28 00:11:49.316000+00:00,101,1499.0
INVOICE_LINE_ITEM,il_1PsX2BFCPJnn9IgIy6ON2kmB,0,standard_rated,False,txr_1P0oEAFCPJnn9IgIWynvao3K,2024-08-28 00:11:53.102000+00:00,155,1499.0
INVOICE_LINE_ITEM,il_1PsDpoFCPJnn9IgIgPz873hr,0,product_exempt,False,txr_1N5yzPFCPJnn9IgIPqFIBC5u,2024-08-28 00:11:49.604000+00:00,0,0.0
INVOICE,in_1PsSv3FCPJnn9IgISG1yItte,0,product_exempt,False,txr_1N5xLfFCPJnn9IgIp0gAQcbj,2024-08-28 00:11:51.290000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsGnhFCPJnn9IgIDLu4kjGp,0,product_exempt,False,txr_1N5xLEFCPJnn9IgIUKHnoEvR,2024-08-28 00:11:49.431000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsCsBFCPJnn9IgIscgpbHZi,0,standard_rated,False,txr_1N5qW7FCPJnn9IgIwo8j6hax,2024-08-28 00:11:49.874000+00:00,0,0.0
INVOICE,in_1PsWTEFCPJnn9IgInfeaYZBP,0,product_exempt,False,txr_1N5qlTFCPJnn9IgIPnQUsFam,2024-08-28 00:11:53.106000+00:00,0,0.0
INVOICE,in_1PsGrnFCPJnn9IgIxgHGB0Cq,0,product_exempt,False,txr_1N6uhvFCPJnn9IgI2ssc53Zv,2024-08-28 00:11:49.430000+00:00,0,0.0
INVOICE,in_1PsD7cFCPJnn9IgI8frOgIzp,0,standard_rated,False,txr_1N5wA6FCPJnn9IgIxqxgInji,2024-08-28 00:11:49.869000+00:00,139,1499.0
INVOICE_LINE_ITEM,il_1PsOa3FCPJnn9IgIGd0s6q5M,0,standard_rated,False,txr_1NGVVBFCPJnn9IgIyEnmYCxc,2024-08-28 00:11:50.866000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsNNaFCPJnn9IgIiYbLUQUH,0,standard_rated,False,txr_1N6IzNFCPJnn9IgIIkeDT3fe,2024-08-28 00:11:50.202000+00:00,128,1499.0
UPCOMING_INVOICE_LINE_ITEM,il_tmp_1bafb0FCPJnn9IgIa059e810,0,standard_rated,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:10:50.281000+00:00,0,0.0
INVOICE,in_1PtIOWFCPJnn9IgId5niGieR,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-31 00:12:43.994000+00:00,132,1598.0
INVOICE,in_1PtZNoFCPJnn9IgIQcpWomkt,0,product_exempt,False,txr_1N5xLfFCPJnn9IgINNnYPeeL,2024-08-31 00:12:48.258000+00:00,0,0.0
INVOICE,in_1PtVRIFCPJnn9IgIHmnDqyhV,0,standard_rated,False,txr_1N5qlXFCPJnn9IgIa2CTCqta,2024-08-31 00:12:47.038000+00:00,1485,23758.0
INVOICE_LINE_ITEM,il_1PtddwFCPJnn9IgI3NqzyG1G,0,standard_rated,False,txr_1N5wA6FCPJnn9IgIxqxgInji,2024-08-31 00:12:48.609000+00:00,139,1499.0
INVOICE,in_1PtJH7FCPJnn9IgIOFHXmAKg,0,not_subject_to_tax,False,txr_1N5oxLFCPJnn9IgIYPBxH6si,2024-08-31 00:12:41.438000+00:00,0,0.0
