amazon_order_id,order_item_id,asin,seller_sku,title,quantity_ordered,quantity_shipped,product_info_detail_number_of_items,points_granted_points_number,points_granted_monetary_currency_code,points_granted_monetary_amount,item_price_currency_code,item_price_amount,shipping_price_currency_code,shipping_price_amount,item_tax_currency_code,item_tax_amount,shipping_tax_currency_code,shipping_tax_amount,shipping_discount_currency_code,shipping_discount_amount,shipping_discount_tax_currency_code,shipping_discount_tax_amount,promotion_discount_currency_code,promotion_discount_amount,promotion_discount_tax_currency_code,promotion_discount_tax_amount,is_gift,condition_note,condition_id,condition_subtype_id,scheduled_delivery_start_date,scheduled_delivery_end_date,price_designation,tax_collection_model,tax_collection_responsible_party,serial_number_required,is_transparency,ioss_number,store_chain_store_id,deemed_reseller_category,buyer_requested_cancel_is_buyer_requested_cancel,buyer_requested_cancel_buyer_cancel_reason,item_approval_context_approval_type,item_approval_context_approval_status,_fivetran_synced
S01-7453628-3153244,li_1NuRnsFCPJnn9IgImmkNvSlb,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:14:50.102000+00:00
S01-9795415-4351625,5_li_1Nw8BIFCPJnn9IgImek7xDRa,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:10:04.093000+00:00
S01-5158844-7680419,5_li_1NcGPxFCPJnn9IgIO0TxJua9,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:21:24.092000+00:00
S01-1725167-2576433,5_li_1NaqOkFCPJnn9IgIk0CMn6k3,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:15:22.093000+00:00
S01-8150013-7035632,li_1NgaVlFCPJnn9IgI89iycSKJ,B0CBGVQN3F,cellular-mint-any-standard,Accessory | Mint Mobile Sim Card [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:06:14.112000+00:00
S01-3058967-7321210,4_li_1NnrXqFCPJnn9IgIfPGQDoea,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:36:42.095000+00:00
S01-1285292-9100228,0,B0CBGH6CMT,accessory-protector-g91s-glass,-,114,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 21:16:36.165000+00:00
S01-9274612-3542808,li_1NiokSFCPJnn9IgINyKRmT2c,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:53:34.097000+00:00
S01-0296794-6305242,li_1NgFxHFCPJnn9IgIv80y3YQC,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:01:40.101000+00:00
S01-1927806-7991625,li_1NmdUrFCPJnn9IgI7Es1Ehgm,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:43:48.097000+00:00
S01-1334842-6480440,4_li_1Nv0uyFCPJnn9IgIKo9UPs6v,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:12:18.094000+00:00
S01-1180101-1577262,li_1NlvD8FCPJnn9IgIRDq2L6zy,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:29:56.091000+00:00
S01-6701529-2670833,4_li_1NfYxRFCPJnn9IgIxkfuQIQi,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:40:36.093000+00:00
S01-9004383-7854867,5_li_1NjMiFFCPJnn9IgI3mXw88YF,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:31:48.091000+00:00
S01-6564398-7932512,0,B0BKR4XZGJ,plus2-black-12mo,-,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 22:28:36.185000+00:00
S01-9475765-4323633,li_1NvApFFCPJnn9IgIGp4Oq7MK,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:13:02.107000+00:00
S01-6466834-5536461,li_1NjXhPFCPJnn9IgIXLdWc0Nj,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:49:40.088000+00:00
S01-2329027-5944458,li_1NWLSZFCPJnn9IgInmRI3Mnf,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:39:40.097000+00:00
S01-2418480-2259613,li_1NhjzlFCPJnn9IgIzkdfhhsA,B0CBGNB5VN,accessory-case-a14-gdblue,Pinwheel Plus 3 | Guardian Case (A14) (Blue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:03:10.095000+00:00
S01-7861043-2495639,1_li_1Nh3hfFCPJnn9IgIuj7ztsHD,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:46:56.092000+00:00
S01-5332230-3755612,li_1NcsrFFCPJnn9IgIOdvWgS9m,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:49:14.112000+00:00
S01-4381665-2328448,4_li_1NwVeuFCPJnn9IgIc9z8LCFt,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:05:46.106000+00:00
S01-2020579-9358019,3_li_1NlzQHFCPJnn9IgIq5huTcWq,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:44:48.107000+00:00
S01-4755143-8801215,5_li_1Nkr9TFCPJnn9IgIjvdZVdFW,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:39:18.089000+00:00
S01-6527520-1124434,5_li_1NbT5vFCPJnn9IgIKO8Rgv2X,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:22:00.094000+00:00
S01-3398969-5500337,0,B0CC78H2TV,phone-rugged3-x10pro-black,-,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 22:54:38.090000+00:00
S01-4875942-6460469,4_li_1NfVgGFCPJnn9IgItVlNkR9m,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:46:22.103000+00:00
S01-0687103-7180461,2_li_1NiSeaFCPJnn9IgI85Bc4QRo,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:39:14.098000+00:00
S01-9582068-1958801,li_1NkbPCFCPJnn9IgIBi4SAwi3,B0CBGVPBD5,cellular-usmobile-any-tm,Accessory | US Mobile Sim Card (TM) [Old],2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:42:54.094000+00:00
S01-2503413-8800413,3_li_1NhyVOFCPJnn9IgIgNPPNpDw,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:43:32.084000+00:00
S01-9775366-2777264,li_1NY6fdFCPJnn9IgI3TwgqzuR,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:15:04.098000+00:00
S01-6283354-5248423,li_1NjuTtFCPJnn9IgIrXaaQwQl,B0CBGVQN3F,cellular-mint-any-standard,Accessory | Mint Mobile Sim Card [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:38:12.102000+00:00
S01-4609381-3158806,li_1Nun5NFCPJnn9IgIhZyP6GUn,B0CD8YWCVP,phone-pixel2-7a-charcoal,Pinwheel Pixel 7A,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:13:30.095000+00:00
S01-6275809-6799625,li_1Nc9GbFCPJnn9IgIG9BbHMoo,B0CBGNFP3C,accessory-case-a14-gdteal,Pinwheel Plus 3 | Guardian Case (A14) (Teal),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:00:22.113000+00:00
S01-6799725-4658811,li_1NfPUIFCPJnn9IgIirb1Lhj8,B0CBGN5MD1,accessory-case-a14-dlred,Pinwheel Plus 3 | Dual Layer Case (A14) (Red),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:10:06.158000+00:00
S01-3242044-2043609,2_li_1NrPwHFCPJnn9IgIWR0cOgaA,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:20:41.520000+00:00
S01-2978469-7688402,5_li_1NfStcFCPJnn9IgIkWjXedIO,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:51:46.112000+00:00
S01-1862282-0394801,li_1Nh1tgFCPJnn9IgI0LQAzSI4,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:07:54.096000+00:00
S01-6988466-9318852,in_1NYvGwFCPJnn9IgIaKY5XtN3-0,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:30:36.276000+00:00
S01-8679403-2207628,li_1NpLBoFCPJnn9IgIlbyAy52C,B0CBGVPBD5,cellular-usmobile-any-tm,Accessory | US Mobile Sim Card (TM) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:26:20.095000+00:00
S01-8064113-4678024,2_li_1Nd27CFCPJnn9IgI3er2JRAA,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:52:36.096000+00:00
S01-3311753-1877248,li_1NeNSKFCPJnn9IgI8HCNk89K,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:13:20.112000+00:00
S01-5687668-4906062,4_li_1NdxyIFCPJnn9IgI9w5L1rVy,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:51:44.103000+00:00
S01-7689208-1242005,5_li_1NiUGIFCPJnn9IgIbLL5ABMo,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:42:34.103000+00:00
S01-9303067-8245258,li_1NiUeEFCPJnn9IgIh3yUkPkx,B0CBGVQN3F,cellular-mint-any-standard,Accessory | Mint Mobile Sim Card [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:53:48.110000+00:00
S01-2790036-1776467,li_1NeSDiFCPJnn9IgIHWOPrALR,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:02:52.098000+00:00
S01-3359479-5812425,in_1NxtgCFCPJnn9IgIiOQA4OXN-0,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:04:36.193000+00:00
S01-9745234-3494865,li_1Na9rRFCPJnn9IgI22V0Mdtk,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:13:04.085000+00:00
S01-6177189-3894808,4_li_1NgYA2FCPJnn9IgIr9pYxIcB,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:48:00.104000+00:00
S01-6641348-9472413,li_1NddjbFCPJnn9IgI3ydqY1rk,B0CBGH6CMT,accessory-protector-g91s-glass,Pinwheel Slim 5 | Screen Protector (G91S),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:54:14.093000+00:00
S01-5788812-3807660,li_1NeOubFCPJnn9IgIE71NFf29,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:15:52.111000+00:00
S01-2204309-7666840,li_1NcEuvFCPJnn9IgIHe460d8X,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:01:08.100000+00:00
S01-3012198-7564449,4_li_1NaLKpFCPJnn9IgIJxg84N9U,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:27:10.098000+00:00
S01-8588542-2246836,4_li_1NfjwIFCPJnn9IgIvclsaQoR,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:41:42.095000+00:00
S01-1097828-2200466,li_1Ne5ugFCPJnn9IgINL4UccB5,B0CBGVQN3F,cellular-mint-any-standard,Accessory | Mint Mobile Sim Card [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:11:46.091000+00:00
S01-3175732-0389224,li_1Nige8FCPJnn9IgI5ZRKvw2P,B0CD8YWCVP,phone-pixel2-7a-charcoal,Pinwheel Pixel 7A,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:00:26.100000+00:00
S01-5323427-3982035,li_1Nw8nnFCPJnn9IgIK0eNX0uE,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:10:42.094000+00:00
S01-5697203-1553252,li_1NtH3oFCPJnn9IgI6Qi5ejpu,B0CBGNB5VN,accessory-case-a14-gdblue,Pinwheel Plus 3 | Guardian Case (A14) (Blue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:19:10.109000+00:00
S01-9650658-4720406,li_1NhzinFCPJnn9IgIoBzHRRko,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:03:48.108000+00:00
S01-3342922-9109261,5_li_1NYX6IFCPJnn9IgIbwJpMw9D,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:04:58.102000+00:00
S01-6404060-8796422,2_li_1Ngs43FCPJnn9IgIFoTmwe1Y,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:46:58.104000+00:00
S01-2423023-9670857,5_li_1Nu3dTFCPJnn9IgIxfb19QTk,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:13:04.097000+00:00
S01-0760722-3764413,2_li_1NrRMVFCPJnn9IgIx2idXz06,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:24:06.089000+00:00
S01-0095519-7234304,0,B0CDFDG77M,accessory-case-7a-dlaqua,-,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 22:31:44.092000+00:00
S01-0031361-4395611,li_1NZTUbFCPJnn9IgIfWMBwDwK,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:30:52.097000+00:00
S01-4983840-1861228,5_li_1NliGBFCPJnn9IgITiLzEze6,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:35:46.094000+00:00
S01-0191851-8445218,2_li_1NiSGcFCPJnn9IgI4oYmoxG3,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:35:30.095000+00:00
S01-9230565-7605234,2_li_1NqR62FCPJnn9IgI5rfd67qo,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:24:52.094000+00:00
S01-6345742-7906866,4_li_1NhZvOFCPJnn9IgIkISxpUPl,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:42:50.100000+00:00
S01-5677673-1971669,li_1NcGL9FCPJnn9IgITGGq53Sd,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:54:02.098000+00:00
S01-4241295-5863622,5_li_1NkloTFCPJnn9IgIKUAwo70n,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:41:38.091000+00:00
S01-3107910-5782843,5_li_1NZnPyFCPJnn9IgIWsZ1oojo,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:27:46.120000+00:00
S01-2052469-7891660,li_1NXR2fFCPJnn9IgI80dwCXGp,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:16:36.200000+00:00
S01-3188685-6114862,1_li_1NmpOuFCPJnn9IgILL9aQfVD,B0CC77J9VN,phone-plus3-a14-black,Pinwheel Plus 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:38:16.101000+00:00
S01-6864866-1806831,4_li_1NwZkEFCPJnn9IgIL9EFLiuQ,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:06:52.098000+00:00
S01-4328388-2470028,3_li_1NsvVZFCPJnn9IgIEXFw8gpj,B0CBGHQ37B,accessory-protector-a14-glass,Plus 3 | Screen Protector (A14),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:18:46.099000+00:00
S01-8694847-6138054,3_li_1NYheyFCPJnn9IgIKirxMJTN,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:32:56.097000+00:00
S01-2083424-7882055,li_1Nn7tfFCPJnn9IgInpNwCcZl,B0CBGQBRC7,accessory-case-a14-gdblack,Pinwheel Plus 3 | Guardian Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:40:38.093000+00:00
S01-5418565-0375627,4_li_1NZxFHFCPJnn9IgIA62CiOPZ,B0CBGVKH75,cellular-usmobile-any-vz,Accessory | US Mobile Sim Card (VZ) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:19:00.097000+00:00
S01-0351208-8092404,2_li_1NmfGuFCPJnn9IgIGo4rXigi,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:42:10.095000+00:00
S01-2572994-9421260,3_li_1NqN4YFCPJnn9IgIStDrgsqG,B0CBGNKSLM,accessory-case-g91s-black,Pinwheel Slim 5 | Case (G91S) Black,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:23:56.094000+00:00
S01-4882021-4194043,5_li_1NbuqnFCPJnn9IgINifvhZKP,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:22:20.100000+00:00
S01-0474691-7611621,5_li_1NYXXaFCPJnn9IgIQPyJ3vjl,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:28:42.093000+00:00
S01-1641067-0162811,5_li_1NriNzFCPJnn9IgISnaYeMMC,B0CBGSW48Z,cellular-ultraprepaid2gb12m-any-standard,Accessory | Ultra Mobile Sim Card (Prepaid 2GB 12Mo) [Old],1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:22:06.093000+00:00
S01-7235137-3560459,li_1NoBjVFCPJnn9IgIL4XhDqfk,B0CC78H2TV,phone-rugged3-x10pro-black,Pinwheel Rugged 3 (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:37:58.092000+00:00
S01-9205454-4579646,5_li_1NYDkTFCPJnn9IgIYIpcTylr,B0CC7TCH4C,insert-prepaidsubscription-all-12month,Packaging | Prepaid Subscription Card (12 Mo),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:20:56.129000+00:00
S01-6038372-6028427,2_li_1NXkidFCPJnn9IgIJt4KsMx6,B0CBGN5K9F,accessory-case-a14-dlblack,Pinwheel Plus 3 | Dual Layer Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:17:36.258000+00:00
S01-2097335-1850007,li_1NlaquFCPJnn9IgIAueXgwLY,B0CBGQBRC7,accessory-case-a14-gdblack,Pinwheel Plus 3 | Guardian Case (A14) (Black),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 23:46:48.097000+00:00
S01-0662558-6320258,0,B0CC77J9VN,phone-plus3-a14-black,-,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-13 21:20:36.237000+00:00
S01-4248704-0460430,li_1NbCPYFCPJnn9IgIDYnW8GGk,B0C8KW7F1D,phone-slim5-g91s-blue,Pinwheel Slim 5 (MidnightBlue),1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,2024-03-14 00:25:18.102000+00:00
