id,active,currency,nickname,recurring_aggregate_usage,recurring_interval,recurring_interval_count,recurring_usage_type,type,unit_amount,billing_scheme,created,livemode,metadata,lookup_key,tiers_mode,transform_quantity_divide_by,transform_quantity_round,unit_amount_decimal,is_deleted,invoice_item_id,product_id,_fivetran_synced
price_1PX6m9FCPJnn9IgI2vID7Cue,False,usd,,,,,,one_time,8801.0,per_unit,2024-06-29 19:17:33+00:00,True,{},,,,,8801,False,ii_1PX6m9FCPJnn9IgIlX2f4puG,prod_QNsXTUMgZqC8tz,2024-10-30 13:24:58.854000+00:00
price_1QFJ5QFCPJnn9IgIClj5wuH9,False,usd,,,,,,one_time,10000.0,per_unit,2024-10-29 17:20:08+00:00,True,{},,,,,10000,False,ii_1QFJ5QFCPJnn9IgIy4OYDCPK,prod_R7YBgMv3wsvGD2,2024-10-30 13:24:52.744000+00:00
price_1POp7jFCPJnn9IgIuR8gq64m,True,usd,,,,,,one_time,37900.0,per_unit,2024-06-06 22:49:35+00:00,True,{},,,,,37900,False,,prod_QFJlebUcuVMMLQ,2024-11-06 14:26:05.208000+00:00
price_1QIiW4FCPJnn9IgIf9bVlQRb,True,gbp,,,month,1.0,licensed,recurring,599.0,per_unit,2024-11-08 03:05:44+00:00,True,{},,,,,599,False,,prod_O0f5XrfqwuzBWV,2024-11-08 16:27:24.046000+00:00
price_1QN5urFCPJnn9IgIylDmytMG,False,usd,Regular Monthly,,month,1.0,licensed,recurring,1499.0,per_unit,2024-11-20 04:53:25+00:00,True,{},,,,,1499,True,,prod_RFb7a0KctgZOJx,2024-11-20 15:39:58.059000+00:00
price_1OeWruFCPJnn9IgIl5C20sGN,True,usd,,,,,,one_time,25900.0,per_unit,2024-01-31 06:01:54+00:00,True,{},,,,,25900,False,,prod_PTTpUP7QYecmwK,2024-11-20 15:45:53.905000+00:00
price_1PbufNFCPJnn9IgItaRsi3vx,True,usd,,,,,,one_time,45900.0,per_unit,2024-07-13 01:22:25+00:00,True,{},,,,,45900,False,,prod_QSqMVfsgiWV0Qf,2024-11-21 16:56:51.722000+00:00
price_1QN3ehFCPJnn9IgIoHEAFSe9,False,usd,US Legacy Monthly,,month,1.0,licensed,recurring,1499.0,per_unit,2024-11-20 02:28:35+00:00,True,{},,,,,1499,True,,prod_RFYmbLQ5SXKPdo,2024-11-21 16:54:39.666000+00:00
price_1POp6VFCPJnn9IgIxdcBnoNT,True,usd,,,,,,one_time,48900.0,per_unit,2024-06-06 22:48:19+00:00,True,{},,,,,48900,False,,prod_QFJjQC3QZ1x2dm,2024-11-21 16:56:51.714000+00:00
price_1QNz3rFCPJnn9IgIU30G6ba1,False,usd,,,,,,one_time,9900.0,per_unit,2024-11-22 15:46:23+00:00,True,{},,,,,9900,False,,prod_RGW63MvMDuc1NX,2024-11-22 20:52:53.419000+00:00
price_1QPqzdFCPJnn9IgIqgOSigYt,False,usd,,,,,,one_time,32400.0,per_unit,2024-11-27 19:33:45+00:00,True,{},,,,,32400,False,,prod_RIRtlt8RT0G34F,2024-11-27 20:30:58.931000+00:00
price_1LLVbnFCPJnn9IgIAKnpylKd,False,usd,,,,,,one_time,165.0,per_unit,2022-07-14 17:13:51+00:00,True,{},,,,,165,False,,prod_M3bEXvOFlyGsIC,2024-12-02 00:36:00.099000+00:00
price_1QRP0YFCPJnn9IgIeBamb79s,True,usd,,,,,,one_time,32900.0,per_unit,2024-12-02 02:05:06+00:00,True,{},,,,,32900,False,,prod_RK36TWCkoAVxqK,2024-12-04 00:32:09.532000+00:00
price_1OWwYnFCPJnn9IgITzaN1Swz,True,usd,,,,,,one_time,2199.0,per_unit,2024-01-10 07:50:49+00:00,True,{},,,,,2199,False,,prod_NrJ0WHrC3lCNYq,2024-12-04 00:33:28.437000+00:00
price_1QRzqbFCPJnn9IgINWZh5FZC,False,cad,,,,,,one_time,46900.0,per_unit,2024-12-03 17:25:17+00:00,True,{},,,,,46900,False,,prod_RKfACGiHVAlvCM,2024-12-04 00:33:30.322000+00:00
price_1OWwafFCPJnn9IgIbBGKE8YM,True,usd,,,,,,one_time,2199.0,per_unit,2024-01-10 07:52:45+00:00,True,{},,,,,2199,False,,prod_NrJ1icH7FoyU24,2024-12-06 00:33:00.821000+00:00
price_1QVJLmFCPJnn9IgIJbGtE58p,False,usd,,,,,,one_time,9900.0,per_unit,2024-12-12 20:51:10+00:00,True,{},,,,,9900,False,,prod_RO5WrIax7ktgRi,2024-12-14 00:34:52.991000+00:00
price_1QT98SFCPJnn9IgI2CftTxec,False,usd,,,,,,one_time,59900.0,per_unit,2024-12-06 21:32:28+00:00,True,{},,,,,59900,False,,prod_RLqqjef1E8SRko,2024-12-15 00:33:40.397000+00:00
price_1QSN8cFCPJnn9IgIrnneYCYY,False,usd,,,,,,one_time,9900.0,per_unit,2024-12-04 18:17:26+00:00,True,{},,,,,9900,False,,prod_RL3FesAiEeogLN,2024-12-15 00:33:41.911000+00:00
price_1QWP6GFCPJnn9IgIUCUggKf8,False,usd,,,,,,one_time,9900.0,per_unit,2024-12-15 21:11:40+00:00,True,{},,,,,9900,False,,prod_RPDXc4T8LQeO5L,2024-12-16 00:32:58.444000+00:00
price_1QWmILFCPJnn9IgIs3R6VeKx,False,usd,,,,,,one_time,32900.0,per_unit,2024-12-16 21:57:41+00:00,True,{},,,,,32900,False,,prod_RPbV31LV9UJYvJ,2024-12-17 00:33:07.536000+00:00
price_1QQculFCPJnn9IgIyUXpZ244,False,usd,,,,,,one_time,59900.0,per_unit,2024-11-29 22:43:55+00:00,True,{},,,,,59900,False,,prod_RJFPNaEKTJyQX2,2024-12-17 00:33:05.898000+00:00
price_1QSJwQFCPJnn9IgIAHZ4ahq3,False,usd,,,,,,one_time,24900.0,per_unit,2024-12-04 14:52:38+00:00,True,{},,,,,24900,False,,prod_RKzw5rCX7MnU8c,2024-12-18 00:32:47.958000+00:00
price_1QVKxhFCPJnn9IgIeQ3OIJOm,False,usd,,,,,,one_time,32900.0,per_unit,2024-12-12 22:34:25+00:00,True,{},,,,,32900,False,,prod_RO7Ccb8NEjec8t,2024-12-21 00:34:03.295000+00:00
price_1QYYDeFCPJnn9IgI8SgOcSxA,False,usd,,,,,,one_time,7400.0,per_unit,2024-12-21 19:20:10+00:00,True,{},,,,,7400,False,,prod_RRR5N1nTcrTzvV,2024-12-22 00:32:36.717000+00:00
price_1QVJwZFCPJnn9IgIb5hTUZXu,False,usd,,,,,,one_time,32900.0,per_unit,2024-12-12 21:29:11+00:00,True,{},,,,,32900,False,,prod_RO6882Zt6Cv0X7,2024-12-22 00:31:44.736000+00:00
price_1PbunEFCPJnn9IgIPd3HfTyf,True,usd,,,,,,one_time,24900.0,per_unit,2024-07-13 01:30:32+00:00,True,{},,,,,24900,False,,prod_QSqUIKzbDeiCp7,2024-12-30 00:32:35.814000+00:00
price_1Ps5dtFCPJnn9IgITiwr0KyB,False,cad,,,,,,one_time,44309.0,per_unit,2024-08-26 16:19:45+00:00,True,{},,,,,44309,False,,prod_QFIgQ3cKoMEFOB,2025-01-02 00:30:39.964000+00:00
price_1POo5QFCPJnn9IgIm4Kh2QYT,False,usd,,,,,,one_time,32900.0,per_unit,2024-06-06 21:43:08+00:00,True,{},,,,,32900,False,,prod_QFIgQ3cKoMEFOB,2025-01-02 00:30:39.979000+00:00
price_1QNSnuFCPJnn9IgIbZDL1uPO,False,usd,BFCM Sale,,,,,one_time,12500.0,per_unit,2024-11-21 05:19:46+00:00,True,{},,,,,12500,False,,prod_MLEClUs1QR8jml,2025-01-02 00:37:00.379000+00:00
price_1QNSxtFCPJnn9IgIuuxQbTyq,False,cad,BFCM Sale,,,,,one_time,28900.0,per_unit,2024-11-21 05:30:05+00:00,True,{},,,,,28900,False,,prod_NqXtfSowsclfUp,2025-01-02 00:30:40.764000+00:00
price_1QNSfzFCPJnn9IgI4EUKx9v3,False,usd,BFCM Sale,,,,,one_time,19900.0,per_unit,2024-11-21 05:11:35+00:00,True,{},,,,,19900,False,,prod_QFIgQ3cKoMEFOB,2025-01-02 00:37:00.379000+00:00
price_1OWwl7FCPJnn9IgINDjVUczR,True,usd,,,,,,one_time,1699.0,per_unit,2024-01-10 08:03:33+00:00,True,{},,,,,1699,False,,prod_ONecxXD3srtbaA,2025-01-11 00:33:43.070000+00:00
price_1N4qo1FCPJnn9IgIQkR3bgy1,True,usd,,,,,,one_time,32900.0,per_unit,2023-05-06 19:30:09+00:00,True,{},,,,,32900,False,,prod_NqXtfSowsclfUp,2025-01-12 00:32:24.196000+00:00
price_1QiMsxFCPJnn9IgIY7Fzn60H,False,usd,,,,,,one_time,10299.0,per_unit,2025-01-17 21:15:23+00:00,True,{},,,,,10299,False,,prod_P2mnjeqOyjBkX1,2025-01-18 00:32:16.455000+00:00
price_1QjMUSFCPJnn9IgIujkrzsNT,False,usd,,,,,,one_time,29413.0,per_unit,2025-01-20 15:02:12+00:00,True,{},,,,,29413,False,,prod_RbEFYS5G1GIO77,2025-01-21 00:32:15.773000+00:00
price_1QomZnFCPJnn9IgIM5LrjLql,False,cad,,,,,,one_time,100.0,per_unit,2025-02-04 13:54:07+00:00,True,{},,,,,100,False,ii_1QomZnFCPJnn9IgI2oz1iPEV,prod_RiCzVy5zBCdYZG,2025-02-05 00:31:45.841000+00:00
price_1QpDYdFCPJnn9IgIK6th8l8Y,False,usd,,,,,,one_time,6891.0,per_unit,2025-02-05 18:42:43+00:00,True,{},,,,,6891,False,,prod_RiesaMRhhznYYQ,2025-02-06 00:32:27.062000+00:00
price_1OWwvyFCPJnn9IgIMqTcByLf,True,usd,,,,,,one_time,1199.0,per_unit,2024-01-10 08:14:46+00:00,True,{},,,,,1199,False,,prod_Ob32LwlsWYDVp8,2025-02-23 00:32:44.575000+00:00
price_1LMczRFCPJnn9IgImKQVkBFY,False,usd,,,,,,one_time,41.0,per_unit,2022-07-17 19:18:53+00:00,True,{},,,,,41,False,,prod_M3bEXvOFlyGsIC,2025-02-26 00:33:50.264000+00:00
price_1QzORAFCPJnn9IgIezekj6yJ,False,cad,,,,,,one_time,1726.0,per_unit,2025-03-05 20:21:04+00:00,True,{},,,,,1726,False,,prod_RNMqTr220ol5yE,2025-03-06 00:33:05.894000+00:00
price_1Pj2UgFCPJnn9IgIaOWMpgdT,True,cad,,,year,1.0,licensed,recurring,6999.0,per_unit,2024-08-01 17:08:50+00:00,True,{},,,,,6999,False,,prod_O0f5rLM9x32Dyu,2025-03-25 00:34:00.227000+00:00
price_1R9XGtFCPJnn9IgI4av9dbS4,True,aud,,,year,1.0,licensed,recurring,8599.0,per_unit,2025-04-02 19:48:23+00:00,True,{},,,,,8599,False,,prod_O0f5rLM9x32Dyu,2025-04-03 00:31:59.560000+00:00
price_1LcXjqFCPJnn9IgIUizjI5QW,True,usd,,,,,,one_time,24900.0,per_unit,2022-08-30 16:56:34+00:00,True,{},,,,,24900,False,,prod_MLEClUs1QR8jml,2025-04-09 00:32:27.007000+00:00
price_1REBtYFCPJnn9IgIRE7sOjG1,False,usd,,,,,,one_time,31468.0,per_unit,2025-04-15 15:59:32+00:00,True,{},,,,,31468,False,,prod_RbEFYS5G1GIO77,2025-04-16 00:32:15.304000+00:00
price_1QLYohFCPJnn9IgIQAzUh2gQ,True,gbp,,,year,1.0,licensed,recurring,,tiered,2024-11-15 23:20:43+00:00,True,{},,volume,,,,False,,prod_LsPjJF8MUZjUdR,2025-04-23 00:32:54.464000+00:00
price_1QAhhnFCPJnn9IgIeNt08vHF,True,cad,,,,,,one_time,2999.0,per_unit,2024-10-17 00:36:43+00:00,True,{},,,,,2999,False,,prod_NrJ1fU5qq87I7r,2025-04-24 00:32:40.627000+00:00
price_1QAhmlFCPJnn9IgIvQDZ2Nt7,True,cad,,,,,,one_time,2499.0,per_unit,2024-10-17 00:41:51+00:00,True,{},,,,,2499,False,,prod_NrI8v3ZOl40qsV,2025-04-24 00:32:40.627000+00:00
price_1RJ0V3FCPJnn9IgI9gy9xjyZ,False,usd,,,,,,one_time,8.0,per_unit,2025-04-28 22:50:08+00:00,True,{},,,,,8,False,,prod_SDRNJ17iaPS7R8,2025-04-29 00:34:07.313000+00:00
price_1RJ0V2FCPJnn9IgIp1hK3rGx,False,usd,,,,,,one_time,111.0,per_unit,2025-04-28 22:50:08+00:00,True,{},,,,,111,False,,prod_SDRB9IfrXk3Yx6,2025-04-29 00:34:07.313000+00:00
price_1RIzjSFCPJnn9IgIgguDsEDr,False,usd,,,,,,one_time,1.0,per_unit,2025-04-28 22:00:58+00:00,True,{},,,,,1,False,,prod_SDQaTpTHwYPeMF,2025-04-29 00:34:07.751000+00:00
price_1RJIlDFCPJnn9IgIk448BRDA,False,usd,,,,,,one_time,3.0,per_unit,2025-04-29 18:20:03+00:00,True,{},,,,,3,False,,prod_SDkFquBPhH98e5,2025-04-30 00:33:46.055000+00:00
price_1RJBrCFCPJnn9IgI4iQEnKtp,False,usd,,,,,,one_time,84.0,per_unit,2025-04-29 10:57:46+00:00,True,{},,,,,84,False,,prod_SDQafrfd2aPeHv,2025-04-30 00:33:06.726000+00:00
price_1RJKTlFCPJnn9IgI6KIqrxNu,False,usd,,,,,,one_time,480.0,per_unit,2025-04-29 20:10:09+00:00,True,{},,,,,480,False,,prod_SDRNJ17iaPS7R8,2025-04-30 00:33:06.840000+00:00
price_1RJO8bFCPJnn9IgI3JYpOoIH,False,usd,,,,,,one_time,12.0,per_unit,2025-04-30 00:04:33+00:00,True,{},,,,,12,False,,prod_SDQaD7jNV31GJY,2025-04-30 00:33:49.644000+00:00
price_1RJKTLFCPJnn9IgI7VjTUHcw,False,usd,,,,,,one_time,300.0,per_unit,2025-04-29 20:09:43+00:00,True,{},,,,,300,False,,prod_SDQakixaqHdOOc,2025-04-30 00:33:06.831000+00:00
price_1RJKTLFCPJnn9IgIYgf6iEHT,False,usd,,,,,,one_time,840.0,per_unit,2025-04-29 20:09:43+00:00,True,{},,,,,840,False,,prod_SDQaTVTat9PWs7,2025-04-30 00:33:06.831000+00:00
price_1RJBrCFCPJnn9IgIo14LCM3I,False,usd,,,,,,one_time,2340.0,per_unit,2025-04-29 10:57:46+00:00,True,{},,,,,2340,False,,prod_SDQakixaqHdOOc,2025-04-30 00:33:06.726000+00:00
price_1RJIlDFCPJnn9IgIUGXOUYB9,False,usd,,,,,,one_time,3.0,per_unit,2025-04-29 18:20:03+00:00,True,{},,,,,3,False,,prod_SDQaD7jNV31GJY,2025-04-30 00:33:46.055000+00:00
price_1RJBrCFCPJnn9IgILMRQUavd,False,usd,,,,,,one_time,36.0,per_unit,2025-04-29 10:57:46+00:00,True,{},,,,,36,False,,prod_SDd7CH95Tgb8dN,2025-04-30 00:33:06.726000+00:00
price_1RJMspFCPJnn9IgILrCjpfyq,False,usd,,,,,,one_time,6.0,per_unit,2025-04-29 22:44:11+00:00,True,{},,,,,6,False,,prod_SDoVi5YdZ24hi5,2025-04-30 00:33:46.475000+00:00
price_1RJ3MJFCPJnn9IgI3BSFAL9A,False,usd,,,,,,one_time,9.0,per_unit,2025-04-29 01:53:19+00:00,True,{},,,,,9,False,,prod_SDQafrfd2aPeHv,2025-04-30 00:33:07.600000+00:00
price_1RJD1VFCPJnn9IgIPIfGL1QX,False,usd,,,,,,one_time,1.0,per_unit,2025-04-29 12:12:29+00:00,True,{},,,,,1,False,,prod_SDQaD7jNV31GJY,2025-04-30 00:33:42.891000+00:00
price_1RJKBAFCPJnn9IgIEZnP7dne,False,usd,,,,,,one_time,36.0,per_unit,2025-04-29 19:50:56+00:00,True,{},,,,,36,False,,prod_SDliiHo3DAEBNj,2025-04-30 00:33:06.828000+00:00
price_1RJ3MJFCPJnn9IgIKsbQOPNc,False,usd,,,,,,one_time,80.0,per_unit,2025-04-29 01:53:19+00:00,True,{},,,,,80,False,,prod_SDQaTVTat9PWs7,2025-04-30 00:33:07.600000+00:00
price_1RJ3MJFCPJnn9IgI2u1KjW9A,False,usd,,,,,,one_time,1.0,per_unit,2025-04-29 01:53:19+00:00,True,{},,,,,1,False,,prod_SDQaTpTHwYPeMF,2025-04-30 00:33:07.730000+00:00
price_1RJewqFCPJnn9IgI82fZJNRJ,False,usd,,,,,,one_time,84.0,per_unit,2025-04-30 18:01:32+00:00,True,{},,,,,84,False,,prod_SDQafrfd2aPeHv,2025-05-01 00:33:55.364000+00:00
price_1RJP2EFCPJnn9IgIFQPvam9F,False,usd,,,,,,one_time,1.0,per_unit,2025-04-30 01:02:02+00:00,True,{},,,,,1,False,,prod_SDQaD7jNV31GJY,2025-05-01 00:33:51.651000+00:00
price_1RJP2EFCPJnn9IgIhHMUCvep,False,usd,,,,,,one_time,40.0,per_unit,2025-04-30 01:02:02+00:00,True,{},,,,,40,False,,prod_SDRNJ17iaPS7R8,2025-05-01 00:33:51.650000+00:00
price_1RJPebFCPJnn9IgIh75rVmBu,False,usd,,,,,,one_time,480.0,per_unit,2025-04-30 01:41:41+00:00,True,{},,,,,480,False,,prod_SDQakixaqHdOOc,2025-05-01 00:32:57.259000+00:00
price_1RJblIFCPJnn9IgIzZMR4dBM,False,usd,,,,,,one_time,4.0,per_unit,2025-04-30 14:37:24+00:00,True,{},,,,,4,False,,prod_SDd7CH95Tgb8dN,2025-05-01 00:32:57.646000+00:00
price_1RJgLQFCPJnn9IgIEcEvF2xO,False,usd,,,,,,one_time,9.0,per_unit,2025-04-30 19:31:00+00:00,True,{},,,,,9,False,,prod_SDQafrfd2aPeHv,2025-05-01 00:33:59.110000+00:00
price_1RJbrEFCPJnn9IgIFlgPFQNo,False,usd,,,,,,one_time,84.0,per_unit,2025-04-30 14:43:32+00:00,True,{},,,,,84,False,,prod_SDQafrfd2aPeHv,2025-05-01 00:33:54.524000+00:00
price_1RJZ7IFCPJnn9IgIASwia6jk,False,usd,,,,,,one_time,12.0,per_unit,2025-04-30 11:47:56+00:00,True,{},,,,,12,False,,prod_SDQaD7jNV31GJY,2025-05-01 00:32:57.647000+00:00
price_1RJesbFCPJnn9IgIgfykujBq,False,usd,,,,,,one_time,12.0,per_unit,2025-04-30 17:57:09+00:00,True,{},,,,,12,False,,prod_SE76QxyHvC8Y4L,2025-05-01 00:32:57.271000+00:00
price_1RJetsFCPJnn9IgICweCavJw,False,usd,,,,,,one_time,36.0,per_unit,2025-04-30 17:58:28+00:00,True,{},,,,,36,False,,prod_SDd7CH95Tgb8dN,2025-05-01 00:32:57.271000+00:00
price_1RJgLQFCPJnn9IgI2soSUcWh,False,usd,,,,,,one_time,150.0,per_unit,2025-04-30 19:31:00+00:00,True,{},,,,,150,False,,prod_SDQakixaqHdOOc,2025-05-01 00:33:59.110000+00:00
price_1RJgFlFCPJnn9IgIwrkvcZdN,False,usd,,,,,,one_time,1176.0,per_unit,2025-04-30 19:25:09+00:00,True,{},,,,,1176,False,,prod_SDRB9IfrXk3Yx6,2025-05-01 00:33:59.111000+00:00
price_1RJcmGFCPJnn9IgITO0ocX7G,False,usd,,,,,,one_time,100.0,per_unit,2025-04-30 15:42:28+00:00,True,{},,,,,100,False,,prod_SDQakixaqHdOOc,2025-05-01 00:32:57.684000+00:00
price_1RJhcUFCPJnn9IgIPB8W60oM,False,usd,,,,,,one_time,6.0,per_unit,2025-04-30 20:52:42+00:00,True,{},,,,,6,False,,prod_SDoVi5YdZ24hi5,2025-05-01 00:33:58.148000+00:00
price_1RJhcUFCPJnn9IgIO6hkQzqG,False,usd,,,,,,one_time,1.0,per_unit,2025-04-30 20:52:42+00:00,True,{},,,,,1,False,,prod_SDQaD7jNV31GJY,2025-05-01 00:33:58.148000+00:00
price_1RJPL2FCPJnn9IgIWaudDZTa,False,usd,,,,,,one_time,1.0,per_unit,2025-04-30 01:21:28+00:00,True,{},,,,,1,False,,prod_SDQaTpTHwYPeMF,2025-05-01 00:33:51.946000+00:00
price_1RJblIFCPJnn9IgIpIGJ3oxX,False,usd,,,,,,one_time,9.0,per_unit,2025-04-30 14:37:24+00:00,True,{},,,,,9,False,,prod_SDkFEsBl2SiISR,2025-05-01 00:32:57.646000+00:00
price_1RJetsFCPJnn9IgIpntpVOhW,False,usd,,,,,,one_time,2340.0,per_unit,2025-04-30 17:58:28+00:00,True,{},,,,,2340,False,,prod_SDQakixaqHdOOc,2025-05-01 00:32:57.271000+00:00
price_1RJbrEFCPJnn9IgITM6RSDGo,False,usd,,,,,,one_time,12.0,per_unit,2025-04-30 14:43:32+00:00,True,{},,,,,12,False,,prod_SDQaD7jNV31GJY,2025-05-01 00:33:54.524000+00:00
price_1RJPebFCPJnn9IgISdiZrUTk,False,usd,,,,,,one_time,12.0,per_unit,2025-04-30 01:41:41+00:00,True,{},,,,,12,False,,prod_SDd7CH95Tgb8dN,2025-05-01 00:32:57.259000+00:00
price_1RJPL2FCPJnn9IgIiADOi2RO,False,usd,,,,,,one_time,6.0,per_unit,2025-04-30 01:21:28+00:00,True,{},,,,,6,False,,prod_SDQakixaqHdOOc,2025-05-01 00:33:51.946000+00:00
price_1RJck9FCPJnn9IgIOktQjtbY,False,usd,,,,,,one_time,1.0,per_unit,2025-04-30 15:40:17+00:00,True,{},,,,,1,False,,prod_SDQaD7jNV31GJY,2025-05-01 00:32:57.269000+00:00
price_1RJesbFCPJnn9IgIZApOifBD,False,usd,,,,,,one_time,48.0,per_unit,2025-04-30 17:57:09+00:00,True,{},,,,,48,False,,prod_SDQajBV5dTgzul,2025-05-01 00:32:57.271000+00:00
price_1RJPebFCPJnn9IgIiJMDeGP6,False,usd,,,,,,one_time,12.0,per_unit,2025-04-30 01:41:41+00:00,True,{},,,,,12,False,,prod_SDQaD7jNV31GJY,2025-05-01 00:32:57.259000+00:00
price_1RJesbFCPJnn9IgI8amYkhAJ,False,usd,,,,,,one_time,84.0,per_unit,2025-04-30 17:57:09+00:00,True,{},,,,,84,False,,prod_SDQafrfd2aPeHv,2025-05-01 00:32:57.271000+00:00
price_1QzPPAFCPJnn9IgI3ny6xOof,True,cad,,,,,,one_time,1799.0,per_unit,2025-03-05 21:23:04+00:00,True,{},,,,,1799,False,,prod_RNMqTr220ol5yE,2025-05-02 00:36:59.764000+00:00
price_1RJZYBFCPJnn9IgIhTX9AhBF,False,usd,,,,,,one_time,9.0,per_unit,2025-04-30 12:15:43+00:00,True,{},,,,,9,False,,prod_SDQafrfd2aPeHv,2025-05-02 00:34:07.068000+00:00
price_1RK3axFCPJnn9IgIaE8gDyll,False,usd,,,,,,one_time,84.0,per_unit,2025-05-01 20:20:35+00:00,True,{},,,,,84,False,,prod_SDQafrfd2aPeHv,2025-05-02 00:36:59.765000+00:00
price_1RJy6KFCPJnn9IgI9I4aaJHS,False,usd,,,,,,one_time,2.0,per_unit,2025-05-01 14:28:36+00:00,True,{},,,,,2,False,,prod_SEQwedV1cS16Rk,2025-05-02 00:36:24.227000+00:00
price_1RK2CTFCPJnn9IgIMV8yZ7YJ,False,usd,,,,,,one_time,72.0,per_unit,2025-05-01 18:51:13+00:00,True,{},,,,,72,False,,prod_SDQaD7jNV31GJY,2025-05-02 00:36:59.956000+00:00
price_1RJtrwFCPJnn9IgIC9mplwIb,False,usd,,,,,,one_time,1.0,per_unit,2025-05-01 09:57:28+00:00,True,{},,,,,1,False,,prod_SDQaTpTHwYPeMF,2025-05-02 00:36:23.534000+00:00
price_1RK2ffFCPJnn9IgILoOWFcCz,False,usd,,,,,,one_time,2.0,per_unit,2025-05-01 19:21:23+00:00,True,{},,,,,2,False,,prod_SDoVi5YdZ24hi5,2025-05-02 00:34:49.213000+00:00
price_1RK3zNFCPJnn9IgIF6Up6szS,False,usd,,,,,,one_time,450.0,per_unit,2025-05-01 20:45:49+00:00,True,{},,,,,450,False,,prod_SDQakixaqHdOOc,2025-05-02 00:34:49.220000+00:00
price_1RK3zNFCPJnn9IgIXvDxVSlc,False,usd,,,,,,one_time,3.0,per_unit,2025-05-01 20:45:49+00:00,True,{},,,,,3,False,,prod_SDQaD7jNV31GJY,2025-05-02 00:34:49.220000+00:00
price_1RJlbgFCPJnn9IgIGz7dIlGS,False,usd,,,,,,one_time,21.0,per_unit,2025-05-01 01:08:08+00:00,True,{},,,,,21,False,,prod_SDQafrfd2aPeHv,2025-05-02 00:36:22.730000+00:00
price_1RK35LFCPJnn9IgI4wNRmoWM,False,usd,,,,,,one_time,1.0,per_unit,2025-05-01 19:47:55+00:00,True,{},,,,,1,False,,prod_SDQaD7jNV31GJY,2025-05-02 00:34:49.217000+00:00
price_1RK3axFCPJnn9IgIVPximTgJ,False,usd,,,,,,one_time,12.0,per_unit,2025-05-01 20:20:35+00:00,True,{},,,,,12,False,,prod_SDd7CH95Tgb8dN,2025-05-02 00:36:59.765000+00:00
price_1RJlbgFCPJnn9IgI7qOFARzU,False,usd,,,,,,one_time,3.0,per_unit,2025-05-01 01:08:08+00:00,True,{},,,,,3,False,,prod_SDd7CH95Tgb8dN,2025-05-02 00:36:22.730000+00:00
price_1RJy4yFCPJnn9IgIsZGChfjt,False,usd,,,,,,one_time,2.0,per_unit,2025-05-01 14:27:12+00:00,True,{},,,,,2,False,,prod_SEQwedV1cS16Rk,2025-05-02 00:34:49.195000+00:00
price_1RJtrwFCPJnn9IgICjHhpKwg,False,usd,,,,,,one_time,80.0,per_unit,2025-05-01 09:57:28+00:00,True,{},,,,,80,False,,prod_SDQaTVTat9PWs7,2025-05-02 00:36:23.534000+00:00
price_1RK35LFCPJnn9IgIhkFlNNSQ,False,usd,,,,,,one_time,1.0,per_unit,2025-05-01 19:47:55+00:00,True,{},,,,,1,False,,prod_SDQaTpTHwYPeMF,2025-05-02 00:34:49.217000+00:00
price_1RJy6KFCPJnn9IgIMMW9AoNc,False,usd,,,,,,one_time,1.0,per_unit,2025-05-01 14:28:36+00:00,True,{},,,,,1,False,,prod_SDd7CH95Tgb8dN,2025-05-02 00:36:24.227000+00:00
price_1RK3axFCPJnn9IgIeePVNQRy,False,usd,,,,,,one_time,480.0,per_unit,2025-05-01 20:20:35+00:00,True,{},,,,,480,False,,prod_SDQakixaqHdOOc,2025-05-02 00:36:59.765000+00:00
price_1RK47RFCPJnn9IgIlTcjyzWj,False,usd,,,,,,one_time,18.0,per_unit,2025-05-01 20:54:09+00:00,True,{},,,,,18,False,,prod_SDQajBV5dTgzul,2025-05-02 00:36:59.763000+00:00
price_1RK2CTFCPJnn9IgIi1KCqjyo,False,usd,,,,,,one_time,9360.0,per_unit,2025-05-01 18:51:13+00:00,True,{},,,,,9360,False,,prod_SDQakixaqHdOOc,2025-05-02 00:36:59.956000+00:00
price_1RKPKKFCPJnn9IgIz7wA3ZZr,False,usd,,,,,,one_time,1.0,per_unit,2025-05-02 19:32:52+00:00,True,{},,,,,1,False,,prod_SDQaD7jNV31GJY,2025-05-03 00:32:41.546000+00:00
price_1RKNeUFCPJnn9IgIA0zq1GNn,False,usd,,,,,,one_time,585.0,per_unit,2025-05-02 17:45:34+00:00,True,{},,,,,585,False,,prod_SDQakixaqHdOOc,2025-05-03 00:32:01.029000+00:00
price_1RKSdOFCPJnn9IgI8fTocg0b,False,usd,,,,,,one_time,84.0,per_unit,2025-05-02 23:04:46+00:00,True,{},,,,,84,False,,prod_SDQafrfd2aPeHv,2025-05-03 00:32:01.038000+00:00
price_1RKPDDFCPJnn9IgI3C83FncK,False,usd,,,,,,one_time,21.0,per_unit,2025-05-02 19:25:31+00:00,True,{},,,,,21,False,,prod_SDQafrfd2aPeHv,2025-05-03 00:32:43.092000+00:00
price_1RKOvmFCPJnn9IgI0EVe8cKj,False,usd,,,,,,one_time,4.0,per_unit,2025-05-02 19:07:30+00:00,True,{},,,,,4,False,,prod_SEnwBDGmy4vSP3,2025-05-03 00:32:41.689000+00:00
