payment_method_id,description,brand,fingerprint,funding,three_d_secure_authentication_flow,three_d_secure_result,three_d_secure_result_reason,three_d_secure_version,type,charge_id,wallet_type,_fivetran_synced,three_d_secure_usage_supported
pm_1OzjdKFCPJnn9IgIiHXdsOva,,mastercard,2VTnMr5apuTqdMdG,debit,,,,,,,,2024-08-14 07:27:29.446000+00:00,True
pm_1OzkD6FCPJnn9IgI1ezPlsBZ,,discover,PicSKtsAzdBrNxjy,credit,,,,,,,apple_pay,2024-08-14 07:27:30.372000+00:00,True
pm_1OzlmAFCPJnn9IgIiZ8oKiQO,,visa,lUfQdDCygLgHBuv1,credit,,,,,,,link,2024-08-14 07:27:30.371000+00:00,True
pm_1OzqKuFCPJnn9IgIj57ZZboc,,visa,JgrU2w6Ex0QIzJ2V,debit,,,,,,,link,2024-08-14 07:27:20.523000+00:00,True
pm_1P051LFCPJnn9IgIUJledk0W,,mastercard,v7KoxIoBsXmkSmJa,debit,,,,,,,,2024-08-14 09:13:23.967000+00:00,True
pm_1P083nFCPJnn9IgIHAJgVHCq,,visa,Pd5jSJn71SHBsiL5,credit,,,,,,,link,2024-08-14 09:13:20.530000+00:00,True
pm_1P08hdFCPJnn9IgIfy0Ghyzd,,mastercard,IhDjmsMtXKJOHqip,credit,,,,,,,,2024-08-14 07:27:17.404000+00:00,True
pm_1P09IeFCPJnn9IgIgjBreloL,,visa,4Yw6bcMaS2U23TtP,credit,,,,,,,apple_pay,2024-08-14 08:08:52.294000+00:00,True
pm_1P0RpdFCPJnn9IgIclwYyl22,,visa,71Im8wrSTZCPNna1,credit,,,,,,,apple_pay,2024-08-14 07:27:11.884000+00:00,True
pm_1P0bZdFCPJnn9IgIQa4grEdQ,,visa,svtppjk8NSO6k62O,credit,,,,,,,,2024-08-14 07:26:22.618000+00:00,True
pm_1P0icMFCPJnn9IgIz8txl8Ms,,visa,o45ygH3eKttpGQFv,credit,,,,,,,link,2024-08-14 08:08:44.058000+00:00,True
pm_1P0krnFCPJnn9IgIsHcRpHR0,,mastercard,J3Umrg4D7AhfdseK,credit,,,,,,,,2024-08-14 08:08:47.363000+00:00,True
pm_1P0lp1FCPJnn9IgIhfWL9tTq,,visa,uw0Ou6ZtJzjV8pnI,credit,,,,,,,,2024-08-14 09:13:09.324000+00:00,True
pm_1P0n0YFCPJnn9IgIKH7NmwGR,,visa,ohmcjmuB8floqa63,credit,,,,,,,,2024-08-14 09:13:02.857000+00:00,True
pm_1P0orAFCPJnn9IgIZ6UR4vHl,,mastercard,4WSWmlEoaBGx6TZn,prepaid,,,,,,,,2024-08-14 08:08:45.862000+00:00,True
pm_1P0p2pFCPJnn9IgIV7WeWEwU,,visa,prwZyLmgnFvXMY7H,debit,,,,,,,link,2024-08-14 07:26:22.391000+00:00,True
pm_1P0smVFCPJnn9IgIgTuHuxMQ,,discover,Gvogj2hiJqQb5qg9,credit,,,,,,,,2024-08-14 09:13:08.058000+00:00,True
pm_1P0vo1FCPJnn9IgI6pg115aV,,visa,kHXjuHwtzK4vckfh,credit,,,,,,,,2024-08-14 07:26:16.255000+00:00,True
pm_1P0xJDFCPJnn9IgIpx1ABBh7,,visa,791VRgmuJd1ZaGJF,credit,,,,,,,link,2024-08-14 07:26:16.254000+00:00,True
pm_1P17TmFCPJnn9IgI9wqXSq4s,,visa,JhWouj4fvNRo1fLN,credit,,,,,,,link,2024-08-14 07:26:15.048000+00:00,True
pm_1P19mwFCPJnn9IgI8eX13K7O,,visa,abSvgWauY9KC347t,credit,,,,,,,,2024-08-14 07:26:16.538000+00:00,True
pm_1P1Cb7FCPJnn9IgIMEzu4vnZ,,visa,R07l2AKSHBD6de3Q,credit,,,,,,,,2024-08-14 07:26:17.537000+00:00,True
pm_1P1DHeFCPJnn9IgImrk8KOSK,,visa,W0YAMm1WJ6hFge4X,credit,,,,,,,,2024-08-14 09:12:50.466000+00:00,True
pm_1P1GZyFCPJnn9IgIPDGunylG,,mastercard,FunOheSxe5mMdCrw,debit,,,,,,,link,2024-08-14 08:08:41.460000+00:00,True
pm_1P1YKlFCPJnn9IgIrIeMdSNW,,amex,2VVe9cwn2AIM1CcA,credit,,,,,,,,2024-08-14 09:12:44.110000+00:00,True
pm_1P1YQbFCPJnn9IgIlYgYnkhM,,visa,AAUZ4A7N0tUM2VFl,credit,,,,,,,link,2024-08-14 07:26:12.143000+00:00,True
pm_1P1ey9FCPJnn9IgIsvh0myKc,,mastercard,Fr3uAEOO1whFvoIS,credit,,,,,,,,2024-08-14 09:12:26.510000+00:00,True
pm_1P1u0gFCPJnn9IgIItUUj1bp,,mastercard,YvYfbtHmAzOYmfEU,credit,,,,,,,link,2024-08-14 07:25:57.395000+00:00,True
pm_1P1uORFCPJnn9IgIwJcpsVr6,,mastercard,uuhVGJ4SUL5oO3iu,debit,,,,,,,,2024-08-14 07:25:57.395000+00:00,True
pm_1P212oFCPJnn9IgItWqHdDAG,,visa,VrHeMt4cm1nDPCYy,credit,,,,,,,link,2024-08-14 08:08:29.083000+00:00,True
pm_1P2IIlFCPJnn9IgICWEMMfD1,,visa,K8AXFLTjjUdcUda9,debit,,,,,,,link,2024-08-14 07:25:46.231000+00:00,True
pm_1P2IPNFCPJnn9IgIPrA1gcv0,,mastercard,Q3J1qC2zJu6URBPf,debit,,,,,,,,2024-08-14 09:12:14.501000+00:00,True
pm_1P2ZnsFCPJnn9IgIFHiLe6Dg,,visa,ohmcjmuB8floqa63,credit,,,,,,,link,2024-08-14 08:08:25.627000+00:00,True
pm_1P2aOaFCPJnn9IgIlfq5G9AP,,visa,bkNR2nTVtg6D5hlC,credit,,,,,,,google_pay,2024-08-14 08:08:23.998000+00:00,True
pm_1P2eWoFCPJnn9IgIVbH4qoEO,,visa,85b90DcuTneQn9u6,credit,,,,,,,,2024-08-14 07:25:31.724000+00:00,True
pm_1P2gk9FCPJnn9IgIBTIwoBRq,,visa,TZuXeJtr7kxA39Bf,credit,,,,,,,link,2024-08-14 07:25:31.877000+00:00,True
pm_1P2mpjFCPJnn9IgISUE9NqA1,,visa,wx2sDpQpsXxSAU2x,credit,,,,,,,,2024-08-14 07:25:25.753000+00:00,True
pm_1P30jCFCPJnn9IgIcaO2LVQK,,discover,pEsHDamljOT13kiv,credit,,,,,,,,2024-08-14 08:08:22.717000+00:00,True
pm_1P32YAFCPJnn9IgIKqqvUm62,,amex,LRIDGf7FX6QUdlG1,credit,,,,,,,apple_pay,2024-08-14 07:25:27.473000+00:00,True
pm_1P32s2FCPJnn9IgIMxilJsqk,,mastercard,pQb4GpGTQ5w5yppd,credit,,,,,,,,2024-08-14 09:11:55.492000+00:00,True
pm_1P34vKFCPJnn9IgInW0uuzcm,,visa,04fNdLLOZDjJ2mbs,credit,,,,,,,,2024-08-14 07:25:27.107000+00:00,True
pm_1P3J36FCPJnn9IgImqZ0fxh2,,visa,aFhg4ZHlSPT6rHyd,credit,,,,,,,,2024-08-14 08:08:17.420000+00:00,True
pm_1P3Jl9FCPJnn9IgIlYjmEXo3,,visa,UzLVY0Sc6tBPrPHV,debit,,,,,,,,2024-08-14 07:25:21.256000+00:00,True
pm_1P3TfyFCPJnn9IgIBkS7pUL4,,amex,9JP0BnHxSvMVkUok,credit,,,,,,,google_pay,2024-08-14 07:25:17.260000+00:00,True
pm_1P3U3gFCPJnn9IgIqiPZesfa,,visa,XFlK7MNR3nabvJFv,debit,,,,,,,link,2024-08-14 07:25:17.260000+00:00,True
pm_1P3en1FCPJnn9IgICHUbRp0M,,visa,cx5l3P60pGUKMMEc,prepaid,,,,,,,link,2024-08-14 07:25:12.291000+00:00,True
pm_1P3makFCPJnn9IgIib7fDO7O,,amex,A33tQEcjUQeJceUi,credit,,,,,,,link,2024-08-14 07:25:14.956000+00:00,True
pm_1P3qITFCPJnn9IgIOYp0K5zu,,visa,Klp9FmLlxXr818co,debit,,,,,,,link,2024-08-14 07:25:09.434000+00:00,True
pm_1P436vFCPJnn9IgI27TMbFSu,,mastercard,mNZxrWfqBa5erYOJ,credit,,,,,,,,2024-08-14 07:25:10.273000+00:00,True
pm_1P43PgFCPJnn9IgIkEqo1t9h,,mastercard,XdwOIZ6cO90Y6v6F,debit,,,,,,,,2024-08-14 08:08:11.368000+00:00,True
pm_1P4Sg1FCPJnn9IgIA2Qi2OzZ,,visa,GfyyBUnnSf9Rh0Ow,credit,,,,,,,,2024-08-14 07:25:06.343000+00:00,True
pm_1P4wDmFCPJnn9IgI8ecEFi4P,,visa,WkHrsRdkshCiKLmL,prepaid,,,,,,,,2024-08-14 09:11:05.079000+00:00,True
pm_1P5A5yFCPJnn9IgIvdQv75Kw,,visa,2XKdoGbOPZKFLdf4,debit,,,,,,,google_pay,2024-08-14 07:24:47.557000+00:00,True
pm_1P5BYhFCPJnn9IgIx7GVyABz,,visa,BUJu7pmvh4HIr75A,credit,,,,,,,apple_pay,2024-08-14 07:24:47.930000+00:00,True
pm_1P5BxjFCPJnn9IgIcAo5xjQD,,visa,x5E8HpyKAPNzxeIj,credit,,,,,,,link,2024-08-14 07:24:47.930000+00:00,True
pm_1P5GpuFCPJnn9IgIZO2sUWkU,,amex,i6iCwKTscQzNtlVg,credit,,,,,,,,2024-08-14 09:10:54.142000+00:00,True
pm_1P5gA5FCPJnn9IgIeNX1nsDV,,visa,DQYYjho3zNMMK4rT,credit,,,,,,,link,2024-08-14 07:24:33.247000+00:00,True
pm_1P5sjXFCPJnn9IgIyqO9s6xH,,visa,SrSnCBtlpGRGZjf5,debit,,,,,,,link,2024-08-14 07:24:33.356000+00:00,True
pm_1P5y94FCPJnn9IgIspG8poUH,,visa,9jOFdPMVEQBigLHn,credit,,,,,,,,2024-08-14 08:07:54.496000+00:00,True
pm_1P62HiFCPJnn9IgIjg3heRsi,,mastercard,kayHnCxt9lDsvEPy,credit,,,,,,,,2024-08-14 07:24:28.875000+00:00,True
pm_1P68o2FCPJnn9IgIdbHXSbeH,,amex,ZMvsUXVrW2TfRtgG,credit,,,,,,,apple_pay,2024-08-14 07:24:25.573000+00:00,True
pm_1P6HOfFCPJnn9IgII6BiiLea,,visa,wVdQfyJHYcsC8MOy,credit,,,,,,,link,2024-08-14 07:24:30.294000+00:00,True
pm_1P6Hm7FCPJnn9IgI2DHVTmtu,,visa,I3RczuLcGCxjJ8B1,credit,,,,,,,,2024-08-14 08:07:50.346000+00:00,True
pm_1P6Il3FCPJnn9IgItg70tigc,,amex,R9kTrQDVEvUB07t5,credit,,,,,,,,2024-08-14 07:24:30.294000+00:00,True
pm_1P6JoDFCPJnn9IgIH2icc2Z0,,discover,TBRxVU89AjYU0g6E,credit,,,,,,,,2024-08-14 08:07:51.134000+00:00,True
pm_1P6cXlFCPJnn9IgID4bDuyFx,,mastercard,d9IScGaR7aMnQ9dZ,debit,,,,,,,link,2024-08-14 07:24:23.408000+00:00,True
pm_1P6ck9FCPJnn9IgIH3i50qrI,,visa,O885fDnw7SbbmihX,debit,,,,,,,,2024-08-14 07:24:23.408000+00:00,True
pm_1P6cscFCPJnn9IgIP12UKOgE,,mastercard,xdIcImxkdPPu9wQD,credit,,,,,,,link,2024-08-14 07:24:24.878000+00:00,True
pm_1P6cuJFCPJnn9IgIixV2i8Ao,,visa,O8KwJ7aJ1hCKgdjs,credit,,,,,,,,2024-08-14 07:24:24.878000+00:00,True
pm_1P6dxXFCPJnn9IgIpZY5A6Dn,,visa,TF1q2XwqXqHbsyuj,debit,,,,,,,,2024-08-14 07:24:24.878000+00:00,True
pm_1P6h2PFCPJnn9IgIC0rUgTon,,visa,ibEAz0Ypk2Wgj7i9,credit,,,,,,,apple_pay,2024-08-14 07:24:24.512000+00:00,True
pm_1P6i97FCPJnn9IgIlHeufMrr,,visa,7xLYQU6PGVHsCo13,debit,,,,,,,apple_pay,2024-08-14 07:24:24.511000+00:00,True
pm_1P6iWiFCPJnn9IgImlqFoF2g,,visa,LlZfp0MCl3WECtgS,credit,,,,,,,link,2024-08-14 07:24:18.968000+00:00,True
pm_1P6jyxFCPJnn9IgIt5oOlNgI,,visa,4PBe5dGHG9RXuUiq,debit,,,,,,,link,2024-08-14 05:24:43.638000+00:00,True
pm_1P6k0FFCPJnn9IgITBiJ4wvq,,visa,4PBe5dGHG9RXuUiq,debit,,,,,,,link,2024-08-14 05:24:42.504000+00:00,True
pm_1P6kunFCPJnn9IgIQbart2JZ,,mastercard,CO1DrMwWBUAXnnmv,debit,,,,,,,,2024-08-14 07:24:18.967000+00:00,True
pm_1P6zZDFCPJnn9IgIBbLNykjJ,,amex,s2QUWP7cC9AGwRxD,credit,,,,,,,apple_pay,2024-08-14 08:07:42.119000+00:00,True
pm_1P70vwFCPJnn9IgIc4gyzQrx,,visa,iMM3eyx0a135m8xB,credit,,,,,,,link,2024-08-14 07:24:18.028000+00:00,True
pm_1P7GooFCPJnn9IgIi3Dp1XRh,,mastercard,ssEdOsuxgiHkBMEg,credit,,,,,,,link,2024-08-14 07:24:09.411000+00:00,True
pm_1P7ffMFCPJnn9IgIfSftGacl,,amex,BI69HIVDtyxddZhh,credit,,,,,,,apple_pay,2024-08-14 07:24:05.122000+00:00,True
pm_1P7fiXFCPJnn9IgIhWDC1flJ,,visa,Uqj73mGr07wNYdr0,debit,,,,,,,link,2024-08-14 08:07:33.667000+00:00,True
pm_1P7ko1FCPJnn9IgIpicmWLZl,,mastercard,bTCGNjbq0XukboQB,debit,,,,,,,,2024-08-14 07:24:06.419000+00:00,True
pm_1P7l4lFCPJnn9IgI8rTkREIh,,amex,3vxzsXwCnQ88a3bW,credit,,,,,,,,2024-08-14 07:24:04.619000+00:00,True
pm_1P7p77FCPJnn9IgIKQ1Y6ZIu,,visa,Vq9bDMD11rfaKK5B,debit,,,,,,,link,2024-08-14 08:07:28.801000+00:00,True
pm_1P8AkuFCPJnn9IgIWesf7ZJq,,visa,SL0oLztUzZeHGvmE,debit,,,,,,,link,2024-08-14 07:23:56.679000+00:00,True
pm_1P8OS7FCPJnn9IgImWtlvLfq,,visa,Ok0SENoVXdFTCnLD,credit,,,,,,,apple_pay,2024-08-14 07:23:46.454000+00:00,True
pm_1P8RshFCPJnn9IgIEQkRn8Ml,,mastercard,tW6f0EtSai5pvK4g,debit,,,,,,,,2024-08-14 07:23:48.884000+00:00,True
pm_1P8SAYFCPJnn9IgIecZWJiFf,,visa,eTRN3YynumaMYR1z,credit,,,,,,,link,2024-08-14 07:23:48.884000+00:00,True
pm_1P8XSUFCPJnn9IgIUPBdi3mp,,mastercard,BA3jERqiPZaz1tFM,credit,,,,,,,link,2024-08-14 07:23:42.813000+00:00,True
pm_1P8YVVFCPJnn9IgIMHEYhL2J,,visa,X9L3t7eSEDODYj45,debit,,,,,,,,2024-08-14 07:23:42.812000+00:00,True
pm_1P8a4RFCPJnn9IgIUnB7s2f1,,visa,Qh3LmklRO7Q47n3R,credit,,,,,,,apple_pay,2024-08-14 07:23:40.675000+00:00,True
pm_1P8lRsFCPJnn9IgI5MrrumVw,,visa,LUKEzZOfamF0Gj5Z,credit,,,,,,,,2024-08-14 07:23:41.427000+00:00,True
pm_1P8lXvFCPJnn9IgIBxHSu3lI,,visa,K0fV8Erj7gaPBdGI,debit,,,,,,,,2024-08-14 07:23:41.427000+00:00,True
pm_1P8ne3FCPJnn9IgI4GpmWMTy,,visa,g2iwPXhc6lpY2H4V,debit,,,,,,,,2024-08-14 07:23:41.288000+00:00,True
pm_1P8stDFCPJnn9IgINZsPrxKJ,,visa,MYxk07ATFA9dLOLM,credit,,,,,,,,2024-08-14 07:23:40.932000+00:00,True
pm_1P98WgFCPJnn9IgI90c8QUfW,,amex,v615Lso2kLB2iQyS,credit,,,,,,,,2024-08-14 07:23:36.612000+00:00,True
pm_1P9HzYFCPJnn9IgIFO6OY9Vj,,visa,qEezKAp1v4LJ1OxQ,credit,,,,,,,,2024-08-14 08:07:12.498000+00:00,True
pm_1P9VR2FCPJnn9IgISBRj16Cv,,amex,ILfmBY8i0QxxBKVN,credit,,,,,,,apple_pay,2024-08-14 07:23:31.473000+00:00,True
pm_1P9Wp9FCPJnn9IgIh7OnoNpZ,,mastercard,LKeqkrH6vGWw1swq,credit,,,,,,,,2024-08-14 05:23:46.944000+00:00,True
pm_1P9ZqVFCPJnn9IgILE1ABcBk,,visa,u1SNaLjshCEYPA3U,debit,,,,,,,link,2024-08-14 07:23:31.304000+00:00,True
pm_1P9o8yFCPJnn9IgIADyATZRy,,visa,A2PCRei6gHcyb3DR,debit,,,,,,,apple_pay,2024-08-14 07:23:13.565000+00:00,True
pm_1P9w7HFCPJnn9IgIPPew9vwH,,visa,LlZfp0MCl3WECtgS,credit,,,,,,,link,2024-08-14 07:23:15.696000+00:00,True
pm_1P9yCNFCPJnn9IgIXeiZCWHK,,mastercard,zCC104VFMXJnDr9Y,credit,,,,,,,,2024-08-14 07:23:15.696000+00:00,True
pm_1PAAw5FCPJnn9IgIuzYNr6SC,,visa,swBXKwnl7SQXMyb3,debit,,,,,,,link,2024-08-14 07:23:08.247000+00:00,True
pm_1PABSIFCPJnn9IgI2BQTfd3A,,visa,19uUdQZr1WrD7go5,credit,,,,,,,link,2024-08-14 07:23:08.246000+00:00,True
pm_1PABl8FCPJnn9IgIKB9pdjuq,,visa,O2rlpboOK5L9AAO6,credit,,,,,,,,2024-08-14 07:23:08.246000+00:00,True
pm_1PABoNFCPJnn9IgIF07Vuxqs,,mastercard,7Yip7trqJkvuShxY,debit,,,,,,,link,2024-08-14 07:23:08.246000+00:00,True
pm_1PACIxFCPJnn9IgI3gCRyIHG,,mastercard,kayHnCxt9lDsvEPy,credit,,,,,,,link,2024-08-14 07:23:08.246000+00:00,True
pm_1PACnnFCPJnn9IgIVjXfyFZ2,,visa,PPBF72Nfq2CqghKp,credit,,,,,,,apple_pay,2024-08-14 08:07:07.103000+00:00,True
pm_1PAM3NFCPJnn9IgIbLCjvN3d,,visa,PmJcgrD6ecGAweKy,credit,,,,,,,,2024-08-14 08:07:02.321000+00:00,True
pm_1PAbniFCPJnn9IgIjKBxrGSy,,visa,YNCt0rJ4XRRY0FYj,debit,,,,,,,apple_pay,2024-08-14 07:23:03.896000+00:00,True
pm_1PAegUFCPJnn9IgIPP9Q09gv,,visa,oq277VpfevisSeHU,credit,,,,,,,,2024-08-14 07:23:05.953000+00:00,True
pm_1PAfp8FCPJnn9IgIEj5u9Btb,,visa,55Cxwe0moKORPyBJ,credit,,,,,,,,2024-08-14 07:23:06.415000+00:00,True
pm_1PAwA2FCPJnn9IgIrj8c7WuS,,visa,feNxpQEPjwoxnVoL,credit,,,,,,,google_pay,2024-08-14 07:22:59.483000+00:00,True
pm_1PAwXhFCPJnn9IgITw0r1QCk,,mastercard,0MworyEleKpgKbAv,debit,,,,,,,,2024-08-14 07:22:59.483000+00:00,True
pm_1PAz1XFCPJnn9IgI0StIqx5f,,visa,zrISqSjQ27q75jEL,credit,,,,,,,link,2024-08-14 08:06:59.828000+00:00,True
pm_1PB1ehFCPJnn9IgIiztp8JOe,,visa,S3WuI99gLs2roikL,credit,,,,,,,link,2024-08-14 08:07:00.018000+00:00,True
pm_1PBJI9FCPJnn9IgI81TVpLh0,,mastercard,kdVMEJtowFkdIZvQ,debit,,,,,,,,2024-08-14 07:22:47.046000+00:00,True
pm_1PBKvOFCPJnn9IgIfzZXUuJB,,visa,3gijAfNMYtXN4ZoC,credit,,,,,,,,2024-08-14 07:22:47.045000+00:00,True
pm_1PBNhhFCPJnn9IgI5nn8Lg7a,,visa,kSX73jC3B9uHA26f,debit,,,,,,,link,2024-08-14 07:22:47.918000+00:00,True
pm_1PBP1oFCPJnn9IgIeVFtHpfC,,visa,3lwrV5B4S8G9h9gL,credit,,,,,,,,2024-08-14 08:06:55.589000+00:00,True
pm_1PBPhRFCPJnn9IgIT2auSqno,,visa,bt2Ctw88vIxn28D0,debit,,,,,,,apple_pay,2024-08-14 07:22:47.680000+00:00,True
pm_1PBU5zFCPJnn9IgI3K9UoAyr,,visa,SINGcTZeYK5cfNua,debit,,,,,,,link,2024-08-14 08:06:49.201000+00:00,True
pm_1PBczgFCPJnn9IgIIo7pvSVu,,visa,p8JzlSKxy04WN6kt,credit,,,,,,,,2024-08-14 07:21:49.162000+00:00,True
pm_1PBhxtFCPJnn9IgIrVpiuDD0,,mastercard,te6vVLJdKpqPFg4T,credit,,,,,,,link,2024-08-14 07:21:53.997000+00:00,True
pm_1PBj27FCPJnn9IgI4LbAxTxv,,visa,FuA0EnizK96hsPeH,debit,,,,,,,,2024-08-14 08:06:49.720000+00:00,True
pm_1PBkcmFCPJnn9IgI19gIJRNh,,visa,BEmMTklpXPbiRmxQ,credit,,,,,,,link,2024-08-14 07:21:52.052000+00:00,True
pm_1PC0bPFCPJnn9IgIke8ctYQr,,visa,eKwBYLQpGB2A0NR5,debit,,,,,,,link,2024-08-14 07:20:46.238000+00:00,True
pm_1PC1TAFCPJnn9IgIemiUZs89,,visa,LQqUoGVd48xo3eQk,credit,,,,,,,link,2024-08-14 07:21:45.842000+00:00,True
pm_1PC3tlFCPJnn9IgI86olLIuc,,mastercard,d0yFpHU6EcZUaxY0,debit,,,,,,,link,2024-08-14 05:22:29.978000+00:00,True
pm_1PC4TOFCPJnn9IgI4LzOx9IA,,visa,qhfLQmTw6bQxrAlG,debit,,,,,,,link,2024-08-14 07:21:46.932000+00:00,True
pm_1PC4dhFCPJnn9IgICV95t1Tn,,visa,rrFqhwFD2PLzjkoK,credit,,,,,,,apple_pay,2024-08-14 07:21:46.932000+00:00,True
pm_1PC7BNFCPJnn9IgIusPClz5X,,visa,9cQVSQzFpw3YguFl,credit,,,,,,,google_pay,2024-08-14 07:21:46.847000+00:00,True
pm_1PC7HnFCPJnn9IgIvOO3Acsx,,visa,yoigJDaDbkKcShHZ,debit,,,,,,,link,2024-08-14 07:21:46.847000+00:00,True
pm_1PCQdRFCPJnn9IgItSNx0DC7,,mastercard,o1OwacvAYWFfHPFc,debit,,,,,,,google_pay,2024-08-14 08:06:42.556000+00:00,True
pm_1PCW4IFCPJnn9IgI3hrGvG19,,mastercard,QQ6zY97SdtSwR3uX,debit,,,,,,,link,2024-08-14 07:21:35.940000+00:00,True
pm_1PChr0FCPJnn9IgIUFtoRpNM,,visa,oQfJQye1oI8BzIgo,credit,,,,,,,,2024-08-14 08:06:35.462000+00:00,True
pm_1PCjVLFCPJnn9IgIUcRKwJvM,,visa,oaznLiOP2iap82kA,prepaid,,,,,,,,2024-08-14 07:21:23.494000+00:00,True
pm_1PCpPlFCPJnn9IgID3llNcpk,,visa,hi1jJ0E91mWl934z,debit,,,,,,,link,2024-08-14 07:21:27.699000+00:00,True
pm_1PD8xAFCPJnn9IgIgrKRPI7U,,mastercard,4F5KNcA3ajcuSetO,credit,,,,,,,,2024-08-14 07:21:18.205000+00:00,True
pm_1PDCCpFCPJnn9IgIa8e4Apek,,visa,2fmiPGpl2hxAFFZ0,credit,,,,,,,link,2024-08-14 07:21:18.038000+00:00,True
pm_1PDUa4FCPJnn9IgI69teOIhw,,visa,zDjoHUCCPfZ8RQVo,debit,,,,,,,,2024-08-14 07:21:03.185000+00:00,True
pm_1PDpWHFCPJnn9IgIVjelo8aS,,visa,ER9MbZE4cYQ7WjA3,debit,,,,,,,link,2024-08-14 07:20:56.975000+00:00,True
pm_1PDqmIFCPJnn9IgIA4dEqkJr,,visa,bKfH7eI5D5oBYT3V,credit,,,,,,,,2024-08-14 07:20:56.974000+00:00,True
pm_1PDrDZFCPJnn9IgIB8ArR8gc,,visa,T7wRSlc0C1fBBtdJ,credit,,,,,,,,2024-08-14 07:20:56.974000+00:00,True
pm_1PDylZFCPJnn9IgIK1MCwU6Y,,visa,v6mVqSSYaWA0dXoS,debit,,,,,,,,2024-08-14 05:21:32.253000+00:00,True
pm_1PDyprFCPJnn9IgIVHZchjgx,,visa,GnZTqPLIiAWCTK2E,credit,,,,,,,,2024-08-14 07:20:50.499000+00:00,True
pm_1PE97lFCPJnn9IgIROB1xUeR,,visa,eFJ4Ou3dla3DfvPi,credit,,,,,,,apple_pay,2024-08-14 08:06:13.312000+00:00,True
pm_1PEA3ZFCPJnn9IgIjyxW0xLn,,mastercard,pSah642OyKcvogDp,debit,,,,,,,,2024-08-14 07:20:48.153000+00:00,True
pm_1PEAnYFCPJnn9IgIJe9zvuBj,,visa,BeRwLb2ipE5C8QAH,debit,,,,,,,link,2024-08-14 05:21:31.573000+00:00,True
pm_1PEApeFCPJnn9IgI4U7dmrCL,,visa,06Sfrxo5aNuc2MTl,debit,,,,,,,link,2024-08-14 05:21:30.544000+00:00,True
pm_1PEGDcFCPJnn9IgIRrnCs35w,,visa,haXtHs72sYPGkkz7,credit,,,,,,,,2024-08-14 07:20:52.586000+00:00,True
pm_1PEIinFCPJnn9IgIFCTm8Zhu,,mastercard,d9JcK7sc6IkKJxKM,debit,,,,,,,,2024-08-14 07:20:51.776000+00:00,True
pm_1PEeK5FCPJnn9IgIB4EIC0pp,,mastercard,DUalQrqIXmycCSqP,credit,,,,,,,,2024-08-14 08:06:12.412000+00:00,True
pm_1PEeOSFCPJnn9IgIWokOmH0A,,visa,rlhlya3LOo2eG83i,credit,,,,,,,link,2024-08-14 08:06:11.900000+00:00,True
pm_1PEegpFCPJnn9IgIRhvZXXAu,,visa,TbwaS8QBcaHEoCpF,credit,,,,,,,link,2024-08-14 05:21:21.491000+00:00,True
pm_1PEenGFCPJnn9IgIRuYIBIcF,,visa,5QVeIOf3Y16ii4ZL,credit,,,,,,,link,2024-08-14 07:21:29.554000+00:00,True
pm_1PEi5qFCPJnn9IgI9bisZzxm,,visa,9ubLhLlVNjl7700p,credit,,,,,,,link,2024-08-14 08:06:05.547000+00:00,True
pm_1PFFlbFCPJnn9IgIn0ywWDiv,,visa,ZuvVHGm6faBUYSRY,prepaid,,,,,,,link,2024-08-14 08:06:02.803000+00:00,True
pm_1PFK9wFCPJnn9IgIvxTr1JIi,,visa,n0GbXmkTZzGVBehQ,credit,,,,,,,,2024-08-14 07:20:33.258000+00:00,True
pm_1PFMRoFCPJnn9IgIpKrX3m2v,,mastercard,mJTgtXMrSBAR1rVN,credit,,,,,,,link,2024-08-14 07:20:33.526000+00:00,True
pm_1PFNLvFCPJnn9IgIVVJFRaQR,,visa,2zUwc5qVUO67lByZ,credit,,,,,,,,2024-08-14 07:20:32.277000+00:00,True
pm_1PFTSqFCPJnn9IgIQ6nQ7c9E,,visa,k6fZSzrqqfvw4Zaf,debit,,,,,,,link,2024-08-14 07:20:18.118000+00:00,True
pm_1PFTzkFCPJnn9IgIpcXGI7G9,,mastercard,1xASapCNfXF2HVsL,credit,,,,,,,link,2024-08-14 07:20:18.118000+00:00,True
pm_1PFfN2FCPJnn9IgInTv7Yg2Y,,mastercard,37qr6EB9XjYpZaVd,credit,,,,,,,,2024-08-14 07:20:18.053000+00:00,True
pm_1PFqMAFCPJnn9IgIlqXClyka,,mastercard,g715Iw41K0yygkiV,credit,,,,,,,google_pay,2024-08-14 08:05:54.645000+00:00,True
pm_1PFrxIFCPJnn9IgI0RXwjDe5,,visa,jFjrE2x8HvjX5Z6Y,credit,,,,,,,google_pay,2024-08-14 07:20:09.888000+00:00,True
pm_1PFy6qFCPJnn9IgINH4UrUIR,,visa,aTBKmlEaKzTYKENm,credit,,,,,,,link,2024-08-14 07:20:10.755000+00:00,True
pm_1PG0dDFCPJnn9IgIOjIjxIpF,,visa,0cfAs9GRVaa1tl0e,credit,,,,,,,link,2024-08-14 07:20:13.302000+00:00,True
pm_1PG1vRFCPJnn9IgI5LqbTqmv,,visa,PT4c8OzQxDMEFoqK,debit,,,,,,,link,2024-08-14 07:20:13.302000+00:00,True
