subscription_id,id,amount,currency,description,discountable,livemode,metadata,period_start,period_end,proration,quantity,type,price_id,plan_id,customer_id,subscription_item_id,_fivetran_synced,invoice_item_id
sub_1RLR1sFCPJnn9IgIFbSSKJUg,il_tmp_14b382FCPJnn9IgIb15c5e1e,21999,cad,1 × Pinwheel Subscription (at $219.99 / year),True,True,{},2026-05-05 15:34:04+00:00,2027-05-05 15:34:04+00:00,False,1,subscription,price_1QN3egFCPJnn9IgIffo5EnDv,price_1QN3egFCPJnn9IgIffo5EnDv,,si_SFwvHvGYkZWqtE,2025-05-06 00:33:03.996000+00:00,
sub_1PD7IIFCPJnn9IgI4CWDdKP4,il_tmp_1c2110FCPJnn9IgI4acc9b10,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-05 15:48:06+00:00,2027-05-05 15:48:06+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q3Dj49IVjhTaRj,2025-05-06 00:31:03.536000+00:00,
sub_1RLTekFCPJnn9IgIGY6CoyXX,il_tmp_18142cFCPJnn9IgIb66b3f6e,14999,gbp,1 × Pinwheel Subscription (at £149.99 / year),True,True,{},2026-05-05 18:22:22+00:00,2027-05-05 18:22:22+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgINTlLl2ai,price_1QN3ehFCPJnn9IgINTlLl2ai,,si_SFzenunrLMxPBv,2025-05-06 00:33:04.821000+00:00,
sub_1QW17YFCPJnn9IgIA91FT1QQ,il_tmp_13bdbeFCPJnn9IgIa97dc022,0,cad,0 × Pinwheel Subscription (at $239.99 / year),True,True,{},2025-12-14 19:35:24+00:00,2026-12-14 19:35:24+00:00,False,0,subscription,price_1QN3ehFCPJnn9IgITAdNVw4t,price_1QN3ehFCPJnn9IgITAdNVw4t,,si_ROolNCNkp7P1de,2025-05-07 00:32:09.153000+00:00,
sub_1QRKGNFCPJnn9IgItnnKpG3q,il_tmp_1d8630FCPJnn9IgI67ceb556,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-01 21:01:07+00:00,2026-12-01 21:01:07+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RJyCEmpjR4DDFw,2025-05-07 00:32:14.096000+00:00,
sub_1RLuSEFCPJnn9IgIRTKTe3Sp,il_tmp_14ebc6FCPJnn9IgI0d57dbc2,21999,cad,1 × Pinwheel Subscription (at $219.99 / year),True,True,{},2026-05-06 22:59:14+00:00,2027-05-06 22:59:14+00:00,False,1,subscription,price_1QN3egFCPJnn9IgIffo5EnDv,price_1QN3egFCPJnn9IgIffo5EnDv,,si_SGRKPxyR5UeFQ5,2025-05-07 00:33:47.476000+00:00,
sub_1RM8LEFCPJnn9IgIfajdA7kx,il_tmp_1eed84FCPJnn9IgI914006b0,14999,gbp,1 × Pinwheel Subscription (at £149.99 / year),True,True,{},2026-05-07 13:48:56+00:00,2027-05-07 13:48:56+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgINTlLl2ai,price_1QN3ehFCPJnn9IgINTlLl2ai,,si_SGfg7laR3wSJbC,2025-05-08 00:32:25.574000+00:00,
sub_1PDuACFCPJnn9IgIY5cRMr81,il_tmp_16ba41FCPJnn9IgI307ab433,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-07 19:59:00+00:00,2027-05-07 19:59:00+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q42E3vR82UTs4n,2025-05-08 00:30:48.314000+00:00,
sub_1RMHocFCPJnn9IgIYTQvKpio,il_tmp_1c0cbfFCPJnn9IgIf0116f81,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-07 23:55:54+00:00,2027-05-07 23:55:54+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SGpTQnW5CCzMT2,2025-05-08 00:32:27.011000+00:00,
sub_1RMdhtFCPJnn9IgIpfjNFPqU,il_tmp_1f844dFCPJnn9IgI9bd3db76,27999,aud,1 × Pinwheel Subscription (at $279.99 / year),True,True,{},2026-05-08 23:18:25+00:00,2027-05-08 23:18:25+00:00,False,1,subscription,price_1RCCLnFCPJnn9IgI15jwi7st,price_1RCCLnFCPJnn9IgI15jwi7st,,si_SHC6XeVW0jZP0R,2025-05-09 00:33:52.894000+00:00,
sub_1PE8EvFCPJnn9IgIhvY8O4fD,il_tmp_1b4875FCPJnn9IgI07538671,7999,usd,1 × GPT Subscription (Annual) (at $79.99 / year),True,True,{},2026-05-08 11:00:49+00:00,2027-05-08 11:00:49+00:00,False,1,subscription,price_1NEdllFCPJnn9IgI0yLTkLve,price_1NEdllFCPJnn9IgI0yLTkLve,,si_Q4GmSpxxDR8fT7,2025-05-09 00:32:22.096000+00:00,
sub_1RMWBJFCPJnn9IgIw8mjPRxX,il_tmp_151c52FCPJnn9IgIfd5b283b,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-08 15:16:17+00:00,2027-05-08 15:16:17+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SH4JQd4gffEyfO,2025-05-09 00:33:51.658000+00:00,
sub_1RMrBRFCPJnn9IgIwG6GZplr,il_tmp_138a99FCPJnn9IgI179e0f49,37398,cad,2 × Pinwheel Subscription (at $186.99 / year),True,True,{},2026-05-09 13:41:49+00:00,2027-05-09 13:41:49+00:00,False,2,subscription,price_1QN3egFCPJnn9IgInIlCdNC7,price_1QN3egFCPJnn9IgInIlCdNC7,,si_SHQ1CRtIKCtkvX,2025-05-10 00:32:40.202000+00:00,
sub_1PEZupFCPJnn9IgIkgPLBPEP,il_tmp_11f913FCPJnn9IgIdc0ab873,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-09 16:33:55+00:00,2027-05-09 16:33:55+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q4jNheuiFH1vte,2025-05-10 00:31:06.261000+00:00,
sub_1RMvHSFCPJnn9IgIfiTuNOB0,il_tmp_1dcd61FCPJnn9IgIc9072a18,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-09 18:04:18+00:00,2027-05-09 18:04:18+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SHUFz1ESfOZo0h,2025-05-10 00:32:39.867000+00:00,
sub_1RMnjNFCPJnn9IgI3p0aIih7,il_tmp_1727e0FCPJnn9IgI3fce5650,14999,gbp,1 × Pinwheel Subscription (at £149.99 / year),True,True,{},2026-05-09 10:00:37+00:00,2027-05-09 10:00:37+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgINTlLl2ai,price_1QN3ehFCPJnn9IgINTlLl2ai,,si_SHMSUXtB7cUvaf,2025-05-10 00:32:39.241000+00:00,
sub_1RMsBeFCPJnn9IgIEXI60dtu,il_tmp_1bae80FCPJnn9IgI6cc61784,4999,usd,1 × GPT Subscription (Annual) (at $49.99 / year),True,True,{},2026-05-09 14:46:06+00:00,2027-05-09 14:46:06+00:00,False,1,subscription,price_1Pj2K6FCPJnn9IgIk4bvB0uJ,price_1Pj2K6FCPJnn9IgIk4bvB0uJ,,si_SHR3pi5Fao0B7o,2025-05-10 00:32:39.888000+00:00,
sub_1RNGnEFCPJnn9IgIQvmrPbLX,il_tmp_138628FCPJnn9IgIacae7809,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-10 17:02:32+00:00,2027-05-10 17:02:32+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SHqUpB6D0sX1No,2025-05-11 00:32:27.915000+00:00,
sub_1NtwriFCPJnn9IgI6hv7TtZG,il_tmp_1abf0dFCPJnn9IgIc8e645f9,0,usd,0 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2025-10-14 18:17:10+00:00,2026-10-14 18:17:10+00:00,False,0,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_OhLYoXi1kHNWmO,2025-05-11 00:30:51.557000+00:00,
sub_1RNGG6FCPJnn9IgIK2KwNs59,il_tmp_1cad2aFCPJnn9IgI07d1bdd8,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-10 16:28:18+00:00,2027-05-10 16:28:18+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SHpvyk8ULZ5gl6,2025-05-11 00:32:27.389000+00:00,
sub_1PEi2ZFCPJnn9IgIYORrwgW6,il_tmp_192ca8FCPJnn9IgI63dfab21,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-10 01:14:27+00:00,2027-05-10 01:14:27+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q4rmobPIjE9eJJ,2025-05-11 00:31:06.080000+00:00,
sub_1RNFktFCPJnn9IgIdtFBdggN,il_tmp_11b508FCPJnn9IgI639e0628,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-10 15:56:03+00:00,2027-05-10 15:56:03+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SHpPAuJZlmOwKa,2025-05-11 00:32:27.659000+00:00,
sub_1PEhbtFCPJnn9IgI3UyQ0sZy,il_tmp_14f94aFCPJnn9IgIca093399,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-10 00:46:53+00:00,2027-05-10 00:46:53+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q4rKGvaHNuTraF,2025-05-11 00:30:53.221000+00:00,
sub_1RNcKOFCPJnn9IgIs6rlqmPU,il_tmp_1336a9FCPJnn9IgIa2d13a9a,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-11 16:02:12+00:00,2027-05-11 16:02:12+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SICj9ZHIoKdnp8,2025-05-12 00:34:26.004000+00:00,
sub_1PF82cFCPJnn9IgIP6aFPlFW,il_tmp_1b26ceFCPJnn9IgI87ec5b4c,10998,usd,2 × Subscription (Annual) (Tier 2 at $54.99 / year),True,True,{},2026-05-11 05:00:00+00:00,2027-05-11 05:00:00+00:00,False,2,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q5Idsspc9oEx6h,2025-05-12 00:32:31.542000+00:00,
sub_1MzRjxFCPJnn9IgILhyEOnNV,il_tmp_14dec9FCPJnn9IgIdf6e6622,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-11 21:43:37+00:00,2027-05-11 21:43:37+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_NkxfWuXCfCHFbp,2025-05-12 00:32:47.190000+00:00,
sub_1MzKGhFCPJnn9IgI9x3eKsud,il_tmp_1e37daFCPJnn9IgI6c2c92a0,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-11 13:44:55+00:00,2027-05-11 13:44:55+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_NkpwADi8OIs94D,2025-05-12 00:32:58.809000+00:00,
sub_1PF82cFCPJnn9IgIP6aFPlFW,il_tmp_1937faFCPJnn9IgId1e7505e,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-11 05:00:00+00:00,2027-05-11 05:00:00+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q5Idsspc9oEx6h,2025-05-12 00:32:31.542000+00:00,
sub_1MzQ50FCPJnn9IgI2DNXVHoC,il_tmp_130beaFCPJnn9IgI3c306144,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-11 19:57:14+00:00,2027-05-11 19:57:14+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Nkvw7iJYjjGNHt,2025-05-12 00:32:47.598000+00:00,
sub_1RO4tbFCPJnn9IgIGdbsmgM3,il_tmp_1a2932FCPJnn9IgI732c3a8f,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-12 22:32:27+00:00,2027-05-12 22:32:27+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SIgGU53sOaE3E5,2025-05-13 00:34:18.834000+00:00,
sub_1RNl1NFCPJnn9IgI9MeOThDA,il_tmp_1e4a8bFCPJnn9IgI437e9da1,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-12 01:19:09+00:00,2027-05-12 01:19:09+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SILiPocHix0lnb,2025-05-13 00:34:16.414000+00:00,
sub_1QTsJQFCPJnn9IgIHbU24Sij,il_tmp_10dcc0FCPJnn9IgIe9ec2e9f,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-08 21:46:48+00:00,2026-12-08 21:46:48+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RMbWLRLOGuQwsd,2025-05-13 00:32:42.400000+00:00,
sub_1MzkEvFCPJnn9IgIb2hT0iHW,il_tmp_1cab4eFCPJnn9IgIa7ce7d9c,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-12 17:28:49+00:00,2027-05-12 17:28:49+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_NlGmRrlF4Epw2w,2025-05-13 00:32:09.364000+00:00,
sub_1RO0ZlFCPJnn9IgIJgVi5CD6,il_tmp_105848FCPJnn9IgI498af185,21999,cad,1 × Pinwheel Subscription (at $219.99 / year),True,True,{},2026-05-12 17:55:41+00:00,2027-05-12 17:55:41+00:00,False,1,subscription,price_1QN3egFCPJnn9IgIffo5EnDv,price_1QN3egFCPJnn9IgIffo5EnDv,,si_SIbnyiFtZW2tJH,2025-05-13 00:34:17.853000+00:00,
sub_1ROQJQFCPJnn9IgIN4kcjDLd,il_tmp_19fcb6FCPJnn9IgIc577d4c6,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-13 21:24:32+00:00,2027-05-13 21:24:32+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SJ2Ot9N5o9WbHj,2025-05-14 00:33:05.759000+00:00,
sub_1ROoCGFCPJnn9IgIv4ubmRxr,il_tmp_1950f0FCPJnn9IgI6a3f0aab,21999,cad,1 × Pinwheel Subscription (at $219.99 / year),True,True,{},2026-05-14 22:54:44+00:00,2027-05-14 22:54:44+00:00,False,1,subscription,price_1QN3egFCPJnn9IgIffo5EnDv,price_1QN3egFCPJnn9IgIffo5EnDv,,si_SJR4jjkd5K3qam,2025-05-15 00:33:07.232000+00:00,
sub_1QWKZ8FCPJnn9IgIO0RKIw7d,il_tmp_1336ceFCPJnn9IgI2ecb9a8c,14999,gbp,1 × Pinwheel Subscription (at £149.99 / year),True,True,{},2025-12-15 16:21:10+00:00,2026-12-15 16:21:10+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgINTlLl2ai,price_1QN3ehFCPJnn9IgINTlLl2ai,,si_RP8qovsLeW9tqk,2025-05-15 00:31:46.052000+00:00,
sub_1RP9dEFCPJnn9IgImfckby7q,il_tmp_1dcda0FCPJnn9IgIfc9a13c0,14999,gbp,1 × Pinwheel Subscription (at £149.99 / year),True,True,{},2026-05-15 21:48:00+00:00,2027-05-15 21:48:00+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgINTlLl2ai,price_1QN3ehFCPJnn9IgINTlLl2ai,,si_SJnDiYegPOx7kv,2025-05-16 00:33:30.913000+00:00,
sub_1QboCkFCPJnn9IgIYKbYRg5x,il_tmp_1d9f98FCPJnn9IgI0aec0af2,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2025-12-30 19:00:42+00:00,2026-12-30 19:00:42+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_RUnokR3uj7JAAi,2025-05-16 00:32:09.905000+00:00,
sub_1RPBArFCPJnn9IgIk4YiM51a,il_tmp_1b9260FCPJnn9IgI16cd50b7,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-15 23:26:49+00:00,2027-05-15 23:26:49+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SJooIcodFIcIy7,2025-05-16 00:33:30.957000+00:00,
sub_1RPUSdFCPJnn9IgIlkd7I0O7,il_tmp_147d6aFCPJnn9IgI75d74e2d,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-16 20:02:26+00:00,2027-05-16 20:02:26+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SK8kCA8YQqxDIl,2025-05-17 00:33:33.259000+00:00,
sub_1RPSb7FCPJnn9IgIvAlnX1SD,il_tmp_1508e1FCPJnn9IgId09841bf,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-16 18:03:05+00:00,2027-05-16 18:03:05+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SK6oDTVxhl7FhC,2025-05-17 00:33:32.573000+00:00,
sub_1RPtDWFCPJnn9IgI2XKnBsgm,il_tmp_15dc36FCPJnn9IgIcb1d8a9e,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-17 22:28:30+00:00,2027-05-17 22:28:30+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SKYKRwGohWpKcL,2025-05-18 00:33:35.065000+00:00,
sub_1N1axvFCPJnn9IgIgv0oeRQ7,il_tmp_1af15fFCPJnn9IgIcc50a2a1,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-17 19:58:55+00:00,2027-05-17 19:58:55+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_NnBKIwBXoj3kU6,2025-05-18 00:31:58.180000+00:00,
sub_1ORn0YFCPJnn9IgIghjRdjGH,il_tmp_17ca1dFCPJnn9IgIcad313e2,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-01-16 02:38:10+00:00,2027-01-16 02:38:10+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_PGJd0bxNJeHKR9,2025-05-18 00:32:12.725000+00:00,
sub_1RPsqKFCPJnn9IgIUXePvZWB,il_tmp_1e64e2FCPJnn9IgIe6b68f77,29748,usd,2 × Pinwheel Subscription (at $148.74 / year),True,True,{},2026-05-17 22:04:32+00:00,2027-05-17 22:04:32+00:00,False,2,subscription,price_1QN3ehFCPJnn9IgIJwbQXT0S,price_1QN3ehFCPJnn9IgIJwbQXT0S,,si_SKXwkySHaENkEX,2025-05-18 00:33:34.703000+00:00,
sub_1RPjjcFCPJnn9IgI800iB2ML,il_tmp_1857e6FCPJnn9IgI2d8c9210,14999,gbp,1 × Pinwheel Subscription (at £149.99 / year),True,True,{},2026-05-17 12:21:00+00:00,2027-05-17 12:21:00+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgINTlLl2ai,price_1QN3ehFCPJnn9IgINTlLl2ai,,si_SKOW00EyQMuh2s,2025-05-18 00:33:33.971000+00:00,
sub_1N1axvFCPJnn9IgIgv0oeRQ7,il_tmp_12dfe4FCPJnn9IgI1ffd88f2,5499,usd,1 × Subscription (Annual) (Tier 2 at $54.99 / year),True,True,{},2026-05-17 19:58:55+00:00,2027-05-17 19:58:55+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_NnBKIwBXoj3kU6,2025-05-18 00:31:58.180000+00:00,
sub_1ORn0YFCPJnn9IgIghjRdjGH,il_tmp_1e4fcbFCPJnn9IgI791f8ea5,5499,usd,1 × Subscription (Annual) (Tier 2 at $54.99 / year),True,True,{},2026-01-16 02:38:10+00:00,2027-01-16 02:38:10+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_PGJd0bxNJeHKR9,2025-05-18 00:32:12.725000+00:00,
sub_1N1yHHFCPJnn9IgIsv772gPd,il_tmp_191ea3FCPJnn9IgI3bb20bd9,5499,usd,1 × Subscription (Annual) (Tier 2 at $54.99 / year),True,True,{},2026-05-18 20:52:27+00:00,2027-05-18 20:52:27+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_NnZQL1B66VWvSe,2025-05-19 00:30:53.782000+00:00,
sub_1RQ5UzFCPJnn9IgIJ59FYskZ,il_tmp_17eb37FCPJnn9IgI8cbcaeb6,29748,usd,2 × Pinwheel Subscription (at $148.74 / year),True,True,{},2026-05-18 11:35:20+00:00,2027-05-18 11:35:20+00:00,False,2,subscription,price_1QN3ehFCPJnn9IgIJwbQXT0S,price_1QN3ehFCPJnn9IgIJwbQXT0S,,si_SKl1hXhXQGE8Qy,2025-05-19 00:32:35.240000+00:00,
sub_1N1yHHFCPJnn9IgIsv772gPd,il_tmp_1f7722FCPJnn9IgIffd2bfb4,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-18 20:52:27+00:00,2027-05-18 20:52:27+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_NnZQL1B66VWvSe,2025-05-19 00:30:53.782000+00:00,
sub_1RQIhZFCPJnn9IgIsiFAO0oH,il_tmp_1e59d5FCPJnn9IgIe6183679,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-19 01:41:13+00:00,2027-05-19 01:41:13+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SKyeQh8yiNEoVr,2025-05-20 00:32:54.335000+00:00,
sub_1RQVcuFCPJnn9IgIkl14e552,il_tmp_103669FCPJnn9IgIf39b059b,17499,usd,1 × Pinwheel Subscription (at $174.99 / year),True,True,{},2026-05-19 15:29:16+00:00,2027-05-19 15:29:16+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIVTdYimm8,price_1QN3ehFCPJnn9IgIVTdYimm8,,si_SLC0zufJ2JiVdi,2025-05-20 00:32:56.307000+00:00,
sub_1MAzdjFCPJnn9IgIQrZDqGOo,il_tmp_192645FCPJnn9IgI091a4f7b,0,usd,0 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2025-12-23 17:36:39+00:00,2026-12-23 17:36:39+00:00,False,0,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_MupIEjYX2KxB4g,2025-05-20 00:31:18.282000+00:00,
sub_1RQgorFCPJnn9IgIg4rJ4oB9,il_tmp_103ea8FCPJnn9IgIf732744a,4999,usd,1 × Pinwheel Subscription (at $49.99 / every 3 months),True,True,{},2025-08-20 03:26:21+00:00,2025-11-20 03:26:21+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgI6dSlgkaa,price_1QN3ehFCPJnn9IgI6dSlgkaa,,si_SLNaOd1L4vpuVU,2025-05-21 00:34:41.955000+00:00,
sub_1QP3fKFCPJnn9IgI8VGDesJn,il_tmp_178fa5FCPJnn9IgI7110da72,6999,cad,1 × Pinwheel Subscription (at $69.99 / every 3 months),True,True,{},2025-08-20 06:00:00+00:00,2025-11-20 06:00:00+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgIGWc2u0BP,price_1QN3ehFCPJnn9IgIGWc2u0BP,,si_RHcvLY8aO8UZhr,2025-05-21 00:32:31.747000+00:00,
sub_1PIbrRFCPJnn9IgITnnzGUKW,il_tmp_1a485aFCPJnn9IgIbe9eb301,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-20 19:27:05+00:00,2027-05-20 19:27:05+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q8teIk0ipDgvPz,2025-05-21 00:32:59.025000+00:00,
sub_1OGCfhFCPJnn9IgIE8DY5Xzm,il_tmp_1faca5FCPJnn9IgIe76f2764,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2025-11-25 03:36:45+00:00,2026-11-25 03:36:45+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_P4LMLk7ff07n3o,2025-05-21 00:32:49.128000+00:00,
sub_1PIXMsFCPJnn9IgIAP1vbQwE,il_tmp_1cd160FCPJnn9IgIb4b191e4,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-20 14:39:14+00:00,2027-05-20 14:39:14+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q8p0TOcytYVahX,2025-05-21 00:32:33.911000+00:00,
sub_1PH4U3FCPJnn9IgIHPkEn3ub,il_tmp_171815FCPJnn9IgI6039243d,16499,usd,1 × Subscription (Annual) (Tier 1 at $164.99 / year),True,True,{},2026-05-16 13:36:35+00:00,2027-05-16 13:36:35+00:00,False,1,subscription,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,,si_Q7J6Eu2OA9QRCp,2025-05-21 00:32:53.456000+00:00,
sub_1QNgJfFCPJnn9IgIlcBvQ3Vg,il_tmp_1882f4FCPJnn9IgI20c359a4,4999,usd,1 × Pinwheel Subscription (at $49.99 / every 3 months),True,True,{},2025-08-21 19:45:27+00:00,2025-11-21 19:45:27+00:00,False,1,subscription,price_1QN3ehFCPJnn9IgI6dSlgkaa,price_1QN3ehFCPJnn9IgI6dSlgkaa,,si_RGCjq99yW5znvk,2025-05-22 00:31:36.349000+00:00,
