id,connected_account_id,amount,available_on,created,currency,description,exchange_rate,fee,net,source,status,type,reporting_category,_fivetran_synced
txn_3PhOl6FCPJnn9IgI1CHyQb3A,,1499,2024-07-31 00:00:00+00:00,2024-07-28 04:31:01+00:00,usd,Subscription update,,55,1444,ch_3PhOl6FCPJnn9IgI1HF23nuJ,available,charge,charge,2024-08-14 01:53:13.378000+00:00
txn_3PhPNnFCPJnn9IgI0gsSGdhr,,1499,2024-07-31 00:00:00+00:00,2024-07-28 05:11:00+00:00,usd,Subscription update,,55,1444,ch_3PhPNnFCPJnn9IgI0paMZC73,available,charge,charge,2024-08-14 01:53:13.308000+00:00
txn_3PhPVYFCPJnn9IgI0U9JnZYA,,500,2024-07-31 00:00:00+00:00,2024-07-28 05:19:01+00:00,usd,Subscription update,,33,467,ch_3PhPVYFCPJnn9IgI0WffmRwS,available,charge,charge,2024-08-14 01:53:13.308000+00:00
txn_3PhQAxFCPJnn9IgI1MyK7IUs,,2107,2024-07-31 00:00:00+00:00,2024-07-28 06:01:48+00:00,usd,Subscription update,,68,2039,ch_3PhQAxFCPJnn9IgI1y6Cnvj7,available,charge,charge,2024-08-14 01:53:13.632000+00:00
txn_3PhQDIFCPJnn9IgI1sQssY0A,,1499,2024-07-31 00:00:00+00:00,2024-07-28 06:04:13+00:00,usd,Subscription update,,55,1444,ch_3PhQDIFCPJnn9IgI16t9LTnI,available,charge,charge,2024-08-14 01:53:13.632000+00:00
txn_3PhQLDFCPJnn9IgI0nzPZR6u,,1499,2024-07-31 00:00:00+00:00,2024-07-28 06:12:24+00:00,usd,Subscription update,,55,1444,ch_3PhQLDFCPJnn9IgI0pFnP8RE,available,charge,charge,2024-08-14 01:53:13.632000+00:00
txn_3PhQSQFCPJnn9IgI1Zt3qeNa,,1644,2024-07-31 00:00:00+00:00,2024-07-28 06:19:51+00:00,usd,Subscription update,,58,1586,ch_3PhQSQFCPJnn9IgI1CQXkhqL,available,charge,charge,2024-08-14 01:53:13.632000+00:00
txn_3PhQiYFCPJnn9IgI1XWJhPup,,1499,2024-07-31 00:00:00+00:00,2024-07-28 06:36:31+00:00,usd,Subscription update,,55,1444,ch_3PhQiYFCPJnn9IgI18NjZCt4,available,charge,charge,2024-08-14 01:53:13.632000+00:00
txn_3PhWr7FCPJnn9IgI1ScHzZHf,,1645,2024-07-31 00:00:00+00:00,2024-07-28 13:09:46+00:00,usd,Subscription update,,58,1587,ch_3PhWr7FCPJnn9IgI1dhQvRYm,available,charge,charge,2024-08-14 01:53:13.805000+00:00
txn_3PhXX0FCPJnn9IgI1p4rdQmK,,1499,2024-07-31 00:00:00+00:00,2024-07-28 13:53:03+00:00,usd,Subscription update,,55,1444,ch_3PhXX0FCPJnn9IgI1lzbUeQg,available,charge,charge,2024-08-14 01:53:13.876000+00:00
txn_3PhYABFCPJnn9IgI1Mjm6bVs,,1589,2024-07-31 00:00:00+00:00,2024-07-28 14:33:31+00:00,usd,Subscription update,,57,1532,ch_3PhYABFCPJnn9IgI1PMr5W6D,available,charge,charge,2024-08-14 01:53:13.876000+00:00
txn_3PhYLXFCPJnn9IgI0whOeAr6,,40537,2024-07-31 00:00:00+00:00,2024-07-28 14:45:25+00:00,usd,Subscription creation,,914,39623,ch_3PhYLXFCPJnn9IgI0Udtc5IQ,available,charge,charge,2024-08-14 01:53:13.881000+00:00
txn_3PhYZ7FCPJnn9IgI0VoGUwhH,,1499,2024-07-31 00:00:00+00:00,2024-07-28 14:59:17+00:00,usd,Subscription update,,55,1444,ch_3PhYZ7FCPJnn9IgI0pqIvxfp,available,charge,charge,2024-08-14 01:53:13.881000+00:00
txn_3PhYp2FCPJnn9IgI0tRTqEaN,,1499,2024-07-31 00:00:00+00:00,2024-07-28 15:15:45+00:00,usd,Subscription update,,55,1444,ch_3PhYp2FCPJnn9IgI0bOfKAXC,available,charge,charge,2024-08-14 01:53:13.881000+00:00
txn_3PhYvLFCPJnn9IgI1iUTGLjm,,1499,2024-07-31 00:00:00+00:00,2024-07-28 15:22:16+00:00,usd,Subscription update,,55,1444,ch_3PhYvLFCPJnn9IgI1IzvZJfO,available,charge,charge,2024-08-14 01:53:13.881000+00:00
txn_3PhZKyFCPJnn9IgI1Epv3Pmv,,1499,2024-07-31 00:00:00+00:00,2024-07-28 15:48:45+00:00,usd,Subscription update,,55,1444,ch_3PhZKyFCPJnn9IgI1HRjbnG6,available,charge,charge,2024-08-14 01:53:13.861000+00:00
txn_3PhZNLFCPJnn9IgI1yXgl5Bi,,1663,2024-07-31 00:00:00+00:00,2024-07-28 15:51:11+00:00,usd,Subscription update,,59,1604,ch_3PhZNLFCPJnn9IgI14Ei2M3r,available,charge,charge,2024-08-14 01:53:13.861000+00:00
txn_3PhaBrFCPJnn9IgI0CBV4cBa,,1499,2024-07-31 00:00:00+00:00,2024-07-28 16:43:24+00:00,usd,Subscription update,,55,1444,ch_3PhaBrFCPJnn9IgI0xpetPfk,available,charge,charge,2024-08-14 01:53:13.861000+00:00
txn_3PhakGFCPJnn9IgI0HaddqKS,,1632,2024-07-31 00:00:00+00:00,2024-07-28 17:18:57+00:00,usd,Subscription update,,58,1574,ch_3PhakGFCPJnn9IgI0Ntf2KVK,available,charge,charge,2024-08-14 01:53:13.851000+00:00
txn_3PhaqeFCPJnn9IgI1GqS0nyE,,13036,2024-07-31 00:00:00+00:00,2024-07-28 17:25:38+00:00,usd, Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax),,309,12727,ch_3PhaqeFCPJnn9IgI14j0RoJF,available,charge,charge,2024-08-14 01:53:13.851000+00:00
txn_3PhazSFCPJnn9IgI1G4EfyIQ,,1589,2024-07-31 00:00:00+00:00,2024-07-28 17:34:39+00:00,usd,Subscription update,,57,1532,ch_3PhazSFCPJnn9IgI1x4BFXsf,available,charge,charge,2024-08-14 01:53:13.851000+00:00
txn_3PhbGJFCPJnn9IgI1lGaLVVu,,1598,2024-07-31 00:00:00+00:00,2024-07-28 17:52:03+00:00,usd,Subscription update,,57,1541,ch_3PhbGJFCPJnn9IgI15NVQ3tE,available,charge,charge,2024-08-14 01:53:14.126000+00:00
txn_3PhcATFCPJnn9IgI1NL2amxg,,1632,2024-07-31 00:00:00+00:00,2024-07-28 18:50:06+00:00,usd,Subscription update,,58,1574,ch_3PhcATFCPJnn9IgI1G5TSjgK,available,charge,charge,2024-08-14 01:53:14.149000+00:00
txn_3PhcEOFCPJnn9IgI1suYcXFe,,1598,2024-07-31 00:00:00+00:00,2024-07-28 18:54:09+00:00,usd,Subscription update,,57,1541,ch_3PhcEOFCPJnn9IgI18VlRnAU,available,charge,charge,2024-08-14 01:53:14.149000+00:00
txn_3PhcG4FCPJnn9IgI1m0fgVXD,,1557,2024-07-31 00:00:00+00:00,2024-07-28 18:55:52+00:00,usd,Subscription update,,72,1485,ch_3PhcG4FCPJnn9IgI1RxZyvxE,available,charge,charge,2024-08-14 01:53:14.149000+00:00
txn_3PhcRcFCPJnn9IgI10oFIGiQ,,1593,2024-07-31 00:00:00+00:00,2024-07-28 19:07:49+00:00,usd,Subscription update,,57,1536,ch_3PhcRcFCPJnn9IgI1x2esJ1j,available,charge,charge,2024-08-14 01:53:14.149000+00:00
txn_3PhcS4FCPJnn9IgI1g1o3Ynj,,1999,2024-07-31 00:00:00+00:00,2024-07-28 19:08:16+00:00,usd,Subscription update,,66,1933,ch_3PhcS4FCPJnn9IgI1Vtq71MU,available,charge,charge,2024-08-14 01:53:14.149000+00:00
txn_3PhcVnFCPJnn9IgI0ImIdFnM,,32523,2024-07-31 00:00:00+00:00,2024-07-28 19:12:14+00:00,usd, Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax),,738,31785,ch_3PhcVnFCPJnn9IgI09BurgbW,available,charge,charge,2024-08-14 01:53:14.149000+00:00
txn_3PhcoGFCPJnn9IgI0fzV8c4P,,1599,2024-07-31 00:00:00+00:00,2024-07-28 19:31:13+00:00,usd,Subscription update,,57,1542,ch_3PhcoGFCPJnn9IgI0SRLeLnl,available,charge,charge,2024-08-14 01:53:14.149000+00:00
txn_3Phd25FCPJnn9IgI0fm1pmpn,,1499,2024-07-31 00:00:00+00:00,2024-07-28 19:45:30+00:00,usd,Subscription update,,55,1444,ch_3Phd25FCPJnn9IgI09yyTgjr,available,charge,charge,2024-08-14 01:53:14.183000+00:00
txn_3Phd8ZFCPJnn9IgI1xAUDXUy,,23791,2024-07-31 00:00:00+00:00,2024-07-28 19:52:12+00:00,usd,Subscription update,,545,23246,ch_3Phd8ZFCPJnn9IgI1VOUfPpy,available,charge,charge,2024-08-14 01:53:14.183000+00:00
txn_3PhdWqFCPJnn9IgI1oVXAkJR,,1598,2024-07-31 00:00:00+00:00,2024-07-28 20:17:17+00:00,usd,Subscription update,,57,1541,ch_3PhdWqFCPJnn9IgI1IhACkpj,available,charge,charge,2024-08-14 01:53:14.182000+00:00
txn_3PhdaxFCPJnn9IgI1PtpmK7K,,1589,2024-07-31 00:00:00+00:00,2024-07-28 20:21:33+00:00,usd,Subscription update,,57,1532,ch_3PhdaxFCPJnn9IgI1TRPQWNn,available,charge,charge,2024-08-14 01:53:14.182000+00:00
txn_3PhdgkFCPJnn9IgI1WAhAJse,,1634,2024-07-31 00:00:00+00:00,2024-07-28 20:27:30+00:00,usd,Subscription update,,58,1576,ch_3PhdgkFCPJnn9IgI1jMl1mn0,available,charge,charge,2024-08-14 01:53:14.182000+00:00
txn_3PhdmIFCPJnn9IgI0s2bAsxv,,52323,2024-07-31 00:00:00+00:00,2024-07-28 20:33:16+00:00,usd, Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax),,1173,51150,ch_3PhdmIFCPJnn9IgI0rXyox1s,available,charge,charge,2024-08-14 01:53:14.182000+00:00
txn_3PhdpzFCPJnn9IgI09OXgvhP,,1499,2024-07-31 00:00:00+00:00,2024-07-28 20:37:04+00:00,usd,Subscription update,,55,1444,ch_3PhdpzFCPJnn9IgI0IwEDLMD,available,charge,charge,2024-08-14 01:53:14.182000+00:00
txn_3Phds9FCPJnn9IgI10RsNCCe,,2130,2024-07-31 00:00:00+00:00,2024-07-28 20:39:18+00:00,usd,Subscription update,,69,2061,ch_3Phds9FCPJnn9IgI1rDFu2LS,available,charge,charge,2024-08-14 01:53:14.182000+00:00
txn_3PhduuFCPJnn9IgI0V6rxOcx,,2147,2024-07-31 00:00:00+00:00,2024-07-28 20:42:09+00:00,usd,Subscription update,,69,2078,ch_3PhduuFCPJnn9IgI0z6mqqZm,available,charge,charge,2024-08-14 01:53:14.182000+00:00
txn_3Phe5qFCPJnn9IgI1Fj8zT1d,,1499,2024-07-31 00:00:00+00:00,2024-07-28 20:53:27+00:00,usd,Subscription update,,55,1444,ch_3Phe5qFCPJnn9IgI1BmocYJK,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3Phe5qFCPJnn9IgI1hna8oc7,,1998,2024-07-31 00:00:00+00:00,2024-07-28 20:53:27+00:00,usd,Subscription update,,66,1932,ch_3Phe5qFCPJnn9IgI1NkKg8ze,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3PheCXFCPJnn9IgI03Mz7VR6,,1608,2024-07-31 00:00:00+00:00,2024-07-28 21:00:22+00:00,usd,Subscription update,,57,1551,ch_3PheCXFCPJnn9IgI0dNv837G,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3PheHOFCPJnn9IgI0JnqzGix,,2170,2024-07-31 00:00:00+00:00,2024-07-28 21:05:23+00:00,usd,Subscription update,,70,2100,ch_3PheHOFCPJnn9IgI02fo7mbK,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3PheIKFCPJnn9IgI0hL6frXS,,1626,2024-07-31 00:00:00+00:00,2024-07-28 21:06:21+00:00,usd,Subscription update,,58,1568,ch_3PheIKFCPJnn9IgI0rz36cv3,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3PheMSFCPJnn9IgI1OTZzyJ5,,1598,2024-07-31 00:00:00+00:00,2024-07-28 21:10:36+00:00,usd,Subscription update,,57,1541,ch_3PheMSFCPJnn9IgI1MHD3zYV,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3PheQuFCPJnn9IgI0tltacXg,,1998,2024-07-31 00:00:00+00:00,2024-07-28 21:15:13+00:00,usd,Subscription update,,66,1932,ch_3PheQuFCPJnn9IgI0tVWYKTR,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3PheUBFCPJnn9IgI0hYAa4LP,,1499,2024-07-31 00:00:00+00:00,2024-07-28 21:18:36+00:00,usd,Subscription update,,55,1444,ch_3PheUBFCPJnn9IgI0loCZd1w,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3PheVEFCPJnn9IgI0czOgQyF,,26868,2024-07-31 00:00:00+00:00,2024-07-28 21:19:41+00:00,usd,Subscription creation,,613,26255,ch_3PheVEFCPJnn9IgI0DH5JRzp,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3PheneFCPJnn9IgI0t3JoUPD,,51834,2024-07-31 00:00:00+00:00,2024-07-28 21:38:44+00:00,usd, Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax),,1162,50672,ch_3PheneFCPJnn9IgI0iTZgF6x,available,charge,charge,2024-08-14 01:53:14.176000+00:00
txn_3Phf8CFCPJnn9IgI1ILutjUp,,1589,2024-07-31 00:00:00+00:00,2024-07-28 21:59:57+00:00,usd,Subscription update,,57,1532,ch_3Phf8CFCPJnn9IgI1C6Wn7re,available,charge,charge,2024-08-14 01:53:14.152000+00:00
txn_3PhfeZFCPJnn9IgI0V4ShSqV,,13366,2024-07-31 00:00:00+00:00,2024-07-28 22:33:24+00:00,usd, Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax),,316,13050,ch_3PhfeZFCPJnn9IgI0NmdfZWC,available,charge,charge,2024-08-14 01:53:14.152000+00:00
txn_3Phg57FCPJnn9IgI11UIDtv5,,1499,2024-07-31 00:00:00+00:00,2024-07-28 23:00:50+00:00,usd,Subscription update,,55,1444,ch_3Phg57FCPJnn9IgI1AM6hJEL,available,charge,charge,2024-08-14 01:53:14.151000+00:00
txn_3Phg8BFCPJnn9IgI0pcW4qqy,,61,2024-07-31 00:00:00+00:00,2024-07-28 23:04:00+00:00,usd,Subscription update,,23,38,ch_3Phg8BFCPJnn9IgI0umBvdtA,available,charge,charge,2024-08-14 01:53:14.151000+00:00
txn_3PhgDjFCPJnn9IgI1kxT22nP,,1499,2024-07-31 00:00:00+00:00,2024-07-28 23:09:44+00:00,usd,Subscription update,,55,1444,ch_3PhgDjFCPJnn9IgI1SE6xAdj,available,charge,charge,2024-08-14 01:53:14.151000+00:00
txn_3PhgFmFCPJnn9IgI0O3mYu7K,,1499,2024-07-31 00:00:00+00:00,2024-07-28 23:11:51+00:00,usd,Subscription update,,55,1444,ch_3PhgFmFCPJnn9IgI0vnqD0wn,available,charge,charge,2024-08-14 01:53:14.151000+00:00
txn_3PhgGkFCPJnn9IgI1BRs3WtK,,26413,2024-07-31 00:00:00+00:00,2024-07-28 23:12:51+00:00,usd,Subscription creation,0.715815,867,25546,ch_3PhgGkFCPJnn9IgI1nMnQzxT,available,charge,charge,2024-08-14 01:53:14.151000+00:00
txn_3PhgIYFCPJnn9IgI0jBLZLX5,,1499,2024-07-31 00:00:00+00:00,2024-07-28 23:14:42+00:00,usd,Subscription update,,55,1444,ch_3PhgIYFCPJnn9IgI0ThckTNv,available,charge,charge,2024-08-14 01:53:14.151000+00:00
txn_3PhgIaFCPJnn9IgI0Zqo0MVN,,1604,2024-07-31 00:00:00+00:00,2024-07-28 23:14:45+00:00,usd,Subscription update,,57,1547,ch_3PhgIaFCPJnn9IgI0eizpo0P,available,charge,charge,2024-08-14 01:53:14.151000+00:00
txn_3Phgj7FCPJnn9IgI1vZQ0d4F,,1499,2024-07-31 00:00:00+00:00,2024-07-28 23:42:10+00:00,usd,Subscription update,,55,1444,ch_3Phgj7FCPJnn9IgI1RDGQFfl,available,charge,charge,2024-08-14 01:53:14.150000+00:00
txn_3PhgmgFCPJnn9IgI0xfDLFz3,,1499,2024-07-31 00:00:00+00:00,2024-07-28 23:45:51+00:00,usd,Subscription update,,55,1444,ch_3PhgmgFCPJnn9IgI021CweHz,available,charge,charge,2024-08-14 01:53:14.421000+00:00
txn_3PhgniFCPJnn9IgI1mk4HwJy,,2175,2024-07-31 00:00:00+00:00,2024-07-28 23:46:54+00:00,usd,Subscription update,,70,2105,ch_3PhgniFCPJnn9IgI1YZrPWTL,available,charge,charge,2024-08-14 01:53:14.421000+00:00
txn_3PhgpjFCPJnn9IgI126NF96u,,2143,2024-07-31 00:00:00+00:00,2024-07-28 23:49:00+00:00,usd,Subscription update,,69,2074,ch_3PhgpjFCPJnn9IgI1DizS0N3,available,charge,charge,2024-08-14 01:53:14.421000+00:00
txn_3Phh2AFCPJnn9IgI1BBdkl83,,1499,2024-07-31 00:00:00+00:00,2024-07-29 00:01:51+00:00,usd,Subscription update,,55,1444,ch_3Phh2AFCPJnn9IgI19HI9VIB,available,charge,charge,2024-08-14 01:53:14.421000+00:00
txn_3PhhAuFCPJnn9IgI1Y21tqHY,,1499,2024-07-31 00:00:00+00:00,2024-07-29 00:10:53+00:00,usd,Subscription update,,55,1444,ch_3PhhAuFCPJnn9IgI1I1egzXl,available,charge,charge,2024-08-14 01:53:14.421000+00:00
txn_3PhhDhFCPJnn9IgI02nq0ybg,,1499,2024-07-31 00:00:00+00:00,2024-07-29 00:13:46+00:00,usd,Subscription update,,55,1444,ch_3PhhDhFCPJnn9IgI08ccMbK1,available,charge,charge,2024-08-14 01:53:14.421000+00:00
txn_3PhhJQFCPJnn9IgI1k9Ii8Uv,,1998,2024-07-31 00:00:00+00:00,2024-07-29 00:19:41+00:00,usd,Subscription update,,66,1932,ch_3PhhJQFCPJnn9IgI1tCBgHLg,available,charge,charge,2024-08-14 01:53:14.421000+00:00
txn_3PhhoSFCPJnn9IgI03qkzxhE,,1611,2024-07-31 00:00:00+00:00,2024-07-29 00:51:45+00:00,usd,Subscription update,,57,1554,ch_3PhhoSFCPJnn9IgI0y6J2Jo6,available,charge,charge,2024-08-14 01:53:14.416000+00:00
txn_3Phhq0FCPJnn9IgI07g8YLsk,,1499,2024-07-31 00:00:00+00:00,2024-07-29 00:53:21+00:00,usd,Subscription update,,55,1444,ch_3Phhq0FCPJnn9IgI0W0K9CUP,available,charge,charge,2024-08-14 01:53:14.416000+00:00
txn_3PhhsmFCPJnn9IgI1uV37guy,,1645,2024-07-31 00:00:00+00:00,2024-07-29 00:56:12+00:00,usd,Subscription update,,58,1587,ch_3PhhsmFCPJnn9IgI1Du0kUBh,available,charge,charge,2024-08-14 01:53:14.416000+00:00
txn_3PhhzhFCPJnn9IgI1TAoYBTJ,,1499,2024-07-31 00:00:00+00:00,2024-07-29 01:03:22+00:00,usd,Subscription update,,55,1444,ch_3PhhzhFCPJnn9IgI1DZMbUGv,available,charge,charge,2024-08-14 01:53:14.415000+00:00
txn_3PhiOXFCPJnn9IgI1ovDHho6,,1598,2024-07-31 00:00:00+00:00,2024-07-29 01:29:02+00:00,usd,Subscription update,,57,1541,ch_3PhiOXFCPJnn9IgI1i1xe4qj,available,charge,charge,2024-08-14 01:53:14.415000+00:00
txn_3PhiV4FCPJnn9IgI1dlnoHQo,,26434,2024-07-31 00:00:00+00:00,2024-07-29 01:35:47+00:00,usd,Subscription creation,0.7164,868,25566,ch_3PhiV4FCPJnn9IgI1y2FHQRQ,available,charge,charge,2024-08-14 01:53:14.415000+00:00
txn_3Phj2cFCPJnn9IgI1Erf4wRv,,1604,2024-07-31 00:00:00+00:00,2024-07-29 02:10:26+00:00,usd,Subscription update,,57,1547,ch_3Phj2cFCPJnn9IgI17MS6uYN,available,charge,charge,2024-08-14 01:53:14.429000+00:00
txn_3PhjCOFCPJnn9IgI0AnXGT45,,1499,2024-07-31 00:00:00+00:00,2024-07-29 02:20:32+00:00,usd,Subscription update,,55,1444,ch_3PhjCOFCPJnn9IgI06PSb7qY,available,charge,charge,2024-08-14 01:53:14.429000+00:00
txn_3PhjGyFCPJnn9IgI0M0RtwF9,,1611,2024-07-31 00:00:00+00:00,2024-07-29 02:25:16+00:00,usd,Subscription update,,57,1554,ch_3PhjGyFCPJnn9IgI0gMX22O4,available,charge,charge,2024-08-14 01:53:14.429000+00:00
txn_3PhkAfFCPJnn9IgI0AzAmem7,,1499,2024-07-31 00:00:00+00:00,2024-07-29 03:22:51+00:00,usd,Subscription update,,55,1444,ch_3PhkAfFCPJnn9IgI0BbVIt4W,available,charge,charge,2024-08-14 01:53:14.436000+00:00
txn_3Phl18FCPJnn9IgI1qAGWsJc,,1998,2024-07-31 00:00:00+00:00,2024-07-29 04:17:03+00:00,usd,Subscription update,,66,1932,ch_3Phl18FCPJnn9IgI18bUstoE,available,charge,charge,2024-08-14 01:53:14.412000+00:00
txn_3PhlHrFCPJnn9IgI1p1iaPZ9,,1638,2024-07-31 00:00:00+00:00,2024-07-29 04:34:20+00:00,usd,Subscription update,,58,1580,ch_3PhlHrFCPJnn9IgI1xvjf4wx,available,charge,charge,2024-08-14 01:53:14.412000+00:00
txn_3PhlKQFCPJnn9IgI1FxmTCb2,,71758,2024-07-31 00:00:00+00:00,2024-07-29 04:36:59+00:00,usd,Subscription creation,,1601,70157,ch_3PhlKQFCPJnn9IgI1QCnx9oF,available,charge,charge,2024-08-14 01:53:14.412000+00:00
txn_3PhlfcFCPJnn9IgI1nwTonrJ,,1499,2024-07-31 00:00:00+00:00,2024-07-29 04:58:53+00:00,usd,Subscription update,,55,1444,ch_3PhlfcFCPJnn9IgI1FwZhOZI,available,charge,charge,2024-08-14 01:53:14.389000+00:00
txn_3PhmnaFCPJnn9IgI0Hu2oDtR,,2156,2024-07-31 00:00:00+00:00,2024-07-29 06:11:11+00:00,usd,Subscription update,,69,2087,ch_3PhmnaFCPJnn9IgI0RFnksz0,available,charge,charge,2024-08-14 01:53:14.654000+00:00
txn_3PhpALFCPJnn9IgI1lrVe9iH,,1499,2024-07-31 00:00:00+00:00,2024-07-29 08:42:50+00:00,usd,Subscription update,,55,1444,ch_3PhpALFCPJnn9IgI1whLIBAd,available,charge,charge,2024-08-14 01:53:14.616000+00:00
txn_3PhqlGFCPJnn9IgI0N1S7cvB,,1499,2024-07-31 00:00:00+00:00,2024-07-29 10:25:03+00:00,usd,Subscription update,,55,1444,ch_3PhqlGFCPJnn9IgI0oeIBdNL,available,charge,charge,2024-08-14 01:53:14.602000+00:00
txn_3Phs4HFCPJnn9IgI0RrevQg2,,28089,2024-07-31 00:00:00+00:00,2024-07-29 11:48:47+00:00,usd,Subscription creation,,640,27449,ch_3Phs4HFCPJnn9IgI0YKXTDDl,available,charge,charge,2024-08-14 01:53:14.834000+00:00
txn_3PhtBgFCPJnn9IgI1g4IPLGl,,1499,2024-07-31 00:00:00+00:00,2024-07-29 13:00:29+00:00,usd,Subscription update,,55,1444,ch_3PhtBgFCPJnn9IgI1kglSOTq,available,charge,charge,2024-08-14 01:53:14.863000+00:00
txn_3PhtxSFCPJnn9IgI1OSuQXX9,,2086,2024-07-31 00:00:00+00:00,2024-07-29 13:49:51+00:00,usd,Subscription update,,68,2018,ch_3PhtxSFCPJnn9IgI1EZgPOry,available,charge,charge,2024-08-14 01:53:14.881000+00:00
txn_3PhuRYFCPJnn9IgI02ovJvul,,2123,2024-07-31 00:00:00+00:00,2024-07-29 14:20:56+00:00,usd,Subscription update,,69,2054,ch_3PhuRYFCPJnn9IgI0MMQcGpS,available,charge,charge,2024-08-14 01:53:14.881000+00:00
txn_3PhufPFCPJnn9IgI1BtEcOgm,,2657,2024-07-31 00:00:00+00:00,2024-07-29 14:35:16+00:00,usd,Subscription update,,80,2577,ch_3PhufPFCPJnn9IgI1A0GXZK8,available,charge,charge,2024-08-14 01:53:14.881000+00:00
txn_3PhumBFCPJnn9IgI1z9jkRym,,1574,2024-07-31 00:00:00+00:00,2024-07-29 14:42:15+00:00,usd,Subscription update,,57,1517,ch_3PhumBFCPJnn9IgI1CY03p4D,available,charge,charge,2024-08-14 01:53:14.881000+00:00
txn_3PhuuyFCPJnn9IgI1nwbxM3C,,2498,2024-07-31 00:00:00+00:00,2024-07-29 14:51:20+00:00,usd,Subscription update,,77,2421,ch_3PhuuyFCPJnn9IgI1QZa9U9a,available,charge,charge,2024-08-14 01:53:14.910000+00:00
txn_3PhvN9FCPJnn9IgI1A7ZPE1q,,74598,2024-07-31 00:00:00+00:00,2024-07-29 15:20:28+00:00,usd,Subscription creation,,1663,72935,ch_3PhvN9FCPJnn9IgI1VKrwZDD,available,charge,charge,2024-08-14 01:53:14.910000+00:00
txn_3PhvhrFCPJnn9IgI1JMnFlWS,,12551,2024-07-31 00:00:00+00:00,2024-07-29 15:41:52+00:00,usd,Subscription creation,,298,12253,ch_3PhvhrFCPJnn9IgI17h4dQjU,available,charge,charge,2024-08-14 01:53:14.910000+00:00
txn_3PhvojFCPJnn9IgI0swf16gb,,1598,2024-07-31 00:00:00+00:00,2024-07-29 15:48:58+00:00,usd,Subscription update,,57,1541,ch_3PhvojFCPJnn9IgI0ATDNrWS,available,charge,charge,2024-08-14 01:53:14.897000+00:00
txn_3PhvyRFCPJnn9IgI1frw8mKm,,1499,2024-07-31 00:00:00+00:00,2024-07-29 15:59:00+00:00,usd,Subscription update,,55,1444,ch_3PhvyRFCPJnn9IgI1FHOutkC,available,charge,charge,2024-08-14 01:53:14.897000+00:00
txn_3PhwETFCPJnn9IgI03HbFTB0,,1500,2024-07-31 00:00:00+00:00,2024-07-29 16:15:34+00:00,usd,Subscription update,0.714698,70,1430,ch_3PhwETFCPJnn9IgI0PXYDhGy,available,charge,charge,2024-08-14 01:53:14.897000+00:00
txn_3PhwPgFCPJnn9IgI0GPxMx7I,,1589,2024-07-31 00:00:00+00:00,2024-07-29 16:27:09+00:00,usd,Subscription update,,57,1532,ch_3PhwPgFCPJnn9IgI0KljflTx,available,charge,charge,2024-08-14 01:53:14.897000+00:00
txn_3PhwQiFCPJnn9IgI0cRyeqFK,,1499,2024-07-31 00:00:00+00:00,2024-07-29 16:28:13+00:00,usd,Subscription update,,55,1444,ch_3PhwQiFCPJnn9IgI0gaQmDcH,available,charge,charge,2024-08-14 01:53:14.897000+00:00
txn_3PhwhUFCPJnn9IgI11n4v6Vw,,1499,2024-07-31 00:00:00+00:00,2024-07-29 16:45:33+00:00,usd,Subscription update,,55,1444,ch_3PhwhUFCPJnn9IgI15OkEcTd,available,charge,charge,2024-08-14 01:53:14.971000+00:00
txn_3PhwlNFCPJnn9IgI0XRQllEz,,1611,2024-07-31 00:00:00+00:00,2024-07-29 16:49:33+00:00,usd,Subscription update,,57,1554,ch_3PhwlNFCPJnn9IgI0p9aTIQL,available,charge,charge,2024-08-14 01:53:14.971000+00:00
txn_3PhxBFFCPJnn9IgI0iqZNcJu,,1998,2024-07-31 00:00:00+00:00,2024-07-29 17:16:18+00:00,usd,Subscription update,,66,1932,ch_3PhxBFFCPJnn9IgI0A24BxH2,available,charge,charge,2024-08-14 01:53:14.971000+00:00
txn_3PhxZ1FCPJnn9IgI1NiRvQm4,,1998,2024-07-31 00:00:00+00:00,2024-07-29 17:40:52+00:00,usd,Subscription update,,66,1932,ch_3PhxZ1FCPJnn9IgI1uerG1M8,available,charge,charge,2024-08-14 01:53:14.971000+00:00
txn_3PhxpeFCPJnn9IgI1lSdutDH,,1999,2024-07-31 00:00:00+00:00,2024-07-29 17:58:03+00:00,usd,Subscription update,,66,1933,ch_3PhxpeFCPJnn9IgI1rWaJifI,available,charge,charge,2024-08-14 01:53:15.235000+00:00
