amazon_order_id,method,_fivetran_synced
114-0047305-1740259,Standard,2024-08-04 00:09:08.503000+00:00
114-6418553-7493035,Standard,2024-08-04 00:09:18.296000+00:00
113-0373587-0726665,Standard,2024-08-05 00:09:10.615000+00:00
113-7065536-2845039,Standard,2024-08-07 00:08:26.517000+00:00
113-7078004-9145804,Standard,2024-08-07 00:08:14.529000+00:00
114-0304066-2749826,Standard,2024-08-09 00:09:18.948000+00:00
114-2667515-1416226,Standard,2024-08-10 00:09:21.436000+00:00
112-4104715-6317809,Standard,2024-08-11 00:09:08.293000+00:00
113-8899634-3589823,Standard,2024-08-14 00:09:21.096000+00:00
112-7975835-3217054,Standard,2024-08-14 12:32:34.141000+00:00
114-1788891-5815448,Standard,2024-08-15 00:09:30.697000+00:00
112-4711469-4274627,Standard,2024-08-15 00:09:24.779000+00:00
112-0670876-8747424,Standard,2024-08-25 00:09:26.579000+00:00
111-6177353-4058610,Standard,2024-08-26 00:09:13.488000+00:00
112-3680204-9407461,Standard,2024-08-27 00:11:36.861000+00:00
112-8847561-5551455,Standard,2024-08-29 00:09:19.543000+00:00
113-5615073-6403435,Standard,2024-08-30 00:09:34.513000+00:00
112-3017847-3015407,Standard,2024-09-01 00:09:45.610000+00:00
112-0885819-9694655,Standard,2024-09-01 00:09:43.615000+00:00
113-2749081-0037835,Standard,2024-09-02 00:08:06.823000+00:00
111-9862405-0100252,Standard,2024-09-03 00:09:12.141000+00:00
111-0252479-8953003,Standard,2024-09-06 00:09:34.627000+00:00
111-7284780-7994662,Standard,2024-09-06 00:09:30.814000+00:00
112-0257107-2525832,Standard,2024-09-07 00:09:37.095000+00:00
114-6023606-2274661,Standard,2024-09-08 00:08:14.392000+00:00
113-8934154-9788229,Standard,2024-09-09 00:09:13.951000+00:00
114-7780031-3820260,Standard,2024-09-10 00:09:26.494000+00:00
111-2684286-4386656,Standard,2024-09-12 00:08:38.823000+00:00
114-7753142-7569002,Standard,2024-09-13 00:09:31.684000+00:00
111-6469759-9652226,Standard,2024-09-13 00:09:39.446000+00:00
113-2238072-9889032,Standard,2024-09-14 00:09:35.182000+00:00
113-2803037-5010602,Standard,2024-09-15 00:09:31.878000+00:00
113-6389562-3560237,Standard,2024-09-17 00:09:36.537000+00:00
114-8724333-6578638,Standard,2024-09-18 00:09:39.508000+00:00
114-2442706-5669033,Standard,2024-09-19 00:09:37.322000+00:00
111-5072987-9497052,Standard,2024-09-23 00:09:10.726000+00:00
114-2331896-1293018,Standard,2024-09-24 00:09:46.843000+00:00
112-7340074-3169032,Standard,2024-09-25 00:08:22.599000+00:00
113-7687531-2215417,Standard,2024-09-27 00:09:15.985000+00:00
112-8242858-8117018,Standard,2024-09-28 00:08:59.639000+00:00
114-0260907-9409014,Standard,2024-09-29 00:09:29.273000+00:00
113-8216620-0785850,Standard,2024-09-29 00:09:23.270000+00:00
113-7660267-3273850,Standard,2024-09-29 00:09:21.429000+00:00
113-8466562-5333804,Standard,2024-09-30 00:09:30.983000+00:00
114-1544456-5621864,Standard,2024-10-04 00:09:24.441000+00:00
112-7633198-2926652,Standard,2024-10-05 00:09:22.058000+00:00
111-6739735-2025806,Standard,2024-10-06 00:09:21.275000+00:00
114-9984533-7050668,Standard,2024-10-22 17:43:57.151000+00:00
113-3928603-2665055,Standard,2024-10-22 17:43:55.157000+00:00
113-4597868-5035423,Standard,2024-10-22 17:43:11.161000+00:00
113-3000918-6336235,Standard,2024-10-22 17:43:25.158000+00:00
113-2969633-5060208,Standard,2024-10-22 17:43:01.164000+00:00
114-0782294-7293846,Standard,2024-10-22 17:43:53.145000+00:00
111-1993288-4573835,Standard,2024-10-22 17:43:05.176000+00:00
111-2576889-4600241,Standard,2024-10-22 17:43:13.150000+00:00
111-3007726-3752217,Standard,2024-10-22 17:42:51.904000+00:00
112-1143294-9545045,Standard,2024-10-25 20:40:16.727000+00:00
113-3628421-8450626,Standard,2024-10-28 18:40:34.912000+00:00
113-8524835-1205814,Standard,2024-10-29 13:37:22.210000+00:00
114-4873872-6300252,Standard,2024-10-30 13:30:42.474000+00:00
112-2265550-6608207,Standard,2024-10-31 14:51:06.790000+00:00
113-0851126-5811423,Standard,2024-11-01 15:22:22.719000+00:00
112-8967819-0869007,Standard,2024-11-04 15:24:10.515000+00:00
111-5917022-0454619,Standard,2024-11-04 15:24:12.501000+00:00
111-1878132-7905865,Standard,2024-11-08 16:28:23.845000+00:00
111-0907926-7421852,Standard,2024-11-11 17:08:43.949000+00:00
112-7643165-6961030,Standard,2024-11-12 21:14:29.636000+00:00
112-9767518-4034615,Standard,2024-11-18 16:11:46.228000+00:00
113-1674139-1404260,Standard,2024-11-18 16:11:44.442000+00:00
111-9556124-5845821,Standard,2024-11-18 16:12:06.225000+00:00
112-4094194-2563454,Standard,2024-11-18 16:11:44.396000+00:00
112-7967835-6945823,Standard,2024-11-22 20:56:02.961000+00:00
112-4567416-3670657,Standard,2024-12-04 00:36:46.605000+00:00
111-1987589-7953848,Standard,2024-12-05 00:35:56.313000+00:00
113-3279802-5107449,Standard,2024-12-05 00:35:52.338000+00:00
111-1233263-1363438,Standard,2024-12-06 00:36:02.687000+00:00
114-7708851-5933851,Standard,2024-12-10 00:36:50.138000+00:00
114-5820080-9002647,Standard,2024-12-11 00:36:48.056000+00:00
112-3257800-8529849,Standard,2024-12-11 00:36:53.963000+00:00
114-3420617-4304204,Standard,2024-12-13 00:36:52.427000+00:00
114-1967608-4017023,Standard,2024-12-16 00:36:41.048000+00:00
112-2133452-4623438,Standard,2024-12-18 00:37:48.156000+00:00
113-5150853-7512232,Standard,2024-12-19 00:37:12.296000+00:00
114-8295534-3246653,Standard,2024-12-22 00:35:51.957000+00:00
113-8600800-6481023,Standard,2024-12-22 00:35:52.017000+00:00
114-1476678-9713839,Standard,2024-12-23 00:37:09.879000+00:00
111-1927979-1263466,Standard,2024-12-23 00:37:11.888000+00:00
113-0546811-3935437,Standard,2024-12-24 00:36:42.263000+00:00
112-5590691-6052216,Standard,2024-12-24 00:36:46.166000+00:00
114-1822625-5815420,Standard,2024-12-29 00:35:51.624000+00:00
111-8144590-4550624,Standard,2025-01-11 00:36:16.888000+00:00
114-2158849-6232234,Standard,2025-01-15 00:36:46.899000+00:00
114-3539936-1921806,Standard,2025-01-16 00:36:54.152000+00:00
112-9098516-2169835,Standard,2025-01-18 00:35:42.949000+00:00
112-6890110-4254638,Standard,2025-01-27 00:36:11.419000+00:00
113-6041759-3971441,Standard,2025-01-28 00:36:12.379000+00:00
111-7150878-8846602,Standard,2025-02-08 00:36:50.902000+00:00
112-9816771-9102667,Standard,2025-02-10 00:36:54.361000+00:00
113-2546431-2138647,Standard,2025-02-13 00:36:51.381000+00:00
114-3021076-1561043,Standard,2025-02-17 00:36:47.517000+00:00
111-3357817-3355462,Standard,2025-02-19 00:37:38.814000+00:00
111-1997255-3643422,Standard,2025-02-20 00:36:37.513000+00:00
113-2226425-4547453,Standard,2025-02-22 00:36:39.475000+00:00
113-5770263-2351424,Standard,2025-02-23 00:35:53.455000+00:00
114-2052084-4966628,Standard,2025-02-24 00:36:55.432000+00:00
114-2567366-7097842,Standard,2025-02-27 00:37:01.723000+00:00
114-6519835-7802658,Standard,2025-03-08 00:36:11.708000+00:00
111-6246052-1551402,Standard,2025-03-12 00:48:54.172000+00:00
112-3906369-2482636,Invoice,2025-03-14 00:37:50.274000+00:00
113-8076059-6452251,Standard,2025-03-14 00:37:52.183000+00:00
114-9432448-2527445,Standard,2025-03-17 00:36:41.967000+00:00
113-7463886-4398611,Standard,2025-03-18 00:36:43.092000+00:00
112-9047337-5625820,Standard,2025-03-20 00:39:53.717000+00:00
112-2564216-3010653,Standard,2025-03-21 00:37:03.235000+00:00
114-4308021-5739453,Standard,2025-03-22 00:38:26.264000+00:00
112-0973467-8399403,Standard,2025-03-26 00:37:46.643000+00:00
112-8075459-2551437,Standard,2025-04-04 00:37:59.501000+00:00
111-0810752-1452252,Standard,2025-04-05 00:39:43.962000+00:00
112-5027336-2559419,Standard,2025-07-15 00:48:14.673000+00:00
701-3039252-9290646,CreditCard,2025-08-13 00:45:23.693000+00:00
112-7133014-4688225,Standard,2024-04-15 00:08:34.796000+00:00
113-8283365-4849045,Standard,2024-04-18 00:08:49.841000+00:00
111-5963703-3892223,Standard,2024-04-23 00:08:19.235000+00:00
112-6423707-8745855,Standard,2024-04-27 00:08:13.347000+00:00
114-5934742-5595445,Standard,2024-05-01 00:09:21.926000+00:00
111-5405704-6568210,Standard,2024-05-04 00:08:33.370000+00:00
112-8555614-2864207,Standard,2024-05-05 00:08:21.805000+00:00
112-4442481-1193816,Standard,2024-05-06 00:08:07.068000+00:00
114-6376376-4667411,Standard,2024-05-11 00:09:44.563000+00:00
114-1576076-3843461,Standard,2024-05-13 00:08:26.434000+00:00
113-8601051-8027435,Standard,2024-05-14 00:09:16.046000+00:00
112-4415536-2981850,Standard,2024-05-15 00:08:48.906000+00:00
114-8257251-5365836,Standard,2024-05-22 20:19:08.829000+00:00
113-4223661-5835423,Standard,2024-05-22 20:19:24.809000+00:00
111-1868937-0925067,Standard,2024-05-22 20:19:44.802000+00:00
111-7531036-0757016,Standard,2024-05-22 20:19:34.805000+00:00
112-8368057-9897048,Standard,2024-05-22 20:19:22.802000+00:00
114-2314128-7585020,Standard,2024-05-25 00:08:45.899000+00:00
113-8764912-8445811,Standard,2024-05-26 00:08:24.405000+00:00
113-7761321-1078665,Standard,2024-05-26 00:08:20.599000+00:00
112-1584777-4521060,Standard,2024-05-27 00:08:25.944000+00:00
112-0821338-1849821,Standard,2024-05-28 00:09:28.055000+00:00
112-6406947-9081057,Standard,2024-05-29 00:09:19.123000+00:00
111-6053218-2165001,Standard,2024-05-30 00:08:15.709000+00:00
112-2356465-7251417,Standard,2024-06-03 00:09:03.204000+00:00
112-3564698-2670654,Standard,2024-06-04 00:08:19.703000+00:00
114-6602039-4529064,Standard,2024-06-04 00:08:21.482000+00:00
111-1035074-6322643,Standard,2024-06-06 00:09:08.237000+00:00
113-0817885-4041035,Standard,2024-06-09 00:11:37.735000+00:00
114-7647955-4932203,Standard,2024-06-09 00:11:37.810000+00:00
111-7016836-2697810,Standard,2024-06-11 00:08:17.110000+00:00
111-6451979-6586615,Standard,2024-06-11 00:08:07.367000+00:00
114-0075692-2493010,Standard,2024-06-13 00:09:33.836000+00:00
113-1782095-4086620,Standard,2024-06-13 00:09:35.832000+00:00
113-1955428-7313856,Standard,2024-06-14 00:08:12.136000+00:00
113-0780867-7425042,Standard,2024-06-15 00:09:27.743000+00:00
112-6373683-7726665,Standard,2024-06-15 00:09:25.981000+00:00
113-5482798-8318624,Standard,2024-06-16 00:09:34.798000+00:00
113-5833322-7408234,Standard,2024-06-18 00:08:37.838000+00:00
113-0000535-3204260,Standard,2024-06-19 00:09:11.043000+00:00
112-6577318-1971441,Standard,2024-06-19 00:09:17.037000+00:00
111-9849802-1593838,Standard,2024-06-20 00:09:07.381000+00:00
112-6237227-5895425,Standard,2024-06-23 00:08:22.111000+00:00
112-7592047-6141035,Standard,2024-06-24 00:09:11.262000+00:00
114-8555421-9925863,Standard,2024-06-24 00:09:15.254000+00:00
112-5070896-3253055,Standard,2024-06-25 00:09:33.110000+00:00
114-2218561-6575433,Standard,2024-06-26 00:08:10.270000+00:00
112-0391951-4357830,Standard,2024-06-26 00:08:08.275000+00:00
113-7863388-5567410,Standard,2024-06-28 00:08:50.443000+00:00
112-2420548-7540220,Standard,2024-06-30 00:09:13.133000+00:00
111-3475354-4762626,Standard,2024-07-04 00:09:17.158000+00:00
112-2531970-7810600,Standard,2024-07-06 00:08:23.684000+00:00
113-1492698-2097038,Standard,2024-07-08 00:09:24.155000+00:00
114-4715067-0087400,Standard,2024-07-08 00:09:29.962000+00:00
111-1983453-4900200,Standard,2024-07-09 00:09:12.502000+00:00
112-4059403-3233837,Standard,2024-07-09 00:09:20.509000+00:00
112-8155376-0085046,Standard,2024-07-10 00:08:35.523000+00:00
113-1539298-3181817,Standard,2024-07-11 00:08:20.031000+00:00
111-9564105-2730654,Standard,2024-07-11 00:08:16.029000+00:00
112-6321732-4725054,Standard,2024-07-12 00:09:41.452000+00:00
114-3542155-9888205,Standard,2024-07-13 00:09:39.431000+00:00
114-6309791-5089017,Standard,2024-07-13 00:09:35.432000+00:00
111-0258320-7380267,Standard,2024-07-14 00:09:47.728000+00:00
113-8720210-5222602,Standard,2024-07-15 00:09:32.085000+00:00
111-8871255-5545002,Standard,2024-07-18 00:09:35.970000+00:00
111-7148801-7348252,Standard,2024-07-19 00:09:45.575000+00:00
111-5607854-6605850,Standard,2024-07-19 00:09:47.571000+00:00
111-8576325-5029812,Standard,2024-07-20 00:09:57.534000+00:00
111-2110801-4442614,Standard,2024-07-20 00:09:39.540000+00:00
112-5026459-8472213,Standard,2024-07-22 00:09:50.399000+00:00
111-3593850-8197028,Standard,2024-07-23 00:09:56.787000+00:00
114-6338430-5387458,Standard,2024-07-27 00:09:50.954000+00:00
113-5828148-5452238,Standard,2024-07-28 00:09:38.116000+00:00
112-4090531-9752222,Standard,2024-07-29 00:09:21.956000+00:00
113-6209537-9660211,Standard,2024-07-30 00:09:30.134000+00:00
111-7240729-1594608,Standard,2024-07-31 00:11:26.041000+00:00
114-8607991-9789835,Standard,2024-07-31 00:11:30.012000+00:00
114-4109675-4029826,Standard,2024-08-04 00:09:12.299000+00:00
114-6852593-1577819,Standard,2024-08-05 00:09:06.722000+00:00
114-9719180-3031432,Standard,2024-08-06 00:09:22.323000+00:00
113-0823266-0527465,Standard,2024-08-07 00:08:16.526000+00:00
112-3374271-0717031,Standard,2024-08-07 00:08:18.525000+00:00
112-1371284-4725016,Standard,2024-08-07 00:08:24.527000+00:00
112-0821981-0005869,Standard,2024-08-08 00:09:36.551000+00:00
112-4124047-6717801,Standard,2024-08-14 00:09:24.980000+00:00
112-7728538-0100231,Standard,2024-08-15 00:09:32.693000+00:00
113-0329908-7734652,Standard,2024-08-16 00:09:34.399000+00:00
111-7941176-0501820,Standard,2024-08-17 00:09:33.694000+00:00
114-1845319-7377068,Standard,2024-08-19 00:09:15.881000+00:00
113-5979718-3259464,Standard,2024-08-21 00:09:29.005000+00:00
113-9716363-0238623,Standard,2024-08-21 00:09:23.352000+00:00
113-3128672-4269011,Standard,2024-08-23 00:09:26.777000+00:00
113-4443540-3082613,Standard,2024-08-26 00:09:19.124000+00:00
113-7392906-5380261,Standard,2024-08-27 00:11:44.787000+00:00
112-0846536-1604238,Standard,2024-08-28 00:08:49.178000+00:00
112-5780996-5077046,Standard,2024-08-30 00:09:38.516000+00:00
113-3203064-0319429,Standard,2024-09-01 00:09:37.836000+00:00
113-3260191-7598632,Standard,2024-09-04 00:09:37.853000+00:00
111-1812444-3040221,Standard,2024-09-04 00:09:33.837000+00:00
114-0971141-5621049,Standard,2024-09-05 00:09:27.099000+00:00
111-1826203-5988207,Standard,2024-09-08 00:08:06.528000+00:00
111-2190269-7390647,Standard,2024-09-09 00:09:11.940000+00:00
113-5141547-3241863,Standard,2024-09-11 00:09:22.147000+00:00
112-0347352-1829056,Standard,2024-09-11 00:09:32.131000+00:00
112-6864638-9412264,Standard,2024-09-13 00:09:37.460000+00:00
111-2229607-7297017,Standard,2024-09-13 00:09:33.444000+00:00
112-3316928-7869823,Standard,2024-09-14 00:09:29.501000+00:00
114-6265950-0855456,Standard,2024-09-14 00:09:31.178000+00:00
113-3662841-6105033,Standard,2024-09-17 00:09:42.439000+00:00
111-3257652-3761052,Standard,2024-09-18 00:09:43.410000+00:00
112-1469239-3448217,Standard,2024-09-22 00:08:19.664000+00:00
111-7312076-4687405,Standard,2024-09-23 00:09:10.776000+00:00
113-8897350-7668235,Standard,2024-09-24 00:09:33.012000+00:00
114-4677297-3063408,Standard,2024-09-24 00:09:48.856000+00:00
111-9367653-4166662,Standard,2024-09-26 00:08:31.663000+00:00
112-3903625-6013835,Standard,2024-10-01 00:10:08.801000+00:00
114-8552937-6844266,Standard,2024-10-04 00:09:18.675000+00:00
112-3634831-4020263,Standard,2024-10-05 00:09:29.942000+00:00
111-1993383-8465859,Standard,2024-10-07 00:09:10.634000+00:00
111-7575687-1034607,Standard,2024-10-08 00:08:42.733000+00:00
112-3876607-6212228,Standard,2024-10-22 17:43:29.148000+00:00
111-1051400-7973055,Standard,2024-10-22 17:43:49.163000+00:00
114-9462758-5378631,Standard,2024-10-22 17:42:55.171000+00:00
114-3734302-5840216,Standard,2024-10-22 17:42:59.155000+00:00
112-0333854-0433006,Standard,2024-10-22 17:43:19.194000+00:00
113-2165917-2209844,Standard,2024-10-22 17:43:41.158000+00:00
112-5923588-2886641,Standard,2024-10-22 17:43:37.159000+00:00
111-9492670-9166639,Standard,2024-10-22 17:43:17.158000+00:00
111-9143683-5367464,Standard,2024-10-22 17:43:23.161000+00:00
111-4131242-8600214,Standard,2024-10-28 18:40:35.066000+00:00
111-2620481-9154641,Standard,2024-10-29 13:37:18.191000+00:00
111-5806028-4771437,Standard,2024-10-30 13:30:38.618000+00:00
111-4283448-5918649,Standard,2024-10-31 14:51:06.648000+00:00
112-0787187-2794632,Standard,2024-11-01 15:22:24.717000+00:00
113-6655188-1969860,Standard,2024-11-04 15:24:22.509000+00:00
111-4113560-7790655,Standard,2024-11-04 15:24:02.668000+00:00
113-0489384-9381018,Standard,2024-11-04 15:24:02.730000+00:00
114-6301322-1533007,Standard,2024-11-06 14:29:52.764000+00:00
111-9792370-0588267,Standard,2024-11-06 14:29:56.655000+00:00
113-6587786-8251415,Standard,2024-11-11 17:08:45.845000+00:00
113-2677557-5436232,Standard,2024-11-12 21:14:31.501000+00:00
111-5341302-9947401,Standard,2024-11-18 16:11:58.226000+00:00
113-5123583-0486613,Standard,2024-11-18 16:11:48.232000+00:00
112-7217670-1417844,Standard,2024-11-20 15:43:12.610000+00:00
112-7910166-7444252,Standard,2024-11-21 17:00:16.587000+00:00
113-6153426-1785800,Standard,2024-11-21 17:00:16.469000+00:00
113-8632271-6091459,Standard,2024-11-25 18:40:25.680000+00:00
111-8588821-1409820,Standard,2024-11-26 15:07:58.377000+00:00
114-3182271-3941849,Standard,2024-11-27 20:36:42.344000+00:00
112-0083730-6708277,Standard,2024-11-30 08:36:35.237000+00:00
113-4219578-1138661,Standard,2024-12-02 00:35:57.330000+00:00
113-1396027-1573813,Standard,2024-12-03 00:36:00.447000+00:00
112-3671235-2881822,Standard,2024-12-03 00:35:59.224000+00:00
112-8647301-3463441,Standard,2024-12-05 00:35:44.560000+00:00
112-1703563-8330623,Standard,2024-12-05 00:35:48.329000+00:00
114-6213212-5801005,Standard,2024-12-08 00:36:51.431000+00:00
113-9795225-0187468,Standard,2024-12-09 00:36:54.252000+00:00
113-2965132-3892209,Standard,2024-12-10 00:36:44.290000+00:00
114-5443976-1457015,Standard,2024-12-10 00:36:44.345000+00:00
111-5209240-9807404,Standard,2024-12-11 00:36:57.971000+00:00
111-0710198-0243420,Standard,2024-12-11 00:36:48.121000+00:00
113-1214878-0945800,Standard,2024-12-12 00:35:15.204000+00:00
114-4421522-5248236,Standard,2024-12-20 00:37:02.611000+00:00
113-8169119-9677040,Standard,2024-12-22 00:35:59.843000+00:00
114-7616117-6679446,Standard,2024-12-23 00:37:05.889000+00:00
112-3010252-0768220,Standard,2024-12-23 00:37:07.907000+00:00
113-6765036-5765025,Standard,2024-12-24 00:36:42.209000+00:00
113-2779368-2362660,Standard,2024-12-24 00:36:44.161000+00:00
111-7082062-8657850,Standard,2024-12-25 00:36:13.565000+00:00
111-6455648-7457801,Standard,2025-01-06 00:36:23.355000+00:00
114-4408953-2732216,Standard,2025-01-07 00:35:35.908000+00:00
111-9107693-8545826,Standard,2025-01-08 00:35:40.318000+00:00
112-2875823-5033808,Standard,2025-01-12 00:36:43.010000+00:00
113-3776369-8904249,Standard,2025-01-14 00:35:55.233000+00:00
112-2740431-1170653,Standard,2025-01-16 00:36:52.158000+00:00
112-6206366-0321051,Standard,2025-01-25 00:36:06.023000+00:00
113-6977720-8546614,Standard,2025-01-26 00:35:50.323000+00:00
112-3822118-6451458,Standard,2025-01-31 00:37:22.872000+00:00
114-8989745-7410629,Standard,2025-01-31 00:37:23.014000+00:00
111-2515399-7169058,Standard,2025-02-02 00:36:42.439000+00:00
114-0116357-3633003,Standard,2025-02-05 00:36:46.074000+00:00
111-8885093-4181838,Standard,2025-02-05 00:36:46.152000+00:00
112-9596357-1772264,Standard,2025-02-07 00:37:56.235000+00:00
114-2292571-7029848,Standard,2025-02-09 00:36:38.394000+00:00
112-0726523-9290642,Standard,2025-02-09 00:36:38.450000+00:00
111-9392252-0030608,Standard,2025-02-10 00:36:48.477000+00:00
112-6206675-7642638,Standard,2025-02-16 00:36:42.389000+00:00
114-9024956-1098666,Standard,2025-02-22 00:36:39.422000+00:00
113-4161249-7249012,Standard,2025-02-24 00:36:55.345000+00:00
112-0654940-6342654,Standard,2025-02-25 00:36:41.085000+00:00
113-4407077-0651423,Standard,2025-03-05 00:35:40.887000+00:00
113-4968119-8047416,Standard,2025-03-08 00:36:11.621000+00:00
114-0736519-1017003,Standard,2025-03-11 00:37:24.266000+00:00
113-3481493-9097803,Standard,2025-03-13 00:38:01.478000+00:00
112-8848835-5775405,Standard,2025-03-13 00:38:05.530000+00:00
114-1552088-5673804,Standard,2025-03-18 00:36:43.029000+00:00
111-1619290-7525858,Standard,2025-03-21 00:37:07.227000+00:00
113-8380925-4384221,Standard,2025-03-27 00:37:54.122000+00:00
112-6526424-4447403,Standard,2025-04-07 00:36:35.184000+00:00
111-3291300-0322633,Standard,2025-04-08 00:38:49.610000+00:00
112-4274834-1351437,Standard,2025-04-10 00:38:13.997000+00:00
113-6521942-8385819,Standard,2025-04-16 00:38:10.540000+00:00
113-9846931-0165062,Standard,2023-05-10 17:27:36.366000+00:00
113-7836404-4443407,Standard,2023-05-10 17:26:07.517000+00:00
113-4780496-2266630,Standard,2023-05-10 17:26:07.099000+00:00
112-8667810-1193046,Standard,2023-05-10 17:28:50.500000+00:00
113-3124129-1498668,Standard,2023-05-10 17:24:51.777000+00:00
114-4309630-1987426,Standard,2023-05-10 17:26:08.345000+00:00
113-9249887-1965036,Standard,2023-05-10 17:28:49.031000+00:00
113-2468224-0599443,Standard,2023-05-10 17:28:48.468000+00:00
111-0975639-2498667,Standard,2023-05-10 17:26:40.589000+00:00
113-5098249-4453006,Standard,2023-05-10 17:26:06.877000+00:00
113-1560417-7863439,Standard,2023-05-10 17:28:50.599000+00:00
112-3973892-3356266,Standard,2023-05-10 17:29:33.505000+00:00
111-6863685-9225016,Standard,2023-05-10 17:29:32.069000+00:00
111-8225298-6139411,Standard,2023-05-10 17:24:54.919000+00:00
114-1169801-3961804,Standard,2023-05-10 17:24:52.849000+00:00
112-0168733-9532267,Standard,2023-05-10 17:26:09.496000+00:00
114-6845044-8209861,Standard,2023-05-10 17:27:36.556000+00:00
111-5266877-9350627,Standard,2023-05-10 17:30:04.776000+00:00
112-6444133-6334644,Standard,2023-05-10 17:27:15.632000+00:00
111-4550723-2808241,Standard,2023-05-10 17:27:12.267000+00:00
113-7689114-2564264,Standard,2023-05-10 17:26:41.327000+00:00
114-8834949-8984235,Standard,2023-05-10 17:24:55.359000+00:00
113-9700520-1554639,Standard,2023-05-10 17:28:51.185000+00:00
113-2799358-7084243,Standard,2023-05-10 17:26:09.170000+00:00
114-2819439-9416257,Standard,2023-05-11 02:30:07.563000+00:00
112-0483487-6045014,Standard,2023-05-17 08:30:29.364000+00:00
113-8360070-1027466,Standard,2023-05-25 02:30:22.227000+00:00
112-8905018-9343457,Standard,2023-05-31 20:31:04.721000+00:00
114-0437198-4260233,Standard,2023-06-03 20:30:26.657000+00:00
114-9788770-5944246,Standard,2023-06-06 08:30:58.807000+00:00
111-4461878-5491433,Standard,2023-06-13 14:31:50.663000+00:00
113-2916804-0437003,Standard,2023-06-17 20:30:10.585000+00:00
113-7777722-0539425,Standard,2023-06-23 14:32:20.687000+00:00
114-1117243-3052229,Standard,2023-06-28 20:31:39.484000+00:00
111-1304188-9229833,Standard,2023-05-10 17:29:33.699000+00:00
111-7689292-5717834,Standard,2023-05-10 17:26:41.221000+00:00
113-1474166-4939429,Standard,2023-05-10 17:27:11.981000+00:00
112-3109189-9942608,Standard,2023-05-10 17:30:04.981000+00:00
111-4459314-5849850,Standard,2023-05-10 17:24:55.979000+00:00
111-6438308-8092207,Standard,2023-05-10 17:30:05.736000+00:00
111-7485459-3775454,Standard,2023-05-10 17:24:51.875000+00:00
113-1987624-6466642,Standard,2023-05-10 17:29:33.311000+00:00
112-0445669-9411439,Standard,2023-05-10 17:28:49.321000+00:00
113-8731061-0363430,Standard,2023-05-10 17:28:49.807000+00:00
113-9250247-7601823,Standard,2023-05-10 17:26:40.388000+00:00
111-0219813-4009819,Standard,2023-05-10 17:24:52.081000+00:00
111-7474377-6629041,Standard,2023-05-10 17:29:33.407000+00:00
112-6599193-0134645,Standard,2023-05-10 17:27:15.526000+00:00
114-4944978-9308215,Standard,2023-05-10 17:28:50.199000+00:00
111-3447883-5790600,Standard,2023-05-10 17:29:32.399000+00:00
111-9081206-9252228,Standard,2023-05-10 17:24:54.725000+00:00
111-3227775-1948263,Standard,2023-05-10 17:27:25.912000+00:00
112-2881228-3796245,Standard,2023-05-10 17:27:25.804000+00:00
113-9468527-8637864,Standard,2023-05-10 17:27:12.172000+00:00
112-2742272-1932226,Standard,2023-05-10 17:27:15.432000+00:00
111-9084828-3378654,Standard,2023-05-10 17:28:50.877000+00:00
111-0894316-1681018,Standard,2023-05-10 17:27:36.172000+00:00
114-8839111-6205815,Standard,2023-05-10 17:29:32.165000+00:00
111-1168277-9677830,Standard,2023-05-10 20:30:54.888000+00:00
114-8959470-7302630,Standard,2023-05-16 14:30:36.328000+00:00
111-1242018-0100246,Standard,2023-05-19 20:30:23.393000+00:00
113-3291127-4832217,Standard,2023-05-23 08:31:39.369000+00:00
114-5127185-8383409,Standard,2023-05-25 08:31:39.676000+00:00
111-0324961-1500211,Standard,2023-05-30 02:30:14.816000+00:00
113-9477395-8566655,Standard,2023-06-01 08:32:33.927000+00:00
113-0925801-1173857,Standard,2023-06-10 02:29:48.681000+00:00
112-6109205-8182636,Standard,2023-06-15 20:30:48.081000+00:00
111-8345215-0342641,Standard,2023-06-20 08:32:12.669000+00:00
114-0658476-8217810,Standard,2023-06-27 02:31:18.585000+00:00
111-7953496-4383434,Standard,2023-06-30 08:35:05.886000+00:00
113-8643029-3347406,Standard,2023-07-03 02:30:06.679000+00:00
114-6653179-0736202,Standard,2023-07-03 08:31:32.544000+00:00
113-2822534-8273815,Standard,2023-07-03 20:32:35.715000+00:00
114-8202521-7784268,Standard,2023-07-04 20:31:20.924000+00:00
111-8483657-8816248,Standard,2023-07-06 02:30:54.338000+00:00
113-5187299-7287404,Standard,2023-07-06 18:32:53.260000+00:00
112-4274480-4301016,Standard,2023-07-08 20:30:24.684000+00:00
111-8252928-5385814,Standard,2023-07-11 20:32:24.182000+00:00
112-2558320-4914642,Standard,2023-07-12 20:33:25.286000+00:00
111-9875170-8683449,Standard,2023-07-12 20:33:35.275000+00:00
112-6432947-3193831,Standard,2023-07-13 20:32:40.948000+00:00
114-8753501-3685829,Standard,2023-07-13 20:32:28.964000+00:00
111-2609891-5377826,Standard,2023-07-13 20:32:44.943000+00:00
114-8300141-7680253,Standard,2023-07-14 08:32:24.237000+00:00
113-4321420-9561835,Standard,2023-07-14 20:32:12.034000+00:00
114-7967668-7197812,Standard,2023-07-14 20:32:08.058000+00:00
112-2763564-2641050,Standard,2023-07-15 02:31:46.198000+00:00
113-2724282-3700240,Standard,2023-07-15 08:33:38.247000+00:00
113-1087766-6169815,Standard,2023-07-15 14:32:12.993000+00:00
