discount_id,checkout_session_line_item_id,_fivetran_synced,subscription_id,coupon_id,promotion_code,start,invoice_item_id,checkout_session,invoice_id,end,customer_id,amount
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1Jzum2FCPJnn9IgIJCncorK5,2024-08-14 01:15:46.950000+00:00,,TIERONE,,2024-08-14 01:15:45+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LbaCHFCPJnn9IgIMLQq6dEx,2024-08-14 01:04:08.163000+00:00,,TIERONE,,2024-08-14 01:04:07+00:00,,,,,,100
di_1LJNYxFCPJnn9IgIaZnokrZY,li_1LJMReFCPJnn9IgIpuydYFXM,2024-08-14 01:06:54.613000+00:00,sub_1LJNYxFCPJnn9IgI7MNiUkv6,TIERONE,,2022-07-08 20:14:07+00:00,,,,,cus_M1QPoe7tzfcuwa,100
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K7LtuFCPJnn9IgIi9aHkzd5,2024-08-14 01:14:03.557000+00:00,,FREESHIPPING,,2024-08-14 01:14:02+00:00,,,,,,0
di_1K9VbjFCPJnn9IgIzxcmvvDS,li_1K9VW3FCPJnn9IgIPMkEp3BL,2024-08-14 01:13:36.085000+00:00,sub_1K9VbjFCPJnn9IgIplzaeWra,RQF5eVfn,promo_1JYFs1FCPJnn9IgIvyg1gHhC,2021-12-22 14:15:55+00:00,,,,,cus_Kp9vO6u1FzkODQ,1590
di_estimated_1JSpofFCPJnn9IgIYTuaRIF1,li_1KoeNGFCPJnn9IgIOoKbrF9A,2024-08-14 01:10:18.270000+00:00,,HSjyoorT,promo_1JSpofFCPJnn9IgIYTuaRIF1,2024-08-14 01:10:17+00:00,,,,,,10
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1KJjKJFCPJnn9IgIyqeWw7Tq,2024-08-14 01:12:48.030000+00:00,,TIERONE,,2024-08-14 01:12:47+00:00,,,,,,10
di_1O8y03FCPJnn9IgITRuQNmTD,li_1O8tYFFCPJnn9IgI78VZk26Q,2024-08-14 00:50:37.251000+00:00,sub_1O8y03FCPJnn9IgII30ojTxx,RQF5eVfn,promo_1O569jFCPJnn9IgIm1ssyH3a,2023-11-05 04:31:51+00:00,,,,,cus_OwrjsmgzfWtXc6,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1Llm2rFCPJnn9IgIAZg3m2fP,2024-08-14 01:03:05.623000+00:00,,TIERONE,,2024-08-14 01:03:04+00:00,,,,,,0
di_1Jz1lIFCPJnn9IgIRXiJQDDw,li_1Jz1jBFCPJnn9IgI3cbqxTGL,2024-08-14 01:15:53.916000+00:00,sub_1Jz1lIFCPJnn9IgI6Qi009LD,FRIDAY,promo_1JugDqFCPJnn9IgIFQE6G0Dl,2021-11-23 16:22:28+00:00,,,,2021-12-23 16:22:28+00:00,cus_KeKQXGd93aCHiN,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1NQhduFCPJnn9IgIVPARh9lf,2024-08-14 00:54:43.488000+00:00,,TIERONE,,2024-08-14 00:54:42+00:00,,,,,,3290
di_1Nkvx6FCPJnn9IgIhQ8XDil8,li_1NkvqPFCPJnn9IgIAbGdpVOU,2024-08-14 00:52:29.818000+00:00,sub_1Nkvx6FCPJnn9IgIhQflJBgz,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-08-30 21:29:28+00:00,,,,,cus_OY21SL417enFFJ,599
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1MR4xSFCPJnn9IgIMmydM6He,2024-08-14 00:58:48.879000+00:00,,TIERONE,,2024-08-14 00:58:47+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LHdQLFCPJnn9IgIxIXWlfPV,2024-08-14 01:07:04.500000+00:00,,TIERONE,,2024-08-14 01:07:03+00:00,,,,,,3291
di_1K73qKFCPJnn9IgIakZFeBLC,li_1K73ngFCPJnn9IgIULJ7itKC,2024-08-14 01:14:07.560000+00:00,sub_1K73qKFCPJnn9IgIRsNY5Y99,FREESHIPPING,,2021-12-15 20:12:52+00:00,,,,,cus_Kmd6PGg6113Dj0,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1L2iMsFCPJnn9IgIiWkoGX7l,2024-08-14 01:08:40.407000+00:00,,TIERONE,,2024-08-14 01:08:39+00:00,,,,,,10
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K7LfNFCPJnn9IgIRQFV4eXt,2024-08-14 01:14:03.557000+00:00,,FREESHIPPING,,2024-08-14 01:14:02+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LrE9WFCPJnn9IgI8UGru9uh,2024-08-14 01:02:39.836000+00:00,,TIERONE,,2024-08-14 01:02:38+00:00,,,,,,0
di_1NYyzEFCPJnn9IgI450CYzr4,li_1NYytZFCPJnn9IgIiziLYpPE,2024-08-14 00:54:00.584000+00:00,sub_1NYyzEFCPJnn9IgIjBUzwlUA,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-07-28 22:18:16+00:00,,,,,cus_OLgLREeszpsqlI,150
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1KDvkkFCPJnn9IgIg5otDc0y,2024-08-14 01:13:15.072000+00:00,,TIERONE,,2024-08-14 01:13:13+00:00,,,,,,130
di_1KvSWpFCPJnn9IgICiWsveQp,li_1KvSLZFCPJnn9IgI4r3PVYFT,2024-08-14 01:09:32.991000+00:00,sub_1KvSWpFCPJnn9IgIcL3gIDFR,TIERONE,,2022-05-03 20:41:03+00:00,,,,,cus_Lchw7Pq5q1LFNL,3290
di_1NO0QsFCPJnn9IgIrw18BamZ,li_1NO0QLFCPJnn9IgIrUzmcTaS,2024-08-14 00:54:58.147000+00:00,sub_1NO0QsFCPJnn9IgIyhihQE6m,TIERONE,,2023-06-28 15:37:25+00:00,,,,,cus_OAL75PhJGKWhAu,599
di_1PdLa0FCPJnn9IgIXgGOm9wq,li_1PdLZ7FCPJnn9IgIYfgt2wZH,2024-08-14 00:42:13.174000+00:00,sub_1PdLa0FCPJnn9IgI2pkP9S6N,MAPUOdkZ,promo_1JaOWuFCPJnn9IgIVlPQTG6a,2024-07-17 00:18:48+00:00,,,,,cus_QUKEXZR45RDG0W,150
di_1OIzsLFCPJnn9IgIl0yH0ZXO,li_1OIzlFFCPJnn9IgI1dy9kz97,2024-08-14 00:49:10.045000+00:00,sub_1OIzsLFCPJnn9IgIgvqt0lHr,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-12-02 20:33:20+00:00,,,,,cus_P7ELEz7qdu0v2U,5990
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1ND6b2FCPJnn9IgIeMvevM0v,2024-08-14 00:55:58.958000+00:00,,TIERONE,,2024-08-14 00:55:58+00:00,,,,,,0
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K5bMxFCPJnn9IgI0vZErnT1,2024-08-14 01:14:26.072000+00:00,,FREESHIPPING,,2024-08-14 01:14:25+00:00,,,,,,0
di_1PfTYcFCPJnn9IgIE6mKr2Xv,li_1PfP8oFCPJnn9IgIuyHF1sXg,2024-08-14 00:42:00.032000+00:00,sub_1PfTYcFCPJnn9IgIUPTZaDrZ,pBdwPfyh,promo_1Kj4e8FCPJnn9IgIKxvxeUlP,2024-07-22 21:14:10+00:00,,,,,cus_QWWbyFbrGgLKNa,10
di_1LB3hBFCPJnn9IgIEfcodOY8,li_1LB3eXFCPJnn9IgInbFp8hMJ,2024-08-14 01:07:41.698000+00:00,sub_1LB3hBFCPJnn9IgIc97j5QB3,cFVzUWXy,promo_1JSpnqFCPJnn9IgIYtvQvwJI,2022-06-15 21:24:13+00:00,,,,,cus_LspLZaGyedI7Na,100
di_1PiihGFCPJnn9IgI8u2ZINTL,li_1PiiMDFCPJnn9IgIDT5XScio,2024-08-14 00:41:32.667000+00:00,sub_1PiihGFCPJnn9IgIy7e1DsFg,yZv56cAg,promo_1PiidTFCPJnn9IgI13akdPKV,2024-07-31 20:00:30+00:00,,,,,cus_QZsS8BgCLCejre,271
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1M2K5FFCPJnn9IgISruND4qu,2024-08-14 01:01:39.081000+00:00,,TIERONE,,2024-08-14 01:01:38+00:00,,,,,,0
di_1NxdbpFCPJnn9IgI3NvlkwG2,li_1NxdLXFCPJnn9IgIakRaliA1,2024-08-14 00:51:24.150000+00:00,sub_1NxdbpFCPJnn9IgIHlVk3DmL,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-10-04 22:32:01+00:00,,,,,cus_Ol9vk9DnrScn2u,100
di_estimated_1JSpqxFCPJnn9IgIrpwtkgGA,li_1JteYqFCPJnn9IgIfd999RUr,2024-08-14 01:16:58.260000+00:00,,CLNmiAak,promo_1JSpqxFCPJnn9IgIrpwtkgGA,2024-08-14 01:16:57+00:00,,,,,,130
di_1JviVjFCPJnn9IgIz0PP3qXy,li_1JviAGFCPJnn9IgIgHV0pBTa,2024-08-14 01:16:34.957000+00:00,sub_1JviVjFCPJnn9IgIAUuOzHNt,TIERONE,,2021-11-14 13:12:43+00:00,,,,,cus_KauKwTqHPwHNJq,99
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LC9FPFCPJnn9IgIs5HTNXp4,2024-08-14 01:07:38.247000+00:00,,TIERONE,,2024-08-14 01:07:37+00:00,,,,,,2590
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1KGpzaFCPJnn9IgI9Qi3en2p,2024-08-14 01:12:57.978000+00:00,,TIERONE,,2024-08-14 01:12:56+00:00,,,,,,10
di_1NFp9YFCPJnn9IgI4rG3DXKm,li_1NFp3rFCPJnn9IgIRhYqbmNC,2024-08-14 00:55:44.150000+00:00,sub_1NFp9YFCPJnn9IgIUzj1etLW,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-06-06 01:57:43+00:00,,,,,cus_O1svFRepleGfk1,99
di_1KX881FCPJnn9IgI1rS2RnkI,li_1KX7wUFCPJnn9IgIIQvtQshW,2024-08-14 01:11:50.876000+00:00,sub_1KX881FCPJnn9IgIHmKwGIkq,RQF5eVfn,promo_1JYFs1FCPJnn9IgIvyg1gHhC,2022-02-25 18:02:53+00:00,,,,,cus_LDZGMUjiyzr3TV,0
di_1PbZSvFCPJnn9IgIqEluE9kS,li_1PbYCqFCPJnn9IgIVmuM43Oj,2024-08-14 00:42:25.765000+00:00,sub_1PbZSvFCPJnn9IgIED6pjgzO,FWtwjkGn,promo_1OoBxAFCPJnn9IgIJpLfQSkX,2024-07-12 02:44:08+00:00,,,,,cus_QSURJZkeDVE1EQ,150
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K7NYjFCPJnn9IgIjubzjuom,2024-08-14 01:14:03.555000+00:00,,FREESHIPPING,,2024-08-14 01:14:02+00:00,,,,,,0
di_1NUdEMFCPJnn9IgIB6IBqYE0,li_1NUd7MFCPJnn9IgIwyyoALZp,2024-08-14 00:54:22.121000+00:00,sub_1NUdEMFCPJnn9IgISx0yZ5aS,DrUuSqAA,promo_1KoTp2FCPJnn9IgI26gO6A2X,2023-07-16 22:15:54+00:00,,,,,cus_OHBb4A0aeuAsLw,1599
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K8GIqFCPJnn9IgIARaTTmC0,2024-08-14 01:13:47.333000+00:00,,FREESHIPPING,,2024-08-14 01:13:45+00:00,,,,,,1000
di_1LGAzJFCPJnn9IgI5rLXVr9q,li_1LGAxxFCPJnn9IgIUd10qweW,2024-08-14 01:07:14.654000+00:00,sub_1LGAzJFCPJnn9IgIVj7gJL38,cFVzUWXy,promo_1JSpnqFCPJnn9IgIYtvQvwJI,2022-06-30 00:12:05+00:00,,,,,cus_Ly7DwRIeVX1OaV,2590
di_1N9Aq9FCPJnn9IgIyVoGNDBa,li_1N9AlAFCPJnn9IgIlhrfWuxt,2024-08-14 00:56:20.814000+00:00,sub_1N9Aq9FCPJnn9IgIe7JQK6ei,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-05-18 17:42:13+00:00,,,,,cus_Nv0rgAvDerdTBs,0
di_1LHzyJFCPJnn9IgINRKOtsDl,li_1LHzu3FCPJnn9IgIprhlpPSa,2024-08-14 01:07:01.214000+00:00,sub_1LHzyJFCPJnn9IgI1CW1nuL1,cFVzUWXy,promo_1JSpnqFCPJnn9IgIYtvQvwJI,2022-07-05 00:50:35+00:00,,,,,cus_LzzyKMsdzUvnSK,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1M5vxqFCPJnn9IgItPSwUj0o,2024-08-14 01:01:13.052000+00:00,,TIERONE,,2024-08-14 01:01:12+00:00,,,,,,0
di_1LYfbJFCPJnn9IgINqUbReBP,li_1LYfYCFCPJnn9IgI9I7lTF6q,2024-08-14 01:04:33.919000+00:00,sub_1LYfbJFCPJnn9IgINJvU04me,TIERONE,,2022-08-20 00:31:45+00:00,,,,,cus_MHE3LFrHjWuBot,1991
di_1Jh1NSFCPJnn9IgI3nZrFpz8,li_1Jh1HyFCPJnn9IgIqYLPKloD,2024-08-14 01:18:19.064000+00:00,sub_1Jh1NSFCPJnn9IgIFihqqGlf,HSjyoorT,promo_1JSpofFCPJnn9IgIYTuaRIF1,2021-10-05 00:19:26+00:00,,,,,cus_KLipCIcmrWYYjO,1490
di_1JuQ6JFCPJnn9IgIb3X9bhr0,li_1JuPTXFCPJnn9IgIyc7SaWqS,2024-08-14 01:16:48.706000+00:00,sub_1JuQ6JFCPJnn9IgIDw0NcwtV,RQF5eVfn,promo_1JYFs1FCPJnn9IgIvyg1gHhC,2021-11-10 23:21:06+00:00,,,,,cus_KZZE5HDhxAGDU5,2980
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K8wR1FCPJnn9IgIjaGo4OED,2024-08-14 01:13:39.489000+00:00,,FREESHIPPING,,2024-08-14 01:13:38+00:00,,,,,,0
di_1KRMKNFCPJnn9IgIra6lxPX0,li_1KRMGgFCPJnn9IgIqFuvjbOF,2024-08-14 01:12:18.281000+00:00,sub_1KRMKNFCPJnn9IgIwgTibDjU,TIERONE,,2022-02-09 19:59:47+00:00,,,,,cus_L7bXJRrTrCMLgm,0
di_1L3mPdFCPJnn9IgIw0pKw1oy,li_1L3mGDFCPJnn9IgItAqhnUEp,2024-08-14 01:08:33.514000+00:00,sub_1L3mPdFCPJnn9IgID1XabceS,TIERONE,,2022-05-26 19:32:01+00:00,,,,,cus_LlJ1JtFDOujSG1,3290
di_1NpXr1FCPJnn9IgIdZzsYBFP,li_1NpXnKFCPJnn9IgI8J20vzfy,2024-08-14 00:51:59.856000+00:00,sub_1NpXr1FCPJnn9IgIFI5Fiqf2,I6nApyXN,promo_1NdfnQFCPJnn9IgIQxi3eP7k,2023-09-12 14:46:15+00:00,,,,,cus_OcnRIqnbZjWrSE,300
di_1NsPu9FCPJnn9IgIw1Q01oWz,li_1NsPatFCPJnn9IgIU0TUNLYY,2024-08-14 00:51:47.054000+00:00,sub_1NsPu9FCPJnn9IgINHC9yWko,I6nApyXN,promo_1NdfnQFCPJnn9IgIQxi3eP7k,2023-09-20 12:53:21+00:00,,,,,cus_OflRC280Dt7qqQ,4935
di_1LlkEIFCPJnn9IgIpHlAOL1o,li_1LlgvmFCPJnn9IgINgesB8eT,2024-08-14 01:03:05.624000+00:00,sub_1LlkEIFCPJnn9IgIrV7yWcy4,TIERONE,,2022-09-25 02:06:02+00:00,,,,,cus_MUjhVNVk1KIkXV,0
di_1PbEXdFCPJnn9IgIxrtj5oJe,li_1PbEUzFCPJnn9IgIA242nE6U,2024-08-14 00:42:25.770000+00:00,sub_1PbEXdFCPJnn9IgI4puABq3E,FWtwjkGn,promo_1OoBxAFCPJnn9IgIJpLfQSkX,2024-07-11 04:23:37+00:00,,,,,cus_QS8pP8a1rPVziL,3290
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1Nh2qsFCPJnn9IgI6G6xiLAv,2024-08-14 00:52:55.155000+00:00,,TIERONE,,2024-08-14 00:52:54+00:00,,,,,,0
di_estimated_1JsXDJFCPJnn9IgI3KnMzVMj,li_1Jv4spFCPJnn9IgI9oyifHyP,2024-08-14 01:16:42.111000+00:00,,kdHP2wWn,,2024-08-14 01:16:41+00:00,,,,,,0
di_1PDwWWFCPJnn9IgIY08tuBfd,li_1PDwV4FCPJnn9IgIyFwCpool,2024-08-14 00:44:51.701000+00:00,sub_1PDwWWFCPJnn9IgIELbtMhS5,RQF5eVfn,promo_1NcvZuFCPJnn9IgIllNKz8FJ,2024-05-07 22:30:12+00:00,,,,,cus_Q44fZMTpv8ly38,499
di_1OlxsXFCPJnn9IgIK2p0NmPO,li_1OlxpSFCPJnn9IgIbVf9Chsb,2024-08-14 00:46:56.283000+00:00,sub_1OlxsXFCPJnn9IgIkJfI8Xck,MAPUOdkZ,promo_1JaOWuFCPJnn9IgIVlPQTG6a,2024-02-20 18:17:17+00:00,,,,,cus_PbACcGupL2t1DH,10
di_1KGDOoFCPJnn9IgIyFRmxgSH,li_1KGD3JFCPJnn9IgI5jopqDVW,2024-08-14 01:13:01.416000+00:00,sub_1KGDOoFCPJnn9IgITurpB0Dh,RQF5eVfn,promo_1JYFs1FCPJnn9IgIvyg1gHhC,2022-01-10 02:14:18+00:00,,,,,cus_Kw5Zjr38npV0AS,2490
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1KhheSFCPJnn9IgIOT1WXKpi,2024-08-14 01:10:59.505000+00:00,,TIERONE,,2024-08-14 01:10:58+00:00,,,,,,0
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K5tc6FCPJnn9IgIn85LsvBb,2024-08-14 01:14:22.636000+00:00,,FREESHIPPING,,2024-08-14 01:14:21+00:00,,,,,,0
di_1NzUHJFCPJnn9IgIbgxhX5sK,li_1NzUFBFCPJnn9IgIuyF15tyj,2024-08-14 00:51:17.462000+00:00,sub_1NzUHJFCPJnn9IgIraMekP46,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-10-10 00:58:29+00:00,,,,,cus_On4QSw265EQCzI,200
di_1NbkokFCPJnn9IgIB2ysgyYm,li_1NbkmvFCPJnn9IgITJaW9b92,2024-08-14 00:53:38.750000+00:00,sub_1NbkokFCPJnn9IgIj6CpNimZ,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-08-05 13:46:54+00:00,,,,,cus_OOXuqfQkrIhB7Z,200
di_1K6oB8FCPJnn9IgIiMAEE6y8,li_1K6o8sFCPJnn9IgINnev2qON,2024-08-14 01:14:11.247000+00:00,sub_1K6oB8FCPJnn9IgIFko9nmas,FREESHIPPING,,2021-12-15 03:29:18+00:00,,,,,cus_KmMucnfN4ULGxU,0
di_1Pc5eHFCPJnn9IgIN684iJYT,li_1Pc5cDFCPJnn9IgIgMlxATow,2024-08-14 00:42:22.591000+00:00,sub_1Pc5eHFCPJnn9IgI2BpTomlV,Cj0QvYDE,promo_1NG5kbFCPJnn9IgIQ9XrTFtv,2024-07-13 13:06:01+00:00,,,,,cus_QT1hKAMUWRekoC,219
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LnUeQFCPJnn9IgIKUoB70xC,2024-08-14 01:02:58.693000+00:00,,TIERONE,,2024-08-14 01:02:57+00:00,,,,,,3290
di_1OP8PDFCPJnn9IgIDORzPXZ0,li_1OP7whFCPJnn9IgIH414fxAX,2024-08-14 00:48:17.338000+00:00,sub_1OP8PDFCPJnn9IgIBFiJc8c0,ZoOlfXoE,promo_1OP7smFCPJnn9IgIPJ4OF0Tj,2023-12-19 18:52:39+00:00,,,,,cus_PDZYYW9sdRQ5Ik,19
di_1N6HSkFCPJnn9IgITQegTFJE,li_1N6HQjFCPJnn9IgI7KHMfwEU,2024-08-14 00:56:32.254000+00:00,sub_1N6HSkFCPJnn9IgI3RrvtMNV,o8IVe0BF,promo_1LhyAyFCPJnn9IgIKtFgoeGu,2023-05-10 18:10:06+00:00,,,,,cus_Ns1VWgCrc495Cl,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LRysaFCPJnn9IgIGlwKx4Z4,2024-08-14 01:05:45.349000+00:00,,TIERONE,,2024-08-14 01:05:44+00:00,,,,,,0
di_1Nq2D6FCPJnn9IgIELVRtqIe,li_1Nq27WFCPJnn9IgIsMlVWjNM,2024-08-14 00:51:56.326000+00:00,sub_1Nq2D6FCPJnn9IgIhb0m4PWp,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-09-13 23:11:04+00:00,,,,,cus_OdIoQvJbZHIDBE,10
di_1LZSfzFCPJnn9IgIqU0QcfTq,li_1LZSdXFCPJnn9IgIPsWuZVcT,2024-08-14 01:04:27.478000+00:00,sub_1LZSfzFCPJnn9IgIyK555RaG,qvi5pl6K,promo_1LYb7OFCPJnn9IgIlnDUvfUg,2022-08-22 04:55:51+00:00,,,,,cus_MI2lfExd1qpKLs,499
di_1K747FFCPJnn9IgIJcdi1c3l,li_1K743yFCPJnn9IgIlXjQeK6f,2024-08-14 01:14:07.560000+00:00,sub_1K747FFCPJnn9IgIE2oM4MtK,FREESHIPPING,,2021-12-15 20:30:21+00:00,,,,,cus_KmdOsaacm9Qffk,0
di_1JUxGoFCPJnn9IgI7j93xeop,li_1JUxCDFCPJnn9IgIDMSpaEIr,2024-08-14 01:19:22.129000+00:00,sub_K9FmniYxQLs0sm,CLNmiAak,promo_1JSpqxFCPJnn9IgIrpwtkgGA,2021-09-01 17:30:42+00:00,,,,,cus_K9FmJVVUFH6Jbt,10
di_1KSS4WFCPJnn9IgIjLphnP8T,li_1KSS1EFCPJnn9IgIqJUqooPW,2024-08-14 01:12:11.996000+00:00,sub_1KSS4WFCPJnn9IgI4ORk9SNB,TIERONE,,2022-02-12 20:19:56+00:00,,,,,cus_L8jXMDOBT5HTmb,1590
di_1JvXvrFCPJnn9IgIu9mUi9Jx,li_1JvXsUFCPJnn9IgIH2JXO4LN,2024-08-14 01:16:34.959000+00:00,sub_1JvXvrFCPJnn9IgI4maOolrT,FRIDAY,promo_1JugDqFCPJnn9IgIFQE6G0Dl,2021-11-14 01:54:59+00:00,,,,2021-12-14 01:54:59+00:00,cus_KajO9xwCSzTufv,0
di_1JufycFCPJnn9IgIViudqgDm,li_1JufvwFCPJnn9IgIuQeLiQXg,2024-08-14 01:16:48.703000+00:00,sub_1JufycFCPJnn9IgI0wvruM4Q,gretatest,promo_1JufyIFCPJnn9IgIWjhk1W5T,2021-11-11 16:18:13+00:00,,,,2021-12-11 16:18:13+00:00,cus_KZpPWIoEK7fiRc,0
di_1KHEMoFCPJnn9IgI9SkNvNzq,li_1KHELGFCPJnn9IgIRPs1TFUS,2024-08-14 01:12:57.974000+00:00,sub_1KHEMoFCPJnn9IgI4tS3ov5O,CLNmiAak,promo_1JSpqxFCPJnn9IgIrpwtkgGA,2022-01-12 21:28:26+00:00,,,,,cus_Kx8ee0oqGrxKqY,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LRQwEFCPJnn9IgIJ36o5N0Z,2024-08-14 01:05:48.901000+00:00,,TIERONE,,2024-08-14 01:05:47+00:00,,,,,,20
di_1NIJcYFCPJnn9IgIifJWUTMW,li_1NIJX2FCPJnn9IgI59wRfXAF,2024-08-14 00:55:28.557000+00:00,sub_1NIJcYFCPJnn9IgIt7JTZ1yX,677VT7Dg,promo_1JSpjeFCPJnn9IgIDRPMklOQ,2023-06-12 22:53:58+00:00,,,,,cus_O4SXHACao3eE5u,2491
di_estimated_1M88AUFCPJnn9IgIsFsHi7nT,li_1MIN89FCPJnn9IgIlpw0XtJ3,2024-08-14 00:59:13.763000+00:00,,RQF5eVfn,promo_1M88AUFCPJnn9IgIsFsHi7nT,2024-08-14 00:59:12+00:00,,,,,,1990
di_1LuywGFCPJnn9IgI0vLDLsKj,li_1LuylmFCPJnn9IgIpQRAFIfc,2024-08-14 01:02:19.278000+00:00,sub_1LuywGFCPJnn9IgIB1bQckK8,TIERONE,,2022-10-20 13:37:36+00:00,,,,,cus_MeHVdOaqbuiAK1,11
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1KoqboFCPJnn9IgIvevSCwev,2024-08-14 01:10:14.502000+00:00,,TIERONE,,2024-08-14 01:10:13+00:00,,,,,,0
di_1KvlLSFCPJnn9IgImFZj2zPk,li_1KvlGzFCPJnn9IgIF59u4vql,2024-08-14 01:09:32.970000+00:00,sub_1KvlLSFCPJnn9IgICUqxmRb2,RQF5eVfn,promo_1KtElBFCPJnn9IgIUuYox56u,2022-05-04 16:46:33+00:00,,,,,cus_Ld1OmQZp83vzHy,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1M9ax3FCPJnn9IgIjTs7uNM3,2024-08-14 01:00:20.130000+00:00,,TIERONE,,2024-08-14 01:00:19+00:00,,,,,,0
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1Jx9v0FCPJnn9IgIPpUikvuQ,2024-08-14 01:16:14.631000+00:00,,TIERONE,,2024-08-14 01:16:13+00:00,,,,,,100
di_estimated_1K4BV8FCPJnn9IgILDlMDr2n,li_1K83d3FCPJnn9IgIULjz8Ojp,2024-08-14 01:13:55.441000+00:00,,FREESHIPPING,,2024-08-14 01:13:54+00:00,,,,,,1000
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1LRLXCFCPJnn9IgIBO4A7224,2024-08-14 01:05:52.327000+00:00,,TIERONE,,2024-08-14 01:05:51+00:00,,,,,,3290
di_1L258tFCPJnn9IgIOCy3kmkw,li_1L257fFCPJnn9IgIXo2HXB4i,2024-08-14 01:08:46.698000+00:00,sub_1L258tFCPJnn9IgIwdC6qPad,TIERONE,,2022-05-22 03:07:43+00:00,,,,,cus_LjYFHbU1UAus4a,1590
di_1LXIdeFCPJnn9IgIpzKES5zg,li_1LXIYTFCPJnn9IgI88B3DQjw,2024-08-14 01:04:48.132000+00:00,sub_1LXIdeFCPJnn9IgInymWlwJB,cFVzUWXy,promo_1JSpnqFCPJnn9IgIYtvQvwJI,2022-08-16 05:48:29+00:00,,,,,cus_MFoG2F9HviTzuf,1990
di_1L5XUjFCPJnn9IgIWMfkvtqb,li_1L5XTpFCPJnn9IgI9GgtGvFx,2024-08-14 01:08:23.257000+00:00,sub_1L5XUjFCPJnn9IgIS1ZLrtY0,TIERONE,,2022-05-31 16:00:33+00:00,,,,,cus_Ln7kAKlSNdSjmm,0
di_1JyJTGFCPJnn9IgIUo3ov9Mu,li_1Jy2YbFCPJnn9IgIWuakZF4P,2024-08-14 01:16:07.811000+00:00,sub_1JyJTGFCPJnn9IgIioFkX0id,MAPUOdkZ,promo_1JaOWuFCPJnn9IgIVlPQTG6a,2021-11-21 17:04:54+00:00,,,,,cus_Kdae9SUsv3xMke,0
di_1JkDBZFCPJnn9IgI5lkifQ1S,li_1JkD9uFCPJnn9IgIpycWWoyW,2024-08-14 01:18:06.511000+00:00,sub_1JkDBZFCPJnn9IgIUrRVp59u,TIERONE,,2021-10-13 19:32:21+00:00,,,,,cus_KP1ECZlZdFnkVn,2490
di_estimated_1JXVgFFCPJnn9IgIzLqQaYx6,li_1Kifd9FCPJnn9IgI3qvFbwO4,2024-08-14 01:10:55.777000+00:00,,TIERONE,,2024-08-14 01:10:54+00:00,,,,,,0
