id,canceled_at,completed_at,created,current_phase_start_date,current_phase_end_date,default_settings_collection_method,default_settings_default_payment_method,default_settings_invoice_settings_days_until_due,default_settings_billing_thresholds_amount_gte,default_settings_billing_thresholds_reset_billing_cycle_anchor,end_behavior,livemode,metadata,released_at,released_subscription,status,customer_id,subscription_id,_fivetran_synced
sub_sched_1Pmo2XFCPJnn9IgI8VXbFVgM,,,2024-08-12 02:31:21+00:00,,,charge_automatically,pm_1NLBKHFCPJnn9IgIjafBbdVj,,,,release,True,"{""caregiver_user_pool_id"":""6b573d21-cfde-4b80-9443-76a625a065c3""}",2024-08-12 02:31:36+00:00,sub_1NLBKIFCPJnn9IgIQXEuM3oJ,released,cus_O7QAjQqNlWd6T7,,2024-08-14 01:20:34.599000+00:00
sub_sched_1PflZuFCPJnn9IgIWhXSZgNR,,,2024-07-23 16:28:42+00:00,,,charge_automatically,pm_1NAMvRFCPJnn9IgInI9ob5Kp,,,,release,True,"{""caregiver_user_pool_id"":""4c8f144b-4113-46d4-8545-9887b6df3e23""}",2024-07-23 16:33:38+00:00,sub_1NAMvTFCPJnn9IgIdAPQhqYc,released,cus_NuNfdXSPK0i05p,,2024-08-14 01:20:14.275000+00:00
sub_sched_1PdECjFCPJnn9IgIT6qI3Jcz,,,2024-07-16 16:26:17+00:00,,,charge_automatically,pm_1MJ0VHFCPJnn9IgIAG8mprK1,,,,release,True,"{""caregiver_user_pool_id"":""48c6fed3-9d84-4eeb-8a16-0a06aa1f39f7""}",2024-07-25 20:09:11+00:00,sub_1MJ0VPFCPJnn9IgIQZif01aF,released,cus_Mt9JotZb5swg1v,,2024-08-14 01:20:07.213000+00:00
sub_sched_1PddTRFCPJnn9IgIoqRn8yIa,,,2024-07-17 19:25:13+00:00,,,charge_automatically,pm_1NO1nWFCPJnn9IgIgfmqPyLG,,,,release,True,"{""caregiver_user_pool_id"":""22db4b1a-73e7-4e49-ae57-8258ecfab17f""}",2024-07-17 19:28:59+00:00,sub_1NO1nYFCPJnn9IgI0CPYhlxy,released,cus_OAMWYZhtwRIHOp,,2024-08-14 01:20:08.621000+00:00
sub_sched_1Pd1ZPFCPJnn9IgI62olFNiS,,,2024-07-16 02:56:51+00:00,,,charge_automatically,pm_1Ky77FFCPJnn9IgI9lMqyy94,,,,release,True,"{""caregiver_user_pool_id"":""01d497fc-425b-4b6a-8c55-d386abefb852""}",2024-07-16 03:01:07+00:00,sub_1Ky77HFCPJnn9IgInGI5KCpw,released,cus_LfS1rBw69ONYJt,,2024-08-14 01:20:06.784000+00:00
sub_sched_1Phh3SFCPJnn9IgIQKUJrGC7,,,2024-07-29 00:03:10+00:00,,,charge_automatically,pm_1Ni6FhFCPJnn9IgIVs00S2jp,,,,release,True,"{""caregiver_user_pool_id"":""ddcc16ac-0162-4284-bcd7-4561310e205d""}",2024-07-29 00:06:59+00:00,sub_1JrnqIFCPJnn9IgIF3qkwjju,released,cus_KWrZBpAYajg6Kg,,2024-08-14 01:20:19.686000+00:00
sub_sched_1PkzdyFCPJnn9IgI36HKZCad,,,2024-08-07 02:30:30+00:00,,,charge_automatically,pm_1PRlfbFCPJnn9IgIe11FkpUt,,,,release,True,"{""caregiver_user_pool_id"":""9d219383-b9e7-4590-8932-e3594750761c""}",2024-08-07 02:31:12+00:00,sub_1PRlfeFCPJnn9IgI0vHtPNEK,released,cus_QIMOpOkhXLEBL0,,2024-08-14 01:20:29.611000+00:00
sub_sched_1PipRmFCPJnn9IgInI2w9lmc,,,2024-08-01 03:12:58+00:00,,,charge_automatically,pm_1NTAm4FCPJnn9IgIwt6YzF0m,,,,release,True,"{""caregiver_user_pool_id"":""fc6a135d-a082-4305-88bc-331f59ddca68""}",2024-08-01 03:18:46+00:00,sub_1NTAm5FCPJnn9IgIXPy9dPrM,released,cus_OFg8Xz1UygC7eR,,2024-08-14 01:20:22.954000+00:00
sub_sched_1PdEYiFCPJnn9IgIqrEDZ2dV,,,2024-07-16 16:49:00+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""916a443e-adad-4314-8faf-adc44deaa75e""}",2024-08-13 19:10:56+00:00,sub_1OC5X9FCPJnn9IgIg48Ts0h3,released,cus_MfS097pcxTHgZh,,2024-08-14 01:20:07.288000+00:00
sub_sched_1PdxPbFCPJnn9IgIrbZkwB28,,,2024-07-18 16:42:35+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""58550842-0cc3-42b1-9500-c520c7d35e66""}",2024-08-01 17:00:01+00:00,sub_K6BFEIhriwf4rn,released,cus_K3xa6TshXaFhxD,,2024-08-14 01:20:09.329000+00:00
sub_sched_1PlxQfFCPJnn9IgIldG9xZuL,,,2024-08-09 18:20:45+00:00,,,charge_automatically,src_1OosbfFCPJnn9IgIWqWMOq7d,,,,release,True,"{""caregiver_user_pool_id"":""98a52416-2f3c-4924-882d-20e40e8bee21""}",2024-08-09 18:22:41+00:00,sub_1LGp2EFCPJnn9IgIIikuUVGB,released,cus_Lymb9hHoZZVZ47,,2024-08-14 01:20:32.346000+00:00
sub_sched_1PgD6MFCPJnn9IgIhtPuv2H5,,,2024-07-24 21:52:02+00:00,,,charge_automatically,pm_1L5yEtFCPJnn9IgIIltfVXfD,,,,release,True,"{""caregiver_user_pool_id"":""4be79a18-7975-485f-a9a4-214f19808cbd""}",2024-07-26 00:00:01+00:00,sub_1L5yEvFCPJnn9IgIpUiXZPas,released,cus_LnZNs0MhlJSyeM,,2024-08-14 01:20:15.592000+00:00
sub_sched_1PlcoaFCPJnn9IgIxIPY3kpH,,,2024-08-08 20:20:04+00:00,,,charge_automatically,pm_1Kz1lPFCPJnn9IgIgnRVqsMS,,,,release,True,"{""caregiver_user_pool_id"":""b0d60bf5-33b1-478b-a104-3e35728ac5b2""}",2024-08-08 20:21:19+00:00,sub_1Kz1lQFCPJnn9IgIXsDOHghx,released,cus_LgOYy9LdOvRV4E,,2024-08-14 01:20:31.333000+00:00
sub_sched_1PlbR6FCPJnn9IgISdooIITy,,,2024-08-08 18:51:44+00:00,,,charge_automatically,pm_1Mns8aFCPJnn9IgIE008Awn8,,,,release,True,"{""caregiver_user_pool_id"":""6d4aa0b1-bffe-4e37-af52-47f0f1a11211""}",2024-08-08 18:53:58+00:00,sub_1LyLwJFCPJnn9IgIEp6WNKP8,released,cus_MhlTShhALBs6CW,,2024-08-14 01:20:31.358000+00:00
sub_sched_1PdbHlFCPJnn9IgIi3v8PZlr,,,2024-07-17 17:05:01+00:00,,,charge_automatically,src_1PNxUIFCPJnn9IgIo57bMjMd,,,,release,True,"{""caregiver_user_pool_id"":""161a6576-f64e-4941-bae7-d0fb3e97a7bf""}",2024-07-17 17:05:34+00:00,sub_1Jwrd1FCPJnn9IgIJyAFOAGK,released,cus_Kc5oJTs4TD1kpQ,,2024-08-14 01:20:08.375000+00:00
sub_sched_1PjtIjFCPJnn9IgI5Nk5VLe5,2024-08-05 13:34:07+00:00,,2024-08-04 01:32:01+00:00,,,charge_automatically,src_1LkFksFCPJnn9IgI7SxaW9qW,,,,release,True,"{""caregiver_user_pool_id"":""f346f091-f143-4249-98ca-e77c512289f3""}",,,canceled,cus_Ly7DwRIeVX1OaV,sub_1LGAzJFCPJnn9IgIVj7gJL38,2024-08-14 01:20:26.645000+00:00
sub_sched_1PefmQFCPJnn9IgIqmSd4nWa,2024-07-22 18:30:47+00:00,,2024-07-20 16:05:06+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""6cba96f0-5951-4c20-9cae-9ef2bafb054f""}",,,canceled,cus_M6dPL7VfNl3sxa,sub_1PWsfPFCPJnn9IgIoCekcJmD,2024-08-14 01:20:11.434000+00:00
sub_sched_1PdOULFCPJnn9IgI7oGPawvZ,,,2024-07-17 03:25:09+00:00,,,charge_automatically,pm_1ODTxdFCPJnn9IgIxxYmRQ4C,,,,release,True,"{""caregiver_user_pool_id"":""cf6462b0-f001-4c5f-8d80-2936ef0115f6""}",2024-07-17 13:35:52+00:00,sub_1M8l1PFCPJnn9IgIk8Ea9RwE,released,cus_MsW3Tj93gfypMh,,2024-08-14 01:20:07.768000+00:00
sub_sched_1Piq9rFCPJnn9IgIXrFK0vG6,,,2024-08-01 03:58:31+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""54147ee2-0627-43a2-a734-1005e5171f95""}",2024-08-11 01:58:03+00:00,sub_1MOtZmFCPJnn9IgIYNgYbHat,released,cus_N6ZznCNm9cJULh,,2024-08-14 01:20:22.947000+00:00
sub_sched_1PjtHUFCPJnn9IgIwnue4fAn,,,2024-08-04 01:30:44+00:00,,,charge_automatically,src_1LkFksFCPJnn9IgI7SxaW9qW,,,,release,True,"{""caregiver_user_pool_id"":""f346f091-f143-4249-98ca-e77c512289f3""}",2024-08-04 01:31:59+00:00,sub_1LGAzJFCPJnn9IgIVj7gJL38,released,cus_Ly7DwRIeVX1OaV,,2024-08-14 01:20:26.645000+00:00
sub_sched_1PmzzvFCPJnn9IgINzc0uEql,,,2024-08-12 15:17:27+00:00,,,charge_automatically,pm_1KQwWEFCPJnn9IgIp65pCFCf,,,,release,True,"{""caregiver_user_pool_id"":""094ac10d-0dec-482f-b508-69f677ae22bc""}",2024-08-13 14:16:55+00:00,sub_1KQwWFFCPJnn9IgIE5yiQgUB,released,cus_L7ArwLUoMC0H1K,,2024-08-14 01:20:35.029000+00:00
sub_sched_1PksYTFCPJnn9IgIQEDDYz41,,,2024-08-06 18:56:21+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""793da71f-1579-4204-b747-f1a2bcf147f0""}",2024-08-06 18:57:53+00:00,sub_K6AkNdE7wX3vCP,released,cus_JpVBvDyQAklywM,,2024-08-14 01:20:29.383000+00:00
sub_sched_1PfYSvFCPJnn9IgI5iv5e6Vd,,,2024-07-23 02:28:37+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""209139a3-438d-478b-b778-49fb11201ea2""}",2024-07-23 02:29:15+00:00,sub_1PfYNdFCPJnn9IgIKgEtQYzI,released,cus_QVINUfnaaeTBmU,,2024-08-14 01:20:13.771000+00:00
sub_sched_1PgsmuFCPJnn9IgIr5VMU076,,,2024-07-26 18:22:44+00:00,,,charge_automatically,pm_1JgIjBFCPJnn9IgITqMjH1m3,,,,release,True,"{""caregiver_user_pool_id"":""45ccbc2a-3023-49f7-b5bf-bb68be7b3664""}",2024-07-26 18:26:26+00:00,sub_1JgIjDFCPJnn9IgIwdOsisV7,released,cus_KKyg7RCIYYrTAC,,2024-08-14 01:20:17.454000+00:00
sub_sched_1PjqYyFCPJnn9IgIBsKYjZhh,,,2024-08-03 22:36:36+00:00,,,charge_automatically,src_1PgQouFCPJnn9IgIhYzzUhqA,,,,release,True,"{""caregiver_user_pool_id"":""9d5d869c-8562-43fe-882a-d6b8cedd5419""}",2024-08-10 17:11:08+00:00,sub_1OiK51FCPJnn9IgI6JWLAC6H,released,cus_PXOqKui5iam1vY,,2024-08-14 01:20:26.414000+00:00
sub_sched_1Pe2lPFCPJnn9IgIZ9KnSWIG,,,2024-07-18 22:25:27+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""693bfef3-cd4d-45b5-aade-3d8230a96461""}",2024-07-18 22:26:38+00:00,sub_1ONJhRFCPJnn9IgIsdW1dGic,released,cus_Mn17f7GD6WhB0w,,2024-08-14 01:20:09.719000+00:00
sub_sched_1PhzSbFCPJnn9IgIPQkMTQZ5,,,2024-07-29 19:42:21+00:00,,,charge_automatically,pm_1ODcYpFCPJnn9IgIqlA3Gtce,,,,release,True,"{""caregiver_user_pool_id"":""ab0c0a3e-d51e-4a21-b6ca-5d9aa6ef8451""}",2024-07-29 19:43:10+00:00,sub_1ODcYqFCPJnn9IgIIW0h8i8X,released,cus_P1fuwLHdeEAteH,,2024-08-14 01:20:20.468000+00:00
sub_sched_1PeMa0FCPJnn9IgIZ2x5Sz9i,,,2024-07-19 19:35:00+00:00,,,charge_automatically,pm_1M2EjQFCPJnn9IgIhgfsKhhz,,,,release,True,"{""caregiver_user_pool_id"":""e829dd21-e895-4b42-9ab2-5982c48befbe""}",2024-07-19 19:37:10+00:00,sub_1Lbu7dFCPJnn9IgIfQXprLdy,released,cus_MKZG9JmqGrrNjZ,,2024-08-14 01:20:10.718000+00:00
sub_sched_1PmFDhFCPJnn9IgIIda9mocI,,,2024-08-10 13:20:33+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""00aaeafa-c7bc-4d80-88f4-a64c8989ca70""}",2024-08-11 18:11:25+00:00,sub_1PbRSiFCPJnn9IgIz6FeNFOd,released,cus_QSM92QQkMWfyZ5,,2024-08-14 01:20:33.135000+00:00
sub_sched_1PilQoFCPJnn9IgImCfpp39C,2024-07-31 23:33:24+00:00,,2024-07-31 22:55:42+00:00,,,charge_automatically,pm_1PdGdMFCPJnn9IgIE9Q1zcbn,,,,release,True,"{""caregiver_user_pool_id"":""d0aa8425-409d-4c33-8883-fab932893c99""}",,,canceled,cus_QPhXCLVJInWwrt,sub_1PdGdPFCPJnn9IgIAHwpc2O2,2024-08-14 01:20:22.705000+00:00
sub_sched_1PksLnFCPJnn9IgI59rmFCA0,,,2024-08-06 18:43:15+00:00,,,charge_automatically,card_1K5gdpFCPJnn9IgIom0YrINv,,,,release,True,"{""caregiver_user_pool_id"":""073a35f0-213f-4709-a434-93c836f9f384""}",2024-08-06 18:46:19+00:00,sub_1JqzvXFCPJnn9IgIafeIgnkl,released,cus_KW1zc3GTHxM5v6,,2024-08-14 01:20:29.314000+00:00
sub_sched_1Pf1kYFCPJnn9IgIEQtQBR1m,,,2024-07-21 15:32:38+00:00,,,charge_automatically,pm_1MENLlFCPJnn9IgIcXheLxXY,,,,release,True,"{""caregiver_user_pool_id"":""26cf86f5-f44c-48d5-8fc8-b8d1c1e6389e""}",2024-07-21 15:33:26+00:00,sub_1L8XlsFCPJnn9IgIzeEIzhFd,released,cus_LqEELxjiczLz36,,2024-08-14 01:20:12.341000+00:00
sub_sched_1PlBbXFCPJnn9IgISGoUAW6H,,,2024-08-07 15:16:47+00:00,,,charge_automatically,pm_1O5wo6FCPJnn9IgI9iekgwxS,,,,release,True,"{""caregiver_user_pool_id"":""2a29bd65-766e-49b5-acd6-af309188f6ec""}",2024-08-07 15:19:20+00:00,sub_1NHEubFCPJnn9IgIDujp4027,released,cus_O3LbPchs0mdA6F,,2024-08-14 01:20:30.069000+00:00
sub_sched_1PmKWAFCPJnn9IgIM3YwE5wt,,,2024-08-10 18:59:58+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""eefcec27-2af7-48e4-a7b1-d0a3bc8f13c1""}",2024-08-10 19:00:56+00:00,sub_1PmKOIFCPJnn9IgITJBPVfN9,released,cus_QbSiUU21CNA1mT,,2024-08-14 01:20:33.405000+00:00
sub_sched_1PdeCfFCPJnn9IgIJea1amRK,,,2024-07-17 20:11:57+00:00,,,charge_automatically,src_1P6uNpFCPJnn9IgI6JKb4m73,,,,release,True,"{""caregiver_user_pool_id"":""12ac3e68-2d48-479e-b6b4-034e02c9b7d5""}",2024-07-17 20:13:42+00:00,sub_1NbrXPFCPJnn9IgIC3WHnwPh,released,cus_N0Ymvg6rYIPDRm,,2024-08-14 01:20:08.655000+00:00
sub_sched_1Pn2C2FCPJnn9IgIrLqYINMj,,,2024-08-12 17:38:06+00:00,,,charge_automatically,pm_1LNoM6FCPJnn9IgIHDGzDU5D,,,,release,True,"{""caregiver_user_pool_id"":""5290b696-21a3-4be4-8c3d-894efec4deb3""}",2024-08-12 17:38:48+00:00,sub_1LNoM7FCPJnn9IgI5Zk6Wqcw,released,cus_M60M6MSDxJPApZ,,2024-08-14 01:20:35.024000+00:00
sub_sched_1PdkJ1FCPJnn9IgIzC3mVkw0,,,2024-07-18 02:42:55+00:00,,,charge_automatically,pm_1NVyReFCPJnn9IgIo6okiUsj,,,,release,True,"{""caregiver_user_pool_id"":""cfae9ee3-f2ef-4df9-991a-02bc7dc8f969""}",2024-07-18 02:44:37+00:00,sub_1NVyRgFCPJnn9IgIqneApfmz,released,cus_OIZaRLRtnE81iT,,2024-08-14 01:20:08.887000+00:00
sub_sched_1PlzlHFCPJnn9IgIpqH3LiQz,,,2024-08-09 20:50:11+00:00,,,charge_automatically,src_1PX7yrFCPJnn9IgIqe49kRZR,,,,release,True,"{""caregiver_user_pool_id"":""9751c898-3c68-4501-86fc-ac23ce663b79""}",2024-08-09 20:51:12+00:00,sub_1N5GiGFCPJnn9IgIzMy5Lka0,released,cus_NqyfMg1fVCqaeN,,2024-08-14 01:20:32.382000+00:00
sub_sched_1PemYMFCPJnn9IgIeq8xh64V,,,2024-07-20 23:19:02+00:00,,,charge_automatically,pm_1KzRrBFCPJnn9IgI9BMIQeZv,,,,release,True,"{""caregiver_user_pool_id"":""554e8014-2ed7-4a35-ad36-42f4e6d02b43""}",2024-08-03 20:46:35+00:00,sub_1KzRrCFCPJnn9IgIwUAydkk1,released,cus_LgpWT6zdUqrvrK,,2024-08-14 01:20:11.723000+00:00
sub_sched_1PeIRWFCPJnn9IgI5jGpNEPT,,,2024-07-19 15:09:58+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""676765fb-73b8-44a9-8dba-985c07e3ab59""}",2024-07-19 23:29:26+00:00,sub_1MGsluFCPJnn9IgIdRZMTsNU,released,cus_IRmvWczf297UM4,,2024-08-14 01:20:10.457000+00:00
sub_sched_1PltH1FCPJnn9IgINwRhPgoP,,,2024-08-09 13:54:31+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""f6dd8b7f-dd49-4974-aad2-2327a6f1ccab""}",2024-08-12 16:42:49+00:00,sub_1JhYWQFCPJnn9IgIw93knuDb,released,cus_JKxgvqxmLC2RQU,,2024-08-14 01:20:32.045000+00:00
sub_sched_1Pi4wrFCPJnn9IgIQRAym1nQ,,,2024-07-30 01:33:57+00:00,,,charge_automatically,pm_1OGSHaFCPJnn9IgIPvhbZc8N,,,,release,True,"{""caregiver_user_pool_id"":""a544baa4-c4dc-4f89-8ca9-1309b6c0f031""}",2024-07-30 12:59:35+00:00,sub_1NZZDeFCPJnn9IgIhUUh3moe,released,cus_OIEdWPOaSMHYWI,,2024-08-14 01:20:20.850000+00:00
sub_sched_1PmHg8FCPJnn9IgIYaE2CfuX,,,2024-08-10 15:58:04+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""36f17bb9-e0c6-461a-b2d4-120a8b3b5d10""}",2024-08-11 00:28:35+00:00,sub_1OB53uFCPJnn9IgIYfECLtFY,released,cus_Oz399DdJPfix23,,2024-08-14 01:20:33.082000+00:00
sub_sched_1PgbbRFCPJnn9IgIRObzrWW8,,,2024-07-26 00:01:45+00:00,,,charge_automatically,pm_1MORfbFCPJnn9IgIavB0XW6X,,,,release,True,"{""caregiver_user_pool_id"":""10b09c9a-364e-4df9-a418-f496d145f742""}",2024-07-26 00:04:29+00:00,sub_1MORfcFCPJnn9IgIRhG6CdU2,released,cus_N8j7XFREihD7PX,,2024-08-14 01:20:16.813000+00:00
sub_sched_1PjrB6FCPJnn9IgIbzgavZM3,,,2024-08-03 23:16:00+00:00,,,charge_automatically,pm_1PD7lBFCPJnn9IgIYrZepjo5,,,,release,True,"{""caregiver_user_pool_id"":""4466849c-1fc1-4e73-b177-a311ad6e104a""}",2024-08-03 23:18:08+00:00,sub_1PD7lDFCPJnn9IgI6eb0niVU,released,cus_Q3EDQ0QBwRTSOq,,2024-08-14 01:20:26.405000+00:00
sub_sched_1PcurWFCPJnn9IgIuLNfs39P,,,2024-07-15 19:47:06+00:00,,,charge_automatically,pm_1L5yEtFCPJnn9IgIIltfVXfD,,,,release,True,"{""caregiver_user_pool_id"":""4be79a18-7975-485f-a9a4-214f19808cbd""}",2024-07-15 19:49:16+00:00,sub_1L5yEvFCPJnn9IgIpUiXZPas,released,cus_LnZNs0MhlJSyeM,,2024-08-14 01:20:06.487000+00:00
sub_sched_1Pddr3FCPJnn9IgIWCoh0R5f,,,2024-07-17 19:49:37+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""37227694-f554-432d-affd-8ceea3f5d6cf""}",2024-07-17 19:50:26+00:00,sub_1NIsSTFCPJnn9IgIVqSVFGSf,released,cus_O52V36AuVXJVbJ,,2024-08-14 01:20:08.655000+00:00
sub_sched_1Pce5DFCPJnn9IgIgtN9dFoQ,,,2024-07-15 01:52:07+00:00,,,charge_automatically,pm_1Nv8WLFCPJnn9IgIo5mhP6DW,,,,release,True,"{""caregiver_user_pool_id"":""d7b88e00-3f1c-40b5-a5e1-98cce059d348""}",2024-08-13 20:11:00+00:00,sub_1KgwznFCPJnn9IgIYHW4MCvW,released,cus_LNiQvuRJeLXK0w,,2024-08-14 01:20:05.586000+00:00
sub_sched_1PnJj7FCPJnn9IgIwJefkhbj,,,2024-08-13 12:21:25+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""b708eedf-9690-4ac8-981e-354494c8f5a9""}",2024-08-13 12:22:54+00:00,sub_1PQKIHFCPJnn9IgISlynWgmS,released,cus_QGs0Hx0ErSTyTD,,2024-08-14 01:20:36.105000+00:00
sub_sched_1PkRMzFCPJnn9IgIlsL9PfoE,,,2024-08-05 13:54:41+00:00,,,charge_automatically,pm_1Nq2gGFCPJnn9IgI5STwMqFR,,,,release,True,"{""caregiver_user_pool_id"":""4bf32fad-138c-4e27-b615-3dbe5aadc0d1""}",2024-08-05 13:56:48+00:00,sub_1Nq2gHFCPJnn9IgIGq8h9bTf,released,cus_OdJIIVMEc0Q0Ku,,2024-08-14 01:20:28.092000+00:00
sub_sched_1PkyCbFCPJnn9IgIy5JCd45i,,,2024-08-07 00:58:09+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""ae2f6cb7-09ca-4075-8602-b54c1928d9a1""}",2024-08-08 07:01:36+00:00,sub_1Pkus7FCPJnn9IgIIFHO2SLm,released,cus_QYNTJbZ5x2g80p,,2024-08-14 01:20:29.580000+00:00
sub_sched_1Pg7hoFCPJnn9IgIoryG7Nxa,,,2024-07-24 16:06:20+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""826a99a0-95ba-441b-8f5e-f29ebb5c794d""}",2024-07-24 16:38:56+00:00,sub_1Pg7e6FCPJnn9IgIKKOd3oh8,released,cus_QXBr0othatzVVS,,2024-08-14 01:20:15.382000+00:00
sub_sched_1PfwStFCPJnn9IgItlkkooK2,,,2024-07-24 04:06:11+00:00,,,charge_automatically,pm_1OQy1MFCPJnn9IgIBXLjq9cH,,,,release,True,"{""caregiver_user_pool_id"":""9a6a127c-b392-4d3a-beb3-e13a29424db5""}",2024-07-24 04:10:21+00:00,sub_1OQy1NFCPJnn9IgIcV86TzJg,released,cus_OCvvWJIOHY4FqL,,2024-08-14 01:20:14.851000+00:00
sub_sched_1PceDVFCPJnn9IgIgulr6M8l,,,2024-07-15 02:00:41+00:00,,,charge_automatically,pm_1LkRm0FCPJnn9IgI17UvFUzI,,,,release,True,"{""caregiver_user_pool_id"":""792f712d-fdda-4e99-a674-7fc0768817ee""}",2024-07-15 02:01:19+00:00,sub_1KDd4wFCPJnn9IgIXAFxE1aN,released,cus_KtPunZ2O9mvSY5,,2024-08-14 01:20:05.586000+00:00
sub_sched_1Pg8SnFCPJnn9IgIXTjQZGyl,,,2024-07-24 16:54:53+00:00,,,charge_automatically,pm_1NTrvAFCPJnn9IgIYPIm1xga,,,,release,True,"{""caregiver_user_pool_id"":""07b55bbb-077f-4665-be8f-b2144b2540bc""}",2024-07-24 16:55:40+00:00,sub_1NTrvBFCPJnn9IgIBGwxa7Yn,released,cus_OGOinaCa2Rd7Uw,,2024-08-14 01:20:15.372000+00:00
sub_sched_1PegYbFCPJnn9IgI5dnqUXSn,,,2024-07-20 16:54:53+00:00,,,charge_automatically,pm_1L5WUOFCPJnn9IgIN5lRHl5h,,,,release,True,"{""caregiver_user_pool_id"":""5a4700a4-acb3-47f8-b93a-3a7437090724""}",2024-07-20 16:56:09+00:00,sub_1L5WUPFCPJnn9IgIOEXc67Ne,released,cus_Ln6hYycsJxBFSi,,2024-08-14 01:20:11.471000+00:00
sub_sched_1Pg71cFCPJnn9IgIDC0qxUHT,,,2024-07-24 15:22:44+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""af700ee0-6b68-4ef4-a076-17b71fb4f0d8""}",2024-07-24 15:23:11+00:00,sub_1NkaTyFCPJnn9IgIHQ8kVDf5,released,cus_OPnfJ4Xk3Dejrt,,2024-08-14 01:20:15.316000+00:00
sub_sched_1PkxlQFCPJnn9IgIGlI6jvEg,,,2024-08-07 00:30:04+00:00,,,charge_automatically,pm_1NhEzEFCPJnn9IgIhy5xjlkW,,,,release,True,"{""caregiver_user_pool_id"":""39dead1b-712b-4056-9933-167698f43276""}",2024-08-09 00:00:01+00:00,sub_1NhEzFFCPJnn9IgIQ43Kbtym,released,cus_OUDQEoTeHrKtDp,,2024-08-14 01:20:29.609000+00:00
sub_sched_1PikGAFCPJnn9IgIVcHHI30j,,,2024-07-31 21:40:38+00:00,,,charge_automatically,pm_1NIJ5ZFCPJnn9IgIqa3srqPe,,,,release,True,"{""caregiver_user_pool_id"":""19e3a92c-3549-47c7-bad1-a40d6d43bec7""}",2024-07-31 21:41:15+00:00,sub_1L8aerFCPJnn9IgIfUJOnjoZ,released,cus_LqHDKhWYVkHvN0,,2024-08-14 01:20:22.713000+00:00
sub_sched_1Pe0RTFCPJnn9IgI8InnvWkY,,,2024-07-18 19:56:43+00:00,,,charge_automatically,pm_1LJNmrFCPJnn9IgIq3H5YBEJ,,,,release,True,"{""caregiver_user_pool_id"":""52d96f91-3838-46f5-9f11-a34a98920ec2""}",2024-07-18 19:57:19+00:00,sub_1LJNmtFCPJnn9IgIbCxwsXYn,released,cus_M1QejFRYS80HbB,,2024-08-14 01:20:09.669000+00:00
sub_sched_1Pe06pFCPJnn9IgIlEfu2RRi,,,2024-07-18 19:35:23+00:00,,,charge_automatically,src_1NkVKSFCPJnn9IgIdLOIQ7gq,,,,release,True,"{""caregiver_user_pool_id"":""1557e9e7-ca5c-40ae-a712-c422ddd3d029""}",2024-07-18 19:36:08+00:00,sub_1KcY1VFCPJnn9IgIXqNIUqRp,released,cus_LJAMwOJ0TIBIMF,,2024-08-14 01:20:09.617000+00:00
sub_sched_1PgxfQFCPJnn9IgIlSK7uAb2,2024-07-26 23:43:43+00:00,,2024-07-26 23:35:20+00:00,,,charge_automatically,pm_1O4va1FCPJnn9IgIQ6H2UXAB,,,,release,True,"{""caregiver_user_pool_id"":""acbe33ff-0599-4281-9f2f-00297a548588""}",,,canceled,cus_OsgxKuNqRlcUvC,sub_1O4va3FCPJnn9IgIvToa7Z4Z,2024-08-14 01:20:17.487000+00:00
sub_sched_1PlHBSFCPJnn9IgIreKyQhGU,,,2024-08-07 21:14:14+00:00,,,charge_automatically,pm_1Pb48NFCPJnn9IgIXbUrQPu3,,,,release,True,"{""caregiver_user_pool_id"":""7569439a-ceae-4849-b1b3-9eb5cad009d3""}",2024-08-10 17:16:53+00:00,sub_1Pb48OFCPJnn9IgIX7WS91bU,released,cus_QRy4pLXUM6VVla,,2024-08-14 01:20:30.420000+00:00
sub_sched_1PeM1bFCPJnn9IgIfhB8Ua8v,,,2024-07-19 18:59:27+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""94ece3c1-f73b-4314-b5a5-be4120cdcd44""}",2024-07-22 00:46:44+00:00,sub_1PUI6JFCPJnn9IgI1KGURLkg,released,cus_QIgLu4sMrCVBcb,,2024-08-14 01:20:10.718000+00:00
