id,ts,children_id,device,messenger_version,os,carrier,network_status,message_type
62fc35dfd1fa418da4374fb3219b9c42,2023-12-04 06:46:29,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
fd3e94456b33418da77d9b19ab5b0fe2,2023-12-04 06:45:22,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
6091ad66d7944c20a8cdfc3082ea624b,2023-12-06 23:17:28,6e5ca8e2-5fb1-449d-acc4-bb26c54e68e0,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
040ba680ab3e40fe89cf2a2fee817805,2023-12-06 21:05:00,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
ee92eb77453744fa86f6272c4fcb5055,2023-12-06 02:02:29,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,sms
789b72df2dcc4180abc2169f98ee8c6c,2023-12-06 01:13:59,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
9e112f5cdc25432b931339b0158a1109,2023-12-07 20:20:07,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
53c4c3e9878a43f08512a74ebd5d0c7d,2023-12-07 05:58:45,6e5ca8e2-5fb1-449d-acc4-bb26c54e68e0,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
f38ae824b58e419d862d2fe9fdcc6fd2,2023-12-07 20:44:10,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
e989e8c065154e51b2d679956f20fffe,2023-12-07 17:20:21,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,sms
388256ddc11c463a99f54217ceac459b,2023-12-08 05:50:02,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
2539ae8cc3364ceaba4de149208cd33b,2023-12-08 01:38:32,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,mms
c34da209200147ac83f2ffc70e4d3976,2023-12-08 05:47:14,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
f9a36e01a88347eb853ef12a95e0a696,2023-12-08 05:13:37,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
40067ed6168d44b683060f8a8b92391a,2023-12-09 01:57:36,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
4386026b4e0d4097a26aedaa1f008fba,2023-12-10 02:49:18,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Connected,mms
99fc7281f5714ca5939c90865233b843,2023-12-11 17:28:56,168bed72-274c-42a5-b477-f6e595738d38,G50,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile,Disconnected,mms
1ddee0115b0f4b978ee9c889bb67d2b9,2023-12-11 00:28:48,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,sms
c5e620f8363b4052b69b93f1ee458252,2023-12-11 00:12:53,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
901974dc5564473aae2f107be0883232,2023-12-12 23:20:53,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,sms
194c0313f89e4de292effa3aff84e0ca,2023-12-12 04:49:29,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
b820717ada7843f09d20a0888c173e44,2023-12-12 04:27:49,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
db3263beaba345c5bc0d4c231ee66f0c,2023-12-12 02:46:02,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,sms
0471f3a66bfc4462949177182bef70c2,2023-12-12 02:06:11,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,sms
4d6514b34e10486a9f5edc22de0909c2,2023-12-14 06:01:55,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
790ed413e2054fa492b9b23b7ba3b980,2023-12-16 01:41:29,517504d0-82d7-4690-97ed-a5c4c4e2acaa,G91S,com.pinwheel.messenger@5.41.0+118,Android 11,AT&T,Connected,sms
337bdb0dca754530a7c82560e9aadc5c,2023-12-17 21:32:39,0fc70ba0-be0d-4ed6-b639-8a2f49977d7d,SM-A015V,com.pinwheel.messenger@5.33.0+105,Android 10,Verizon,Disconnected,sms
c18e4ba369354fc58507afe23caf7946,2023-12-17 04:56:24,9e12335f-59cc-4c6f-9061-8e7ee0d4a933,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
3e59e2410e96410a8f234573bd893147,2023-12-17 04:37:31,9e12335f-59cc-4c6f-9061-8e7ee0d4a933,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
09d715ff042a42deb4e7ff7226b1285e,2023-12-19 21:24:22,f6d9a7d4-b733-421e-9048-af8de5187b15,G50,com.pinwheel.messenger@5.41.0+118,Android 10,T-Mobile,Disconnected,sms
5c98fbef4c804c6ea12cb8f4e713ee00,2023-12-19 14:34:14,f6d9a7d4-b733-421e-9048-af8de5187b15,G50,com.pinwheel.messenger@5.41.0+118,Android 10,T-Mobile,Disconnected,sms
b84ee00a3216481eb1fa37b2e738f185,2023-12-19 14:10:16,f6d9a7d4-b733-421e-9048-af8de5187b15,G50,com.pinwheel.messenger@5.41.0+118,Android 10,T-Mobile,Disconnected,sms
92f4d8e0801d499cbae0f303d50912af,2023-12-19 00:37:27,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
bfcc5ec106ca4e13bca64610e93e333e,2023-12-21 21:24:59,6e5ca8e2-5fb1-449d-acc4-bb26c54e68e0,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
704a639dc359494b9634658276c12df3,2023-12-22 21:38:52,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
9e0c7ab5ceca4d63ac89ffb3747a70e5,2023-12-22 19:30:45,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
558c3f9792c44255aa74d5c1e77d9d8e,2023-12-22 18:01:49,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
cc9eb5719105442798cb11f5aca1e6f7,2023-12-23 22:34:36,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 11,Mint,Connected,sms
da9c947ea81e4229b7864d8572919f50,2023-12-25 23:02:35,86bb9696-79ac-4d98-9b41-300d140ba79c,G91S,com.pinwheel.messenger@5.33.0+105,Android 11,T-Mobile,Connected,mms
6035efc6ec054470adbb90f4e30deb5f,2023-12-25 19:24:31,86bb9696-79ac-4d98-9b41-300d140ba79c,G91S,com.pinwheel.messenger@5.33.0+105,Android 11,T-Mobile,Connected,mms
27dcd4175c28438fb8640b1c1e378494,2023-12-25 23:42:25,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
5f4b1cf6b6324aedbcee2e549da33902,2023-12-25 23:07:38,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
679e72c257c647c3bc6bc2b73d2ee155,2023-12-25 16:06:26,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
441504e2d1354c749c1e5174d866849f,2023-12-25 16:05:29,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
d2e516fd4f9d4df19ce87fd472b26813,2023-12-25 15:51:40,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
a5fa490d90dd4e3f99a7a6ce5314e90b,2023-12-25 14:30:51,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
49ea448e970b4624ab435f626eed0c3b,2023-12-26 22:06:04,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Connected,mms
c3113b1736f44447aa207c89efefae57,2023-12-26 05:38:47,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,mms
16a00371d3a5470fa9028be418e0a10a,2023-12-26 01:35:13,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,mms
1ee5ca5c1f2f4478ad2c6af74884fa5f,2023-12-26 22:00:12,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
e083b3c79bb64d7789623d6ea1766a71,2023-12-26 21:24:38,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
c87ced041acd44758abe3d576f77409a,2023-12-26 20:36:44,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
791a103359df4f6ca841f97dcfec35f6,2023-12-26 02:15:08,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
3455ec845e764d88a4d60bfab238aca0,2023-12-26 01:49:08,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
7530e55fd00d4cabbf6d4996bb05134e,2023-12-27 17:52:35,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,mms
b869712a48bc403aa9ef171fa9ce91d1,2023-12-27 02:51:39,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,mms
9c8911cbc32946a49947c6f20aba56dd,2023-12-27 20:01:34,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
cda668fad7b04c339e6b18daa86726f1,2023-12-27 19:55:28,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
b7d4b538ea9846b994b52f1f0ee55cb3,2023-12-27 19:28:16,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
4a74d971a2054cdb921e326f468b59c6,2023-12-27 19:25:49,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
313a73d185d24d9bb95bd8fa32f17bfc,2023-12-27 19:05:54,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
64b33edc8b454c8583e1cf210a3119f4,2023-12-27 17:21:01,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
fa1c4dade5a6452baa7e574b793cc2cb,2023-12-27 16:31:30,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
9d1a6b60016047f695bebac67501f52d,2023-12-27 15:23:46,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
b42322dba8d94e018e40480138c7ca9a,2023-12-27 15:21:42,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
e541adf2fa15491db7bf2aae20928a57,2023-12-27 02:54:57,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
b10b0f6c3259441a8a20303371fc1f8a,2023-12-27 02:51:23,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
99171259d4b14eebabea0e4b13e85016,2023-12-28 20:46:37,25be7cb0-0635-4749-9ced-0d775506de05,Armor X8,com.pinwheel.messenger@5.37.0+112,Android 11,HOME,Connected,mms
a67e98eeeec94a2ab96b73dc2e87290b,2023-12-28 17:05:24,25be7cb0-0635-4749-9ced-0d775506de05,Armor X8,com.pinwheel.messenger@5.37.0+112,Android 11,HOME,Connected,mms
01dc514444ca4b7989fb43351738238d,2023-12-28 16:01:47,d56067f2-ac0f-4a79-a6b8-35d7529ee244,G50,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
4d87b62f883140509ec4eebd7e152e63,2023-12-28 02:13:29,69f2205a-27fa-458f-874d-8e1dfc5aa20d,SM-A326U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
8bdbe8da74f646d1b2fabdd699de8b2b,2023-12-28 02:07:35,69f2205a-27fa-458f-874d-8e1dfc5aa20d,SM-A326U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
6050ca6562cc423ab570f2fac66a42b5,2023-12-29 03:21:54,abb12161-7d4c-40d7-8b25-a2d81ecc6bf2,G50 Plus,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Connected,mms
6d2b9ed01c3947a8ae7b750b25ecb554,2023-12-29 19:57:39,9abee912-7f10-431b-9af3-8b9fa96254fe,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,Verizon,Disconnected,sms
12882e1308ed47b38d3be35f82443f8e,2023-12-29 19:10:32,9abee912-7f10-431b-9af3-8b9fa96254fe,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,Verizon,Disconnected,sms
8635c0d48b9f4f6186166d1979206c16,2023-12-30 04:48:34,8038a5d0-a813-46ec-a3ea-7c921f2156d7,G50 Plus,com.pinwheel.messenger@5.33.0+105,Android 10,T-Mobile,Disconnected,mms
01c0559ba458434ba66ee33ba3560d20,2023-12-30 16:12:06,3ec93cb8-3a2a-4c07-99ff-632d2ddbf00e,SM-A015M,com.pinwheel.messenger@5.21.2+86,Android 10,,Disconnected,sms
e16f2476b66a41ecba0455113982950a,2023-12-30 04:41:46,8038a5d0-a813-46ec-a3ea-7c921f2156d7,G50 Plus,com.pinwheel.messenger@5.33.0+105,Android 10,T-Mobile,Disconnected,sms
31d25c1d65f0416d84ca1c1b16b8f876,2023-12-30 04:41:44,8038a5d0-a813-46ec-a3ea-7c921f2156d7,G50 Plus,com.pinwheel.messenger@5.33.0+105,Android 10,T-Mobile,Disconnected,sms
9b05be5aec274694b5771a511f89ab86,2023-12-30 04:41:42,8038a5d0-a813-46ec-a3ea-7c921f2156d7,G50 Plus,com.pinwheel.messenger@5.33.0+105,Android 10,T-Mobile,Disconnected,sms
30e10b891d7e4aa5b3228b8852d083f0,2023-12-30 04:41:40,8038a5d0-a813-46ec-a3ea-7c921f2156d7,G50 Plus,com.pinwheel.messenger@5.33.0+105,Android 10,T-Mobile,Disconnected,sms
82d49c184c444138b2ccddf7e1b7fa1b,2023-12-31 04:55:08,0fc70ba0-be0d-4ed6-b639-8a2f49977d7d,SM-A015V,com.pinwheel.messenger@5.33.0+105,Android 10,Verizon,Disconnected,sms
b8b6765f124140bba540438ce2cadbd3,2023-12-31 04:49:32,0fc70ba0-be0d-4ed6-b639-8a2f49977d7d,SM-A015V,com.pinwheel.messenger@5.33.0+105,Android 10,Verizon,Disconnected,sms
f8d6e9e6e78f401a9c8920dd4cc55c3e,2024-01-01 22:59:29,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
7f66e0208267467b9d9b10ffe93609be,2024-01-01 22:53:32,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
a7458dccf8f74efe99524b95622c4015,2024-01-01 05:12:24,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
cb4a9251ce8f4b52b030f90a738cceab,2024-01-01 05:07:27,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
77f0b3d8390e4fa1bdb04b6e2e2565a5,2024-01-01 04:52:37,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
f1a8af486a744cab9db8eb5de3ca289a,2024-01-01 03:49:03,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
d0f8740db30d458a904afaa87b4d1292,2024-01-01 03:49:00,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
aab7d68697fd4e2b81469b93277556e3,2024-01-01 03:48:17,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
d51d67a72d984afaa983f095d7877dbc,2024-01-01 03:47:50,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
e410c1d595f14e78b2f78037a15a748d,2024-01-01 03:46:44,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
61534ca0fb4e4dfcbc2816ec9f8d72a9,2024-01-01 03:45:49,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
587001f4eed7451b87408ff002cbe17a,2024-01-01 01:39:41,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Connected,sms
5e92950422174deebdb9dc4882a2869e,2024-01-02 23:45:49,d3171094-2fd4-4c8a-871b-c3c3bd7295b6,G91S,com.pinwheel.messenger@5.38.2+115,Android 11,AT&T,Connected,sms
5cc27ca68c1d47f98376862a54d734ae,2024-01-03 02:11:06,e0e33e71-1a32-46d3-bb29-faf27286da12,SM-A015V,com.pinwheel.messenger@5.29.1+98,Android 11,Verizon ,Connected,mms
a481b1fa09794b1292576ce557bef69a,2024-01-03 22:42:48,25be7cb0-0635-4749-9ced-0d775506de05,Armor X8,com.pinwheel.messenger@5.37.0+112,Android 11,HOME,Disconnected,sms
b2b21ca7906e49a193f0a10e285a9e8c,2024-01-04 02:13:40,805fbb50-c9a0-47d5-88d3-0ad0ad2682c3,G50,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile,Disconnected,mms
c318a209c84243ddb4c0bd6bdc3771d8,2024-01-04 02:16:53,736f7352-53f9-42c0-aa16-2a6ce30b0ed3,SM-A136U1,com.pinwheel.messenger@5.38.2+115,Android 13,Verizon ,Disconnected,sms
0fa01da79e2b4bf38224f7e2b4c65f97,2023-12-05 01:15:26,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,mms
427446cd1d314bb9989822550e3178d8,2023-12-05 04:25:34,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,sms
95f73a1159b34337b0e496cffa228e81,2023-12-05 01:57:25,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
3c67c73d46b744a68314ac7f626d5f50,2023-12-05 00:41:50,82bce2ba-2542-4655-916a-8b3898339338,G91S,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Connected,sms
1b681b0bd82e487399d31c2f95d3ab86,2024-01-09 23:24:08,fd515b7a-7c97-4b2c-ae19-72de153730cf,G50 Plus,com.pinwheel.messenger@5.27.0+93,Android 10,,Disconnected,sms
b2cb5ccf1e2b4ff6a70680722581c48b,2024-01-10 23:12:08,25be7cb0-0635-4749-9ced-0d775506de05,Armor X8,com.pinwheel.messenger@5.37.0+112,Android 11,HOME,Connected,mms
2bf49a4b95154c7893ef5dd8a58ff4b5,2024-01-10 03:12:05,5663502d-34b0-425e-99ac-23686c767ad7,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
3bb62a3297b64158a5c012a030686d2e,2024-01-10 22:58:54,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
1064f8eb49384f9cab7c5a94a9f15e9d,2024-01-10 20:59:34,25be7cb0-0635-4749-9ced-0d775506de05,Armor X8,com.pinwheel.messenger@5.37.0+112,Android 11,HOME,Connected,sms
dc6cce8e449a47ac92a0b18471e69931,2024-01-11 20:06:07,25be7cb0-0635-4749-9ced-0d775506de05,Armor X8,com.pinwheel.messenger@5.37.0+112,Android 11,HOME,Connected,mms
bb2beea68233453db2fe3d187c3c9bb2,2024-01-11 02:06:46,25be7cb0-0635-4749-9ced-0d775506de05,Armor X8,com.pinwheel.messenger@5.37.0+112,Android 11,HOME,Connected,mms
598bbf9da1e24d58aff355c481c4aec6,2024-01-11 01:07:39,f2df8705-597e-4099-9e37-2d3d9cc656eb,SM-A136U1,com.pinwheel.messenger@5.33.1+106,Android 13,Mint,Disconnected,sms
bdce911263884a3baccddc710882cbe8,2023-08-31 16:06:53,9009a621-6544-4c78-827b-2047f4409d2b,SM-A015A,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile - US,Disconnected,sms
eac0311456db450d952f11bfdae699e7,2023-08-31 00:33:34,c70282ec-6438-4133-8a37-20b24481cbab,Armor X8,com.pinwheel.messenger@5.43.0+123,Android 11,T-Mobile,Disconnected,sms
f235cd63fa754c0b8443c9f19ae28c0a,2023-10-18 22:51:10,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
b0f4dd0180fd4e9a8568011d34db2f05,2023-11-24 12:37:48,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
5e5161b0fb034f019837cfb291ea0e05,2023-10-21 15:55:41,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
052a5f4903d0405abdf1f6d5a91d46b1,2023-09-23 15:58:27,754b7d29-43ab-474a-bb82-b3262cbbf4bd,G50,com.pinwheel.messenger@5.17.0+78,Android 10,,Disconnected,sms
7fcc6168a43b4a889bf279682f22f2e3,2023-09-07 12:26:05,dbe54597-abed-461c-95cb-d00cd90eeaec,SM-A015M,com.pinwheel.messenger@5.40.0+117,Android 11,T-Mobile,Disconnected,mms
cc1197ea56844d238d21c6a5bd9be4c8,2023-09-07 02:45:12,1e641a97-07fa-43af-bb71-a854251305ad,SM-A015V,com.pinwheel.messenger@5.38.0+113,Android 11,Verizon ,Disconnected,sms
18e07ed016d643d7bd9fcf09cd8d5931,2023-09-01 14:05:42,9009a621-6544-4c78-827b-2047f4409d2b,SM-A015A,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile - US,Disconnected,sms
13c6c1c1ea33498ab82fdd317512abc2,2023-09-29 22:35:21,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,sms
a749c3fe850d40c7b6d48e3b2e3ad2e8,2023-11-19 22:42:34,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
ba129a5a7263435eafd779ae7a0540b1,2023-11-19 21:11:10,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
54d8f1701f4c418496f5d0491e2ad473,2023-11-19 19:43:09,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
90c9e2a2b4404ee7a2595496adaf5b06,2023-11-19 05:13:37,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
2b4a27ac0b014a85946aa13ff8513126,2023-11-19 00:46:33,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
f679a7b4d2db40c29a7a5333c0c9d66f,2023-10-22 18:35:45,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
f92972f6270444f188517393d88079fd,2023-10-04 20:59:30,e0778165-6e60-40a8-974e-f7cb4ca80502,SM-A015M,com.pinwheel.messenger@5.43.3+126,Android 11,T-Mobile,Disconnected,sms
6182e8f4daf746a984f260b1792e271a,2023-11-28 21:32:34,7db7f972-6771-48f3-a790-49120a9b726a,G91S,com.pinwheel.messenger@5.41.1+119,Android 11,T-Mobile,Disconnected,sms
4f0bed24778146c7953a0aaa4f1ec8cb,2023-11-28 19:23:05,abb12161-7d4c-40d7-8b25-a2d81ecc6bf2,G50 Plus,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Disconnected,sms
