id,checkout_session_id,price_id,object,amount_subtotal,amount_total,currency,description,_fivetran_synced,amount_tax,quantity,amount_discount
li_1M88pDFCPJnn9IgIuaXLY7rW,cs_live_a15ZsqEWlpDK3LRE7PDBiwt6kr3FicWXxoMmi7265V0qBE3eSKQKC1LneT,price_1M70yJFCPJnn9IgIouYCeazp,item,52900.0,56603.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 01:00:47.355000+00:00,3703,1,0
li_1MEe1LFCPJnn9IgIw9hqmz7D,cs_live_a15cSBR5i3CGzoQ0qV2ImA1pH7jBOx6yXjZQT00WyCuJI2v23WIRN1g7xc,price_1M9zTtFCPJnn9IgI6jMLvYvt,item,41900.0,41900.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 00:59:38.677000+00:00,0,1,0
li_1NLcKwFCPJnn9IgIJkTJdmSr,cs_live_a15ctpKPllUVVjZi7bh9LAiVsL6tNJT7H8jaMa7bUcZK7ZykdlcKsFfDMt,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,62328.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:55:09.278000+00:00,3528,1,0
li_1MBjItFCPJnn9IgIbvTqBAB0,cs_live_a15hObWFweYc2g1QNNN8Eg3K7LISvjaFC0w1ZpDfZG7Ec04FhTQI5ERE3m,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 01:00:03.395000+00:00,0,1,0
li_1PKUyjFCPJnn9IgIOeO9XlJJ,cs_live_a15jW15OYNx8KKvFExkmYmpmUAUm2Pec7I8pDH567LastTcKrPBQ9VViiS,price_1Oikg5FCPJnn9IgIfDVEZBnC,item,58900.0,58900.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:44:15.523000+00:00,0,1,0
li_1O7fxqFCPJnn9IgIwXVAOZ2z,cs_live_a15lp6AIZgU3pDcWxf5Bhoy9EkwUrfH3xhu0KgNpxX2qfLbtfAmowTEEah,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,38548.0,usd,Slim 5 Pack (Blue),2024-08-14 00:50:44.148000+00:00,2648,1,0
li_1M9C5mFCPJnn9IgImfqsWElJ,cs_live_a15p0huEJXuJS8pUWgRrq1qn5P1ZAVKUyDpFcj8kwEXI0WsQzzcFTxK4Yf,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,46332.0,usd,Plus 2 Pack,2024-08-14 01:00:28.118000+00:00,3432,1,0
li_1PCGWTFCPJnn9IgILmL80ovJ,cs_live_a15sEqQe6PMNTtMVSobzvRO9g0tktCqZDerLxkCGFBT7NPqRgaje581TvA,price_1OeWruFCPJnn9IgIl5C20sGN,item,25900.0,25900.0,usd,Genesis 1 Pack,2024-08-14 00:45:04.303000+00:00,0,1,0
li_1M89JAFCPJnn9IgIsANvlsYR,cs_live_a15zBhy3lBiOP6zTGSWDBskdVK6e25DFqvd01lTR7ix6KjnyF2M80gPGdV,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 01:00:47.354000+00:00,0,1,0
li_1NbOouFCPJnn9IgInKrishdL,cs_live_a163unLHDlTv4FJngr7jn0ejv9RNMpXR4jQKYlO9SOZi2JzHpkYFImLryT,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52323.0,usd,Plus 3 Pack,2024-08-14 00:53:42.113000+00:00,3423,1,0
li_1M8GLbFCPJnn9IgIhlulP7Hl,cs_live_a16AB2psXXpUwO0OTojOuk1ElqYew35MAiy1fFKdnaPqZMWg1dkWF7swim,price_1M70yAFCPJnn9IgI8R78SW3t,item,41900.0,41900.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 01:00:41.833000+00:00,0,1,0
li_1MLJkkFCPJnn9IgIjh2Lvjpr,cs_live_a16AHrMW0x07KPP1WloObU9H8tNO9UMZyj3yqmyQ3lQGOkHz122QPjed3P,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,35900.0,usd,Slim 5 Pack,2024-08-14 00:59:04.083000+00:00,0,1,0
li_1PRjvmFCPJnn9IgIju0Yyjyt,cs_live_a16AeNW9szq0Vgq259ctKDpS4ElPZfXa6j5nyO2njIiM3rmer2KiFwSerV,price_1OeWs9FCPJnn9IgIPy8Zi4Aq,item,37900.0,37900.0,usd,Genesis 1 Pack w/ Cellular,2024-08-14 00:43:28.635000+00:00,0,1,0
li_1OH7FfFCPJnn9IgIm1loEsmj,cs_live_a16EhqtFZVORfGbijvEwwoLPYYKbyV0qfZZyhYPMyBYHX2ycfUsT8xxd5o,price_1OEig3FCPJnn9IgIrrE3enyb,item,42900.0,42900.0,usd,Plus 3 Pack,2024-08-14 00:49:32.004000+00:00,0,1,0
li_1NSsTfFCPJnn9IgIBwnjKB3i,cs_live_a16ErDXSHn49fLzPrJXCDHdCZ9bGbwzzBvSh7fCNe9ksfK4Fc9EyTAzYlo,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,64739.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:54:30.802000+00:00,5939,1,0
li_1OFHpCFCPJnn9IgIYYARaY75,cs_live_a16FN9jdIOuWfG9lCvu2OyTsnmiYitQr5JrPwvkA7GdQG6r6qWS614wKLW,price_1M9zVJFCPJnn9IgIOSLdKGN8,item,31900.0,31900.0,usd,Slim 5 Pack (Blue),2024-08-14 00:50:00.310000+00:00,0,1,0
li_1MEKpEFCPJnn9IgInL59taIX,cs_live_a16JeFR78eYQsdLWaqHq8fm4BtdQzPiysTFKo5VCnNbd2kHgBllL25SOJl,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 00:59:44.160000+00:00,0,1,0
li_1NldREFCPJnn9IgIRrfTZBTx,cs_live_a16Keh4w9xAwo7xkVDxNzTg4MoEhtW76XnwWp3mEzFhgkXE8Nm8u2QIAVw,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,49893.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:52:26.645000+00:00,3993,1,0
li_1Na2SRFCPJnn9IgIQeceoIX4,cs_live_a16NzEIFewLEkIgurkJwMHacTRdoGVRFLXgC7YzGlVgU3YZqrgoEuEcrwz,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,63651.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:53:53.874000+00:00,4851,1,0
li_1NdYxOFCPJnn9IgIVRrYeMPr,cs_live_a16Qp0orGlUodN8rd8GhBd7L0Kqc7s9HAeAA3NTKbApjLDw1PIpIpgGlKM,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,64827.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:53:20.301000+00:00,6027,1,0
li_1NDvKsFCPJnn9IgI01phMzQo,cs_live_a16QwQfjo3qxm0NmBrp3RQFgzeZmmL7CsnOKg0lRTjJPWRkX4GbDGJzlTM,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52812.0,usd,Plus 3 Pack,2024-08-14 00:55:53.223000+00:00,3912,1,0
li_1NML7rFCPJnn9IgIQDxXdnhF,cs_live_a16X2mawUrFQ31qZt1T5eP9RnJTREz4asSkor9m56M4Yv2v9qNkLJM34vR,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,58800.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:55:04.278000+00:00,0,1,0
li_1OO5vxFCPJnn9IgIaOXIHQF6,cs_live_a16XGt4tULp475CwwEyOwBn1JBPQseqWk8TR48UP1tf3GXqhV9Xp8KYuC2,price_1OEidBFCPJnn9IgIf2yIG62B,item,52900.0,52900.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:48:24.161000+00:00,0,1,0
li_1OB7ybFCPJnn9IgImXSEDo1W,cs_live_a16XsEuK2mxM9gZ7ZcXllxatAheVcINQjkUbnorjJrDchQAMKo6juftrj1,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52396.0,usd,Plus 3 Pack,2024-08-14 00:50:24.225000+00:00,3496,1,0
li_1P8t3yFCPJnn9IgIpPp4DezQ,cs_live_a16YF7Kk7SACxm7tFDqFSvmrjy68UWpbxV4z7knRWvUfEF3eX43eXVyVcU,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,53350.0,usd,Plus 3 Pack,2024-08-14 00:45:19.023000+00:00,4450,1,0
li_1NYCMYFCPJnn9IgIZY7zJ0Su,cs_live_a16ZciYeNSNYRnj73Dn8LhnZAanQxIravMRziJRLLADD48OrJEIwyTBz9X,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,45900.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 00:54:03.785000+00:00,0,1,0
li_1MydTDFCPJnn9IgI9Miviav4,cs_live_a16dAF3ep83FAjp1L4y6FNmd0xDqAZxXzyE3ADeOf0HxfsD4W5poxHwrA6,price_1MFflbFCPJnn9IgILcR6GhJP,item,48900.0,48900.0,usd,Plus 2 Pack,2024-08-14 00:57:03.998000+00:00,0,1,0
li_1M8tfIFCPJnn9IgIRQ7GkLDX,cs_live_a16dOr8rGXuCAnr8EuN0dbRSahtdQqFfhpkeYlbIfdbsIuVUWWIYnhPqMq,price_1M70zDFCPJnn9IgI1hOOBRmJ,item,31900.0,31900.0,usd,Slim 5 Pack,2024-08-14 01:00:33.766000+00:00,0,1,0
li_1M81WnFCPJnn9IgImuwrJZk0,cs_live_a16e9m5q9eBbmNxHaWXbh9NSbByl2EEHGPQppNMUpmkA6GPV671PngQSLC,price_1M70yAFCPJnn9IgI8R78SW3t,item,41900.0,44414.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 01:00:50.080000+00:00,2514,1,0
li_1NubJLFCPJnn9IgIuCorFDaz,cs_live_a16fPMleRbZaqO0ohk4ZYElmnYO4SkFs2KgpBx2Vb809xjcxYIyjAFHSpj,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,48900.0,usd,Plus 3 Pack,2024-08-14 00:51:37.309000+00:00,0,1,0
li_1M7pNrFCPJnn9IgI7t8H9y1l,cs_live_a16gz5B8CUkoqbGrg3X5wEt2NhfFWY1FpR8L7u3fQf5BpAq9XCJgG9V7lK,price_1M70yAFCPJnn9IgI8R78SW3t,item,41900.0,44728.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 01:00:52.882000+00:00,2828,1,0
li_1M7IlEFCPJnn9IgIVub0BW5Q,cs_live_a16hl7qJJ8855cOl6SvTI4ZiM7APdbDQ9bUWG1usn2aCOyGJSdeBNzH3SW,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 01:01:00.634000+00:00,0,1,0
li_1P5toxFCPJnn9IgIRunOyzCM,cs_live_a16knXxBnc1SFgp3cEvRkS6SZSMFWKjQ6ZVllwKhB7RTdCji02AAhMH81P,price_1OeWsGFCPJnn9IgI3VIi0bB8,item,15900.0,15900.0,usd,Genesis 1 Pack (Additional Kids),2024-08-14 00:45:35.796000+00:00,0,1,0
li_1NLXdAFCPJnn9IgIswWsOLNn,cs_live_a16kvBs90ejCHxNnqw6SE2qpiNHcc18X2LJvoRNvPDMPazP1ieIgEkMDac,price_1N48iCFCPJnn9IgIEPGPy9Un,item,45800.0,45800.0,usd,Slim 5 Pack w/ Cellular (Green),2024-08-14 00:55:09.279000+00:00,0,1,0
li_1M7Ap4FCPJnn9IgI6zPMzZ7v,cs_live_a16nMsCbB7COSVYJPqpWZTjqTPUghuI2FUUUf5ZN9MMvwap1drXHnDtpyw,price_1M70z2FCPJnn9IgIjA1air0Y,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 01:01:00.634000+00:00,0,1,0
li_1O0nopFCPJnn9IgI8hNFp37e,cs_live_a16ns5kPgD4vuZ0JLsyELulEu72Ek9tuPwz8IU7RypZmqgJIVKZqzkjo1h,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,58800.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:51:10.391000+00:00,0,1,0
li_1PihhkFCPJnn9IgIbjbsaSLe,cs_live_a16tHWdyuGZ7a7QgbvK8982qMisVXJcPRMmBoJ2KLyYjav8Fxy3IT3eALB,price_1POp6VFCPJnn9IgIxdcBnoNT,item,48900.0,52690.0,usd,Plus 4 Pack,2024-08-14 00:41:32.668000+00:00,3790,1,0
li_1O4lmWFCPJnn9IgIfbiY1oPs,cs_live_a172zr1v47iaAq393V8EJNV7bRPNkZgzcTLmnDRU6hrK2R7N9BvKVkIRkp,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52323.0,usd,Plus 3 Pack,2024-08-14 00:50:53.910000+00:00,3423,1,0
li_1N2ZLzFCPJnn9IgIrSNmtUT0,cs_live_a174J9I5G6Vy9DI0r5bHjSMnrcPGEkYiX5L5cKtE5UWtp5nFz9OvLnNrX2,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,50146.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 00:56:49.173000+00:00,4246,1,0
li_1OL7jRFCPJnn9IgIq7c9whmb,cs_live_a174lR1nAC6SCf0jTq92m38MmVCATBa9KucvfuSnsxGr3xnSyuGdO0gALd,price_1OEifQFCPJnn9IgIhmDrJzYS,item,41900.0,41900.0,usd,Plus 3 Pack w/ Cellular (Additional Kids),2024-08-14 00:48:50.417000+00:00,0,1,0
li_1MAgxXFCPJnn9IgI2k79Dhmk,cs_live_a176QnG7SpA8HA8uSikEFiXLhQUTTkCzwKMNUoufIgjNSrLFt3p2Be4aXu,price_1M9zVJFCPJnn9IgIOSLdKGN8,item,31900.0,31900.0,usd,Slim 5 Pack,2024-08-14 01:00:09.508000+00:00,0,1,0
li_1OIcFbFCPJnn9IgIA1S9GAGn,cs_live_a17FL1tCBT7iusF4upMy9gkyVHCLd9qU2y1sJK26WSofvqgwNmUsviKhPc,price_1M9zTtFCPJnn9IgI6jMLvYvt,item,41900.0,41900.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:49:13.273000+00:00,0,1,0
li_1NKAtIFCPJnn9IgIl5ldSOPO,cs_live_a17GVYxNbB3cgCiicpJzjF1OmKxbbL5PCXjQ5h1OMeVcWZ8VWWqfVOInrE,price_1NGboHFCPJnn9IgIw94DJo2l,item,19900.0,19900.0,usd,Slim 5 Pack (Green - Additional Kids),2024-08-14 00:55:19.056000+00:00,0,1,0
li_1M85t9FCPJnn9IgIvVo97Xle,cs_live_a17HBLvaMa6CK0j4szQuntBzWl9A0Z6KYTzbhswRkDkhHmLUid42W0eTPN,price_1M70yJFCPJnn9IgIouYCeazp,item,52900.0,52900.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 01:00:47.358000+00:00,0,1,0
li_1NYV0FFCPJnn9IgIFiDRMI0g,cs_live_a17M7rRUWlF2Dh0yoXaT1hjWd7r7fZcqqCUL4mH8PdshLm7zY1GsmWtyyf,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52445.0,usd,Plus 3 Pack,2024-08-14 00:54:03.783000+00:00,3545,1,0
li_1NAhS9FCPJnn9IgIVfKRbiB3,cs_live_a17NxhDB4sdGIi63ZdliNLTfgWygtwRpyYhq7CRN6czHPHGL0uwQruTaGb,price_1N48iCFCPJnn9IgIEPGPy9Un,item,45800.0,45800.0,usd,Slim 5 Pack w/ Cellular (Green),2024-08-14 00:56:11.339000+00:00,0,1,0
li_1NZjesFCPJnn9IgIloUDxqzi,cs_live_a17OXHkLKx8lNRrVLuqIwZRnlP0Q30eoyanZTnWarDAHvLJ5mtcrft4MmN,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52690.0,usd,Plus 3 Pack,2024-08-14 00:53:53.879000+00:00,3790,1,0
li_1OsqweFCPJnn9IgIJXynBqEs,cs_live_a17OgxYznEpjbWnMjJGnawMJJSEpig1pflrLZt4QapFSJHi2oszi27JZzK,price_1Oikg5FCPJnn9IgIfDVEZBnC,item,58900.0,63023.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:46:30.099000+00:00,4123,1,0
li_1MQFEGFCPJnn9IgIPAQeUHCq,cs_live_a17P1wL1GGa8YJlz2BlAcARwuuGEPNj96UsW48YmTQGRZsF9xDPMxI4WhO,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,35900.0,usd,Slim 5 Pack,2024-08-14 00:58:51.698000+00:00,0,1,0
li_1OE20UFCPJnn9IgICmVvIr8M,cs_live_a17Rs0Z8NRX2a9OxgGdHlaLLoQTA70ZYsMptJl1SuunZF4HBBm64VarvO9,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,48900.0,usd,Plus 3 Pack,2024-08-14 00:50:08.754000+00:00,0,1,0
li_1PILQeFCPJnn9IgIxRimOHKa,cs_live_a17RvOUvGpRB102RgdyHlWkibkNuidyjbssgTBmP3LBAWKuyzbduPZA6Uo,price_1OeWs9FCPJnn9IgIPy8Zi4Aq,item,37900.0,40553.0,usd,Genesis 1 Pack w/ Cellular,2024-08-14 00:44:30.299000+00:00,2653,1,0
li_1OG6tdFCPJnn9IgIVB7EAPvE,cs_live_a17UFy01vV971jlt2eSWwiIMqKjw7Tnk6em3m1CESxvVVrsMjFWFRRblB7,price_1OEig3FCPJnn9IgIrrE3enyb,item,42900.0,46010.0,usd,Plus 3 Pack,2024-08-14 00:49:47.615000+00:00,3110,1,0
li_1NaOt6FCPJnn9IgI9AktbRly,cs_live_a17V3kcvNmpyxJ5Mv9EK6jgpgpg3Z4Sq73FgWz9lasSgCpu7GmjXBN7CuZ,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,45900.0,usd,Slim 5 Pack w/ Cellular,2024-08-14 00:53:47.977000+00:00,0,1,0
li_1NrLU3FCPJnn9IgIHSAhiViG,cs_live_a17VqUkL0zUcdSYywtka9svf3jfThQeGGh6E3Ld9hJYvOWTauj6Jwml5J3,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52934.0,usd,Plus 3 Pack,2024-08-14 00:51:53.566000+00:00,4034,1,0
li_1NcaM0FCPJnn9IgI9K97iGAm,cs_live_a17WnnbuHnaJWdGQafLhI2EqolBYiceYtlmz2wp6ZnyyogVRvm4QMdDv56,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,51834.0,usd,Plus 3 Pack,2024-08-14 00:53:32.727000+00:00,2934,1,0
li_1OMP1WFCPJnn9IgIbs4AYZhH,cs_live_a17Z8NKixG3CyPTnIG5TGcP6AFj7lehGFGLJqeGqcwB9lMRgdzWygFWOBB,price_1OEig3FCPJnn9IgIrrE3enyb,item,42900.0,47233.0,usd,Plus 3 Pack,2024-08-14 00:48:40.419000+00:00,4333,1,0
li_1N0TjkFCPJnn9IgIszGLjVCN,cs_live_a17e3FrSFVyUlzLrLrYW0gz4BB7hTnLFkkYm0qMPV9txQu1NNTKi62wiiF,price_1MFflbFCPJnn9IgILcR6GhJP,item,48900.0,48900.0,usd,Plus 2 Pack,2024-08-14 00:56:57.948000+00:00,0,1,0
li_1OJldfFCPJnn9IgI1MujI7as,cs_live_a17fGhGc8cBcACgVL7Zb15XJfOxElPQTfwWhcyHw0OtgGlFlFkcXl12n0F,price_1M9zVJFCPJnn9IgIOSLdKGN8,item,31900.0,31900.0,usd,Slim 5 Pack (Blue),2024-08-14 00:49:03.437000+00:00,0,1,0
li_1Piq4mFCPJnn9IgIUsD8gxok,cs_live_a17fhovx5b2iPZTju1LGycUkpBKARstdXGrTo2O5rQVGhcg2vEyJgFv58N,price_1PbufaFCPJnn9IgI6t8feWnh,item,35900.0,38575.0,usd,Slim 6 Pack,2024-08-14 00:41:29.402000+00:00,2675,1,0
li_1OtuwXFCPJnn9IgIcGJdBcPd,cs_live_a17lcuqHKmPdyD2e0lnuy0FUDfWCdj0Nqo62JrqboKaXaIWxxhIqHrUjmc,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,35900.0,usd,Slim 5 Pack (Blue),2024-08-14 00:46:26.998000+00:00,0,1,0
li_1OKonMFCPJnn9IgItNrueUn3,cs_live_a17lhUnDnLtN7kaIWPkVBiadZ2iXiyD4yG0yCbsEqWjwxSbi6eKGOB0agy,price_1M9zTtFCPJnn9IgI6jMLvYvt,item,41900.0,41900.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:48:53.688000+00:00,0,1,0
li_1P6gS7FCPJnn9IgIlZASnFri,cs_live_a17lpakhEH2j794E21ovL1YiYU03k3HXFJEfwm08gcviyPx4B2sT0f8UG6,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,38862.0,usd,Slim 5 Pack (Blue),2024-08-14 00:45:30.273000+00:00,2962,1,0
li_1PidvWFCPJnn9IgIbURyMfHZ,cs_live_a17m1qFGGk5GaQCYpJPqVpkOCOm2doUtUAmHYLrhupO85Re2gYsQYPr0P2,price_1OeWruFCPJnn9IgIl5C20sGN,item,25900.0,25900.0,usd,Genesis 1 Pack,2024-08-14 00:41:32.672000+00:00,0,1,0
li_1NFUpGFCPJnn9IgIvfhQb5VS,cs_live_a17rUXKgtQ5ZvKxBkXz2V7iqTHQGprUigV4QQGx8werzwsWjbDOA6vJYAd,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,58800.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:55:44.153000+00:00,0,1,0
li_1N64uYFCPJnn9IgIwbU403tz,cs_live_a17saiZWJBQwiUkqhimKiAcM6w7OzLPGQoTxlRuUzRuzRRj70Qbj9jpPb9,price_1N48iCFCPJnn9IgIEPGPy9Un,item,45800.0,45800.0,usd,Slim 5 Pack w/ Cellular (Green),2024-08-14 00:56:35.166000+00:00,0,1,0
li_1OWJyZFCPJnn9IgIBHI5Adhd,cs_live_a17sbFHB96a2sFvLnzIbDLPqgSWxEs48OCnqEIIV2j4n7xAFmTfAVJepW3,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,48900.0,usd,Plus 3 Pack,2024-08-14 00:47:51.178000+00:00,0,1,0
li_1NSTl6FCPJnn9IgITQhtUKlo,cs_live_a17ssbKc7sWfYR2vI4D71RyNtcwUo6rlKiDEybYEP9YkNhosftutymQipF,price_1N48i6FCPJnn9IgIusDuBEuB,item,35900.0,35900.0,usd,Slim 5 Pack (Green),2024-08-14 00:54:33.807000+00:00,0,1,0
li_1NqjhgFCPJnn9IgIyTpHCb2a,cs_live_a17uHwtTuYnoefiMAN9l12WoXRff4I1oratBYknnu93JUkUzgIeBdRr1p5,price_1N5BWdFCPJnn9IgIf8pbFJvV,item,47900.0,47900.0,usd,Plus 3 Pack w/ Cellular (Additional Kids),2024-08-14 00:51:53.570000+00:00,0,1,0
li_1NZhMEFCPJnn9IgIarh8BukX,cs_live_a17urQNrCRWcRI5yPofVmahcIziUM6fWOKPxcuumeXfk1XnICnidmH4iG8,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,52323.0,usd,Plus 3 Pack,2024-08-14 00:53:57.200000+00:00,3423,1,0
li_1M9d5eFCPJnn9IgIuMpO4SHk,cs_live_a17vzDmtz0yepB2j4atgR3j8uGaC6Ro4nANslSIgPa0S4lIXv1p79dnRL6,price_1M9WWUFCPJnn9IgI5RryZklO,item,47900.0,47900.0,usd,Plus 2 Pack w/ Cellular (Additional Kids),2024-08-14 01:00:20.130000+00:00,0,1,0
li_1Pn5abFCPJnn9IgIHmtfuPJE,cs_live_a17wLRS6c6WC3l0WY5v6Qa5IUTy1KNq50Pi4jUQJon0GtNDuWiDSLpdNNs,price_1PmrDaFCPJnn9IgIOhWNq6aC,item,33900.0,33900.0,usd,Genesis 1 Pack w/ Cellular,2024-08-14 00:40:54.326000+00:00,0,1,0
li_1OFNp5FCPJnn9IgINXj5p7qH,cs_live_a183sVVHuhCwbrvPDUJaSQvZPwHoKJVCRKbPM77LnUNUyDPE3Rx8iFCWjA,price_1M9zTtFCPJnn9IgI6jMLvYvt,item,41900.0,45860.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:49:57.285000+00:00,3960,1,0
li_1PbpeUFCPJnn9IgIit2dOt3k,cs_live_a1853bgm74zusVMIcEWU2Zx0TeOhQL63Rth6UhNa2KxMqKzWYq7DxitFXe,price_1MFfjuFCPJnn9IgImxBbskc1,item,45900.0,45900.0,usd,Slim 5 Pack w/ Cellular (Blue),2024-08-14 00:42:22.594000+00:00,0,1,0
li_1MC4y4FCPJnn9IgIDjPjDSac,cs_live_a186Yz5khh49rUq89SyVG9Qkus5HC0CoXGyzPth5gfJsDuN8dAzjKX4Km2,price_1M9zUmFCPJnn9IgIQjkF8ZS2,item,52900.0,55810.0,usd,Plus 2 Pack w/ Cellular,2024-08-14 01:00:00.977000+00:00,2910,1,0
li_1MEkRDFCPJnn9IgICRsYeiJ3,cs_live_a18BeNRhhQjEMM8Sf4hhuD10x3m3wHtGQBjpBz0awRRfTFmap7gzx9D4UL,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,46010.0,usd,Plus 2 Pack,2024-08-14 00:59:38.676000+00:00,3110,1,0
li_1NN76eFCPJnn9IgIsWOtyINW,cs_live_a18II9Puy10Y7sHFNehfhJdUQx0qOXflOoZyWLN1cxPGah0pUK7T2pGn0Y,price_1N5BWYFCPJnn9IgILQZTUvME,item,58800.0,58800.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:55:01.234000+00:00,0,1,0
li_1MCv2YFCPJnn9IgIzZxs4cT5,cs_live_a18Ia84eBKesEnvtNw97cAO2x91kdEaWsUBmLQ9IIIlB27F4egSJXC6lJB,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,42900.0,usd,Plus 2 Pack,2024-08-14 00:59:52.246000+00:00,0,1,0
li_1PkpBuFCPJnn9IgIQzY5zT95,cs_live_a18NkPbOMXnWSyenEz2yrlbfR2u6BF3pCTJnz2AXaVqzb9LzwgThTdTAtZ,price_1OeWs9FCPJnn9IgIPy8Zi4Aq,item,37900.0,40307.0,usd,Genesis 1 Pack w/ Cellular,2024-08-14 00:41:12.878000+00:00,2407,1,0
li_1NMKMtFCPJnn9IgITOvg26Su,cs_live_a18V4aDY949sE6saX8XeOZnLANzsm1zEsIruh9sq7Cpjmw8x9L4eCFKRjp,price_1N5BWWFCPJnn9IgIl1raW03P,item,48900.0,48900.0,usd,Plus 3 Pack,2024-08-14 00:55:06.833000+00:00,0,1,0
li_1Pc9ELFCPJnn9IgIV3xQGvHR,cs_live_a18V7hzQYLZbhJTtNfS66VvtU4kliEtB7YeZcyMlEdV3jeZ5x2cALNoFnz,price_1MFfiuFCPJnn9IgI5j5mZpSc,item,35900.0,38575.0,usd,Slim 5 Pack (Blue),2024-08-14 00:42:22.590000+00:00,2675,1,0
li_1P8iHkFCPJnn9IgIV8mkvZae,cs_live_a18WEcYfQ3PZB2px3qnJJRq6g6VeUtqXF3fc4fO3P6TtYlK5QkEc6NLj8F,price_1OeWsMFCPJnn9IgIblywWlUI,item,27900.0,27900.0,usd,Genesis 1 Pack w/ Cellular (Additional Kids),2024-08-14 00:45:21.299000+00:00,0,1,0
li_1MEf2eFCPJnn9IgI7uFfAYfu,cs_live_a18XKHljfDBP3nwS66YSmTP3TzXFxjL6bl4pQrTn8f10Lv3iBmlvWkUGY4,price_1M9zV1FCPJnn9IgIllcNVyri,item,42900.0,46332.0,usd,Plus 2 Pack,2024-08-14 00:59:38.677000+00:00,3432,1,0
li_1OG17WFCPJnn9IgIk0agVdaE,cs_live_a18YQV9XtRa6Gn9UxYxYdOiUnP0HfFam40SsOuUTCwAJJLq2OCJot90fEv,price_1OEidBFCPJnn9IgIf2yIG62B,item,52900.0,56868.0,usd,Plus 3 Pack w/ Cellular,2024-08-14 00:49:50.606000+00:00,3968,1,0
