form_id,id,form_parent_field_id,ref,title,type,property_description,property_button_text,property_shape,property_structure,property_separator,property_currency,property_default_country_code,property_allow_multiple_selection,property_randomize,property_allow_other_choice,property_vertical_alignment,property_supersized,property_show_labels,property_alphabetical_order,property_hide_marks,property_start_at_one,property_show_button,property_price_type,property_price_value,property_label_left,property_label_right,property_label_center,layout_type,layout_placement,layout_attachment_type,layout_attachment_href,layout_attachment_scale,layout_attachment_property_brightness,layout_attachment_property_description,layout_attachment_property_focal_point_x,layout_attachment_property_focal_point_y,validation_required,validation_max_length,validation_min_value,validation_max_value,validation_min_selection,validation_max_selection,_fivetran_synced,_fivetran_start,_fivetran_end,_fivetran_active
Taztlocm,8d1MoUHv5Lk8,cAaCVRcedymx,c7af4e95-7819-4fe5-ab50-d18e48e43a91,Your quick rating of how the last two weeks have gone:,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:03.768000+00:00,2021-10-14 18:04:17.504000+00:00,9999-12-31 23:59:59.999000+00:00,True
fhmGtCBS,jOX3GKM3u4SS,,f7eaced2f3cdcd54,*Need a refund or exchange?*,WELCOME_SCREEN,"\*Please [contact Customer Care](https://pinwheel.com/) If You Need Help!

Click below or press enter to begin!",Yes please,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:36.180000+00:00,2021-05-11 04:21:16.159000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,oVgKDqXHUggw,aqnY1xmSwia3,43a6d828-59d4-4a50-946a-9b7823876895,"Please tell ISAIAH what you see as the greatest strengths, superpowers, achievements, and areas to improve",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:11.336000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,PKWTqhlihXJj,xmPtVK9YbRiH,2402fc62-f477-407d-a016-d16e63d4d226,What languages and/or frameworks are you most comfortable with? Please include a bit about why you like these tools. ,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.279000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
prVoxNf9,JchCpvqr8d8p,b5bBpNNm5DKA,dacd9fc3-8cf4-4d57-954f-b6c4c7352394,How do you rate yourself in Posting to Twitter?,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:30.547000+00:00,2021-07-12 21:48:13.416000+00:00,9999-12-31 23:59:59.999000+00:00,True
CboEYzb7,0HpamntzV0xU,FuYCn8dynK52,a770c5dd-30bb-4c49-b565-f2e02438a223,Why do kids want smartphones?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:37.932000+00:00,2022-03-09 13:49:27.109000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,qWLlPzczm4N6,,59080c11-b825-4f23-bfec-af5b370a9b58,"How many hours, on average, did you use Paperspace Gradient *every week*?",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.800000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,yTYUjrC9kTZF,ths0aVK54nzM,a4fa6c275325d285,List some skills you would love to pick up. (Rank them however you'd like and explain it). ,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:58:12.278000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
u0TPD34T,auUMZ42IxUdo,,ec273cda-9094-4f12-97e3-e4765a7f6414,"On a Scale of 1 - 5, please rate the overall effectiveness of parent guardians' approach to introducing smartphones to their kids?",opinion_scale,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:30.919000+00:00,2021-07-22 14:55:23.235000+00:00,9999-12-31 23:59:59.999000+00:00,True
LzAPLKMT,3qBGZU1kE5YB,,01EZ5W56CMC0BSB0T19G9A6DQ0,Thank you for your feedback!,THANKYOU_SCREEN,,again,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:38.337000+00:00,2022-03-08 01:20:51.009000+00:00,9999-12-31 23:59:59.999000+00:00,True
XlCI6VzX,BuiThktoYtUx,,43865654-1537-4e1f-b0ce-df9e6dca9d62,Thank you for giving Pinwheel a chance!,statement,"We're sorry Pinwheel wasn't a good fit for your family!

*Please check your email inbox for further instructions!*",Continue,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:55.325000+00:00,2021-05-02 18:07:44.377000+00:00,9999-12-31 23:59:59.999000+00:00,True
yJhVac,QByzGcqSFiDt,,c71e6f81-2f04-4ffa-880c-fe4af2a8f8c7,How can we improve Pinwheel for you?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:13.480000+00:00,2020-07-30 21:21:20.367000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,uxZzFjYdjl9f,Ui0VtZ5zXKAZ,68e0a0cd-5434-4c9a-b3e6-03e7e0f4b789,Were the training materials comprehensive?,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.782000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
mpHWnxIf,doqoBcW22Zpc,,01EZ5W56CMC0BSB0T19G9A6DQ0,Thank you for your feedback!,THANKYOU_SCREEN,,again,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:02.637000+00:00,2022-07-01 18:47:51.536000+00:00,9999-12-31 23:59:59.999000+00:00,True
FXuUqlhr,qQS3p1M8EgKS,,7f873940e90a9618,"Before you go, do you have any final thoughts?",long_text,"Is there anything we didn't ask that you'd like to share? If the answer is yes, we want to hear!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:09.228000+00:00,2020-08-12 19:42:17.689000+00:00,9999-12-31 23:59:59.999000+00:00,True
Txo4Ri0C,hr56fnud6o6j,,53e749c923295967,Are you a Pinwheel User? ,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:32.883000+00:00,2021-06-04 19:38:40.988000+00:00,9999-12-31 23:59:59.999000+00:00,True
bVLUqNNk,AJVUJMHKQOrZ,,b6d5dcc7-cc9d-4ba1-ad1a-3569774f0135,What's your name?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:36.976000+00:00,2023-02-03 12:11:12.956000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,Jb7hNaVGrdvt,,96781424-a517-478d-af3d-a6c6f2578f06,"How many hours, on average, did you spend on the practicum *per week*?",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.713000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
WS3wWFs4,rRRB0w8OE6V7,,43aa8298-7562-4bf7-babf-d8f0a02228d5,Please provide your email (optional),email,"In case we need to follow-up to learn more about this issue, please provide your email address.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:50.163000+00:00,2021-09-24 19:52:58.800000+00:00,9999-12-31 23:59:59.999000+00:00,True
Txo4Ri0C,lSIQhBIsKVsy,,7e647f516276dbf5,Tell us about you. Please include full name! ,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:32.883000+00:00,2021-06-04 19:38:40.988000+00:00,9999-12-31 23:59:59.999000+00:00,True
qqmMBabq,YY3W8MNd151e,,01GNHW70CCCAV9J0NPCJVTMZMH,What's your name?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:42.993000+00:00,2023-01-05 17:17:55.620000+00:00,9999-12-31 23:59:59.999000+00:00,True
vgBnsZ5t,rhsUpP6qTHPb,,c45126fe-019a-45ed-8ff5-e1d10320219c,You're a *Screen Time Savant*.,THANKYOU_SCREEN,Living in the tech world isn't easy but you've found a healthy give and take to maximize the benefits of technology! Your best tools are those that let you set healthy boundaries and reinforce trust between you and your child.,Check Out Pinwheel,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:40.257000+00:00,2021-04-13 19:03:18.853000+00:00,9999-12-31 23:59:59.999000+00:00,True
IRVemSeC,sBiHoFiY9dkj,,798a2633-bb70-4288-92b3-bba7a5927dab,Let's talk about MANAGING the crisis,group,,Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:32.499000+00:00,2021-06-04 17:57:01.213000+00:00,9999-12-31 23:59:59.999000+00:00,True
fgdJcRKf,2JZAz3Dna6Ez,,c3f274db-328c-41bd-bf8e-dcdf31dcda50,How easy or difficult was it to set up your Caregiver Portal and child's Pinwheel?,opinion_scale,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:32.245000+00:00,2023-03-08 16:33:42.649000+00:00,9999-12-31 23:59:59.999000+00:00,True
F8jt6tYB,92X7dtQ2GUvI,,5043353f-cf9d-40dc-b7f2-4f3da9afaca2,Is there something specific you are asking for in exchange for your efforts? What?,multiple_choice,,,,,,,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:59.398000+00:00,2021-09-29 16:48:40.646000+00:00,9999-12-31 23:59:59.999000+00:00,True
I7o6uxCF,YVNkRqKSk4rg,nhZyVP20YKng,a6e3b345-74ac-4b38-8afb-1672241cea87,Do some 5 whys. *WHY *did this crisis come about?,file_upload,"Attach a picture of your 5 whys/root cause analysis (hand drawn, mindmap, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:31.722000+00:00,2021-06-07 19:57:37.275000+00:00,9999-12-31 23:59:59.999000+00:00,True
wzxbYq72,mnkWeyX88QIp,,4a19d9e9-f3aa-4729-b523-57361abfd877,The term that we're currently using is _*Freemium*__._,yes_no,"Does this label make sense?
Does this label help you understand the description without any context?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:45.089000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
qd1BXBHF,I3JRIimpdRxM,,0088f1e3-b676-4cd0-a445-fc383ecfbf34,Have you used any MLOps frameworks or tools before?,short_text,"If so, name them and include any details you think are relevant. Examples might include Metaflow, MLFlow, DVC, etc.

(Note that prior experience with these tools is not a requirement, so feel free to leave this blank.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:43.377000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
fhmGtCBS,0nEkrPAk3G0r,,74434494-3643-4910-a552-a46993730353,What is your phone Model?,multiple_choice,Which phone model is yours?,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:36.179000+00:00,2021-05-11 04:21:16.159000+00:00,9999-12-31 23:59:59.999000+00:00,True
F8jt6tYB,BsfhuNk95s6U,,66d3f0b6-4e23-4f5f-b23f-250a6616fa24,Why do you want to be a Pinwheel Ambassador?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:59.396000+00:00,2021-09-29 16:48:40.646000+00:00,9999-12-31 23:59:59.999000+00:00,True
yud5HMZ4,s8MTdNYkraSJ,,9a8af45f-82a1-4a68-a8de-f39946d42f81,Is there something else you have in mind in exchange for your efforts?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:43.478000+00:00,2022-10-23 18:47:45.935000+00:00,9999-12-31 23:59:59.999000+00:00,True
cREUGF3B,0esJT1HywLWv,,d0fd,"*Thanks so much.*

We'll use your feedback to improve the next webinar, and send you your *Coaching Communication Competency* handout.",THANKYOU_SCREEN,,again,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:36.583000+00:00,2021-05-06 16:50:14.381000+00:00,9999-12-31 23:59:59.999000+00:00,True
wzxbYq72,SdKjauGFLFyh,,04d74d74-d0a3-4d33-8e02-bee4f59ca6d7,"The app will not work as expected and some features might be block, due to Pinwheel's Safety Feature.",multiple_choice,Which label does Pinwheel use to describe this?,,,,,,,False,True,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:45.090000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
CQhkbPLU,MqLnYjeygHHm,,455c5a538aa64976,Enter your name,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:41.289000+00:00,2021-03-15 18:26:25.792000+00:00,9999-12-31 23:59:59.999000+00:00,True
SlUPej,sT5WXX0lgkny,,56b9be96-a364-48cd-9bca-3088a40a6d4a,What is your child's age?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.464000+00:00,2022-06-15 01:34:31.308000+00:00,9999-12-31 23:59:59.999000+00:00,True
u0TPD34T,HrpJ9lDDzhQX,IKLjw2XxumZH,c21afdc2-24e6-4b1c-9529-506d84fcc178,Attention Span,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:30.917000+00:00,2021-07-22 14:55:23.235000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,Eu3gnQOYVMLC,Ui0VtZ5zXKAZ,c3cbcf7c-0ecf-4c9e-b0a2-0d85ec5f3bba,Pacing of the training materials shared in Weeks 1 - 4,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.779000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
F8jt6tYB,gdZoMnGWDOV3,,1c0e0064-dadf-4a01-990a-7f5949a9c223,What is your Venmo handle? ,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:59.398000+00:00,2021-09-29 16:48:40.646000+00:00,9999-12-31 23:59:59.999000+00:00,True
xaHb3xw2,U1n9cumxa0CH,,9f4ae9f0bcab1802,"Next up, your details. What's your *first name?*",short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:46.687000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
YzlOKAhR,qPiTH36QCW2T,,e6933f15-96d5-479c-9f90-0fc5e659058d,To The Point ,statement,"Standardized advisory points for quick scanning. More information on each term we use in a central glossary. 

(Like the example shown here.) ",Continue,,,,,,,,,,,,,False,,,,,,,,split,left,image,https://images.typeform.com/images/ZA7QKT8jEKZM,,0.0,Bullets-Only-App-Advisories-5,-1.0,-1.0,,,,,,,2023-05-09 15:56:53.566000+00:00,2021-09-14 16:52:12.761000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,ByvG2qE3Cy0E,bpq2LwjbkycH,82aa6c8c-0081-4f47-bbac-b868bc3f48f5,HuggingFace,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.758000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
yeS1TlQR,GWIbd0mPLOt4,,1d4a5ebe-6eb8-4c5b-808c-2dfa1bdf6132,Why?,long_text,Or what else should we know about this?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:00.226000+00:00,2021-08-30 23:11:03.231000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,wBl7jXOIYsOn,FTJTOjH5T4Lj,7adf485c-43a9-4d4f-a49d-2a264f04cf43,Please give an overall rating to our TEAM,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:14.326000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
XUa9ggXY,88tV3DtHwQVO,,4817ade7-47fc-4aea-acbb-4589221efb6c,Which features of Pinwheel are most important to you?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:34.441000+00:00,2021-05-21 20:28:16.020000+00:00,9999-12-31 23:59:59.999000+00:00,True
xs0tZs,MLk5kycCuXac,,afd35ffe-2158-4025-8e46-1aa8a971abb0,Email: ,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:58:14.007000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
ISqXIIGr,ZYxDkZKyCkPn,,01G7AK3ZCG21NN91BV0HGVK4QN,,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,split,,image,https://images.typeform.com/images/WMALzu59xbXQ,,,,,,False,,,,,,2023-05-09 15:56:00.710000+00:00,2022-07-06 20:28:43.276000+00:00,9999-12-31 23:59:59.999000+00:00,True
prVoxNf9,p4XVQeIRfSy6,0315HB1hWkBo,01E0D1EZECGZGF1SEFRW57SZHG,What are your PERSONAL goals for the next 6 months?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:30.550000+00:00,2021-07-12 21:48:13.416000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,NpjUjjCgoae5,,f4cbeab2-b633-4d53-ad78-36bd32b11daa,What's your email address?,email,Use your Georgia Tech email address (ending with @gatech.edu). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:40.961000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
XsezE0qD,yX0IjpkpxxMz,,15af3aa5-cc8f-4086-98aa-a3de0e0b96be,What is your email?,email,"This will be your user ID for logging into your Caregiver Portal account. 
For security, please make sure it is an email account your child cannot access. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:18.371000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
SlUPej,CNadrr2gMBsF,,06bba75a-4019-4394-bc1f-444918639e4a,My most important reason to buy a Pinwheel Phone was :,multiple_choice,,,,,,,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.465000+00:00,2022-06-15 01:34:31.308000+00:00,9999-12-31 23:59:59.999000+00:00,True
zGAJwdex,a2a6MCXr2XaF,,a8552261-943c-4fca-a2b2-d5dca705843f,Please leave your email (optional).,email,If you're okay with us following up with you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:45.901000+00:00,2022-04-15 01:39:06.816000+00:00,9999-12-31 23:59:59.999000+00:00,True
fvZ2fdz9,2Qd1p6CeTZqt,,95269427-c8e1-4955-b2b8-de5e8873e025,Would you like us to let you know what we decide?,yes_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:52.826000+00:00,2021-06-04 22:32:02.167000+00:00,9999-12-31 23:59:59.999000+00:00,True
CeKmJj5Q,xXAt6wX0KeoN,,01GFNSMJYMK83BS8ZEVFPP6RDW,,THANKYOU_SCREEN,,Create a typeform,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:58.712000+00:00,2022-10-18 17:36:56.171000+00:00,9999-12-31 23:59:59.999000+00:00,True
v5fs4MLL,xhFQbuDFwzeg,,5a3eb2e3-015b-473c-b9f3-d464a3361cbc,"Your order details are below. To make changes, click Back.

Click Check Out to enter your payment information. You will have a chance to review your order before submitting payment.",THANKYOU_SCREEN,"Pinwheel Plus 2
Dual Layer Red Case",Check Out,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:43.790000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
h4XR8yCW,mjoLOfMYzmCl,,3f800863-e5ea-4e79-ba33-cebbffde4e6a,What things didn't go well with the Redesign work?,long_text,Let me know what didn't go well or as smooth as you would have expected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:36.554000+00:00,2022-04-13 19:46:57.817000+00:00,9999-12-31 23:59:59.999000+00:00,True
I4ZQHmc7,keP8atfl8qED,,9cae4f94-301d-440f-b120-3273b1d88aef,Did you experience any bugs or significant delays? Please describe them in detail.,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:40.279000+00:00,2023-01-11 04:59:05.211000+00:00,9999-12-31 23:59:59.999000+00:00,True
gmvhyLfk,7sFI3NcS6Lol,,6d762ec8-715b-4566-9154-9e8b5115eae6,How likely are you to recommend Pinwheel to someone else?,opinion_scale,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:41.846000+00:00,2022-03-06 03:43:59.512000+00:00,9999-12-31 23:59:59.999000+00:00,True
D2ZGBXmn,uqpvwkOl4x91,,89b2017e-c53b-478f-913d-930100712139,How transparent is the decision-making process of the product team?,matrix,_Product team = Noah + Greta_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:22.702000+00:00,2023-05-08 19:11:24.487000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,KMQmCRaiDNld,,176e3f47-ff94-49ab-b67e-f081c32379ff,What did you like about your experience with Pinwheel?,long_text,Please be as detailed as possible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.796000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
prVoxNf9,SCOxaq64PzLX,b5bBpNNm5DKA,01E0D1EZECFGA8HRK05ZFB08FH,How do you rate yourself in HubSpot - Creating a Landing Page,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:30.545000+00:00,2021-07-12 21:48:13.416000+00:00,9999-12-31 23:59:59.999000+00:00,True
gmvhyLfk,oFgUt9iwm4qt,,a8552261-943c-4fca-a2b2-d5dca705843f,Please provide your email.,email,"_(Optional, if you're okay with us following up with you!)_",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:41.848000+00:00,2022-03-06 03:43:59.512000+00:00,9999-12-31 23:59:59.999000+00:00,True
HexkhBho,pbBMKk99pOzD,,248323b1-8b9c-41e2-9539-11f37287f078,Please read the conversation snippet on the left. *Is/was someone in this conversation in real danger?*,multiple_choice,"
Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/2RE8ttJpu3wW,,,last_tet,,,False,,,,,,2023-05-09 15:55:54.917000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
DxKhv6bR,lBQotCvcqKG9,NNJbsC29VCzq,70c13636-dc35-41bf-a71c-fab3c40b74a1,What are your thoughts on this topic area?,long_text,"What we do well, what you'd change - share it all!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:10.394000+00:00,2020-07-30 22:31:49.535000+00:00,9999-12-31 23:59:59.999000+00:00,True
fVpJAWb6,O5oeGjQ9xZqf,,73498bf7-37a2-4155-845e-d15c0538298a,How many sets of pants would you like?,number,They're $10 each.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:47.249000+00:00,2022-11-15 16:44:11.724000+00:00,9999-12-31 23:59:59.999000+00:00,True
pmP1rTmc,8yI2ICW3j7X3,,cb5af9e1-f25f-4659-a8e0-4939c2b1957b,Thank you! We will notify you when our new hardware model is available.,THANKYOU_SCREEN,,again,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:48.699000+00:00,2021-09-14 03:05:35.056000+00:00,9999-12-31 23:59:59.999000+00:00,True
TXOxFsVH,hrlKfQTJvvpw,,67822862-1272-4f95-b39b-7269daf797e0,Upload your completed notebook here,file_upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:33.107000+00:00,2023-02-03 12:12:17.772000+00:00,9999-12-31 23:59:59.999000+00:00,True
FXuUqlhr,ui5wNzYemfmv,,48c64405-f0d8-45ed-a3ec-547aba5e4618,"As a company and culture, how well do we COMMUNICATE",group,"We're talking how we communicate, not whether we're great spelling or grammar wizards. ;)",Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:09.224000+00:00,2020-08-12 19:42:17.689000+00:00,9999-12-31 23:59:59.999000+00:00,True
Jr3UXdoc,afXmdYi9pohV,,674453e3-6949-422c-afd3-1d2034fdda64,How often are you frustrated or confused when using Pinwheel?,opinion_scale,_(Optional)_,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:59.071000+00:00,2022-11-01 19:12:29.276000+00:00,9999-12-31 23:59:59.999000+00:00,True
FXuUqlhr,3sBa9D1pyLbs,TA3poqGyyU2W,cc18099f-1c0e-43de-a1ae-5b74158ba670,Please give a rating,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:09.225000+00:00,2020-08-12 19:42:17.689000+00:00,9999-12-31 23:59:59.999000+00:00,True
fhmGtCBS,TUMNXEVcUi7L,,7f479298-5af7-41c3-9761-6082ac0085f5,Enter your return confirmation code.,short_text,Please enter your return confirmation code given to you by your Customer Care representative.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:36.178000+00:00,2021-05-11 04:21:16.159000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,B7yZIQwcnlmh,,937c2f7d-7723-4596-8472-72338b0eff53,What's your GitHub email?,short_text,It should be associated with the same account that you provided in the last question.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:40.962000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,vZol83EBMKuF,,e5b2e48840ddffa8,"We're looking for incredible entry-level summer interns in Product Development, Software Engineering, Design and Marketing. Are you the right person for the job?",WELCOME_SCREEN,,Let's find out,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:12.283000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
DxKhv6bR,xtRiOpgaIYS6,HsGOQ220USyh,eaccb781-ff34-49cd-b5a9-fd535ffbcb9c,What are your thoughts on this topic area?,long_text,"What we do well, what you'd change - share it all!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:10.394000+00:00,2020-07-30 22:31:49.535000+00:00,9999-12-31 23:59:59.999000+00:00,True
