id,amount,currency,date,description,discountable,livemode,metadata,period_start,period_end,proration,quantity,unit_amount,is_deleted,plan_id,price_id,customer_id,invoice_id,subscription_id,subscription_item_id,_fivetran_synced,test_clock,unit_amount_decimal
ii_1PmIMhFCPJnn9IgIF83jwbkf,19900,usd,2024-08-10 16:42:03+00:00,Slim 6,True,True,{},1723308123,1754844123,False,1,19900,False,,price_1PaMduFCPJnn9IgI9jn8pqhn,cus_QdZVcYY6kjcgKP,in_1PmIMhFCPJnn9IgIb3JteDAE,sub_1PmIMhFCPJnn9IgIupMw1CXs,,2024-08-14 01:48:06.825000+00:00,,
ii_1Pm6udFCPJnn9IgINkYzXcft,59900,usd,2024-08-10 04:28:19+00:00,Pixel 8A,True,True,{},1723264099,1725942499,False,1,59900,False,,price_1PJikjFCPJnn9IgIJ6ZMXTLZ,cus_QdNfzzGNgb8Jv8,in_1Pm6udFCPJnn9IgIi6MKcgqC,sub_1Pm6udFCPJnn9IgIPnt8pF46,,2024-08-14 01:48:04.674000+00:00,,
ii_1PnThzFCPJnn9IgIfUO5rgQf,1199,usd,2024-08-13 23:00:55+00:00,Screen Protector - Plus 3,True,True,{},1723590055,1723590055,False,1,1199,False,,price_1OWwxHFCPJnn9IgIesFI2uAN,cus_JzWzkNTvx6QSoy,in_1PnThRFCPJnn9IgIx41Z4UCe,,,2024-08-14 01:48:29.255000+00:00,,
ii_1PgF5rFCPJnn9IgIKGrmYFg3,-1146,usd,2024-07-24 23:59:39+00:00,Unused time on Subscription (Monthly) after 24 Jul 2024,False,True,{},1721865578,1723914085,True,1,-1146,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_M8rpOx4WdEbrsA,in_1PgF5rFCPJnn9IgIgylOO7sL,sub_1LQa5RFCPJnn9IgIw6zW0JAR,si_M8rpykt5SIlDW3,2024-08-14 01:45:42.832000+00:00,,
ii_1PgonNFCPJnn9IgI3lgQP7G1,4,usd,2024-07-26 14:06:57+00:00,Remaining time on 2 × Subscription (Monthly) (with $14.99 off) after 26 Jul 2024,False,True,{},1722002817,1722024933,True,2,4,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_OaEcgMkuKsMqlF,in_1PgonNFCPJnn9IgI7Tl8veZC,sub_1NuhfNFCPJnn9IgI2rrDmnsR,si_Oi7vGRApD4BCMI,2024-08-14 01:45:52.439000+00:00,,
ii_1PgxnYFCPJnn9IgIIE7GX34y,1199,usd,2024-07-26 23:43:44+00:00,Case (Clear) - Genesis,True,True,{},1722037424,1724715824,False,1,1199,False,,price_1OWwtmFCPJnn9IgIFiRgN5je,cus_QY3v3Dl3VwNmUx,in_1PgxnYFCPJnn9IgISJocf6aE,sub_1PgxnYFCPJnn9IgIJ4RUc5lw,,2024-08-14 01:45:53.952000+00:00,,
ii_1PmL5CFCPJnn9IgIg72Inhx7,2199,usd,2024-08-10 19:36:10+00:00,Guardian Case (Blue) - Slim 6,True,True,{},1723318570,1725996970,False,1,2199,False,,price_1PagOiFCPJnn9IgIEJ4mbt9c,cus_QdcJON5VusGcBt,in_1PmL5CFCPJnn9IgIwJhInvsJ,sub_1PmL5CFCPJnn9IgIZzH5CB7x,,2024-08-14 01:48:08.689000+00:00,,
ii_1PgUPYFCPJnn9IgINOR9xMzE,2199,usd,2024-07-25 16:21:00+00:00,Guardian Case (Burgundy) - Slim 6,True,True,{},1721924460,1724602860,False,1,2199,False,,price_1PagQcFCPJnn9IgI8K0dgdMx,cus_QXZYbSo2xIbhXA,in_1PgUPYFCPJnn9IgIpPBVkT0M,sub_1PgUPYFCPJnn9IgI9BukYqL5,,2024-08-14 01:45:46.086000+00:00,,
ii_1PfNXSFCPJnn9IgIYJSSnPEN,39800,usd,2024-07-22 14:48:34+00:00,Slim 6,True,True,{},1721659714,1724338114,False,2,19900,False,,price_1PaMduFCPJnn9IgI9jn8pqhn,cus_QWQOaES5EeKDhB,in_1PfNXSFCPJnn9IgIi1WG1Zas,sub_1PfNXSFCPJnn9IgIG571Ozjr,,2024-08-14 01:45:28.392000+00:00,,
ii_1PmIvMFCPJnn9IgIO39pGaes,28900,cad,2024-08-10 17:17:52+00:00,Slim 5 (Blue),True,True,{},1723310272,1754846272,False,1,28900,False,,price_1PMeQeFCPJnn9IgIfvaMfJM7,cus_Qda5yofv3SQJU5,in_1PmIvMFCPJnn9IgIp3VKfckb,sub_1PmIvMFCPJnn9IgI9WhRZQJW,,2024-08-14 01:48:07.356000+00:00,,
ii_1Pj34UFCPJnn9IgItPuBYmnY,59900,usd,2024-08-01 17:45:50+00:00,Pixel 8A,True,True,{},1722534350,1722534350,False,1,59900,False,,price_1PJikjFCPJnn9IgIJ6ZMXTLZ,cus_MW23gKLyRXty5M,in_1Pj344FCPJnn9IgI7n4jP7Lz,,,2024-08-14 01:47:05.354000+00:00,,
ii_1PgWE3FCPJnn9IgI9m4FeWO8,9900,usd,2024-07-25 18:17:15+00:00,Genesis 1,True,True,{},1721931435,1724609835,False,1,9900,False,,price_1ORrrJFCPJnn9IgIvBoviQ7I,cus_QXbQ4j0TGQ7sLC,in_1PgWE3FCPJnn9IgIR2Fm2sqz,sub_1PgWE3FCPJnn9IgIquVNOqdb,,2024-08-14 01:45:48.490000+00:00,,
ii_1PlAauFCPJnn9IgIDmCcyvDO,28900,cad,2024-08-07 14:12:04+00:00,Slim 5 (Blue),True,True,{},1723039924,1725718324,False,1,28900,False,,price_1PMeQeFCPJnn9IgIfvaMfJM7,cus_QcPPTDI4iWwTv0,in_1PlAauFCPJnn9IgI6G5okSEW,sub_1PlAauFCPJnn9IgIul4q9bDR,,2024-08-14 01:47:49.375000+00:00,,
ii_1PfS8TFCPJnn9IgIZZWL31Cy,4000,usd,2024-07-22 19:43:05+00:00,Express [Shipping],True,True,{},1721677385,1724355785,False,1,4000,False,,price_1JmO0NFCPJnn9IgI4tLg62Ho,cus_QWV8U0JyRTH3mx,in_1PfS8TFCPJnn9IgI0TYFk9q8,sub_1PfS8TFCPJnn9IgIIGorSBlr,,2024-08-14 01:45:30.425000+00:00,,
ii_1Pj2ZhFCPJnn9IgIkZqo8Sjq,9999,usd,2024-08-01 17:14:01+00:00,Product Protection - 2 Year,True,True,{},1722532441,1725210841,False,1,9999,False,,price_1MPSuVFCPJnn9IgIso4QWaKP,cus_QaCzXdohoqKBAv,in_1Pj2ZhFCPJnn9IgIzPgavNtj,sub_1Pj2ZhFCPJnn9IgIYDiVd8Zr,,2024-08-14 01:46:29.770000+00:00,,
ii_1PkrIPFCPJnn9IgIonk8cRzg,100,usd,2024-08-06 17:35:41+00:00,Mint Mobile,True,True,{},1722965741,1725644141,False,1,100,False,,price_1JFKX1FCPJnn9IgIgcMgSt4l,cus_Qc5TeuWexrAF3P,in_1PkrIPFCPJnn9IgIcz8Hsied,sub_1PkrIPFCPJnn9IgIfaLZyw47,,2024-08-14 01:47:44.834000+00:00,,
ii_1PiOjBFCPJnn9IgIce0ePYPE,100,usd,2024-07-30 22:41:09+00:00,US Mobile [Verizon],True,True,{},1722379269,1722379269,False,1,100,False,,price_1M4WSvFCPJnn9IgITKXBJSrb,cus_Nre1yUV0TNyWGC,in_1PiOiUFCPJnn9IgILIdyUlzY,,,2024-08-14 01:46:18.430000+00:00,,
ii_1PmLL9FCPJnn9IgIX1rZbZjk,1699,usd,2024-08-10 19:52:39+00:00,Dual Layer Case (Aqua) - Plus 4,True,True,{},1723319559,1725997959,False,1,1699,False,,price_1POo8WFCPJnn9IgIOsFmPFjZ,cus_Qdcap8yxp4HuH5,in_1PmLL9FCPJnn9IgIBAPhFux0,sub_1PmLL9FCPJnn9IgIjGjA4GXP,,2024-08-14 01:48:08.670000+00:00,,
ii_1PkE8OFCPJnn9IgIxQlRzml4,24900,usd,2024-08-04 23:46:44+00:00,Rugged 3,True,True,{},1722815204,1725493604,False,1,24900,False,,price_1LcXjqFCPJnn9IgIUizjI5QW,cus_QbR0kqylMraYvV,in_1PkE8OFCPJnn9IgIG0OZE7BF,sub_1PkE8OFCPJnn9IgIuM1B3lNg,,2024-08-14 01:47:29.270000+00:00,,
ii_1Pn01lFCPJnn9IgIe6GKNtUr,1199,usd,2024-08-12 15:19:21+00:00,Screen Protector - Plus 4,True,True,{},1723475960,1726154360,False,1,1199,False,,price_1POncNFCPJnn9IgIgs0AdMGw,cus_QeIdqrL6EU8Rxn,in_1Pn01lFCPJnn9IgIvmiO20bv,sub_1Pn01lFCPJnn9IgIdz7FFUee,,2024-08-14 01:48:21.953000+00:00,,
ii_1PeLDQFCPJnn9IgItC86Cm60,1199,usd,2024-07-19 18:07:36+00:00,Case (Clear) - Genesis,True,True,{},1721412456,1724090856,False,1,1199,False,,price_1OWwtmFCPJnn9IgIFiRgN5je,cus_QVLvNWtuCm5bsu,in_1PeLDQFCPJnn9IgIZarLHCEt,sub_1PeLDQFCPJnn9IgI9PqQMm9e,,2024-08-14 01:45:13.482000+00:00,,
ii_1PfWghFCPJnn9IgIACnZ35Hz,100,usd,2024-07-23 00:34:43+00:00,Mint Mobile,True,True,{},1721694883,1724373283,False,1,100,False,,price_1JFKX1FCPJnn9IgIgcMgSt4l,cus_QWZqdEo3l9l5Fq,in_1PfWghFCPJnn9IgIaTPgvUGJ,sub_1PfWghFCPJnn9IgI2gIOPlWp,,2024-08-14 01:45:32.689000+00:00,,
ii_1PdZtOFCPJnn9IgIhEzA5qwY,1199,usd,2024-07-17 15:35:46+00:00,Screen Protector - Genesis,True,True,{},1721230545,1723908945,False,1,1199,False,,price_1P5ikXFCPJnn9IgIcCAk8jq0,cus_QUZ1dmhl8r8iDF,in_1PdZtOFCPJnn9IgISIjAGVjM,sub_1PdZtOFCPJnn9IgIE6lSjJxf,,2024-08-14 01:44:59.809000+00:00,,
ii_1PnPDHFCPJnn9IgIF8BiUYrS,2199,usd,2024-08-13 18:12:55+00:00,Guardian Case (Blue) - Slim 6,True,True,{},1723572775,1731521575,False,1,2199,False,,price_1PagOiFCPJnn9IgIEJ4mbt9c,cus_Qeie0N6GZnRoN8,in_1PnPDHFCPJnn9IgI6lw47Dz6,sub_1PnPDHFCPJnn9IgINX6QZZji,,2024-08-14 01:48:29.768000+00:00,,
ii_1PnNRWFCPJnn9IgIMg7h6er8,2199,usd,2024-08-13 16:19:30+00:00,Guardian Case (Pink) - Slim 6,True,True,{},1723565970,1731514770,False,1,2199,False,,price_1PagCpFCPJnn9IgIuAWLGFWt,cus_QegpW0d1NO3VDQ,in_1PnNRWFCPJnn9IgI29ep7nc0,sub_1PnNRWFCPJnn9IgIxnkMmtQr,,2024-08-14 01:48:27.772000+00:00,,
ii_1Pk54YFCPJnn9IgIKs8GecWE,1199,usd,2024-08-04 14:06:10+00:00,Screen Protector - Plus 4,True,True,{},1722780370,1725458770,False,1,1199,False,,price_1POncNFCPJnn9IgIgs0AdMGw,cus_QbHdFvIFU4a7gZ,in_1Pk54YFCPJnn9IgIQK0YP79z,sub_1Pk54YFCPJnn9IgITpJPPmJK,,2024-08-14 01:47:23.313000+00:00,,
ii_1PgpxnFCPJnn9IgII1vGGjx2,32900,usd,2024-07-26 15:21:47+00:00,Plus 4,True,True,{},1722007307,1753543307,False,1,32900,False,,price_1POo5QFCPJnn9IgIm4Kh2QYT,cus_QXvp6OyjHO8lpP,in_1PgpxnFCPJnn9IgINoeyOEVW,sub_1PgpxnFCPJnn9IgI2q6Qsrkh,,2024-08-14 01:45:52.939000+00:00,,
ii_1PkasMFCPJnn9IgIDQzD3ThJ,4000,usd,2024-08-06 00:03:42+00:00,Express [Shipping],True,True,{},1722902622,1722902622,False,1,4000,False,,price_1JmO0NFCPJnn9IgI4tLg62Ho,cus_JELIhh6ZGv66l4,in_1Pkas6FCPJnn9IgIR0z3nV0b,,,2024-08-14 01:47:41.107000+00:00,,
ii_1PgFDOFCPJnn9IgImyCRlF1b,333,usd,2024-07-25 00:07:25+00:00,Remaining time on 2 × Subscription (Monthly) after 25 Jul 2024,False,True,{},1721866045,1722297600,True,2,333,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_KhqSCq8oUPSwzX,in_1PgFDOFCPJnn9IgIw7oMoWqH,sub_1K2QlWFCPJnn9IgIg8ytCCfE,si_KhqSbmwxGkbbT1,2024-08-14 01:45:42.832000+00:00,,
ii_1PlI3pFCPJnn9IgIyUvX9y70,2199,usd,2024-08-07 22:10:25+00:00,Guardian Case (Teal) - Slim 6,True,True,{},1723068625,1754604625,False,1,2199,False,,price_1PagKnFCPJnn9IgIsp8fTXCE,cus_QcX8Vd20EFgW9L,in_1PlI3pFCPJnn9IgIinJRW1cI,sub_1PlI3pFCPJnn9IgIEaT0Dy3J,,2024-08-14 01:47:51.864000+00:00,,
ii_1PfSdNFCPJnn9IgI7GEtrDdt,4000,usd,2024-07-22 20:15:01+00:00,Express [Shipping],True,True,{},1721679301,1724357701,False,1,4000,False,,price_1JmO0NFCPJnn9IgI4tLg62Ho,cus_QWVeOtJnPOvUKs,in_1PfSdNFCPJnn9IgImJ1UABbT,sub_1PfSdNFCPJnn9IgIhKOQ9vmX,,2024-08-14 01:45:29.964000+00:00,,
ii_1PjkoHFCPJnn9IgIRuJOlTc4,100,usd,2024-08-03 16:28:01+00:00,Mint Mobile,True,True,{},1722702481,1725380881,False,1,100,False,,price_1JFKX1FCPJnn9IgIgcMgSt4l,cus_Qawh1qqdBIURHF,in_1PjkoHFCPJnn9IgIBWiulpX5,sub_1PjkoHFCPJnn9IgI52MKUlNK,,2024-08-14 01:47:13.695000+00:00,,
ii_1PjTZCFCPJnn9IgIntDEM3jz,19900,usd,2024-08-02 22:03:18+00:00,Slim 6,True,True,{},1722636198,1754172198,False,1,19900,False,,price_1PaMduFCPJnn9IgI9jn8pqhn,cus_QaesdfqpeupAg5,in_1PjTZDFCPJnn9IgIATyLaWIc,sub_1PjTZCFCPJnn9IgIj3iVG7G3,,2024-08-14 01:47:09.661000+00:00,,
ii_1PnNGAFCPJnn9IgIjfNVf7Zr,9999,usd,2024-08-13 16:07:46+00:00,Product Protection - 2 Year,True,True,{},1723565266,1726243666,False,1,9999,False,,price_1MPSuVFCPJnn9IgIso4QWaKP,cus_P8dp7f2HaBwmMh,in_1PnNGAFCPJnn9IgIQy98S9Y0,sub_1PnNGAFCPJnn9IgICAi8gjwC,,2024-08-14 01:48:27.772000+00:00,,
ii_1PgaIGFCPJnn9IgI6SxwwLTC,100,usd,2024-07-25 22:37:52+00:00,Mint Mobile,True,True,{},1721947072,1721947072,False,1,100,False,,price_1JFKX1FCPJnn9IgIgcMgSt4l,cus_MDO8QRuo35oYJ1,in_1PgaHmFCPJnn9IgIIpXbkjj4,,,2024-08-14 01:45:47.925000+00:00,,
ii_1PfNFnFCPJnn9IgIzRG4xYpa,100,usd,2024-07-22 14:30:19+00:00,US Mobile [Verizon],True,True,{},1721658619,1724337019,False,1,100,False,,price_1M4WSvFCPJnn9IgITKXBJSrb,cus_QWQ5SwH2EHFyCt,in_1PfNFnFCPJnn9IgI8SbA1yvk,sub_1PfNFnFCPJnn9IgI0TRrUrV0,,2024-08-14 01:45:27.930000+00:00,,
ii_1PipQkFCPJnn9IgIGRJMzgmM,3999,usd,2024-08-01 03:11:54+00:00,Aria Pod+ (Grey),True,True,{},1722481913,1725160313,False,1,3999,False,,price_1NIeSqFCPJnn9IgIBHmYVnJ3,cus_QUJwXNbDn5LGrD,in_1PipQkFCPJnn9IgIab8thPnL,sub_1PipQkFCPJnn9IgINJmUV07G,,2024-08-14 01:46:24.028000+00:00,,
ii_1Pd4aiFCPJnn9IgIbiT4LC51,4000,usd,2024-07-16 06:10:24+00:00,Express [Shipping],True,True,{},1721110224,1723788624,False,1,4000,False,,price_1JmO0NFCPJnn9IgI4tLg62Ho,cus_QU2gxjfm9qOpnk,in_1Pd4aiFCPJnn9IgI39eW18jP,sub_1Pd4aiFCPJnn9IgIvctQrpGE,,2024-08-14 01:44:53.018000+00:00,,
ii_1PgA2pFCPJnn9IgI0ijp6T7s,9900,usd,2024-07-24 18:36:11+00:00,Genesis 1,True,True,{},1721846171,1724524571,False,1,9900,False,,price_1ORrrJFCPJnn9IgIvBoviQ7I,cus_QXEVrAE9vJf3sw,in_1PgA2pFCPJnn9IgITtlFsF2D,sub_1PgA2pFCPJnn9IgIhkfJbCdz,,2024-08-14 01:45:41.476000+00:00,,
ii_1PkUZqFCPJnn9IgIFytyGSso,-1410,usd,2024-08-05 17:20:10+00:00,Unused time on Subscription (Monthly) after 05 Aug 2024,False,True,{},1722878409,1725397844,True,1,-1410,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_MFIgAZMsJqjO3A,in_1PkUZqFCPJnn9IgIsnE0Vudn,sub_1LWo52FCPJnn9IgIcj17w9LF,si_MFIgZb8SZd4DAt,2024-08-14 01:47:31.312000+00:00,,
ii_1Pj5XRFCPJnn9IgIJxo5WogE,2000,usd,2024-08-01 20:23:53+00:00,Expedited [Shipping],True,True,{},1722543833,1722543833,False,1,2000,False,,price_1OOk6cFCPJnn9IgIXzk2i1NY,cus_OkUrFGof8DQpf1,in_1Pj5XDFCPJnn9IgIHc4uQiYn,,,2024-08-14 01:47:05.179000+00:00,,
ii_1PkcFqFCPJnn9IgIvllGhryV,19900,usd,2024-08-06 01:32:02+00:00,Slim 6,True,True,{},1722907922,1725586322,False,1,19900,False,,price_1PaMduFCPJnn9IgI9jn8pqhn,cus_QbpvTWKgRA55U1,in_1PkcFqFCPJnn9IgINrN1ZXqM,sub_1PkcFqFCPJnn9IgI3lS9YGBY,,2024-08-14 01:47:34.158000+00:00,,
ii_1PlDkmFCPJnn9IgIfOI71MUA,32900,usd,2024-08-07 17:34:28+00:00,Plus 4,True,True,{},1723052068,1723052068,False,1,32900,False,,price_1POo5QFCPJnn9IgIm4Kh2QYT,cus_OPhgEYFDEmo7gD,in_1PlDjxFCPJnn9IgIKbpNb1P3,,,2024-08-14 01:47:50.030000+00:00,,
ii_1Pk7nRFCPJnn9IgIy8IAObLP,59900,usd,2024-08-04 17:00:41+00:00,Pixel 8A,True,True,{},1722790841,1754326841,False,1,59900,False,,price_1PJikjFCPJnn9IgIJ6ZMXTLZ,cus_QbKSaed9hqqych,in_1Pk7nRFCPJnn9IgITnMrcxGw,sub_1Pk7nRFCPJnn9IgIHVeQdMBh,,2024-08-14 01:47:24.741000+00:00,,
ii_1PkxDjFCPJnn9IgIcF2nNgQ0,9900,usd,2024-08-06 23:55:15+00:00,Genesis 1,True,True,{},1722988515,1722988515,False,1,9900,False,,price_1ORrrJFCPJnn9IgIvBoviQ7I,cus_Pa0TuIrS5ylq5K,in_1PkxDXFCPJnn9IgIY8cD35G7,,,2024-08-14 01:47:47.824000+00:00,,
ii_1Pfvx5FCPJnn9IgIefkPksvP,39800,usd,2024-07-24 03:33:19+00:00,Slim 6,True,True,{},1721791999,1724470399,False,2,19900,False,,price_1PaMduFCPJnn9IgI9jn8pqhn,cus_QWzwoXTOEMQt5R,in_1Pfvx5FCPJnn9IgI2b3GwVav,sub_1Pfvx5FCPJnn9IgImICXrMQd,,2024-08-14 01:45:37.417000+00:00,,
ii_1Pj1NmFCPJnn9IgIcISeYt2p,12000,usd,2024-08-01 15:57:38+00:00,Ultra Prepaid [SIM],True,True,{},1722527858,1754063858,False,1,12000,False,,price_1PE4CYFCPJnn9IgIDv7is67a,cus_QaBlWoVEnoHPln,in_1Pj1NmFCPJnn9IgIGHGXWwc0,sub_1Pj1NmFCPJnn9IgIzjTiVgTq,,2024-08-14 01:46:26.925000+00:00,,
ii_1PlviBFCPJnn9IgIu1lx32Vc,9900,usd,2024-08-09 16:30:43+00:00,Genesis 1,True,True,{},1723221043,1725899443,False,1,9900,False,,price_1ORrrJFCPJnn9IgIvBoviQ7I,cus_QdC6OJRLLZlhfY,in_1PlviBFCPJnn9IgIiHOIBerp,sub_1PlviBFCPJnn9IgIPYOe9P4b,,2024-08-14 01:48:02.071000+00:00,,
ii_1PeIHvFCPJnn9IgIbFcbQR1o,830,usd,2024-07-19 15:00:03+00:00,Remaining time on 2 × Subscription (Monthly) after 19 Jul 2024,False,True,{},1721401202,1722514365,True,2,830,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_NmUbBd9Wah5DfW,in_1PeIHvFCPJnn9IgIWdeqo6cn,sub_1N2vazFCPJnn9IgIwLcJyftj,si_NoYiqnajlNJ7Nl,2024-08-14 01:45:11.484000+00:00,,
ii_1PlCPGFCPJnn9IgIfUHyyCba,1199,usd,2024-08-07 16:08:10+00:00,Case (Clear) - Genesis,True,True,{},1723046889,1725725289,False,1,1199,False,,price_1OWwtmFCPJnn9IgIFiRgN5je,cus_QcRHE9ypkw42j7,in_1PlCPGFCPJnn9IgI6QOAX0WH,sub_1PlCPGFCPJnn9IgI18KtYXcA,,2024-08-14 01:47:49.709000+00:00,,
ii_1PljYyFCPJnn9IgIxyo5jMin,1199,usd,2024-08-09 03:32:24+00:00,Screen Protector - Genesis,True,True,{},1723174344,1754710344,False,1,1199,False,,price_1P5ikXFCPJnn9IgIcCAk8jq0,cus_QczY0YucYCUOo6,in_1PljYyFCPJnn9IgIEUs9sf1l,sub_1PljYyFCPJnn9IgIxK0vCBcA,,2024-08-14 01:47:59.104000+00:00,,
ii_1Pdi6oFCPJnn9IgIFRbS2Xdx,1699,usd,2024-07-18 00:22:10+00:00,Dual Layer Case (Black) - Plus 4,True,True,{},1721262129,1723940529,False,1,1699,False,,price_1POo9IFCPJnn9IgIfm6FaMNl,cus_QUhV2IqVGYs7S4,in_1Pdi6oFCPJnn9IgIQr9yNm81,sub_1Pdi6nFCPJnn9IgIKt2WSA1p,,2024-08-14 01:45:03.294000+00:00,,
ii_1Pej2jFCPJnn9IgIN0OETzcG,19900,usd,2024-07-20 19:34:09+00:00,Slim 6,True,True,{},1721504049,1724182449,False,1,19900,False,,price_1PaMduFCPJnn9IgI9jn8pqhn,cus_QVkXSD6404EVkz,in_1Pej2jFCPJnn9IgI7NZSR6PC,sub_1Pej2jFCPJnn9IgIYmUSeCxS,,2024-08-14 01:45:17.847000+00:00,,
ii_1PjSJtFCPJnn9IgI237mdtkX,0,usd,2024-08-02 20:43:25+00:00,Sales Tax calculated by AvaTax,False,True,"{""Invoice_Total"":""1499"",""Is_AvaTax_Line"":""true"",""Tax_Calculated"":""0""}",1722631405,1722631405,False,1,0,False,,price_1LLU27FCPJnn9IgIeuvaKtEu,cus_IZr7OOq9zjDg4G,in_1PjSJrFCPJnn9IgI7ITUebOR,,,2024-08-14 01:47:10.093000+00:00,,
ii_1PfrqeFCPJnn9IgIqlLJPyOD,500,usd,2024-07-23 23:10:24+00:00,Standard [Shipping],True,True,{},1721776224,1721776224,False,1,500,False,,price_1NXHukFCPJnn9IgI38uHr6Lh,cus_M2RfUbDcJhjzLi,in_1PfrqQFCPJnn9IgINCk9VpRM,,,2024-08-14 01:45:36.288000+00:00,,
ii_1PjCYJFCPJnn9IgIBCtJ4H1l,550,usd,2024-08-02 03:53:15+00:00,Remaining time on 2 × Subscription (Monthly) after 02 Aug 2024,False,True,{},1722570795,1723307546,True,2,550,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_LMXES8EgrIcjhS,in_1PjCYJFCPJnn9IgIxlGpPLhB,sub_1Kfo9eFCPJnn9IgITdG3VsqR,si_LMXEMbGiVm1bZP,2024-08-14 01:47:06.383000+00:00,,
ii_1PiftJFCPJnn9IgITeNqEJyt,100,usd,2024-07-31 17:00:45+00:00,US Mobile [T-Mobile],True,True,{},1722445244,1725123644,False,1,100,False,,price_1M4WTBFCPJnn9IgIw2v8rd55,cus_QZpYEEFYYFgVjr,in_1PiftJFCPJnn9IgIURDjjKvW,sub_1PiftJFCPJnn9IgIMXqoPMim,,2024-08-14 01:46:21.253000+00:00,,
ii_1Pf7ZMFCPJnn9IgITEVmLrpI,19900,usd,2024-07-21 21:45:28+00:00,Slim 6,True,True,{},1721598328,1724276728,False,1,19900,False,,price_1PaMduFCPJnn9IgI9jn8pqhn,cus_QW9to1CeCW4INU,in_1Pf7ZMFCPJnn9IgIOTcFvRRH,sub_1Pf7ZMFCPJnn9IgIYBQxwDXQ,,2024-08-14 01:45:22.610000+00:00,,
ii_1PgTOsFCPJnn9IgIDPnmhexY,28900,cad,2024-07-25 15:16:14+00:00,Slim 5 (Blue),True,True,{},1721920574,1753456574,False,1,28900,False,,price_1PMeQeFCPJnn9IgIfvaMfJM7,cus_QXYVM9nNaNxWmt,in_1PgTOsFCPJnn9IgICtMmX3ca,sub_1PgTOsFCPJnn9IgIyinh6C5X,,2024-08-14 01:45:45.904000+00:00,,
ii_1PhulEFCPJnn9IgIuLXcPvk8,1199,usd,2024-07-29 14:41:16+00:00,Screen Protector - Slim 6,True,True,{},1722264076,1753800076,False,1,1199,False,,price_1PbGLsFCPJnn9IgIZsrGV1OD,cus_QZ2qu2cQkMYUrc,in_1PhulEFCPJnn9IgI1byNKaa7,sub_1PhulEFCPJnn9IgIDQT82dzE,,2024-08-14 01:46:06.716000+00:00,,
ii_1PmjARFCPJnn9IgIm8GPE7Sx,9900,usd,2024-08-11 21:19:11+00:00,Genesis 1,True,True,{},1723411151,1726089551,False,1,9900,False,,price_1ORrrJFCPJnn9IgIvBoviQ7I,cus_Qe1CK88xkUVScu,in_1PmjARFCPJnn9IgI4hQ6gtK7,sub_1PmjARFCPJnn9IgIeyekaYYz,,2024-08-14 01:48:13.171000+00:00,,
ii_1PilEkFCPJnn9IgIuoUcgGAI,19900,usd,2024-07-31 22:43:14+00:00,Slim 6,True,True,{},1722465794,1722465794,False,1,19900,False,,price_1PaMduFCPJnn9IgI9jn8pqhn,cus_MQ5U6Q2ieet8nr,in_1PilEXFCPJnn9IgITuXgeIFU,,,2024-08-14 01:46:22.437000+00:00,,
ii_1PdENeFCPJnn9IgIPEaRSz9L,19900,usd,2024-07-16 16:37:34+00:00,Slim 6,True,True,{},1721147854,1723826254,False,1,19900,False,,price_1PaMduFCPJnn9IgI9jn8pqhn,cus_QUCntSM9GTazLk,in_1PdENeFCPJnn9IgIzg26YX02,sub_1PdENeFCPJnn9IgIfJT9TFZU,,2024-08-14 01:44:54.321000+00:00,,
ii_1PgaeVFCPJnn9IgIu1gOU2RA,901,usd,2024-07-25 23:00:51+00:00,Remaining time on 2 × Subscription (Monthly) after 25 Jul 2024,False,True,{},1721948450,1723156469,True,2,901,False,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,cus_QRIkOr23mroLcO,in_1PgaeVFCPJnn9IgII5sMVhmK,sub_1PaQ8fFCPJnn9IgI2ReZrsTc,si_QRIkcnrF9xGWqq,2024-08-14 01:45:47.557000+00:00,,
ii_1PcdhBFCPJnn9IgIIsrTvlJp,100,usd,2024-07-15 01:27:17+00:00,US Mobile [T-Mobile],True,True,{},1721006837,1723685237,False,1,100,False,,price_1M4WTBFCPJnn9IgIw2v8rd55,cus_QTasF3naUakDLm,in_1PcdhBFCPJnn9IgI5KlUvonT,sub_1PcdhBFCPJnn9IgIGlKpIrNt,,2024-08-14 01:44:47.496000+00:00,,
ii_1PlJktFCPJnn9IgIbqIssnmW,2398,usd,2024-08-07 23:58:59+00:00,Screen Protector - Slim 6,True,True,{},1723075139,1723075139,False,2,1199,False,,price_1PbGLsFCPJnn9IgIZsrGV1OD,cus_QWoIGvFuAGIWnX,in_1PlJkgFCPJnn9IgIOsp8Tq86,,,2024-08-14 01:47:53.548000+00:00,,
