device_id,manufcaturer,model,carrier
6e57cbbfcbeecdbd,samsung,SM-A136U1,mint
56bf9268dc475e33,samsung,SM-A136U1,ultra
2b0cc1b2c38f0513,samsung,SM-A136U1,verizon 
330c872c2b36713a,samsung,SM-A136U1,mint
6d690dc2bfa01fb4,samsung,SM-A136U1,verizon 
96c603ecbe6ebc39,samsung,SM-A136U1,t-mobile
6083802077b20cda,samsung,SM-A136U1,mint
270d602c3585984f,samsung,SM-A136U1,verizon 
a56bb9d5b9eb0f5b,samsung,SM-A136U1,
8d90aa9c73f3d9cf,samsung,SM-A136U1,
a98ecfed194af6b1,samsung,SM-A136U1,
a7971e3d13907b0f,samsung,SM-A136U1,
298ededff244fb57,samsung,SM-A136U1,xfinity mobile
039f951e673251a2,samsung,SM-A136U1,
9bd8846c288b29c7,samsung,SM-A136U1,verizon 
4fc85b7807f1fddc,samsung,SM-A136U1,mint
29172cb4748bae56,samsung,SM-A136U1,
4308e92e9ba47ccb,samsung,SM-A136U1,
a0389aa7738307ca,BLU,G91S,mint
d64c19ef9f7e85cc,samsung,SM-A136U1,verizon 
e12a2ba2c9683c39,samsung,SM-A136U1,tello
71d256c2c0c339d9,samsung,SM-A136U1,
dfc0e5a8acc04f0a,samsung,SM-A136U1,at&t
aa88700d09d30308,samsung,SM-A136U1,
9e75a29bb6411784,samsung,SM-A136U1,cellular at sea
67666c186ca42721,samsung,SM-A136U1,
8ded9a71f84dd4ee,samsung,SM-A136U1,verizon 
c23ebe671487461b,samsung,SM-A326U1,verizon 
a434a4ed3647e200,Ulefone,Armor X10 Pro,globe
29277a6d6021325e,BLU,G91S,mint
106631a812611ec8,BLU,G91S,mint
4d1489e91ac2bfb4,BLU,G91S,
e7b41e2956218b4e,BLU,G91S,
c79ad8a10cdbc097,BLU,G91S,mint
55c68f1473799dff,BLU,G91S,us mobile
7eaa1791954b56b6,BLU,G91S,
1d4075f206761df3,BLU,G91S,t-mobile
f12f2a0799667eee,BLU,G91S,mint
de9d1f5e6f581005,BLU,G91S,
a5dbd89c0a60ceda,BLU,G91S,
3b0dbd79aec9efae,BLU,G91S,
12aad8a5d26d0f17,BLU,G91S,bell
348e295b14c9191f,BLU,G91S,
c6d4d1a57b686e2d,BLU,G91S,gci
8b8562d3ea2348b4,BLU,G91S,
ab111a5099b3dce8,BLU,G91S,t-mobile
d04c68ee4341c84f,BLU,G91S,
4215278808d29e63,BLU,G91S,mint
e23d241d860fa7bf,BLU,G91S,t-mobile
f5092ab8d0d91c52,BLU,G91S,
87feadb60d11808d,BLU,G91S,
94ef037c9a9391c2,BLU,G91S,at&t
81149c739a9c4ed7,BLU,G91S,mint
4ce52f0d861d2c16,BLU,G91S,t-mobile
b56442cf4f7e8571,BLU,G91S,
2ee810fb49c5c234,BLU,G91S,at&t
869a7404f91d2cc9,BLU,G91S,t-mobile
83b2a668f52fd1f3,BLU,G91S,at&t
4262c35271e8d18f,BLU,G91S,
220904abad8f4379,BLU,G91S,mint
9fd3f60b626f52bb,BLU,G91S,
2171eb20a91c4023,BLU,G91S,
7f60b2bc4b141c55,BLU,G91S,
a96984aabad12347,BLU,G91S,
503a551c9a651a4b,BLU,G91S,mint
2bd0268bd4e3b660,BLU,G91S,mint
425b26fa8f91b889,BLU,G91S,
b377e31cb357ab54,BLU,G91S,mint
9446ce6f38e17519,BLU,G91S,mint
d9939f03a38bfd8f,BLU,G91S,mint
379c7da9756e5247,BLU,G91S,
b73a46601ca62880,BLU,G91S,
c31a26d359120924,BLU,G91S,
59258d0c6f688e9b,BLU,G91S,
8244fba64fbdfd85,BLU,G91S,
a7532683b2b9b72e,BLU,G91S,t-mobile
e8743641b3cad58d,BLU,G91S,metro by t-mobile
6ef573747ba46fb3,BLU,G91S,mint
8c18f967013057da,BLU,G91S,
d88a21ac6b5413c8,BLU,G91S,mint
c7f8aafebfbf7766,BLU,G91S,t-mobile
91fb80d6748067d1,BLU,G91S,mint
9e68f7211b333bc0,BLU,G91S,
dae60fd155e25b93,BLU,G91S,mint
78340e2e255ba161,BLU,G91S,t-mobile
672cdade2b07536a,BLU,G91S,mint
1c35cf3b166053ae,BLU,G91S,
20c9e467591fa33c,samsung,SM-A136U1,
6323fe50e123e676,samsung,SM-A136U1,verizon 
d1176163fdcb4f65,samsung,SM-A136U1,t-mobile
4e0b69a883359755,samsung,SM-A136U1,
e58f55029842ccfd,samsung,SM-A136U1,verizon 
29e7421c76c9e22c,samsung,SM-A136U1,spectrum
4e55e894ff0c1154,samsung,SM-A136U1,verizon 
fac1fc48d6cbba10,samsung,SM-A136U1,mint
8c238e36cbb65edc,samsung,SM-A136U1,
4137f3e9832187bf,samsung,SM-A136U1,verizon 
08e1d5471e5d7f57,samsung,SM-A136U1,
72c64cbb9fae03d6,samsung,SM-A136U1,spectrum
3681ecbfb3191aee,samsung,SM-A136U1,mint
682b33ab7fd2a8fe,samsung,SM-A136U1,boost mobile
90087699cf16a72c,samsung,SM-A136U1,mint
0cef1a822595da20,samsung,SM-A136U1,t-mobile
4e29e39bdbf68bda,samsung,SM-A136U1,mint
98181b9b3ca18e9e,samsung,SM-A136U1,
1a84351d25af5e0e,samsung,SM-A136U1,u.s. cellular
7143f2f390d7e790,samsung,SM-A136U1,mint
8913e6a660dfe3de,samsung,SM-A136U1,
7f1acb6f61ff5ca2,samsung,SM-A136U1,
a94604438c309583,samsung,SM-A136U1,at&t
f9f9cf3df97fd695,samsung,SM-A136U1,verizon 
31578d2f3e51fdca,samsung,SM-A136U1,truconnect
9086054eefa81ae4,samsung,SM-A136U1,
b5e377cafde2afc1,samsung,SM-A136U1,verizon 
191c37497fff55ac,samsung,SM-A136U1,verizon 
f52793909915239e,samsung,SM-A136U1,mint
d16c51b296be9dc8,samsung,SM-A136U1,t-mobile
9e622d5634ae8193,samsung,SM-A136U1,u.s. cellular
0bd359dd0f07fd78,samsung,SM-A136U1,xfinity mobile
b6c4fc899397c7a3,BLU,G50,t-mobile
bef00e5c53f16ee4,samsung,SM-A136U1,
b0aaa78ab1f5b34e,samsung,SM-A136U1,at&t
563cf1b9d9775b07,BLU,G91S,t-mobile
455f0f9952bc3831,BLU,G91S,mint
6e65204a8b285787,samsung,SM-A136U1,mint
c3f6665865733e4a,samsung,SM-A136U1,
19b84a32aa9589a0,samsung,SM-A136U1,
625265b128385bb7,samsung,SM-A136U1,at&t
804ea348533a9afe,samsung,SM-A136U1,
adde95d4ba711215,samsung,SM-A136U1,verizon 
c78607a7bc00f5ea,samsung,SM-A136U1,verizon 
8f9a3310130a777c,samsung,SM-A136U1,
1ad5280c069fa5c3,samsung,SM-A136U1,
2a127e37abde3b51,samsung,SM-A136U1,t-mobile
f23fcb77446422cd,Ulefone,Armor X10 Pro,mint
5f2b49d6eada3a00,Ulefone,Armor X10 Pro,mint
3a5dcaf53aa08b00,Ulefone,Armor X10 Pro,t-mobile
57e26bacc47c2c97,Ulefone,Armor X10 Pro,t-mobile
245c8392d53b8005,Ulefone,Armor X10 Pro,us mobile
fe62ddeb911b8e9d,Ulefone,Armor X10 Pro,
cf02aa221d37a149,Ulefone,Armor X10 Pro,t-mobile
82a4b257d15c5761,Ulefone,Armor X10 Pro,
ba7c87280098994a,Ulefone,Armor X10 Pro,t-mobile
87aef42d37f1a9ca,Ulefone,Armor X10 Pro,mint
f4a3807fe726c94a,Ulefone,Armor X10 Pro,mint
0036cd1de5f2fbee,Ulefone,Armor X10 Pro,mint
e1c9a6d3b2eb590d,Ulefone,Armor X10 Pro,
072f2824309c00e2,Ulefone,Armor X10 Pro,mint
af29a29cbe8830a7,Ulefone,Armor X10 Pro,
cdf5106ffec24efe,Ulefone,Armor X10 Pro,
de01396b0fe35866,Ulefone,Armor X10 Pro,mint
5cb71a3b560a155a,Ulefone,Armor X10 Pro,
c744da242131088b,Ulefone,Armor X10 Pro,t-mobile
2f2638a1ba7a85fb,Ulefone,Armor X10 Pro,
4534ea5b1e59d0bd,Ulefone,Armor X10 Pro,t-mobile
ff8e538cbfc68fca,Ulefone,Armor X10 Pro,us mobile
1050ac9aee81722a,Ulefone,Armor X10 Pro,
d28cd96c73872232,Ulefone,Armor X10 Pro,
7b2554cd5d697005,Ulefone,Armor X10 Pro,
fdbaa140c3f44a83,Ulefone,Armor X10 Pro,t-mobile
c9a0b1107d46a50f,Ulefone,Armor X10 Pro,mint
7937a0334f5dccf8,Ulefone,Armor X10 Pro,
b62b155d9d83c30f,Ulefone,Armor X10 Pro,
cfa0fe4d3b0e10bd,Ulefone,Armor X10 Pro,t-mobile
043390745117bbba,Ulefone,Armor X10 Pro,t-mobile #5gbardziej
7cab19db7ecc3a2a,Ulefone,Armor X10 Pro,mint
2828d28317a90ae6,Ulefone,Armor X10 Pro,mint
d51b0bcdf67add34,Ulefone,Armor X10 Pro,red pocket
9d9ac342089fa536,Ulefone,Armor X10 Pro,
6b9c82f37c16cd75,Ulefone,Armor X10 Pro,
21f829f1783a2350,Ulefone,Armor X10 Pro,t-mobile
89a67370c5074f8c,Ulefone,Armor X10 Pro,t-mobile
4a32f55774472daa,Ulefone,Armor X10 Pro,
c7c377261a466ab3,Ulefone,Armor X10 Pro,
410ee8a02e5c74d9,Ulefone,Armor X10 Pro,
606b6cd0a50b72da,Ulefone,Armor X10 Pro,
da15f4d349dff502,Ulefone,Armor X10 Pro,
cf00577148e50383,Ulefone,Armor X10 Pro,us mobile
ad833eae0ebb237d,Ulefone,Armor X10 Pro,t-mobile
4224a9b396da0981,Ulefone,Armor X10 Pro,t-mobile
4172332f7dbfad5c,Ulefone,Armor X10 Pro,t-mobile
d73616098e93a7dc,Ulefone,Armor X10 Pro,
128f53f8c5a93911,Ulefone,Armor X10 Pro,tello
fe53dd8f760b415d,Ulefone,Armor X10 Pro,mint
6afc74ab501c971e,Ulefone,Armor X10 Pro,mint
7a4440a4dbaf41e0,BLU,G91S,
d07f20abcab4af94,samsung,SM-A136U1,xfinity mobile
8a115e66f5745a37,BLU,G91S,
fab656f0efb3e37e,samsung,SM-A136U1,
921453f86f53e94e,samsung,SM-A136U1,t-mobile
80699d0eb011d678,samsung,SM-A136U1,
bbd174ec8c6dd47e,BLU,G50 Plus,mint
07c33fc6e2650e48,BLU,G91S,mint
bb8fdc7152e02094,samsung,SM-A136U1,verizon 
5f08a574d6819c55,samsung,SM-A136U1,
ae2e9b03d0d8be28,samsung,SM-A136U1,mint
90126b95a9393eef,samsung,SM-A136U1,
a9a7f67408e59dbb,samsung,SM-A136U1,at&t
7a2539b352b5c53d,samsung,SM-A136U1,
801af88f98f8fad5,samsung,SM-A136U1,verizon 
3283169ecb35b822,samsung,SM-A136U1,verizon 
b2b28d92b2bc9c5a,samsung,SM-A136U1,verizon 
b7a59829f103f4cb,samsung,SM-A136U1,verizon 
a66bb5f7f51be24b,samsung,SM-A136U1,verizon 
73454eef2833447f,samsung,SM-A136U1,
6af6c6daf44d7301,samsung,SM-A136U1,
18de8731ab4da867,samsung,SM-A136U1,mint
4ffc36a5e86237a3,samsung,SM-A136U1,verizon 
286c31bd976a882e,samsung,SM-A136U1,
1e759b9c54662a50,samsung,SM-A136U1,verizon 
f78f14548d33a82d,samsung,SM-A136U1,us  mobile
381213c50fe394eb,samsung,SM-A136U1,mint
1ece5e174b937683,samsung,SM-A136U1,verizon 
b703a06f3d83de3b,samsung,SM-A136U1,verizon 
9b4e6cfa19c87b32,samsung,SM-A136U1,verizon 
7eda392b95fc3a7c,samsung,SM-A136U1,verizon 
acf96c258e272134,samsung,SM-A136U1,t-mobile
cdadfaaf1e438e23,samsung,SM-A136U1,verizon 
ba950aa5996c763a,samsung,SM-A136U1,
d142531f6360ae9b,samsung,SM-A136U1,
f20e4e3286c10775,samsung,SM-A136U1,t-mobile
550a68d2d10be35a,samsung,SM-A136U1,at&t
d3c8b3ef7e7cda8e,samsung,SM-A136U1,verizon 
5311cd1ee9495be3,samsung,SM-A136U1,
e0502fc417c9bc90,samsung,SM-A136U1,
85b732976a104f21,samsung,SM-A136U1,
8bcd20b5bb2d719f,samsung,SM-A136U1,t-mobile
606cade4538710cb,samsung,SM-A136U1,Â 
8fc0266df81034cd,samsung,SM-A136U1,verizon 
6b24afae0217e880,samsung,SM-A136U1,at&t
8cde3eddf4fd3007,samsung,SM-A136U1,mint
0650672a456e5030,samsung,SM-A136U1,
38e54461fd5b808f,samsung,SM-A136U1,
9e42cd3d1d1047b8,samsung,SM-A136U1,verizon 
5a05dd99514b10c6,samsung,SM-A136U1,
58f14488868bb7b5,samsung,SM-A136U1,xfinity mobile
354567daafa2af92,samsung,SM-A136U1,verizon 
2b4b371b1eb3e15b,samsung,SM-A136U1,at&t
7abc9e1cad262dd2,samsung,SM-A136U1,t-mobile
7912696ce208a4f5,samsung,SM-A136U1,verizon 
39cbbbaabe8cb353,samsung,SM-A136U1,
d47b3bf8616fb813,samsung,SM-A136U1,
77a40e0426764a45,samsung,SM-A136U1,ultra
3321c6ab081db9f8,samsung,SM-A136U1,
3add8f5878e10c80,samsung,SM-A136U1,verizon 
13ec9bd38aa868b2,samsung,SM-A136U1,pure talk
b809ed59e8cbc0e7,samsung,SM-A136U1,us  mobile
1aa545e205ce7396,samsung,SM-A136U1,
5c9487a0ce7add7c,samsung,SM-A136U1,
627e80408e72f339,samsung,SM-A136U1,at&t
fe44ad3b01723f13,samsung,SM-A136U1,
8b92b84d4f84d1ba,samsung,SM-A136U1,verizon 
bbc5c2982e606748,samsung,SM-A136U1,at&t
dca157203c8eb045,samsung,SM-A136U1,mint
a6d1a46a179f4081,samsung,SM-A136U1,verizon 
8d59852bcfcbcb98,samsung,SM-A136U1,red pocket
19c49e81caa6508e,samsung,SM-A136U1,mint
7dbf802e05c908ea,samsung,SM-A136U1,us  mobile
bb07eac46a361f2c,samsung,SM-A136U1,verizon 
fa2d4bf121d62d7b,samsung,SM-A136U1,
dd13969d8236471a,samsung,SM-A136U1,at&t
9784073500d4f35b,samsung,SM-A136U1,
174fd8dbac12b85e,samsung,SM-A136U1,
de321735a31d8fd6,samsung,SM-A136U1,verizon 
72d0f7157b0992dd,samsung,SM-A136U1,
19dda56e3f8f2db2,samsung,SM-A136U1,mint
f597f51afd815e9c,samsung,SM-A136U1,verizon 
ef8b0dfbd3edd0a1,samsung,SM-A136U1,
f71d7c1a40c20611,samsung,SM-A136U1,
66033fbd6f3c3e68,samsung,SM-A136U1,at&t
549e185c2df4d2a2,samsung,SM-A136U1,
deb204294a48b288,samsung,SM-A136U1,mint
675432d8d5cb5ac7,samsung,SM-A136U1,
686b73938e2328e4,samsung,SM-A136U1,t-mobile
b23c397bcee14e15,samsung,SM-A136U1,
20f3db09ec39766d,samsung,SM-A136U1,
eb05b8c9c638f812,samsung,SM-A136U1,t-mobile
ce2fb0cefe4dd70b,samsung,SM-A136U1,verizon 
8a086af90769d57b,samsung,SM-A136U1,t-mobile
332dcb0989ef9ded,samsung,SM-A136U1,
1b1214f05d6ffa19,samsung,SM-A136U1,verizon 
8d864c91a9bc5536,samsung,SM-A136U1,
da60ec5a9911b78c,samsung,SM-A136U1,us  mobile
d65e3490159129f7,samsung,SM-A136U1,verizon 
442ea10696dd2dae,samsung,SM-A136U1,verizon 
d4a3b0c472531b6e,samsung,SM-A136U1,verizon 
3aa7f61bfb4e4c73,samsung,SM-A136U1,mint
972fe6c834cc0658,samsung,SM-A136U1,at&t
5015642ee7ec02f1,samsung,SM-A136U1,at&t
4ae853aba77dab20,samsung,SM-A136U1,t-mobile
0562b53cd3b8f365,samsung,SM-A136U1,at&t
e5dd255726f688e6,samsung,SM-A136U1,mint
9f1b9ed978472254,samsung,SM-A136U1,verizon 
536db9051c4a80d6,BLU,G91S,t-mobile
f77012cf1457efb2,BLU,G91S,at&t
08a3b78eae046476,BLU,G91S,mint
e063bc8f0480e5ec,BLU,G91S,
1a77830f70c86275,BLU,G91S,mint
bea424442b30973f,BLU,G91S,t-mobile
e590e3730efbb8c5,BLU,G91S,
31d8118b7566d384,BLU,G91S,mint
71ae463cbf35d4fe,BLU,G91S,
d974175831241ea0,BLU,G91S,
bc9eb90f9981d72f,BLU,G91S,mint
36bc2854773db40d,BLU,G91S,at&t
a848b533bece6661,BLU,G91S,
24c097419941edf7,BLU,G91S,
f1a0beeb5a37540a,BLU,G91S,us mobile
d2be5a4eece52e81,BLU,G91S,
faf30f9257e3c96b,BLU,G91S,
63638be258e04b0f,BLU,G91S,
797df17dd9e1c01e,BLU,G91S,mint
47eb1bc382b8b9f2,BLU,G91S,t-mobile
abfe9dc60d269ddb,BLU,G91S,truconnect
294dc2e2cc31b49f,BLU,G91S,
ea268b50d72dd610,BLU,G91S,cricket
9cc280ae97e90a92,BLU,G91S,us mobile
be87c857eff232a5,BLU,G91S,t-mobile
415375765ce1e7bf,BLU,G91S,
0b0607467037b350,BLU,G91S,dark star
312d87e95cc3319d,BLU,G91S,
b73c7346a68a4ac4,BLU,G91S,us mobile
b735434cd4c5083b,BLU,G91S,
1ef83a3370f5d05d,BLU,G91S,us mobile
76b8ee694c3aa826,BLU,G91S,t-mobile
ec95b3010a886aa8,BLU,G91S,
1fb600d20439b369,BLU,G91S,
c811809f2646cabe,BLU,G91S,red pocket
9e27434d854428d2,BLU,G91S,mint
f8f40cbd6b2e540d,BLU,G91S,mint
73f2126a99223d66,BLU,G91S,mint
06d15048b291a9bc,BLU,G91S,
2b8970ad7aece97a,BLU,G91S,
bda39bb18f0acf51,BLU,G91S,
d76ef74735ca3843,BLU,G91S,
d2ba1d17a5cba58c,BLU,G91S,
dc1570b8ca400091,BLU,G91S,t-mobile
bc1baf7e235a1533,BLU,G91S,us mobile
bea570792230d23c,BLU,G91S,t-mobile
adb5cf9a12c8a9cc,BLU,G91S,mint
976ca588f6a8b1ba,BLU,G91S,t-mobile
24723652fa84ee77,BLU,G91S,
5e4f39ffa9217883,BLU,G91S,ultra
d7c1da4739182a5e,BLU,G91S,
9539ca0e485dd655,BLU,G91S,
09d011e782ac64f6,BLU,G91S,us mobile
21039d95e623d003,BLU,G91S,
c0341019ffdba4a3,BLU,G91S,
7c541979d39fa27f,BLU,G91S,mint
f31123a3a67c3671,BLU,G91S,
3a6b748f105a8a48,BLU,G91S,
4bd2a578eb165422,BLU,G91S,
7085df7bdb5d2416,BLU,G91S,
08d169b5ba2fb29c,BLU,G91S,
7fbd84f400767c94,BLU,G91S,at&t
6628a131d6a35cae,BLU,G91S,mint
09a0d000643b2fc4,BLU,G91S,at&t
89ac7a7caaf379d4,BLU,G91S,
2ae012d03b8ae061,BLU,G91S,mint
b139d9e7dfb55d90,BLU,G91S,mint
30ec081a48a1a974,BLU,G91S,
6a0b2fe2f95e6276,BLU,G91S,t-mobile
b07bb9eabf34b375,BLU,G91S,mint
90c141a77eb003ab,BLU,G91S,us mobile
ac31dc05a3e4a4ca,BLU,G91S,metro by t-mobile
d10ff71148d150b9,BLU,G91S,
64f19869477ff5ee,BLU,G91S,
cdcf1eaafc9108a8,BLU,G91S,ultra
483c5f4ab3437595,BLU,G91S,
5d103b8efb6b6b0e,BLU,G91S,ting
f03d1cf5d9c24fde,BLU,G91S,
dfe2b59c3d8e687d,BLU,G91S,mint
c83a4235278eda89,BLU,G91S,
01557df778fe8542,BLU,G91S,mint
2490e9a0bd4f8612,BLU,G91S,t-mobile
5e01f1a0cf00c2c9,BLU,G91S,
a52b0df69c0e4c59,BLU,G91S,
57cdef49bb7a5c0a,BLU,G91S,us mobile
7c9a696a47505bd3,BLU,G91S,at&t
2061a36cab9f907f,BLU,G91S,
695a0b257cdf2bdd,BLU,G91S,
681d26a5b93888e2,BLU,G91S,ultra
9f9d9ec030c498a2,BLU,G91S,at&t
f66a2bf2e50ca73b,BLU,G91S,mint
2a2f0df1983edd59,BLU,G91S,
6189d3dd6fcddb30,BLU,G91S,at&t
f9c240392a0c0457,BLU,G91S,t-mobile
a2ea76313c931a8a,BLU,G91S,
6d010eb35bfa5e1a,BLU,G91S,
832494e1df8d21e6,BLU,G91S,at&t
d5366be8d12f5a47,BLU,G91S,cricket
b068d7228806e7c3,samsung,SM-A136U1,mint
f573ca1fd45df9da,samsung,SM-A136U1,verizon 
e35a66a68f2ec9fb,samsung,SM-A136U1,
21bbba55f1860c3b,samsung,SM-A136U1,verizon 
76d650509e4ea5bf,samsung,SM-A136U1,
c91debe16726b8f9,samsung,SM-A136U1,
dd1bb131cd8f48dc,samsung,SM-A136U1,ultra
e3484a37b57bc99c,samsung,SM-A136U1,at&t
4004c72f33c0872a,samsung,SM-A136U1,
cf8a2a19b77a337e,samsung,SM-A136U1,at&t
0b83cfc6c3da6992,samsung,SM-A136U1,
44153e7334c2f18a,samsung,SM-A136U1,ultra
cf7bc0836417613e,samsung,SM-A136U1,verizon 
97cb7624ed5a85d1,samsung,SM-A136U1,
f04905d377d2bb78,samsung,SM-A136U1,
b828a87defc9a123,samsung,SM-A136U1,verizon 
30b7008afdbed5de,samsung,SM-A136U1,
f7e4aa27c9886b31,samsung,SM-A136U1,uscellular
3c27013f10eb6dd3,samsung,SM-A136U1,verizon 
2f020ef62e805f05,samsung,SM-A136U1,mint
3d91661d84a33f05,samsung,SM-A136U1,
11b0d02b3a5c23dc,samsung,SM-A136U1,t-mobile
77c7f817bab616a3,samsung,SM-A136U1,ultra
59fd1b2d62c7edfd,samsung,SM-A136U1,
9758c9829ca3e02b,samsung,SM-A136U1,
8ae962a7f9602522,samsung,SM-A136U1,verizon 
672cc69076593dd6,samsung,SM-A136U1,
45406843cb7c1047,samsung,SM-A136U1,spectrum
c331f94218517371,samsung,SM-A136U1,verizon 
cb9a03ca489797d9,samsung,SM-A136U1,
7c65e79b7fab6969,samsung,SM-A136U1,verizon 
848bd3f9e14d4037,samsung,SM-A136U1,verizon 
1ae0315dd36c625e,samsung,SM-A136U1,
f1310e92ecde255b,samsung,SM-A136U1,ultra
d5de471c5880b174,samsung,SM-A136U1,
eaab8b2b600c609e,samsung,SM-A136U1,us  mobile
e0029804687ce964,samsung,SM-A136U1,
50d0ac1a58f751e4,samsung,SM-A136U1,
01ec86a949976c1c,samsung,SM-A136U1,ultra
fb2f68a51f2845c4,samsung,SM-A136U1,at&t
719689dd91dac119,samsung,SM-A136U1,
e58c1af163974efc,samsung,SM-A136U1,ultra
e2bcb6f158029fbb,samsung,SM-A136U1,t-mobile
4bff31c728838232,samsung,SM-A136U1,ultra
7b3ef3b64da18f24,samsung,SM-A136U1,verizon 
7cf1fcbada009417,samsung,SM-A136U1,
431c7ab8eedcd952,samsung,SM-A136U1,verizon 
b5dc2ea67526c5b8,samsung,SM-A136U1,ultra
94cd9680960796c3,samsung,SM-A136U1,
fe17f3e7dd0dd748,samsung,SM-A136U1,t-mobile
a883a178d042150c,samsung,SM-A136U1,
c756a28a91a352d4,samsung,SM-A136U1,
290868fcf8acbd89,samsung,SM-A136U1,at&t
e4435834326418e0,samsung,SM-A136U1,us  mobile
3a0a69856d778d42,samsung,SM-A136U1,
e3df6b29050e0ef5,samsung,SM-A136U1,verizon 
717e6560fae2e626,samsung,SM-A136U1,ultra
d42bcab39936c39d,samsung,SM-A136U1,
ba4e28c81b774082,samsung,SM-A136U1,ultra
e9e0d6166c4db41b,samsung,SM-A136U1,at&t
f4a03257da7a33a3,samsung,SM-A136U1,
ee8144a762d2f23f,samsung,SM-A136U1,us  mobile
f0f2eb9a44215594,samsung,SM-A136U1,us  mobile
67ef3926ad903e61,samsung,SM-A136U1,
3105ec9c0c3dc8c8,samsung,SM-A136U1,verizon 
5ba962ee417b2ec1,samsung,SM-A136U1,
d59b05a39f438981,samsung,SM-A136U1,
52cb8e8692ba5363,samsung,SM-A136U1,verizon 
1794ef1d764ff6df,samsung,SM-A136U1,
5dd564de222f6223,samsung,SM-A136U1,
b7c281e5992df3f2,samsung,SM-A136U1,
fcf4a4da956bb2e6,samsung,SM-A136U1,at&t
576a59f43f7bf059,samsung,SM-A136U1,ultra
d7739e7f3cecc093,samsung,SM-A136U1,t-mobile
bc629cc304d86634,samsung,SM-A136U1,at&t
ea058413824896c0,samsung,SM-A136U1,
517657bb777f751f,samsung,SM-A136U1,
7ee985702db9c67b,samsung,SM-A136U1,
2c60b0d1fbd0ce8a,samsung,SM-A136U1,verizon 
d321040be8bb3de2,samsung,SM-A136U1,at&t
cb692353130a639b,samsung,SM-A136U1,at&t
bf5a8392411bf889,samsung,SM-A136U1,t-mobile
a066107944575cfb,samsung,SM-A136U1,mint
f8fbb664ed4585aa,samsung,SM-A136U1,verizon 
e42eed2fc0cafc71,samsung,SM-A136U1,cricket
00b0b55b6aeb9581,samsung,SM-A136U1,
9eb7f22ae2579508,samsung,SM-A136U1,
5d92b6c36ee9caf5,samsung,SM-A136U1,t-mobile
ccb90a82444c32ba,samsung,SM-A136U1,at&t
f1f9e6028f50ac4c,samsung,SM-A136U1,ultra
c63e85becf1fde71,samsung,SM-A136U1,
ab6de24980e58ca9,samsung,SM-A136U1,mint
66a57b646cde7193,samsung,SM-A136U1,
0c9ee4937ef621d1,samsung,SM-A136U1,verizon 
ac94fdcbadd235cf,samsung,SM-A136U1,
9f604f81b4179d2d,samsung,SM-A136U1,
86777ebbaf64f951,samsung,SM-A136U1,
9eb6de436c7b8a22,samsung,SM-A136U1,t-mobile
a956c5cd4847fe25,samsung,SM-A136U1,t-mobile
c4d7470cb8d4c757,samsung,SM-A136U1,verizon 
780ffa22daecf327,samsung,SM-A136U1,
9fe207d4c6252305,samsung,SM-A136U1,t-mobile
53a3d16a2b0b2f69,samsung,SM-A136U1,us  mobile
757c0791adbaa0b7,samsung,SM-A136U1,verizon 
51f00bcaacc84564,samsung,SM-A136U1,
0946e749ede4f2da,samsung,SM-A136U1,verizon 
29399352b8b254a9,samsung,SM-A136U1,ultra
bfcca7d2fc6c6c4a,Ulefone,Armor X10 Pro,
d24cb3f9a11e9857,Ulefone,Armor X10 Pro,
96fc4d259b2a7830,BLU,G91S,us mobile
718bed39b33b9ce3,BLU,G91S,at&t
d187f2f2a7b30099,BLU,G91S,
45d2e605b2a4a69f,BLU,G91S,t-mobile
070ecc4cabbd2c58,BLU,G91S,
de36e4a92611e2d1,BLU,G91S,mint
00dcf05dddc98120,BLU,G91S,
19b29156d0b3f82e,BLU,G91S,pure talk
cdb8ec069b10e510,BLU,G91S,
763f0035bbc51362,BLU,G91S,t-mobile
f2807af405cfdcfe,BLU,G91S,
99a00c8e7b63099c,BLU,G91S,red pocket
f23ab0fd9ca21e66,BLU,G91S,t-mobile
4889a6de7e4d7085,BLU,G91S,
a1eb5c43ed90ff95,BLU,G91S,
572f4c5cb9c53e79,BLU,G91S,
8359e2d3d1589c65,BLU,G91S,
a76046ebc9e9dc08,BLU,G91S,
8e31dcc93bde6ea9,BLU,G91S,
b896364f50c88615,BLU,G91S,
54910321966f1eb9,BLU,G91S,
4bc28341060accdf,BLU,G91S,mint
7e0c3c26c7028c5f,BLU,G91S,mint
b9570a3243da97e6,BLU,G91S,mint
4e2a94fb396beb8d,BLU,G91S,
e5080ca84ae0710d,BLU,G91S,
4721bbf23de0a5c9,BLU,G91S,mint
1676a061e11b5f9a,BLU,G91S,
e36fc90549081343,BLU,G91S,t-mobile
cd20d6c981341f1f,BLU,G91S,t-mobile
586cd9552cc5d4f6,BLU,G91S,mint
2e123ce60ebd90a7,BLU,G91S,mint
c1d8bacdf4663329,BLU,G91S,us mobile
8562287e98bc5a3a,BLU,G91S,
0b675053f0b671be,BLU,G91S,
80b3635edeaf17a8,BLU,G91S,
86c4c91fda25c913,BLU,G91S,at&t
28e96ae3080f4a55,BLU,G91S,
ac48f0fab22458c6,BLU,G91S,pure talk
a4664f689a96acbb,BLU,G91S,mint
6bbaff41b654a3ca,BLU,G91S,
f122f3811493161e,BLU,G91S,
856595cccecde87a,BLU,G91S,us mobile
