balance_transaction_id,index,connected_account_id,amount,application,currency,description,type,_fivetran_synced
txn_3PgyLjFCPJnn9IgI021sh1Vj,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.253000+00:00
txn_3PgyP5FCPJnn9IgI1QqQ9E1p,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.253000+00:00
txn_3PgyeiFCPJnn9IgI1PER8DsS,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.253000+00:00
txn_3Pgyy2FCPJnn9IgI1JASnWpz,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3Pgz3yFCPJnn9IgI1R0WdPOm,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3PgzB0FCPJnn9IgI1NVV0oUd,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3PgzBvFCPJnn9IgI0tB3nfRq,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3PgzFSFCPJnn9IgI0TRLZQYX,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3PgzHiFCPJnn9IgI0pTvMQNq,0,,993,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3PgzL9FCPJnn9IgI0gGf7Tn1,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3PgzecFCPJnn9IgI0kmezN7W,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3Pgzv1FCPJnn9IgI02WqDZEE,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3Ph0JQFCPJnn9IgI0eOjt0ID,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3Ph0PfFCPJnn9IgI1G4SMDKE,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3Ph0SsFCPJnn9IgI06ZZ93MN,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3Ph0VWFCPJnn9IgI1XaOiUy3,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.266000+00:00
txn_3Ph0gUFCPJnn9IgI1b8cWBHA,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.203000+00:00
txn_3Ph0nNFCPJnn9IgI11Uu5ELE,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.203000+00:00
txn_3Ph1uyFCPJnn9IgI0AfKvT7s,0,,859,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.279000+00:00
txn_3Ph1wZFCPJnn9IgI0j3V1T1J,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.279000+00:00
txn_3Ph1ywFCPJnn9IgI0wcDKoVl,0,,68,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.279000+00:00
txn_3Ph2RwFCPJnn9IgI0qRYBcbo,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.279000+00:00
txn_3Ph2S8FCPJnn9IgI0RuU1XW4,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.279000+00:00
txn_3Ph32TFCPJnn9IgI1TWE8WZ3,0,,71,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.227000+00:00
txn_3Ph38oFCPJnn9IgI1SDhmABC,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.227000+00:00
txn_3Ph3AYFCPJnn9IgI169l4tRL,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.227000+00:00
txn_3Ph3gLFCPJnn9IgI0bMgTKCq,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.521000+00:00
txn_3Ph4DjFCPJnn9IgI1Fvisvb8,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.521000+00:00
txn_3Ph4Z9FCPJnn9IgI0m9ngrDD,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.464000+00:00
txn_3Ph9w7FCPJnn9IgI0Cs9ka8Y,0,,81,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.708000+00:00
txn_3PhAAUFCPJnn9IgI0zvWMlob,0,,903,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.736000+00:00
txn_3PhAMjFCPJnn9IgI0dCrOrz8,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.736000+00:00
txn_3PhAXxFCPJnn9IgI0xffzcTg,0,,68,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.736000+00:00
txn_3PhB51FCPJnn9IgI1zKAGh0m,0,,1293,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.749000+00:00
txn_3PhBJLFCPJnn9IgI0nFCC5Md,0,,412,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.749000+00:00
txn_3PhBnSFCPJnn9IgI02gdRUFt,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:25.633000+00:00
txn_3PhCecFCPJnn9IgI0O8ppuNa,0,,916,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.719000+00:00
txn_3PhCx5FCPJnn9IgI1fuUxOCq,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.743000+00:00
txn_3PhDFpFCPJnn9IgI0pA2vJT0,0,,68,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.743000+00:00
txn_3PhDRgFCPJnn9IgI1QKkK4wp,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.743000+00:00
txn_3PhDxzFCPJnn9IgI1Tdrs5l4,0,,25,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.799000+00:00
txn_3PhEE5FCPJnn9IgI1zVs5gNT,0,,33,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:12.799000+00:00
txn_3PhEr2FCPJnn9IgI0SXjtkVS,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.038000+00:00
txn_3PhEriFCPJnn9IgI1S5Wo16g,0,,1279,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.038000+00:00
txn_3PhF3PFCPJnn9IgI10RnAkTd,0,,76,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.638000+00:00
txn_3PhF8HFCPJnn9IgI0l2Bsv1F,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.038000+00:00
txn_3PhFTsFCPJnn9IgI0uALhA2A,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.038000+00:00
txn_3PhFutFCPJnn9IgI1LJDHYS2,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhFvlFCPJnn9IgI0vnYPBwf,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhG4BFCPJnn9IgI0vUwipPK,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhG7TFCPJnn9IgI1WD2PqjF,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhG90FCPJnn9IgI0d7HgNfl,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhGHbFCPJnn9IgI0JNVVLab,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhGIMFCPJnn9IgI03aBJvhr,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhGp9FCPJnn9IgI0NwCGkqO,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhH9wFCPJnn9IgI1MnqIKRh,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhHAQFCPJnn9IgI1o2PPqaA,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.088000+00:00
txn_3PhHV3FCPJnn9IgI1kpyluTf,0,,81,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.108000+00:00
txn_3PhHVPFCPJnn9IgI12gBolY7,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.168000+00:00
txn_3PhHWTFCPJnn9IgI0U4RQ8N4,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.108000+00:00
txn_3PhHnhFCPJnn9IgI1AgQpXPr,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.108000+00:00
txn_3PhHtoFCPJnn9IgI1N3BN5YC,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.108000+00:00
txn_3PhIqHFCPJnn9IgI19vDobJa,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.071000+00:00
txn_3PhJCPFCPJnn9IgI0aMvasmm,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.071000+00:00
txn_3PhJEAFCPJnn9IgI0OgNRThR,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.071000+00:00
txn_3PhJLcFCPJnn9IgI0byaVBww,0,,77,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.071000+00:00
txn_3PhJQSFCPJnn9IgI0B1epkpN,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.069000+00:00
txn_3PhJS4FCPJnn9IgI1t9URcQE,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.069000+00:00
txn_3PhKEqFCPJnn9IgI1hiifZ2j,0,,955,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.069000+00:00
txn_3PhKF3FCPJnn9IgI0JJZF1f6,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.069000+00:00
txn_3PhKlmFCPJnn9IgI16DSd1qt,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.363000+00:00
txn_3PhKmXFCPJnn9IgI1ULIuZYg,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.363000+00:00
txn_3PhKodFCPJnn9IgI1zdFz7rc,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.363000+00:00
txn_3PhLAKFCPJnn9IgI02izPGVL,0,,294,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.363000+00:00
txn_3PhLCxFCPJnn9IgI01HYAP4Y,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.363000+00:00
txn_3PhLFQFCPJnn9IgI1B55Fz6F,0,,881,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.343000+00:00
txn_3PhLo8FCPJnn9IgI0HticN5y,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.343000+00:00
txn_3PhM9UFCPJnn9IgI1McWWcei,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.343000+00:00
txn_3PhMHJFCPJnn9IgI0PEbZLrP,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.357000+00:00
txn_3PhMUCFCPJnn9IgI0Ahdi0pk,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.357000+00:00
txn_3PhMbSFCPJnn9IgI14IX2ndB,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.357000+00:00
txn_3PhMftFCPJnn9IgI0IConELW,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:26.005000+00:00
txn_3PhMlbFCPJnn9IgI1baqsTYt,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.357000+00:00
txn_3PhNArFCPJnn9IgI0KHy1CW3,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.370000+00:00
txn_3PhNXRFCPJnn9IgI1w4u4M7W,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.370000+00:00
txn_3PhNa9FCPJnn9IgI0QQHpKyw,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.370000+00:00
txn_3PhNauFCPJnn9IgI0i2LlRNb,0,,34,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.370000+00:00
txn_3PhNqlFCPJnn9IgI0G4gZhXF,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.370000+00:00
txn_3PhNrVFCPJnn9IgI09ckXnZD,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.370000+00:00
txn_3PhO32FCPJnn9IgI0ZZAHc7F,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.378000+00:00
txn_3PhO63FCPJnn9IgI1jiwKSYD,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.378000+00:00
txn_3PhOBGFCPJnn9IgI1qGpy1qP,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.378000+00:00
txn_3PhOFlFCPJnn9IgI1zjRwG44,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.378000+00:00
txn_3PhOO3FCPJnn9IgI0C1mDfhC,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.378000+00:00
txn_3PhOq2FCPJnn9IgI0ojagAnq,0,,77,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.378000+00:00
txn_3PhOrFFCPJnn9IgI0kyPbbri,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.378000+00:00
txn_3PhOxjFCPJnn9IgI0kVp7sGx,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.378000+00:00
txn_3PhPAIFCPJnn9IgI0jt3nSrF,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.308000+00:00
txn_3PhPVuFCPJnn9IgI1hUPO8EU,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.308000+00:00
txn_3PhPZuFCPJnn9IgI06O3xNxe,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.308000+00:00
txn_3PhPeAFCPJnn9IgI0QfKV8RA,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.308000+00:00
txn_3PhQ1qFCPJnn9IgI1vZ5WvV0,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.632000+00:00
txn_3PhQpLFCPJnn9IgI10a3DZoj,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.632000+00:00
txn_3PhQv9FCPJnn9IgI11Tj0kD8,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.571000+00:00
txn_3PhR3VFCPJnn9IgI1F3RIJP3,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.571000+00:00
txn_3PhWjtFCPJnn9IgI0LFJNyth,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.805000+00:00
txn_3PhXUJFCPJnn9IgI1PMnKulu,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.876000+00:00
txn_3PhXjsFCPJnn9IgI1LHGtXcm,0,,74,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.876000+00:00
txn_3PhYh5FCPJnn9IgI1D7PdZKM,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.881000+00:00
txn_3PhYvgFCPJnn9IgI0Wb24TVN,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.881000+00:00
txn_3PhZA9FCPJnn9IgI0joBeKUr,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.881000+00:00
txn_3PhZGyFCPJnn9IgI0NCnAwJ5,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.881000+00:00
txn_3PhZIpFCPJnn9IgI0O9J9mH3,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.861000+00:00
txn_3PhZVEFCPJnn9IgI1IsKNPTc,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.861000+00:00
txn_3PhZmhFCPJnn9IgI1wDylU3Y,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.861000+00:00
txn_3PhZsqFCPJnn9IgI1CKUufRJ,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.861000+00:00
txn_3PhZypFCPJnn9IgI1Zm8o9GE,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.861000+00:00
txn_3Pha3BFCPJnn9IgI0xi83Gg4,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.861000+00:00
txn_3PhaBLFCPJnn9IgI1SCmF6ai,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.905000+00:00
txn_3PhaKaFCPJnn9IgI1G5TNN2p,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.851000+00:00
txn_3PhaSsFCPJnn9IgI1az3ENxt,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.851000+00:00
txn_3Phaq3FCPJnn9IgI1jLr9Ndn,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.851000+00:00
txn_3PhaxgFCPJnn9IgI1ga7nlut,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:13.851000+00:00
txn_3PhbKBFCPJnn9IgI1J8xEfY2,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.125000+00:00
txn_3PhbNEFCPJnn9IgI14VmetzR,0,,418,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.125000+00:00
txn_3PhbTjFCPJnn9IgI1Zuihbnq,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.125000+00:00
txn_3PhbVmFCPJnn9IgI1sxDCETv,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.125000+00:00
txn_3PhbktFCPJnn9IgI1RxIQm0m,0,,61,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.125000+00:00
txn_3PhcJqFCPJnn9IgI1qs3Xyu7,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.149000+00:00
txn_3PhcQ5FCPJnn9IgI1hXxkbh9,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.149000+00:00
txn_3Phcs4FCPJnn9IgI1CnNYWra,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.149000+00:00
txn_3PhdAJFCPJnn9IgI1dZBxsoq,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.183000+00:00
txn_3PhdBoFCPJnn9IgI0FnshbNg,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.183000+00:00
txn_3PhdMMFCPJnn9IgI0JCb4hUH,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.182000+00:00
txn_3PhdR7FCPJnn9IgI1PbL6Azj,0,,24,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.182000+00:00
txn_3Phe5gFCPJnn9IgI1Qyg8jZG,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.176000+00:00
txn_3Phe5lFCPJnn9IgI0mJNXGi1,0,,1494,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.176000+00:00
txn_3Phe6xFCPJnn9IgI0ZQ7Muo5,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.176000+00:00
txn_3PheP6FCPJnn9IgI1mwurMyO,0,,401,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.176000+00:00
txn_3PhePMFCPJnn9IgI01VdkqIU,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.176000+00:00
txn_3PhejaFCPJnn9IgI0yeddKL8,0,,68,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.176000+00:00
txn_3Phf5gFCPJnn9IgI1ayNEV7M,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.152000+00:00
txn_3PhfBnFCPJnn9IgI1jUKlgd4,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.152000+00:00
txn_3PhfopFCPJnn9IgI1qq6YBnQ,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.152000+00:00
txn_3PhfrQFCPJnn9IgI11cg9Dpb,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.151000+00:00
txn_3Phg7tFCPJnn9IgI0K0bs3vX,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.151000+00:00
txn_3PhhHvFCPJnn9IgI14nf8gsK,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.421000+00:00
txn_3PhhX9FCPJnn9IgI06PKWKQ7,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.421000+00:00
txn_3Phhh8FCPJnn9IgI1XUtsZsS,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.421000+00:00
txn_3PhiFFFCPJnn9IgI1et0L3oM,0,,518,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.415000+00:00
txn_3PhiSKFCPJnn9IgI0bXDDwCc,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.415000+00:00
txn_3Phik5FCPJnn9IgI0S731fbJ,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.429000+00:00
txn_3PhimpFCPJnn9IgI1CkRFtVH,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.429000+00:00
txn_3PhkBUFCPJnn9IgI1gzheJ58,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.436000+00:00
txn_3PhkGSFCPJnn9IgI0cWDYgqg,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.436000+00:00
txn_3PhkX2FCPJnn9IgI0Jsdj8gk,0,,909,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.412000+00:00
txn_3PhkceFCPJnn9IgI0h0MK60s,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.412000+00:00
txn_3Phl92FCPJnn9IgI0hrdc5eh,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.412000+00:00
txn_3PhlSHFCPJnn9IgI1YeP4ttD,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.389000+00:00
txn_3PhlokFCPJnn9IgI1RDKl7fa,0,,56,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.389000+00:00
txn_3Phm3nFCPJnn9IgI1LVld4hJ,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.389000+00:00
txn_3PhmPUFCPJnn9IgI1MVZ9dWV,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.654000+00:00
txn_3PhmdvFCPJnn9IgI1gLdkULZ,0,,52,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.654000+00:00
txn_3PhmwmFCPJnn9IgI0g6EuwDf,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.654000+00:00
txn_3PhnUVFCPJnn9IgI0DdkluiG,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.659000+00:00
txn_3PhtqWFCPJnn9IgI18yY8KdK,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.863000+00:00
txn_3PhtzjFCPJnn9IgI12l5iImV,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.792000+00:00
txn_3PhuFKFCPJnn9IgI1d7V15G4,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.881000+00:00
txn_3PhuTpFCPJnn9IgI0zObteSs,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.881000+00:00
txn_3PhulFFCPJnn9IgI0eWEco4Z,0,,828,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.881000+00:00
txn_3PhvFBFCPJnn9IgI0aREz46K,0,,56,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.910000+00:00
txn_3PhvROFCPJnn9IgI0ZhWc0J1,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.910000+00:00
txn_3PhvtcFCPJnn9IgI094thtIo,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.897000+00:00
txn_3Phw4FFCPJnn9IgI0HPmjaP8,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.897000+00:00
txn_3PhwRzFCPJnn9IgI19wWAHle,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.897000+00:00
txn_3PhwqQFCPJnn9IgI169VF15R,0,,893,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.971000+00:00
txn_3Phww9FCPJnn9IgI1q0aMN7u,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.971000+00:00
txn_3PhxPmFCPJnn9IgI106AbyHr,0,,529,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:14.971000+00:00
txn_3PhxfgFCPJnn9IgI1b8e3089,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.235000+00:00
txn_3Phxz5FCPJnn9IgI14lFY6Hp,0,,545,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.235000+00:00
txn_3Phy21FCPJnn9IgI1KIrisE7,0,,423,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.235000+00:00
txn_3PhyBJFCPJnn9IgI1x0A5BBd,0,,56,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.235000+00:00
txn_3Phz8VFCPJnn9IgI0WNvNYiF,0,,856,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.234000+00:00
txn_3PhzGKFCPJnn9IgI09X4VdLD,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.234000+00:00
txn_3PhzHJFCPJnn9IgI1QJDFxtd,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.234000+00:00
txn_3PhzJpFCPJnn9IgI1cQx1mVL,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.234000+00:00
txn_3PhzKOFCPJnn9IgI1GHBpktb,0,,1425,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.234000+00:00
txn_3PhzP1FCPJnn9IgI1VuU0mKC,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.234000+00:00
txn_3PhzfkFCPJnn9IgI1hUtE4NM,0,,1081,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.239000+00:00
txn_3PhzoqFCPJnn9IgI0jCVJSG2,0,,77,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.239000+00:00
txn_3PhzuaFCPJnn9IgI1ZwY5A22,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.239000+00:00
txn_3Pi0HRFCPJnn9IgI0OU9lJPp,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:15.239000+00:00
