id,connected_account_id,payment_method_types,amount,amount_capturable,amount_received,application,application_fee_amount,canceled_at,cancellation_reason,capture_method,confirmation_method,created,currency,description,last_payment_error_type,last_payment_error_code,last_payment_error_decline_code,last_payment_error_doc_url,last_payment_error_message,last_payment_error_param,last_payment_error_source_id,last_payment_error_charge_id,livemode,metadata,on_behalf_of,receipt_email,statement_descriptor,status,transfer_data_destination,transfer_group,payment_method_id,customer_id,source_id,_fivetran_synced
pi_3PjkgcFCPJnn9IgI110pNgD1,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 16:20:06+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1PYUx4FCPJnn9IgIYwUhzsf3,cus_QPJa9yqGh4oUUh,,2024-08-14 01:42:41.799000+00:00
pi_3PjkoIFCPJnn9IgI1XtKnvqE,,"[""card"",""cashapp""]",22407,0,22407,,,,,automatic,automatic,2024-08-03 16:28:02+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1PjkoGFCPJnn9IgIDkgcwGii,cus_Qawh1qqdBIURHF,,2024-08-14 01:42:41.799000+00:00
pi_3PjkpXFCPJnn9IgI17ZmgiAa,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 16:29:19+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,,cus_LJtazICW07CUTz,card_1LBNjiFCPJnn9IgIQaiE9lJl,2024-08-14 01:42:41.799000+00:00
pi_3PjkpxFCPJnn9IgI1IFcwgef,,"[""card"",""cashapp""]",23362,0,23362,,,,,automatic,automatic,2024-08-03 16:29:45+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NTntsFCPJnn9IgIyWB7iXtl,cus_OGKZIag1SxqnNL,,2024-08-14 01:42:41.799000+00:00
pi_3Pjl2wFCPJnn9IgI1WyUPEa9,,"[""card"",""cashapp""]",1594,0,1594,,,,,automatic,automatic,2024-08-03 16:43:10+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NEwZcFCPJnn9IgI8n1xKWHa,cus_NkdlebCmnqPXN6,,2024-08-14 01:42:41.799000+00:00
pi_3Pjl4sFCPJnn9IgI1ehrdm2u,,"[""card"",""cashapp""]",1999,0,1999,,,,,automatic,automatic,2024-08-03 16:45:10+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1JZHIiFCPJnn9IgIvMfqM38j,cus_KDikCFJktvZp4V,,2024-08-14 01:42:42.667000+00:00
pi_3PjlLEFCPJnn9IgI1s2AYR0F,,"[""card"",""cashapp""]",1638,0,1638,,,,,automatic,automatic,2024-08-03 17:02:04+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LWjDcFCPJnn9IgI7855PljU,cus_MFDeNIlayOt6uG,,2024-08-14 01:42:42.667000+00:00
pi_3PjlMnFCPJnn9IgI1vd8kD9f,,"[""card""]",22866,0,22866,,,,,automatic,automatic,2024-08-03 17:03:41+00:00,usd,,,,,,,,,,True,{},,,,succeeded,,,pm_1PjlMmFCPJnn9IgIjTnL6Fcl,cus_QaxHPpBPj63bsC,,2024-08-14 01:42:42.667000+00:00
pi_3PjlrnFCPJnn9IgI181WSjj1,,"[""card"",""affirm""]",36696,0,36696,,,,,automatic_async,automatic,2024-08-03 17:35:43+00:00,usd,,,,,,,,,,True,{},,,,succeeded,,,pm_1PjlshFCPJnn9IgIBno58jV8,cus_QaxnTiBWnoXL4f,,2024-08-14 01:42:42.667000+00:00
pi_3PjlxLFCPJnn9IgI0TWOY4wZ,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 17:41:27+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1OrnYHFCPJnn9IgIIWEui5NH,cus_PhBwqTPrpdxJ42,,2024-08-14 01:42:42.667000+00:00
pi_3Pjly6FCPJnn9IgI1qzpluKr,,"[""card"",""cashapp""]",1598,0,1598,,,,,automatic,automatic,2024-08-03 17:42:14+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MwTDKFCPJnn9IgImhU9v5oa,cus_NhszeFgYDdaqu9,,2024-08-14 01:42:42.667000+00:00
pi_3PjlySFCPJnn9IgI1urXW8ep,,"[""card"",""cashapp""]",4000,0,4000,,,,,automatic,automatic,2024-08-03 17:42:36+00:00,usd,Payment for Invoice,,,,,,,,,True,{},,,,succeeded,,,,cus_JY7IwLGIkWUYDl,card_1LAy2nFCPJnn9IgId7pHIYx1,2024-08-14 01:42:42.667000+00:00
pi_3Pjm4WFCPJnn9IgI1sCYPL04,,"[""card"",""cashapp""]",17695,0,17695,,,,,automatic,automatic,2024-08-03 17:48:52+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NTp8kFCPJnn9IgIfKukjmsr,cus_OGLqyhzSDneeYH,,2024-08-14 01:42:43.865000+00:00
pi_3PjmIXFCPJnn9IgI0KPv88ou,,"[""card"",""cashapp""]",1641,0,1641,,,,,automatic,automatic,2024-08-03 18:03:21+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1KzOMEFCPJnn9IgIfW3aojCc,cus_Lglu8I1VnnBosB,,2024-08-14 01:42:43.865000+00:00
pi_3PjmMPFCPJnn9IgI0AOhCvwA,,"[""card"",""cashapp""]",1604,0,1604,,,,,automatic,automatic,2024-08-03 18:07:21+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NktAgFCPJnn9IgIl0PcKaL3,cus_LJvCgiSBVKElW4,,2024-08-14 01:42:43.865000+00:00
pi_3PjmjUFCPJnn9IgI1WzpWKTz,,"[""card"",""cashapp""]",1619,0,1619,,,,,automatic,automatic,2024-08-03 18:31:12+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1PjmjMFCPJnn9IgI7afPNabN,cus_QaJ2dVLSZ6N0c6,,2024-08-14 01:42:43.865000+00:00
pi_3PjmuqFCPJnn9IgI1qWFRvXh,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 18:42:56+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1O1BpzFCPJnn9IgI1rX7NdWh,cus_OopVg6EggZ3Yac,,2024-08-14 01:42:43.864000+00:00
pi_3Pjn1sFCPJnn9IgI0yhcmZaO,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 18:50:12+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1KdI17FCPJnn9IgIEi0veam6,cus_LJvsX7AbtoSTfp,,2024-08-14 01:42:44.637000+00:00
pi_3Pjn3cFCPJnn9IgI1WXY1O3b,,"[""card"",""cashapp""]",26620,0,26620,,,,,automatic,automatic,2024-08-03 18:52:00+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1Pjn3YFCPJnn9IgI8Vce0514,cus_Qaz10ZcGId8Ov9,,2024-08-14 01:42:44.637000+00:00
pi_3Pjn8ZFCPJnn9IgI0a1mZC1w,,"[""card"",""cashapp""]",548,0,548,,,,,automatic,automatic,2024-08-03 18:57:07+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1PYXOyFCPJnn9IgIjNfLQR77,cus_QNBycY3joWTAfk,,2024-08-14 01:42:44.637000+00:00
pi_3Pjn97FCPJnn9IgI1ZOyyrC1,,"[""card"",""cashapp""]",17695,0,17695,,,,,automatic,automatic,2024-08-03 18:57:41+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NTqDZFCPJnn9IgId4wWHS5d,cus_OGMx4gMAJCP3MX,,2024-08-14 01:42:44.637000+00:00
pi_3PjnURFCPJnn9IgI1SZ3Tfwy,,"[""card"",""cashapp""]",1580,0,1580,,,,,automatic,automatic,2024-08-03 19:19:43+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NTqYlFCPJnn9IgImJNBetgo,cus_OGNJnawCUY5SgJ,,2024-08-14 01:42:44.637000+00:00
pi_3PjndkFCPJnn9IgI18Tcu1Jh,,"[""card""]",36486,0,36486,,,,,automatic,automatic,2024-08-03 19:29:20+00:00,usd,,,,,,,,,,True,{},,,,succeeded,,,pm_1PjndjFCPJnn9IgIbIbGWLdm,cus_QazdkECq1INzCg,,2024-08-14 01:42:44.637000+00:00
pi_3Pjnf4FCPJnn9IgI1F7HKlrP,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 19:30:42+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MlcaAFCPJnn9IgIWiNwvfta,cus_NWfwzVsox4zZYM,,2024-08-14 01:42:44.637000+00:00
pi_3Pjno5FCPJnn9IgI1qrpoayi,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 19:40:01+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1P1sBdFCPJnn9IgIuBlxWZ7M,cus_PBhBjqMNTA9Ujw,,2024-08-14 01:42:44.637000+00:00
pi_3PjnomFCPJnn9IgI0nkRz73Y,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 19:40:44+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MMKRIFCPJnn9IgIx1Tg24SQ,cus_MFGDe9t0byoYFk,,2024-08-14 01:42:44.637000+00:00
pi_3PjntkFCPJnn9IgI0ffudVuD,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 19:45:52+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1JkYtUFCPJnn9IgIvs3ANL2J,cus_KPNeoaM6AbgUjJ,,2024-08-14 01:42:44.584000+00:00
pi_3PjnuiFCPJnn9IgI10EhGIvT,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 19:46:52+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1Oa4tAFCPJnn9IgItAGftLRp,cus_OwKxvdoMkKdRDB,,2024-08-14 01:42:44.584000+00:00
pi_3PjnvdFCPJnn9IgI0iBcDlP9,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 19:47:49+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1P1YpHFCPJnn9IgI0oaXngUs,cus_PrHOk4KWj234sS,,2024-08-14 01:42:44.584000+00:00
pi_3PjnwEFCPJnn9IgI0HEJWxiC,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 19:48:26+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LWlqFFCPJnn9IgI2lwAsszw,cus_MFGM7QEefNZFls,,2024-08-14 01:42:44.584000+00:00
pi_3Pjo6xFCPJnn9IgI0oQ7KLN5,,"[""card"",""cashapp""]",1577,0,1577,,,,,automatic,automatic,2024-08-03 19:59:31+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1LK917FCPJnn9IgIqeez37RW,cus_LJwyny6of1MHj4,,2024-08-14 01:42:44.584000+00:00
pi_3PjoO4FCPJnn9IgI1ZHRXxrz,,"[""card"",""cashapp""]",1566,0,1566,,,,,automatic,automatic,2024-08-03 20:17:12+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NaohoFCPJnn9IgIh2lhTjSs,cus_ONZYQmqJAUyKAY,,2024-08-14 01:42:44.584000+00:00
pi_3PjoS6FCPJnn9IgI01mijPnM,,"[""card"",""cashapp""]",1602,0,1602,,,,,automatic,automatic,2024-08-03 20:21:22+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MMG1PFCPJnn9IgIjDKpGhWV,cus_MzKXfpAVPmemDj,,2024-08-14 01:42:44.584000+00:00
pi_3PjoZ5FCPJnn9IgI1nb5mf9n,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 20:28:35+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1O3rXVFCPJnn9IgIGsSeRs3p,cus_LJxRHuqLIcVMDF,,2024-08-14 01:42:44.584000+00:00
pi_3PjowqFCPJnn9IgI1bKo83kO,,"[""card"",""cashapp""]",9511,0,9511,,,,,automatic,automatic,2024-08-03 20:53:08+00:00,usd,Payment for Invoice,,,,,,,,,True,{},,,,succeeded,,,pm_1PNgdrFCPJnn9IgIwPHWm5Aj,cus_QE8vq3DbQuCfuW,,2024-08-14 01:42:44.311000+00:00
pi_3PjowtFCPJnn9IgI10wmXkfG,,"[""card"",""cashapp""]",2089,0,2089,,,,,automatic,automatic,2024-08-03 20:53:11+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LrkLsFCPJnn9IgI7IzlhSP7,cus_MFHP8U6x0jx5xe,,2024-08-14 01:42:44.311000+00:00
pi_3PjpJnFCPJnn9IgI0LgIKIWf,,"[""card"",""cashapp""]",63916,0,63916,,,,,automatic,automatic,2024-08-03 21:16:51+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1PjpJlFCPJnn9IgIDPCT3J7a,cus_Qb1Mio5WQCFVn5,,2024-08-14 01:42:44.311000+00:00
pi_3PjppPFCPJnn9IgI0HuAKCi3,,"[""card"",""cashapp""]",1653,0,1653,,,,,automatic,automatic,2024-08-03 21:49:31+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NF1MuFCPJnn9IgIHxYwS6if,cus_NxGmhln5QFGSBR,,2024-08-14 01:42:44.153000+00:00
pi_3PjpprFCPJnn9IgI1sF6wFuJ,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 21:49:59+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1Lhg1nFCPJnn9IgIflzHnYlD,cus_MQX6hqx5CnQ9GT,,2024-08-14 01:42:44.153000+00:00
pi_3PjpqNFCPJnn9IgI0zV15aUM,,"[""card"",""cashapp""]",20920,0,20920,,,,,automatic,automatic,2024-08-03 21:50:31+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1PjpqKFCPJnn9IgIfmWyeu1p,cus_Qb1ubUmNQJcyvk,,2024-08-14 01:42:44.153000+00:00
pi_3PjpyJFCPJnn9IgI1REahSsq,,"[""card"",""cashapp""]",1998,0,1998,,,,,automatic,automatic,2024-08-03 21:58:43+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NTt2qFCPJnn9IgI9Gfob4m3,cus_OGPs7dM07QzZKR,,2024-08-14 01:42:44.153000+00:00
pi_3PjqJwFCPJnn9IgI0y2apfvy,,"[""card"",""cashapp""]",1598,0,1598,,,,,automatic,automatic,2024-08-03 22:21:04+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1NftqkFCPJnn9IgIqdDFYpEl,cus_Mz0LM8ZnH4iNlG,,2024-08-14 01:42:44.152000+00:00
pi_3PjqNEFCPJnn9IgI1nzxkt0T,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 22:24:28+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MF2VfFCPJnn9IgIZ3Q8utaO,cus_Mz0QpfmBOyPyfJ,,2024-08-14 01:42:44.152000+00:00
pi_3PjqaMFCPJnn9IgI04yIWYtl,,"[""card""]",1813,0,1813,,,,,automatic_async,automatic,2024-08-03 22:38:02+00:00,usd,,,,,,,,,,True,{},,,,succeeded,,,pm_1PjqaLFCPJnn9IgI0thfRTMw,cus_QazTdQyWn6wZLU,,2024-08-14 01:42:44.152000+00:00
pi_3PjqlrFCPJnn9IgI0KDOZBYF,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 22:49:55+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1N3UrdFCPJnn9IgInV9zZciT,cus_NAcog6sp9mFoXI,,2024-08-14 01:42:44.730000+00:00
pi_3PjqzCFCPJnn9IgI1ggiLat1,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 23:03:42+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1ONMx5FCPJnn9IgIJUtiET5i,cus_PBkS8SBNabjbpg,,2024-08-14 01:42:44.730000+00:00
pi_3Pjr96FCPJnn9IgI1FZtgUap,,"[""card"",""cashapp""]",1593,0,1593,,,,,automatic,automatic,2024-08-03 23:13:56+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1Pjr91FCPJnn9IgIJbxo2Htj,cus_Qb3ECfpeDJq34r,,2024-08-14 01:42:44.730000+00:00
pi_3PjrPKFCPJnn9IgI1TqlfTV0,,"[""card"",""cashapp""]",2130,0,2130,,,,,automatic,automatic,2024-08-03 23:30:42+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LhhbAFCPJnn9IgIdY6iVgYV,cus_MQYiuUIy9ZyvVo,,2024-08-14 01:42:44.730000+00:00
pi_3PjrTkFCPJnn9IgI1nnpYpoU,,"[""card"",""cashapp""]",2175,0,2175,,,,,automatic,automatic,2024-08-03 23:35:16+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1JZNiLFCPJnn9IgItXFAssnu,cus_KDpNcIleWy9EoJ,,2024-08-14 01:42:44.730000+00:00
pi_3PjrZZFCPJnn9IgI0oyoFaOK,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-03 23:41:17+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1PYbpOFCPJnn9IgIvnY6QRI5,cus_QPQgmCYtgGs2k5,,2024-08-14 01:42:44.729000+00:00
pi_3PjrcHFCPJnn9IgI0MNbUPft,,"[""card"",""cashapp""]",1589,0,1589,,,,,automatic,automatic,2024-08-03 23:44:05+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1OC8qtFCPJnn9IgIViYj0Vdd,cus_P099CE6odNn2rg,,2024-08-14 01:42:44.729000+00:00
pi_3PjreBFCPJnn9IgI1rj0uVYz,,"[""card"",""cashapp""]",52570,0,52570,,,,,automatic,automatic,2024-08-03 23:46:03+00:00,usd,Subscription creation,,,,,,,,,True,{},,,,succeeded,,,pm_1Pjre7FCPJnn9IgITqcA9ItS,cus_Qb3lbWJ0EU4fVa,,2024-08-14 01:42:46.438000+00:00
pi_3PjrroFCPJnn9IgI1M823JGi,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-04 00:00:08+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1OUFOKFCPJnn9IgI497W150m,cus_MnPxjA0oWwMIHo,,2024-08-14 01:42:46.438000+00:00
pi_3Pjs2KFCPJnn9IgI0nJPAhdK,,"[""card"",""cashapp""]",1598,0,0,,,,,automatic,automatic,2024-08-04 00:11:00+00:00,usd,Subscription update,card_error,card_declined,invalid_account,https://stripe.com/docs/error-codes/card-declined,Invalid account.,,,ch_3Pjs2KFCPJnn9IgI0O2kJQwy,True,{},,,,requires_payment_method,,,,cus_PBlVBR81BMNQ0L,,2024-08-14 01:42:46.438000+00:00
pi_3PjsFwFCPJnn9IgI1b7GVRuy,,"[""card"",""cashapp""]",1593,0,1593,,,,,automatic,automatic,2024-08-04 00:25:04+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1MaSOtFCPJnn9IgI3VWEMb0x,cus_NL8gO0Kt7Z5SMW,,2024-08-14 01:42:46.438000+00:00
pi_3PjsZrFCPJnn9IgI1WzP0yG3,,"[""card""]",1580,0,1580,,,,,automatic,automatic,2024-08-04 00:45:39+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1PkbcbFCPJnn9IgIEl2kCdqm,cus_KgXFifiZc7dJCw,,2024-08-14 01:43:00.386000+00:00
pi_3PjsaPFCPJnn9IgI0G87T8pV,,"[""card"",""cashapp""]",1574,0,1574,,,,,automatic,automatic,2024-08-04 00:46:13+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1PCVnEFCPJnn9IgI4Vt5LHR3,cus_Q2azsZZDZuZOwc,,2024-08-14 01:43:00.386000+00:00
pi_3PjsogFCPJnn9IgI1NPkgU1C,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-04 01:00:58+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LF8GcFCPJnn9IgIC4Pq8O3l,cus_Lx2L9GtRpxRBE9,,2024-08-14 01:43:00.386000+00:00
pi_3Pjsp2FCPJnn9IgI02LzXYD3,,"[""card"",""cashapp""]",2164,0,2164,,,,,automatic,automatic,2024-08-04 01:01:20+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1PbBBNFCPJnn9IgIaVGexXnd,cus_M17gWNoIA7kOXk,,2024-08-14 01:43:00.386000+00:00
pi_3Pjsp2FCPJnn9IgI0dnDc8Ce,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-04 01:01:20+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1N5T8gFCPJnn9IgIu1RwtMtY,cus_M0os6QkbExvUlP,,2024-08-14 01:43:00.386000+00:00
pi_3PjspuFCPJnn9IgI1WISKPjc,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-04 01:02:14+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1OFoObFCPJnn9IgIlxLWc2LP,cus_Ly9a0som8zEwQG,,2024-08-14 01:43:00.386000+00:00
pi_3PjspvFCPJnn9IgI1Jv9jHLC,,"[""card"",""cashapp""]",2161,0,2161,,,,,automatic,automatic,2024-08-04 01:02:15+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LBS9NFCPJnn9IgI91g0PLo3,cus_LtEcRzcvTrgTfx,,2024-08-14 01:43:00.386000+00:00
pi_3PjspzFCPJnn9IgI0FmhTKfx,,"[""card"",""cashapp""]",1598,0,1598,,,,,automatic,automatic,2024-08-04 01:02:19+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1M9GgIFCPJnn9IgIVsIzeH3F,cus_M19h2VTMvBZJEV,,2024-08-14 01:43:00.386000+00:00
pi_3Pjsq0FCPJnn9IgI1ISGrWYA,,"[""card"",""cashapp""]",2099,0,2099,,,,,automatic,automatic,2024-08-04 01:02:20+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1O20HbFCPJnn9IgIldj72Cik,cus_M0eizrgBTwcNN3,,2024-08-14 01:43:00.386000+00:00
pi_3PjsqCFCPJnn9IgI1tkHJabh,,"[""card"",""cashapp""]",1608,0,1608,,,,,automatic,automatic,2024-08-04 01:02:32+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LIDYcFCPJnn9IgI6HgOtyla,cus_M0E0oXeumZYsIU,,2024-08-14 01:43:00.386000+00:00
pi_3PjsqaFCPJnn9IgI1w7wUIzo,,"[""card"",""cashapp""]",2119,0,2119,,,,,automatic,automatic,2024-08-04 01:02:56+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LJeOZFCPJnn9IgIWvOEgdsl,cus_M1ho56qy0Yc9ud,,2024-08-14 01:43:00.386000+00:00
pi_3PjsqkFCPJnn9IgI0VSZmuhQ,,"[""card"",""cashapp""]",2497,0,2497,,,,,automatic,automatic,2024-08-04 01:03:06+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1L4CBJFCPJnn9IgIBW1ImVgq,cus_LljeNocofUWowG,,2024-08-14 01:42:58.179000+00:00
pi_3PjsqkFCPJnn9IgI1hmMToaC,,"[""card"",""cashapp""]",1999,0,1999,,,,,automatic,automatic,2024-08-04 01:03:06+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LBBCpFCPJnn9IgITyYTukM7,cus_Lsx7mZltNjRG5Q,,2024-08-14 01:42:58.179000+00:00
pi_3PjsrLFCPJnn9IgI0lzgwUDz,,"[""card"",""cashapp""]",1999,0,1999,,,,,automatic,automatic,2024-08-04 01:03:43+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LHBr5FCPJnn9IgIXNvCT0dM,cus_LzAB1e2iNM3NsC,,2024-08-14 01:42:58.179000+00:00
pi_3PjsrVFCPJnn9IgI0TExlB2T,,"[""card"",""cashapp""]",1634,0,1634,,,,,automatic,automatic,2024-08-04 01:03:53+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1NeO51FCPJnn9IgIjdySwGLt,cus_ORGcN9JryzGWDT,,2024-08-14 01:42:58.179000+00:00
pi_3PjsrlFCPJnn9IgI0zNbiR90,,"[""card"",""cashapp""]",1545,0,1545,,,,,automatic,automatic,2024-08-04 01:04:09+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,src_1OF5W4FCPJnn9IgID4OvyM8C,cus_LzAjtLOSfWxmsm,,2024-08-14 01:42:58.179000+00:00
pi_3PjsrmFCPJnn9IgI03pDRa5o,,"[""card"",""cashapp""]",1580,0,1580,,,,,automatic,automatic,2024-08-04 01:04:10+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1OK77YFCPJnn9IgIb6SKpugG,cus_LwYuTjcOPmKJP9,,2024-08-14 01:42:58.179000+00:00
pi_3PjsrmFCPJnn9IgI1jLDvfQr,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-04 01:04:10+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LGpZKFCPJnn9IgINuUrlefU,cus_Lyn9rAPpZh10n3,,2024-08-14 01:42:58.179000+00:00
pi_3Pjss1FCPJnn9IgI0EZ7STuR,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-04 01:04:25+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LHDEUFCPJnn9IgIbY2PpKQ9,cus_LzBbb6BKozASbZ,,2024-08-14 01:42:58.179000+00:00
pi_3Pjss1FCPJnn9IgI1kFECCl8,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-04 01:04:25+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LGl5GFCPJnn9IgIzRR3sSGE,cus_LyiWJWHNafINAb,,2024-08-14 01:42:58.179000+00:00
pi_3Pjss9FCPJnn9IgI0vLQy2u7,,"[""card"",""cashapp""]",1998,0,1998,,,,,automatic,automatic,2024-08-04 01:04:33+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LIfZNFCPJnn9IgIWcBKQUek,cus_M0gxWGBfXvwsxk,,2024-08-14 01:42:58.179000+00:00
pi_3PjssQFCPJnn9IgI127KXH36,,"[""card"",""cashapp""]",1499,0,1499,,,,,automatic,automatic,2024-08-04 01:04:50+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LIOJQFCPJnn9IgIxZaBtr36,cus_M0P7PLQ8Mq9afh,,2024-08-14 01:42:58.179000+00:00
pi_3PjssVFCPJnn9IgI1mB4TnwN,,"[""card"",""cashapp""]",1580,0,1580,,,,,automatic,automatic,2024-08-04 01:04:55+00:00,usd,Subscription update,,,,,,,,,True,{},,,,succeeded,,,pm_1LJgNzFCPJnn9IgIJRhspAvp,cus_M1jrhkjZKAoqBv,,2024-08-14 01:42:58.178000+00:00
