setup_intent_id,id,on_behalf_of,default_payment_method_id,application,created,livemode,status,usage,setup_error_code,setup_error_decline_code,setup_error_doc_url,setup_error_message,setup_error_type,_fivetran_synced
seti_1NLChxFCPJnn9IgIy271kJea,setatt_1NLChxFCPJnn9IgIRuOsdkzP,,pm_1NLChMFCPJnn9IgILnZfdPJ9,,2023-06-20 22:07:29+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:47:32.438000+00:00
seti_1ORGdvFCPJnn9IgIYpil4U1z,setatt_1ORGdvFCPJnn9IgI4gQWWEvc,,pm_1ORGdqFCPJnn9IgIBQ3NcLZG,,2023-12-25 16:04:39+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:33:58.492000+00:00
seti_1OJV78FCPJnn9IgIdEFk9xmN,setatt_1OJV78FCPJnn9IgI1Lf5m85f,,pm_1OJV75FCPJnn9IgIX02zKY9Z,,2023-12-04 05:54:42+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:40:47.087000+00:00
seti_1N8X25FCPJnn9IgINYKLiqh3,setatt_1N8X25FCPJnn9IgItUqB2HmL,,pm_1N8X21FCPJnn9IgI4x5uNYPo,,2023-05-16 23:11:53+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:05:55.578000+00:00
seti_1OTsZiFCPJnn9IgIx1sa2Cm1,setatt_1OTsZiFCPJnn9IgICuDDEtHV,,pm_1OTsZaFCPJnn9IgISQrPipuF,,2024-01-01 20:59:06+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:30:40.051000+00:00
seti_1NgTO8FCPJnn9IgIAwVq79a0,setatt_1NgTOdFCPJnn9IgI381MlUcD,,pm_1NgTOdFCPJnn9IgIXH4XBAil,,2023-08-18 14:11:27+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:36:28.646000+00:00
seti_1O3pSXFCPJnn9IgIyJ1D0X3B,setatt_1O3pSXFCPJnn9IgIe0g8FJMv,,pm_1O3pSUFCPJnn9IgIcgxafzRl,,2023-10-22 00:24:01+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:11:01.819000+00:00
seti_1NLEshFCPJnn9IgIU4kb79gG,setatt_1NLEshFCPJnn9IgIrY0z60Jz,,pm_1NLEseFCPJnn9IgILww8STB3,,2023-06-21 00:26:43+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:47:19.742000+00:00
seti_1NpE72FCPJnn9IgI4UJIyhyn,setatt_1NpE7wFCPJnn9IgIw1Tui7aQ,,pm_1NpE7wFCPJnn9IgIOdc8U4RP,,2023-09-11 17:42:24+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:17:35.470000+00:00
seti_1O4OMuFCPJnn9IgI6mPFDE2h,setatt_1O4ONqFCPJnn9IgI9xwPZVsG,,pm_1O4ONqFCPJnn9IgINKWHA1Wi,,2023-10-23 13:41:30+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:10:55.600000+00:00
seti_1O6EvHFCPJnn9IgIiiymjjlT,setatt_1O6EvHFCPJnn9IgIdKa185W3,,pm_1O6EvEFCPJnn9IgIXiz7UdkM,,2023-10-28 15:59:39+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:10:11.168000+00:00
seti_1Mj8tXFCPJnn9IgIbV7fpA3y,setatt_1Mj8tXFCPJnn9IgIXtGruJMx,,pm_1Mj8tUFCPJnn9IgIDU60aLNd,,2023-03-07 22:22:07+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:16:27.994000+00:00
seti_1N85V3FCPJnn9IgIYV3RwqYi,setatt_1N85V3FCPJnn9IgIJP6IVtrL,,pm_1N85UyFCPJnn9IgI7zpIOT3w,,2023-05-15 17:47:57+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:06:08.441000+00:00
seti_1ONgsVFCPJnn9IgI9eAqzb9J,setatt_1ONgsVFCPJnn9IgIrGS2XcSS,,pm_1ONgsRFCPJnn9IgIWmrz8RLN,,2023-12-15 19:16:55+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:37:58.732000+00:00
seti_1Mb4L5FCPJnn9IgIP5eqhMyX,setatt_1Mb4LOFCPJnn9IgIuujNLjz1,,pm_1Mb4LOFCPJnn9IgIOoLmcni4,,2023-02-13 15:53:30+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:19:18.467000+00:00
seti_1NZ18fFCPJnn9IgIwrAV616l,setatt_1NZ19NFCPJnn9IgIIx0EbdRX,,pm_1NZ19NFCPJnn9IgIegqhwjVu,,2023-07-29 00:36:53+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:40:37.224000+00:00
seti_1Nfu3VFCPJnn9IgIrI5FZznT,setatt_1Nfu3VFCPJnn9IgIEmYoDTdt,,src_1Nfu3PFCPJnn9IgITYVwuHyD,,2023-08-17 00:27:17+00:00,True,abandoned,off_session,card_declined,do_not_honor,https://stripe.com/docs/error-codes/card-declined,Your card was declined.,card_error,2024-08-14 16:36:47.197000+00:00
seti_1NCA4uFCPJnn9IgIJHDDveSx,setatt_1NCA4uFCPJnn9IgI73p2R1KL,,pm_1NCA4qFCPJnn9IgIC6ODOdjF,,2023-05-26 23:29:48+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:52:01.236000+00:00
seti_1NqgGbFCPJnn9IgIEQ6zSIBv,setatt_1NqgGbFCPJnn9IgIvTlqBPJn,,pm_1NqgGZFCPJnn9IgInJoeUGsB,,2023-09-15 17:57:21+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:16:37.878000+00:00
seti_1MsJmUFCPJnn9IgIvtYonOsq,setatt_1MsJneFCPJnn9IgIRX5Yo4j0,,pm_1MsJneFCPJnn9IgIDyDslr3A,,2023-04-02 05:49:58+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:12:40.174000+00:00
seti_1NhjdRFCPJnn9IgIWvyhw6rm,setatt_1NhjdvFCPJnn9IgIX3C9OXPM,,pm_1NhjdvFCPJnn9IgIpVZDetMz,,2023-08-22 01:44:27+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:22:22.043000+00:00
seti_1NkX8xFCPJnn9IgIB3I6CnH5,setatt_1NkXBDFCPJnn9IgIJFd8qRHx,,pm_1NkXBDFCPJnn9IgIZqE8ChWZ,,2023-08-29 19:02:23+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:20:26.497000+00:00
seti_1NK5GOFCPJnn9IgIankGzNjA,setatt_1NK5I7FCPJnn9IgIDbHMmGof,,pm_1NK5I6FCPJnn9IgIPTmSbuOc,,2023-06-17 20:00:11+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:47:50.888000+00:00
seti_1NFE7gFCPJnn9IgIzyTZUVb2,setatt_1NFE7gFCPJnn9IgI4gVnufOm,,pm_1NFE7dFCPJnn9IgITi6lFZtj,,2023-06-04 10:25:20+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:50:39.713000+00:00
seti_1N2IUHFCPJnn9IgI2GrudnSn,setatt_1N2IUHFCPJnn9IgIkATOl0IA,,pm_1N2IUEFCPJnn9IgIX6YtrhiQ,,2023-04-29 18:27:13+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:09:21.186000+00:00
seti_1NaHxdFCPJnn9IgIKXhENtns,setatt_1NaHxwFCPJnn9IgILlRWTfJg,,pm_1NaHxvFCPJnn9IgItJhLtNQf,,2023-08-01 12:46:20+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:39:46.205000+00:00
seti_1NFeywFCPJnn9IgIc57SYhdk,setatt_1NFeywFCPJnn9IgIh1sP1TcC,,pm_1NFeW8FCPJnn9IgIb4DaPFlJ,,2023-06-05 15:06:06+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:50:32.259000+00:00
seti_1NYsfUFCPJnn9IgI9mc70U5K,setatt_1NYsfUFCPJnn9IgI56WkdPH7,,pm_1NYsfPFCPJnn9IgI68dsTvsc,,2023-07-28 15:33:28+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:40:54.073000+00:00
seti_1Mn5WQFCPJnn9IgIACo6Fslr,setatt_1Mn5WQFCPJnn9IgIqHZx1Evv,,pm_1Mn5WNFCPJnn9IgIrlgSSsUx,,2023-03-18 19:34:34+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:15:05.603000+00:00
seti_1NhyBeFCPJnn9IgILjK92W2l,setatt_1NhyBeFCPJnn9IgIKq2dhuPa,,pm_1NhyBbFCPJnn9IgINmOpS3lY,,2023-08-22 17:16:14+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:22:12.867000+00:00
seti_1NuizUFCPJnn9IgI0JSd6xpG,setatt_1NuizUFCPJnn9IgIFcCl2844,,pm_1NuizRFCPJnn9IgIkjFMsx3n,,2023-09-26 21:40:24+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:14:27.630000+00:00
seti_1N1uoFFCPJnn9IgIKvmmum4m,setatt_1N1uoOFCPJnn9IgIjLwiSO9d,,pm_1N1uoOFCPJnn9IgImwYyH6Td,,2023-04-28 17:10:24+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:09:27.099000+00:00
seti_1MYcfJFCPJnn9IgI1wmH2WyR,setatt_1MYcfJFCPJnn9IgI49qPi5Hv,,pm_1MYcfFFCPJnn9IgIOWpASK8z,,2023-02-06 21:55:57+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:20:10.917000+00:00
seti_1O38P8FCPJnn9IgIuJ8Zvn8e,setatt_1O38SgFCPJnn9IgI4BZgMINZ,,pm_1O38SfFCPJnn9IgIlTGWPFBz,,2023-10-20 02:29:18+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:11:16.114000+00:00
seti_1O5xiUFCPJnn9IgIZ4UkLn9e,setatt_1O5xiUFCPJnn9IgIfqQ7EKsh,,pm_1O5xiRFCPJnn9IgIaq772eY6,,2023-10-27 21:37:18+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:10:23.157000+00:00
seti_1MeR5jFCPJnn9IgI3gKafxLQ,setatt_1MeR76FCPJnn9IgIqjPzyu0A,,pm_1MeR76FCPJnn9IgIgViER3Gs,,2023-02-22 22:48:40+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:18:21.997000+00:00
seti_1OL8qpFCPJnn9IgIBj0bPo0J,setatt_1OL8qpFCPJnn9IgI5YJlaCbX,,pm_1OL8qlFCPJnn9IgIOS2KuIPq,,2023-12-08 18:32:39+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:39:48.776000+00:00
seti_1O9pQIFCPJnn9IgIXO6ebp3Q,setatt_1O9pQIFCPJnn9IgIckiAkjhV,,pm_1O9pQFFCPJnn9IgI6aXVLQxE,,2023-11-07 13:34:30+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:08:23.346000+00:00
seti_1NWoMlFCPJnn9IgIP5OcgD0i,setatt_1NWoMlFCPJnn9IgIxK9BiJ7v,,pm_1NWoMjFCPJnn9IgIyetr54Jd,,2023-07-22 22:33:35+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:41:53.305000+00:00
seti_1ORFTAFCPJnn9IgILVhqHLau,setatt_1ORFUcFCPJnn9IgIZCgJTP7M,,pm_1ORFUcFCPJnn9IgIp84bGLkY,,2023-12-25 14:50:58+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:32:45.219000+00:00
seti_1NSUO3FCPJnn9IgIsrhFHTTJ,setatt_1NSUO3FCPJnn9IgI8zVEmFDe,,pm_1NSUNzFCPJnn9IgItDjoUlX7,,2023-07-11 00:25:03+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:43:40.178000+00:00
seti_1Nnp95FCPJnn9IgIKalT9uG1,setatt_1Nnp95FCPJnn9IgIMQwHZ18U,,pm_1Nnp90FCPJnn9IgIjoIlzaUT,,2023-09-07 20:49:47+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:18:24.068000+00:00
seti_1N4CqvFCPJnn9IgI1cvx8j95,setatt_1N4CrsFCPJnn9IgIO3KXR5Fq,,pm_1N4CrrFCPJnn9IgIyZ961Rpx,,2023-05-05 00:51:28+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:08:05.985000+00:00
seti_1MvlQxFCPJnn9IgIuZziPVFx,setatt_1MvlQxFCPJnn9IgITNtYMW35,,pm_1MvlQuFCPJnn9IgIpTv2Dv5z,,2023-04-11 17:56:47+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:11:27.163000+00:00
seti_1NDEcaFCPJnn9IgIgMLavdMI,setatt_1NDEcaFCPJnn9IgIH0iMEMPr,,pm_1NDEcYFCPJnn9IgI8nreClSr,,2023-05-29 22:33:00+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:51:35.599000+00:00
seti_1OPWOwFCPJnn9IgILONMObSg,setatt_1OPWOwFCPJnn9IgInFuJOJpE,,pm_1OPWOtFCPJnn9IgIzbuRfeyh,,2023-12-20 20:29:58+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:36:15.073000+00:00
seti_1OV20UFCPJnn9IgIt4QAlHVC,setatt_1OV20UFCPJnn9IgIV2WecoUL,,pm_1OV20PFCPJnn9IgII8qkdKsG,,2024-01-05 01:15:30+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:29:43.083000+00:00
seti_1NcGmDFCPJnn9IgITEIsXKh0,setatt_1NcGmDFCPJnn9IgITrh6QuzX,,pm_1NcGm8FCPJnn9IgIUPpkgCDt,,2023-08-06 23:54:25+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:38:44.273000+00:00
seti_1Nj2mtFCPJnn9IgIQAykogVL,setatt_1Nj2mtFCPJnn9IgIEvESVbAX,,pm_1Nj2mmFCPJnn9IgIZmzTQa0l,,2023-08-25 16:23:07+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:21:18.147000+00:00
seti_1N076rFCPJnn9IgI5yEp7mYu,setatt_1N076sFCPJnn9IgI1BcArTt1,,pm_1N076mFCPJnn9IgINceUBmRu,,2023-04-23 17:54:02+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:10:09.779000+00:00
seti_1OXZuAFCPJnn9IgIECtUdKgm,setatt_1OXZuAFCPJnn9IgIIscKpku4,,pm_1OXZtvFCPJnn9IgIv6xB4Fie,,2024-01-12 01:51:30+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:28:27.062000+00:00
seti_1NuCVhFCPJnn9IgIVob6WKS9,setatt_1NuCVhFCPJnn9IgIMT3q6gBk,,pm_1NuCVbFCPJnn9IgIABcBaQtf,,2023-09-25 10:59:29+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:14:47.369000+00:00
seti_1NZFYQFCPJnn9IgIhupGnrnV,setatt_1NZFZqFCPJnn9IgIKaX9DSWp,,pm_1NZFZpFCPJnn9IgIDDIGy5SU,,2023-07-29 16:01:10+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:40:32.609000+00:00
seti_1OK0NAFCPJnn9IgIVgu9OZoh,setatt_1OK0NAFCPJnn9IgINJlHJxVj,,pm_1OK0N5FCPJnn9IgIA0FTy4s5,,2023-12-05 15:17:20+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:40:40.856000+00:00
seti_1NsWwQFCPJnn9IgIegb9lAde,setatt_1NsWwQFCPJnn9IgI6UlwXKlj,,card_1JPvqbFCPJnn9IgIDnuIPLoV,,2023-09-20 20:24:10+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:15:29.961000+00:00
seti_1Mz91gFCPJnn9IgIr31Byg3Y,setatt_1Mz95FFCPJnn9IgIgx6rrZX3,,pm_1Mz95FFCPJnn9IgIG0lX983w,,2023-04-21 01:48:21+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:10:30.845000+00:00
seti_1MrNNLFCPJnn9IgIDPM6tmUN,setatt_1MrNNLFCPJnn9IgIYzzMNG0S,,pm_1MrNNDFCPJnn9IgImDMlvWsK,,2023-03-30 15:26:55+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:13:23.235000+00:00
seti_1O2DPQFCPJnn9IgI6LY1KCC8,setatt_1O2DPQFCPJnn9IgIAqq3K8Q8,,src_1O2DPKFCPJnn9IgIZT7TLm7M,,2023-10-17 13:34:08+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:11:37.060000+00:00
seti_1OEtCmFCPJnn9IgIklic5tpC,setatt_1OEtD5FCPJnn9IgI1s2F5c0L,,pm_1OEtD4FCPJnn9IgIHdKL9kwK,,2023-11-21 12:37:47+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:43:55.818000+00:00
seti_1NDrgLFCPJnn9IgInh3veObf,setatt_1NDrhkFCPJnn9IgI8vs99EPA,,pm_1NDrhkFCPJnn9IgInHcqvW35,,2023-05-31 16:16:56+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:51:17.465000+00:00
seti_1NhfpWFCPJnn9IgI5TJkMLsG,setatt_1NhfpWFCPJnn9IgI0LMew5kD,,pm_1NhIXOFCPJnn9IgIU7BNKkXT,,2023-08-21 21:40:10+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:22:56.759000+00:00
seti_1ODUS6FCPJnn9IgIGfQtErN6,setatt_1ODUS6FCPJnn9IgIjLn3AAGM,,src_1ODURyFCPJnn9IgIWuGfZXco,,2023-11-17 15:59:30+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:06:48.754000+00:00
seti_1OR4TKFCPJnn9IgI2Lzb3xtZ,setatt_1OR4TKFCPJnn9IgI0BS83XHX,,pm_1OR47GFCPJnn9IgITaoDYBWZ,,2023-12-25 03:04:54+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:33:15.697000+00:00
seti_1OCXIiFCPJnn9IgIRQUYrKUr,setatt_1OCXIiFCPJnn9IgIEg6QfB5I,,pm_1OCXIdFCPJnn9IgIkuNVFRS9,,2023-11-15 00:49:52+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:07:09.573000+00:00
seti_1N1eG0FCPJnn9IgI0X259DUe,setatt_1N1eGeFCPJnn9IgIvlxFyppW,,pm_1N1eGdFCPJnn9IgIKW2LHaUV,,2023-04-27 23:30:28+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:09:34.485000+00:00
seti_1Mz2o2FCPJnn9IgITosowX4z,setatt_1Mz2o2FCPJnn9IgI4O4WGuEM,,pm_1Mz2o0FCPJnn9IgIbL3aQ5kw,,2023-04-20 19:06:10+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:10:37.590000+00:00
seti_1O34VbFCPJnn9IgI0EJT894a,setatt_1O34VbFCPJnn9IgIgJWPLI78,,pm_1O34VZFCPJnn9IgIBEm7M8Fd,,2023-10-19 22:16:03+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:11:25.773000+00:00
seti_1NtBU9FCPJnn9IgIbJGjnSjW,setatt_1NtBU9FCPJnn9IgI1SRK9rsy,,pm_1NtBU5FCPJnn9IgIUjMZX6H5,,2023-09-22 15:41:41+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:15:21.904000+00:00
seti_1O22IcFCPJnn9IgItriIJA8O,setatt_1O22IcFCPJnn9IgIGQeoHVZE,,pm_1O22IZFCPJnn9IgIyJ4lb1DI,,2023-10-17 01:42:22+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:11:38.900000+00:00
seti_1MbBQcFCPJnn9IgI3QvDYFzc,setatt_1MbBRCFCPJnn9IgIgml9iwrZ,,pm_1MbBRCFCPJnn9IgIoazBsQQ3,,2023-02-13 23:27:58+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:19:15.982000+00:00
seti_1OBQ4FFCPJnn9IgIvR1owkeV,setatt_1OBQ5OFCPJnn9IgIVDdJdrQz,,pm_1OBQ5OFCPJnn9IgIpI0u9ujJ,,2023-11-11 22:55:30+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:07:43.677000+00:00
seti_1MTclXFCPJnn9IgIEIWA8AbW,setatt_1MTclXFCPJnn9IgI7IUPGqU8,,pm_1MTclUFCPJnn9IgIKSiUyXZX,,2023-01-24 03:01:43+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:22:07.244000+00:00
seti_1O4BKJFCPJnn9IgImyRsFiXu,setatt_1O4BwEFCPJnn9IgIJOobaOhF,,pm_1O4BwEFCPJnn9IgIHyHNLzyB,,2023-10-23 00:24:10+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:10:57.836000+00:00
seti_1NvOfrFCPJnn9IgIoGIiMme8,setatt_1NvOfrFCPJnn9IgI3p8KfEWm,,pm_1NvOfoFCPJnn9IgIz26FQZHf,,2023-09-28 18:10:55+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:14:17.705000+00:00
seti_1Ny1xQFCPJnn9IgIq0vL8oGl,setatt_1Ny1xQFCPJnn9IgIvIKFal9b,,pm_1Ny1xMFCPJnn9IgIJYG51u7R,,2023-10-06 00:31:56+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:12:57.635000+00:00
seti_1Nhi5HFCPJnn9IgIiIowCaCy,setatt_1Nhi5HFCPJnn9IgIqebsF0eN,,src_1Nhi59FCPJnn9IgIfk5Jn623,,2023-08-22 00:04:35+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:22:24.406000+00:00
seti_1NdgavFCPJnn9IgIcPHNHAYz,setatt_1NdgcvFCPJnn9IgITNNE53HQ,,pm_1NdgcuFCPJnn9IgI061vUDKH,,2023-08-10 21:42:41+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:38:02.991000+00:00
seti_1NqiruFCPJnn9IgIP0SYdlb2,setatt_1NqiruFCPJnn9IgINj9chFkd,,pm_1NqirqFCPJnn9IgInul9GcjB,,2023-09-15 20:44:02+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:16:46.226000+00:00
seti_1N2KhoFCPJnn9IgIGk1VIqLf,setatt_1N2KiHFCPJnn9IgI4B7VeJWB,,pm_1N2KiGFCPJnn9IgIJKelwOYT,,2023-04-29 20:49:49+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:09:18.176000+00:00
seti_1MZFHCFCPJnn9IgII0gc9V0d,setatt_1MZFHNFCPJnn9IgILSZOfLvu,,pm_1MZFHNFCPJnn9IgI23lFD0dB,,2023-02-08 15:09:49+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:19:53.622000+00:00
seti_1ORIxpFCPJnn9IgICmr4crjW,setatt_1ORIxpFCPJnn9IgIPW4sLgZH,,pm_1ORIxYFCPJnn9IgIoFCjPTHZ,,2023-12-25 18:33:21+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:33:51.101000+00:00
seti_1N9tf6FCPJnn9IgIEVs8ofr8,setatt_1N9tf6FCPJnn9IgIxF3PqZ7s,,pm_1N9tf3FCPJnn9IgIl6yEKX50,,2023-05-20 17:33:48+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:04:57.968000+00:00
seti_1OMFGrFCPJnn9IgIv8lGU2Dq,setatt_1OMFHvFCPJnn9IgIFAdpK9b4,,pm_1OMFHvFCPJnn9IgI8LuNC7dT,,2023-12-11 19:37:11+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:39:09.062000+00:00
seti_1NSUO1FCPJnn9IgIhtBfS9YA,setatt_1NSUO1FCPJnn9IgIVYg89C0s,,pm_1NSUNzFCPJnn9IgItDjoUlX7,,2023-07-11 00:25:01+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:43:40.624000+00:00
seti_1O0bMDFCPJnn9IgIoN5z20ju,setatt_1O0bMrFCPJnn9IgI2Hb6MiSJ,,pm_1O0bMrFCPJnn9IgItH91B0RV,,2023-10-13 02:44:49+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:12:07.249000+00:00
seti_1OUdbXFCPJnn9IgI0M2EwPgo,setatt_1OUdbXFCPJnn9IgITx7og6bl,,pm_1OUdbQFCPJnn9IgIQ1uTDWYY,,2024-01-03 23:12:07+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:30:10.191000+00:00
seti_1Nr3UVFCPJnn9IgI1IszdoAZ,setatt_1Nr3UVFCPJnn9IgIAIMMu7KC,,pm_1Nr3USFCPJnn9IgIJQXqoaWZ,,2023-09-16 18:45:15+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:16:36.631000+00:00
seti_1MZh7OFCPJnn9IgIb5GzFDwu,setatt_1MZh7OFCPJnn9IgI1vCUuKzZ,,pm_1MZh7BFCPJnn9IgIus2yVMx2,,2023-02-09 20:53:22+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:19:43.320000+00:00
seti_1NXPTlFCPJnn9IgInEQoTNG5,setatt_1NXPUjFCPJnn9IgIk4GnV4S6,,pm_1NXPUiFCPJnn9IgI39p6VLbd,,2023-07-24 14:12:17+00:00,True,succeeded,off_session,,,,,,2024-08-14 16:41:24.928000+00:00
seti_1NtPjhFCPJnn9IgIaFxfzVwK,setatt_1NtPl9FCPJnn9IgIk6nHRPrZ,,pm_1NtPl9FCPJnn9IgIQ8l2jYGq,,2023-09-23 06:56:11+00:00,True,failed,off_session,card_declined,do_not_honor,https://stripe.com/docs/error-codes/card-declined,Your card was declined.,card_error,2024-08-14 15:14:59.911000+00:00
seti_1NrXg9FCPJnn9IgICiR9OWIK,setatt_1NrXh1FCPJnn9IgI2wjIqqaP,,pm_1NrXh1FCPJnn9IgIZagzfCVV,,2023-09-18 03:00:11+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:15:54.340000+00:00
seti_1MxBQYFCPJnn9IgIAkSb1BOm,setatt_1MxBRqFCPJnn9IgIvE5Qx2Oi,,pm_1MxBRqFCPJnn9IgIB9zSfgqP,,2023-04-15 15:55:34+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:11:07.656000+00:00
seti_1NriR9FCPJnn9IgIWEtZyWXe,setatt_1NriR9FCPJnn9IgI7PzARHs2,,pm_1NriR1FCPJnn9IgI4rw5qtOf,,2023-09-18 14:28:31+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:15:55.879000+00:00
seti_1NovbIFCPJnn9IgI9Kr1vin7,setatt_1NovbIFCPJnn9IgIhlqw8STv,,pm_1NovbEFCPJnn9IgIencJzA02,,2023-09-10 21:55:28+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:17:54.373000+00:00
seti_1OLtYPFCPJnn9IgIAJweo7nj,setatt_1OLtYPFCPJnn9IgIRB2ZeZf5,,pm_1OLtYMFCPJnn9IgIwCPAlvTJ,,2023-12-10 20:24:45+00:00,True,succeeded,off_session,,,,,,2024-08-14 13:39:21.013000+00:00
seti_1NzMFCFCPJnn9IgI6dnl4KOy,setatt_1NzMFsFCPJnn9IgIL2aAmTqg,,pm_1NzMFsFCPJnn9IgIpWn8n69Y,,2023-10-09 16:24:28+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:12:33.543000+00:00
seti_1NkrqaFCPJnn9IgIwvgNr6rv,setatt_1NkrqaFCPJnn9IgIujOJPXMg,,pm_1NkrqWFCPJnn9IgIhyAypzWT,,2023-08-30 17:06:28+00:00,True,succeeded,off_session,,,,,,2024-08-14 15:20:05.252000+00:00
seti_1N6GVlFCPJnn9IgIU6VTx3mw,setatt_1N6GVlFCPJnn9IgID1LIhVM4,,src_1N6GVgFCPJnn9IgIdrWNNenG,,2023-05-10 17:09:09+00:00,True,abandoned,off_session,card_declined,do_not_honor,https://stripe.com/docs/error-codes/card-declined,Your card was declined.,card_error,2024-08-14 18:07:10.582000+00:00
seti_1N7NoCFCPJnn9IgIuDfna9R1,setatt_1N7NoiFCPJnn9IgIUsCWBOMr,,pm_1N7NoiFCPJnn9IgI8dpJQhLL,,2023-05-13 19:09:20+00:00,True,succeeded,off_session,,,,,,2024-08-14 18:06:34.082000+00:00
