id,active,caption,created,description,livemode,name,package_dimensions_height,package_dimensions_length,package_dimensions_weight,package_dimensions_width,shippable,statement_descriptor,type,unit_label,updated,url,is_deleted,_fivetran_synced,metadata
prod_Smfp3YVVkcsyKP,False,,2025-08-01 00:06:06+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-08-01 00:06:06+00:00,,False,2025-08-01 00:32:54.679000+00:00,{}
prod_SmdBuMCrbVtLYd,False,,2025-07-31 21:21:34+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-31 21:21:34+00:00,,False,2025-08-01 00:32:45.759000+00:00,{}
prod_SmWHrP8zZlTPvk,False,,2025-07-31 14:13:35+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-31 14:13:35+00:00,,False,2025-08-01 00:32:53.354000+00:00,{}
prod_SmYD9ZbUGlQBOo,False,,2025-07-31 16:13:35+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-31 16:13:35+00:00,,False,2025-08-01 00:32:51.352000+00:00,{}
prod_SmeUPRqVniMB8y,False,,2025-07-31 22:43:05+00:00,,True,State Universal Service Fund,,,,,,,service,,2025-07-31 22:43:05+00:00,,False,2025-08-01 00:32:57.731000+00:00,{}
prod_Smbx0BPWWHXI5f,False,,2025-07-31 20:05:34+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-31 20:05:34+00:00,,False,2025-08-01 00:32:40.904000+00:00,{}
prod_SmcEQpp0kP16R8,False,,2025-07-31 20:22:34+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-31 20:22:34+00:00,,False,2025-08-01 00:32:34.834000+00:00,{}
prod_SmJbFv0W0tvPFm,False,,2025-07-31 01:07:26+00:00,,True,State PUC Assessment,,,,,,,service,,2025-07-31 01:07:26+00:00,,False,2025-08-01 00:32:38.431000+00:00,{}
prod_SmL6C61OUXbtdH,False,,2025-07-31 02:41:04+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-31 02:41:04+00:00,,False,2025-08-01 00:32:45.330000+00:00,{}
prod_SmYDFCGoGk6hrk,False,,2025-07-31 16:13:36+00:00,,True,State Telecom Relay Service Surcharge,,,,,,,service,,2025-07-31 16:13:36+00:00,,False,2025-08-01 00:32:41.355000+00:00,{}
prod_SmKloEtbiEmIRh,False,,2025-07-31 02:20:13+00:00,,True,State 988 Surcharge Fee,,,,,,,service,,2025-07-31 02:20:13+00:00,,False,2025-08-01 00:32:55.077000+00:00,{}
prod_SmfCFLFlhJfLDW,False,,2025-07-31 23:26:40+00:00,,True,State Sales Tax,,,,,,,service,,2025-07-31 23:26:40+00:00,,False,2025-08-01 00:32:46.585000+00:00,{}
prod_SmWHCXrfEnTu7e,False,,2025-07-31 14:13:35+00:00,,True,State Communications Services Tax,,,,,,,service,,2025-07-31 14:13:36+00:00,,False,2025-08-01 00:32:28.723000+00:00,{}
prod_SmdBdlg9smr3wn,False,,2025-07-31 21:21:35+00:00,,True,State Telecom Relay Service Surcharge,,,,,,,service,,2025-07-31 21:21:35+00:00,,False,2025-08-01 00:33:00.578000+00:00,{}
prod_Smf3R7PucDSYRL,False,,2025-07-31 23:17:45+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-31 23:17:45+00:00,,False,2025-08-01 00:32:51.251000+00:00,{}
prod_SmcvClh3pMEH6A,False,,2025-07-31 21:05:32+00:00,,True,State Infrastructure Maintenance Fee,,,,,,,service,,2025-07-31 21:05:32+00:00,,False,2025-08-01 00:32:30.054000+00:00,{}
prod_SmJeA62jP5VCe0,False,,2025-07-31 01:10:31+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-07-31 01:10:31+00:00,,False,2025-08-01 00:32:48.753000+00:00,{}
prod_SZbWLPfFkXGi68,False,,2025-06-27 02:46:49+00:00,,True,Local License Tax,,,,,,,service,,2025-06-27 02:46:49+00:00,,False,2025-08-02 00:33:44.813000+00:00,{}
prod_SZbW56lFBjO3Q0,False,,2025-06-27 02:46:49+00:00,,True,Local E911 Fee,,,,,,,service,,2025-06-27 02:46:49+00:00,,False,2025-08-02 00:33:43.790000+00:00,{}
prod_SZtI8sk3RMISZ0,False,,2025-06-27 21:08:51+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-06-27 21:08:51+00:00,,False,2025-08-02 00:33:41.159000+00:00,{}
prod_SZwxKdXXeUj0Jw,False,,2025-06-28 00:55:57+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-06-28 00:55:57+00:00,,False,2025-08-02 00:33:31.084000+00:00,{}
prod_SaHPWuwrRt106S,False,,2025-06-28 22:04:09+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-06-28 22:04:09+00:00,,False,2025-08-02 00:33:38.886000+00:00,{}
prod_SaK2cuufAjOSzw,False,,2025-06-29 00:47:05+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-06-29 00:47:05+00:00,,False,2025-08-02 00:33:34.707000+00:00,{}
prod_SaK2i7F4F2K5Lo,False,,2025-06-29 00:47:06+00:00,,True,State E911 Fee,,,,,,,service,,2025-06-29 00:47:06+00:00,,False,2025-08-02 00:33:31.147000+00:00,{}
prod_SafY1DP16CT0Sh,False,,2025-06-29 23:00:55+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-06-29 23:00:55+00:00,,False,2025-08-02 00:33:41.836000+00:00,{}
prod_Saw6fPy5bhC2Al,False,,2025-06-30 16:06:30+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-06-30 16:06:30+00:00,,False,2025-08-02 00:33:30.518000+00:00,{}
prod_Sal2xF1t7QkLqh,False,,2025-06-30 04:41:01+00:00,,True,State 988 Surcharge Fee,,,,,,,service,,2025-06-30 04:41:01+00:00,,False,2025-08-02 00:33:38.307000+00:00,{}
prod_SawoEGJEegB0bc,False,,2025-06-30 16:50:23+00:00,,True,State Gross Receipts Tax,,,,,,,service,,2025-06-30 16:50:23+00:00,,False,2025-08-02 00:33:37.739000+00:00,{}
prod_Sal2wzKGzY0IlB,False,,2025-06-30 04:41:00+00:00,,True,State Universal Service Fund Fee,,,,,,,service,,2025-06-30 04:41:00+00:00,,False,2025-08-02 00:33:36.084000+00:00,{}
prod_Sax4JDcfp6by9S,False,,2025-06-30 17:07:01+00:00,,True,State E911 Fee,,,,,,,service,,2025-06-30 17:07:01+00:00,,False,2025-08-02 00:33:36.162000+00:00,{}
prod_SbN2x4PivjYBWC,False,,2025-07-01 19:56:47+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-01 19:56:47+00:00,,False,2025-08-02 00:33:31.063000+00:00,{}
prod_SbN2GBRw7FJ8YB,False,,2025-07-01 19:56:48+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-01 19:56:48+00:00,,False,2025-08-02 00:33:40.158000+00:00,{}
prod_SbmQn85Eu7HMVz,False,,2025-07-02 22:10:38+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-02 22:10:38+00:00,,False,2025-08-02 00:33:43.381000+00:00,{}
prod_SbnMBP1HBHmaJi,False,,2025-07-02 23:08:34+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-02 23:08:34+00:00,,False,2025-08-02 00:33:36.967000+00:00,{}
prod_Sc7HL0lNp38UZM,False,,2025-07-03 19:43:41+00:00,,True,State Telecom Relay Service Surcharge,,,,,,,service,,2025-07-03 19:43:41+00:00,,False,2025-08-02 00:33:38.232000+00:00,{}
prod_Sc5QEJNvym0iO8,False,,2025-07-03 17:48:51+00:00,,True,State School And Library Fund Surcharge,,,,,,,service,,2025-07-03 17:48:51+00:00,,False,2025-08-02 00:33:36.060000+00:00,{}
prod_Sc7HMPRSWDE7xc,False,,2025-07-03 19:43:41+00:00,,True,State Sales Tax,,,,,,,service,,2025-07-03 19:43:41+00:00,,False,2025-08-02 00:33:44.623000+00:00,{}
prod_Sc5Qor1sHGjqY7,False,,2025-07-03 17:48:51+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-03 17:48:51+00:00,,False,2025-08-02 00:33:42.243000+00:00,{}
prod_ScCSLgcHFzAumc,False,,2025-07-04 01:04:24+00:00,,True,Local E911 Fee,,,,,,,service,,2025-07-04 01:04:24+00:00,,False,2025-08-02 00:33:47.934000+00:00,{}
prod_ScQ3AuxQKso0QP,False,,2025-07-04 15:08:15+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-07-04 15:08:15+00:00,,False,2025-08-02 00:33:34.280000+00:00,{}
prod_ScDIoIbSqajHtc,False,,2025-07-04 01:56:50+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-04 01:56:50+00:00,,False,2025-08-02 00:33:34.484000+00:00,{}
prod_Scs8fdJr8U09Gh,False,,2025-07-05 20:08:59+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-05 20:08:59+00:00,,False,2025-08-02 00:33:35.213000+00:00,{}
prod_Scs8B6A9kMo0dj,False,,2025-07-05 20:09:00+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-05 20:09:00+00:00,,False,2025-08-02 00:33:32.245000+00:00,{}
prod_ScqqRk1tZn4fiT,False,,2025-07-05 18:48:22+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-05 18:48:22+00:00,,False,2025-08-02 00:33:40.231000+00:00,{}
prod_SczZ7lb2ZeIvSv,False,,2025-07-06 03:49:39+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-06 03:49:39+00:00,,False,2025-08-02 00:33:37.659000+00:00,{}
prod_SdCNGoVe1OLnb0,False,,2025-07-06 17:04:17+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-07-06 17:04:17+00:00,,False,2025-08-02 00:33:43.137000+00:00,{}
prod_SdF2dU9hQqI7xC,False,,2025-07-06 19:49:00+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-06 19:49:00+00:00,,False,2025-08-02 00:33:30.441000+00:00,{}
prod_SczZ9jY0bo8SJ9,False,,2025-07-06 03:49:39+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-06 03:49:39+00:00,,False,2025-08-02 00:33:34.959000+00:00,{}
prod_SdBM5LmIeSyxl4,False,,2025-07-06 16:00:46+00:00,,True,State Gross Receipts Tax,,,,,,,service,,2025-07-06 16:00:46+00:00,,False,2025-08-02 00:33:37.507000+00:00,{}
prod_ScyPHC8rwbxAWE,False,,2025-07-06 02:37:41+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-06 02:37:41+00:00,,False,2025-08-02 00:33:45.814000+00:00,{}
prod_ScyPSsriFR97Gc,False,,2025-07-06 02:37:41+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-07-06 02:37:41+00:00,,False,2025-08-02 00:33:41.086000+00:00,{}
prod_SdrEXMouIC2wwr,False,,2025-07-08 11:16:39+00:00,,True,State 988 Surcharge Fee,,,,,,,service,,2025-07-08 11:16:39+00:00,,False,2025-08-02 00:33:37.703000+00:00,{}
prod_SeLiWnMe991kqT,False,,2025-07-09 18:46:48+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-09 18:46:48+00:00,,False,2025-08-02 00:33:35.869000+00:00,{}
prod_SeS1FsDu4I8GFK,False,,2025-07-10 01:17:40+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-10 01:17:40+00:00,,False,2025-08-02 00:33:30.644000+00:00,{}
prod_Seox3HmAXwGqta,False,,2025-07-11 00:59:38+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-11 00:59:38+00:00,,False,2025-08-02 00:33:34.266000+00:00,{}
prod_Sf7thM9cN6wGfn,False,,2025-07-11 20:34:07+00:00,,True,State Sales Tax,,,,,,,service,,2025-07-11 20:34:07+00:00,,False,2025-08-02 00:33:42.538000+00:00,{}
prod_SfBu2IFqJtK4tv,False,,2025-07-12 00:42:25+00:00,,True,State Sales Tax,,,,,,,service,,2025-07-12 00:42:25+00:00,,False,2025-08-02 00:33:45.041000+00:00,{}
prod_SfWgtzwezeXJFW,False,,2025-07-12 22:11:16+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-12 22:11:16+00:00,,False,2025-08-02 00:33:47.308000+00:00,{}
prod_SfBuw1fU5DcVOE,False,,2025-07-12 00:42:24+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-12 00:42:24+00:00,,False,2025-08-02 00:33:34.194000+00:00,{}
prod_SfBuY9h7QUbDge,False,,2025-07-12 00:42:25+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-12 00:42:25+00:00,,False,2025-08-02 00:33:43.458000+00:00,{}
prod_SfnnV1xyaG9akz,False,,2025-07-13 15:51:55+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-13 15:51:55+00:00,,False,2025-08-02 00:33:33.267000+00:00,{}
prod_SfkHlQjSTGUxj7,False,,2025-07-13 12:13:23+00:00,,True,State Gross Receipts Tax,,,,,,,service,,2025-07-13 12:13:23+00:00,,False,2025-08-02 00:33:32.272000+00:00,{}
prod_Sfupjwo3paHE7k,False,,2025-07-13 23:08:12+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-13 23:08:12+00:00,,False,2025-08-02 00:33:33.649000+00:00,{}
prod_SfmOmOeFFEN8Jj,False,,2025-07-13 14:25:04+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-13 14:25:04+00:00,,False,2025-08-02 00:33:41.320000+00:00,{}
prod_SfmOofSIzHhFjD,False,,2025-07-13 14:25:04+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-13 14:25:04+00:00,,False,2025-08-02 00:33:47.665000+00:00,{}
prod_SfkHhjxIlKRHf9,False,,2025-07-13 12:13:23+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-13 12:13:23+00:00,,False,2025-08-02 00:33:39.561000+00:00,{}
prod_SfkHjwAe5YVdb7,False,,2025-07-13 12:13:23+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-13 12:13:23+00:00,,False,2025-08-02 00:33:45.195000+00:00,{}
prod_SfupZ37We29ezI,False,,2025-07-13 23:08:12+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-07-13 23:08:12+00:00,,False,2025-08-02 00:33:43.867000+00:00,{}
prod_Sfnn3UKiAMGkwM,False,,2025-07-13 15:51:56+00:00,,True,Local E911 Fee,,,,,,,service,,2025-07-13 15:51:56+00:00,,False,2025-08-02 00:33:40.284000+00:00,{}
prod_Sg7t6jMIOr4oIS,False,,2025-07-14 12:37:51+00:00,,True,State Sales Tax,,,,,,,service,,2025-07-14 12:37:51+00:00,,False,2025-08-02 00:33:39.837000+00:00,{}
prod_SgEJzFBF6Y34o1,False,,2025-07-14 19:15:57+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-14 19:15:57+00:00,,False,2025-08-02 00:33:35.789000+00:00,{}
prod_Sg9JEqlC6xMqoo,False,,2025-07-14 14:05:26+00:00,,True,State Gross Receipts Tax,,,,,,,service,,2025-07-14 14:05:26+00:00,,False,2025-08-02 00:33:35.138000+00:00,{}
prod_SgcVQea2pNl3Ep,False,,2025-07-15 20:16:11+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-07-15 20:16:11+00:00,,False,2025-08-02 00:33:40.436000+00:00,{}
prod_SgcVSoVxCg3lO2,False,,2025-07-15 20:16:10+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-15 20:16:10+00:00,,False,2025-08-02 00:33:41.786000+00:00,{}
prod_SgzDFQ79d2rVF8,False,,2025-07-16 19:43:58+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-16 19:43:58+00:00,,False,2025-08-02 00:33:32.772000+00:00,{}
prod_SgzDfcNUU0IHJx,False,,2025-07-16 19:43:58+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-16 19:43:58+00:00,,False,2025-08-02 00:33:41.960000+00:00,{}
prod_SgjQB3ELJ8p49E,False,,2025-07-16 03:24:53+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-16 03:24:53+00:00,,False,2025-08-02 00:33:35.759000+00:00,{}
prod_ShQOlAbkQpLzWR,False,,2025-07-17 23:48:31+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-17 23:48:31+00:00,,False,2025-08-02 00:33:42.889000+00:00,{}
prod_ShNIs6riyam4wP,False,,2025-07-17 20:37:11+00:00,,True,State 988 Surcharge Fee,,,,,,,service,,2025-07-17 20:37:11+00:00,,False,2025-08-02 00:33:40.659000+00:00,{}
prod_ShPzg0WLaWoYtD,False,,2025-07-17 23:23:35+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-17 23:23:35+00:00,,False,2025-08-02 00:33:39.289000+00:00,{}
prod_ShPzSQFNU3pZ2u,False,,2025-07-17 23:23:35+00:00,,True,Local E911 Fee,,,,,,,service,,2025-07-17 23:23:35+00:00,,False,2025-08-02 00:33:36.634000+00:00,{}
prod_ShQOgYeXFeUHe4,False,,2025-07-17 23:48:32+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-17 23:48:32+00:00,,False,2025-08-02 00:33:46.933000+00:00,{}
prod_ShfMeYtFsa1zyS,False,,2025-07-18 15:16:34+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-18 15:16:34+00:00,,False,2025-08-02 00:33:44.117000+00:00,{}
prod_Si1WAmpOahhL3L,False,,2025-07-19 14:10:55+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-19 14:10:55+00:00,,False,2025-08-02 00:33:32.921000+00:00,{}
prod_Si1WEuTuy7WXO2,False,,2025-07-19 14:10:54+00:00,,True,State Universal Service Fund Fee,,,,,,,service,,2025-07-19 14:10:54+00:00,,False,2025-08-02 00:33:42.284000+00:00,{}
prod_SholnfZU3IxmMi,False,,2025-07-19 01:00:03+00:00,,True,Local Communications Services Tax,,,,,,,service,,2025-07-19 01:00:03+00:00,,False,2025-08-02 00:33:43.036000+00:00,{}
prod_SholtrfHAjetLe,False,,2025-07-19 01:00:02+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-19 01:00:02+00:00,,False,2025-08-02 00:33:39.881000+00:00,{}
prod_Si1Wr2cIdJ6qUp,False,,2025-07-19 14:10:55+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-19 14:10:55+00:00,,False,2025-08-02 00:33:42.134000+00:00,{}
prod_Si1WcZk4yyehCI,False,,2025-07-19 14:10:55+00:00,,True,Local License Tax,,,,,,,service,,2025-07-19 14:10:55+00:00,,False,2025-08-02 00:33:42.324000+00:00,{}
prod_SiVcKsePiHenQ0,False,,2025-07-20 21:16:49+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-20 21:16:49+00:00,,False,2025-08-02 00:33:43.655000+00:00,{}
prod_SiW7sEBveACtiq,False,,2025-07-20 21:47:48+00:00,,True,Local E911 Fee,,,,,,,service,,2025-07-20 21:47:48+00:00,,False,2025-08-02 00:33:42.382000+00:00,{}
prod_SiUBYrFoJgCYuR,False,,2025-07-20 19:48:10+00:00,,True,State Telecom Relay Service Surcharge,,,,,,,service,,2025-07-20 19:48:10+00:00,,False,2025-08-02 00:33:48.012000+00:00,{}
prod_SiVBaQwDVs6n9l,False,,2025-07-20 20:49:22+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-20 20:49:22+00:00,,False,2025-08-02 00:33:47.883000+00:00,{}
prod_SiSdNHI2Yx9utA,False,,2025-07-20 18:11:48+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-07-20 18:11:48+00:00,,False,2025-08-02 00:33:36.814000+00:00,{}
prod_SiUBsp5cCbBewX,False,,2025-07-20 19:48:10+00:00,,True,State Sales Tax,,,,,,,service,,2025-07-20 19:48:10+00:00,,False,2025-08-02 00:33:35.308000+00:00,{}
prod_SiVBLKdd4ESN3i,False,,2025-07-20 20:49:23+00:00,,True,State 988 Surcharge Fee,,,,,,,service,,2025-07-20 20:49:23+00:00,,False,2025-08-02 00:33:30.299000+00:00,{}
prod_SiVBsYASyIHxNL,False,,2025-07-20 20:49:22+00:00,,True,State Sales Tax,,,,,,,service,,2025-07-20 20:49:22+00:00,,False,2025-08-02 00:33:47.780000+00:00,{}
prod_SiSds7yyOKZOOm,False,,2025-07-20 18:11:48+00:00,,True,State Universal Service Fund Fee,,,,,,,service,,2025-07-20 18:11:48+00:00,,False,2025-08-02 00:33:46.187000+00:00,{}
prod_SiSdeMEu1N72zD,False,,2025-07-20 18:11:48+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-20 18:11:48+00:00,,False,2025-08-02 00:33:44.763000+00:00,{}
prod_Siqw3RwULL18Sn,False,,2025-07-21 19:18:56+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-21 19:18:56+00:00,,False,2025-08-02 00:33:46.705000+00:00,{}
prod_SiqwYAfiPfjRjy,False,,2025-07-21 19:18:56+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-21 19:18:56+00:00,,False,2025-08-02 00:33:44.707000+00:00,{}
prod_Siqro9loiMKy3j,False,,2025-07-21 19:13:55+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-21 19:13:56+00:00,,False,2025-08-02 00:33:44.404000+00:00,{}
prod_SiqwB0x3fkgmaf,False,,2025-07-21 19:18:57+00:00,,True,Local E911 Fee,,,,,,,service,,2025-07-21 19:18:57+00:00,,False,2025-08-02 00:33:31.018000+00:00,{}
prod_SbpkJys2DMh1Hw,False,,2025-07-03 01:37:12+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-03 01:37:12+00:00,,False,2025-08-02 00:33:35.635000+00:00,{}
prod_SXxfqdb2Csh8hJ,False,,2025-06-22 17:32:16+00:00,,True,State Universal Service Fund,,,,,,,service,,2025-06-22 17:32:16+00:00,,False,2025-08-02 00:33:37.604000+00:00,{}
prod_SjfsPNqFxwluQc,False,,2025-07-23 23:56:44+00:00,,True,Local E911 Fee,,,,,,,service,,2025-07-23 23:56:44+00:00,,False,2025-08-02 00:33:40.557000+00:00,{}
prod_SjfskhWCsJ3mR0,False,,2025-07-23 23:56:43+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-23 23:56:43+00:00,,False,2025-08-02 00:33:40.468000+00:00,{}
prod_SjccxoFtHLysXH,False,,2025-07-23 20:35:12+00:00,,True,State Universal Service Fund Fee,,,,,,,service,,2025-07-23 20:35:12+00:00,,False,2025-08-02 00:33:39.785000+00:00,{}
prod_SjJFPuBUc7D6jq,False,,2025-07-23 00:34:00+00:00,,True,Local Telecommunications Tax - Sales,,,,,,,service,,2025-07-23 00:34:00+00:00,,False,2025-08-02 00:33:32.867000+00:00,{}
prod_SjfsLrFfhrnxLx,False,,2025-07-23 23:56:43+00:00,,True,State Excise Tax,,,,,,,service,,2025-07-23 23:56:43+00:00,,False,2025-08-02 00:33:35.474000+00:00,{}
prod_SS4VcGYz7LjgiV,False,,2025-06-07 00:12:17+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-06-07 00:12:17+00:00,,False,2025-08-02 00:34:52.759000+00:00,{}
prod_SS4VZ3g9Bhjz6x,False,,2025-06-07 00:12:17+00:00,,True,State E911 Fee,,,,,,,service,,2025-06-07 00:12:17+00:00,,False,2025-08-02 00:34:51.565000+00:00,{}
prod_SdXIBoJbT03xO2,False,,2025-07-07 14:41:05+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-07 14:41:05+00:00,,False,2025-08-02 00:34:52.966000+00:00,{}
prod_SkPr51EfJv8iTu,False,,2025-07-25 23:27:38+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-25 23:27:38+00:00,,False,2025-08-02 00:33:46.783000+00:00,{}
prod_SkPrbawYrAtnEN,False,,2025-07-25 23:27:37+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-25 23:27:37+00:00,,False,2025-08-02 00:33:30.558000+00:00,{}
prod_SkPrX4QCVzDqKV,False,,2025-07-25 23:27:37+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-25 23:27:37+00:00,,False,2025-08-02 00:33:38.989000+00:00,{}
prod_SkHXuuKUB6wWGP,False,,2025-07-25 14:51:52+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-25 14:51:52+00:00,,False,2025-08-02 00:33:35.503000+00:00,{}
prod_Sk7q46oK7coRCu,False,,2025-07-25 04:51:16+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-25 04:51:16+00:00,,False,2025-08-02 00:33:46.212000+00:00,{}
prod_SkPrJL61K6GrNA,False,,2025-07-25 23:27:38+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-25 23:27:38+00:00,,False,2025-08-02 00:33:31.107000+00:00,{}
prod_SkMiZQiHARF2HB,False,,2025-07-25 20:12:37+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-25 20:12:37+00:00,,False,2025-08-02 00:33:34.454000+00:00,{}
prod_SkUWOoENiE0C14,False,,2025-07-26 04:16:28+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-26 04:16:28+00:00,,False,2025-08-02 00:33:38.810000+00:00,{}
prod_SkUWmtZDTdrwvg,False,,2025-07-26 04:16:29+00:00,,True,State 988 Surcharge Fee,,,,,,,service,,2025-07-26 04:16:29+00:00,,False,2025-08-02 00:33:41.065000+00:00,{}
prod_SkRYdiqbWjcCZs,False,,2025-07-26 01:13:13+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-26 01:13:13+00:00,,False,2025-08-02 00:33:37.639000+00:00,{}
prod_SknM0mSysfQfJD,False,,2025-07-26 23:44:22+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-26 23:44:22+00:00,,False,2025-08-02 00:33:32.505000+00:00,{}
prod_SkRYmRXzEME60G,False,,2025-07-26 01:13:14+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-26 01:13:14+00:00,,False,2025-08-02 00:33:30.266000+00:00,{}
prod_SkUWIIhtXs59xV,False,,2025-07-26 04:16:29+00:00,,True,State Telecom Relay Service Surcharge,,,,,,,service,,2025-07-26 04:16:29+00:00,,False,2025-08-02 00:33:34.583000+00:00,{}
prod_SknMdcR6PRT0PE,False,,2025-07-26 23:44:22+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-26 23:44:22+00:00,,False,2025-08-02 00:33:40.342000+00:00,{}
prod_SkRYqbJL0EBWqq,False,,2025-07-26 01:13:13+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-26 01:13:13+00:00,,False,2025-08-02 00:33:43.447000+00:00,{}
prod_Sl25Y9FwKlfOI2,False,,2025-07-27 14:58:10+00:00,,True,State E911 Fee,,,,,,,service,,2025-07-27 14:58:10+00:00,,False,2025-08-02 00:33:44.695000+00:00,{}
prod_Sl25fq9ADP2eAF,False,,2025-07-27 14:58:10+00:00,,True,State Telecom Relay Service Surcharge,,,,,,,service,,2025-07-27 14:58:10+00:00,,False,2025-08-02 00:33:33.717000+00:00,{}
prod_Sl25XyvlthOqSw,False,,2025-07-27 14:58:09+00:00,,True,Federal Universal Service Fund,,,,,,,service,,2025-07-27 14:58:09+00:00,,False,2025-08-02 00:33:44.134000+00:00,{}
prod_SlOQgwQW4ry06Q,False,,2025-07-28 14:03:11+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-28 14:03:11+00:00,,False,2025-08-02 00:33:41.049000+00:00,{}
prod_SlQnQMAV6Lt9n7,False,,2025-07-28 16:30:17+00:00,,True,Federal TRS Fund,,,,,,,service,,2025-07-28 16:30:17+00:00,,False,2025-08-02 00:33:38.011000+00:00,{}
prod_SlQn5AbXXlC94a,False,,2025-07-28 16:30:17+00:00,,True,State And Local Sales Tax,,,,,,,service,,2025-07-28 16:30:17+00:00,,False,2025-08-02 00:33:47.037000+00:00,{}
