calendar_date,children_id,outgoing,answered,missed,blocked,rejected,total_calls,total_outgoing_minutes,total_answered_minutes,total_call_minutes,total_users
2023-11-24,dc7c1c58-88d0-4238-b57f-0cb519922b24,19,2,3,0,0,24,53.96,184.13,238.1,1
2023-11-24,dca160e2-09a6-4af2-bd44-7e02323d42c7,2,0,0,0,0,2,64.08,0.0,64.08,1
2023-11-24,dcce908d-c78d-4942-8ca0-777bbf834f5a,1,0,0,0,0,1,3.36,0.0,3.36,1
2023-11-24,dcf15e9c-9ea1-452b-93be-68e0e5dc4b1d,1,0,1,0,0,2,29.16,0.0,29.16,1
2023-11-24,dd1a4d3f-ba7a-4bf9-87f3-5fe6bfee5122,20,4,6,0,0,30,5.41,1.93,7.35,1
2023-11-24,dd6741ff-833b-47b9-abaf-ee2a05f83c20,2,3,0,0,0,5,0.05,1.11,1.16,1
2023-11-24,dd6e414c-d0a6-4fd6-b32d-16674413ed10,1,0,0,0,0,1,1.95,0.0,1.95,1
2023-11-24,ddaae406-2c07-4f59-b711-902cdab04fe0,3,1,0,0,0,4,0.15,0.38,0.53,1
2023-11-24,dddea8da-ce76-4b08-a5d0-be8b189f62d0,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,de0bfd7c-1076-4038-b856-2f1fc821aee4,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,de37e2bd-862e-4380-a89e-4bc509cb3b29,2,0,4,0,0,6,0.6,0.0,0.6,1
2023-11-24,de507837-bfb6-4c3b-b227-85da04cb5d8a,5,0,1,11,0,17,2.88,0.0,2.88,1
2023-11-24,de64ce70-a4da-4995-a814-5fc422919424,6,0,1,0,0,7,2.9,0.0,2.9,1
2023-11-24,de969a9b-a78d-40f4-a863-d4db028b741f,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,deeab861-b392-44eb-bfed-2bc757fe0b6f,11,9,1,0,0,21,63.86,248.83,312.7,1
2023-11-24,defd2894-d655-409e-85a8-5a600f84ec09,2,0,1,0,0,3,0.1,0.0,0.1,1
2023-11-24,3522ca6e-2cda-4056-b9cb-b8ca74ee4465,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,35322b2c-8af5-4ca6-ac12-e0cc4ccc9b86,2,2,1,0,0,5,0.98,11.66,12.65,1
2023-11-24,3574c29f-18af-43a8-857d-e8d56a20aab8,8,3,0,1,0,12,1.7,2.05,3.75,1
2023-11-24,359aba57-c2d6-4521-9c78-eee42e2c3cbf,1,0,0,0,0,1,0.66,0.0,0.66,1
2023-11-24,35c64da9-bead-4b66-8623-9eefe2eab4e0,3,1,0,0,0,4,0.03,0.6,0.63,1
2023-11-24,35e4215a-6759-4eee-9082-d0d2adbbc9e2,0,1,0,0,0,1,0.0,7.4,7.4,1
2023-11-24,36007111-15d6-4208-b8a4-624e8b21e337,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,364988d8-d597-4667-b8bd-2551bf127056,1,0,0,2,0,3,0.06,0.0,0.06,1
2023-11-24,367a8e88-4547-41f2-b26e-c428f5b6a0cb,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,3683f96e-5d53-433e-a332-d83c96dfafd4,0,2,1,0,0,3,0.0,0.21,0.21,1
2023-11-24,3699e5e1-5a27-46df-8229-313ad040e580,5,3,1,0,1,10,20.26,2.33,22.6,1
2023-11-24,36b4413c-eb21-4ef0-a38b-1e004e4c4dc7,2,1,0,0,0,3,53.78,2.66,56.45,1
2023-11-24,36dbbec3-7164-48c3-a37c-15680d33cd5a,2,0,1,0,0,3,4.26,0.0,4.26,1
2023-11-24,3723002e-4d40-44ee-88f6-bea1eb40147f,1,0,0,0,0,1,0.45,0.0,0.45,1
2023-11-24,376100d2-4bac-4321-aa92-bf061c1c8bc1,3,0,0,1,0,4,0.73,0.0,0.73,1
2023-11-24,37aed62b-2da6-4904-8d8f-7d93a13c7a93,3,2,1,0,0,6,3.71,2.13,5.85,1
2023-11-24,37e6393f-c78d-43f9-b02c-504ae6b3de65,0,0,3,0,0,3,0.0,0.0,0.0,1
2023-11-24,37efffb6-6b72-4a5f-ac4c-d1b6f06fb3f4,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,3806b8ff-432b-4237-a0a2-c8043068d4be,0,0,0,3,0,3,0.0,0.0,0.0,1
2023-11-24,3821c0f7-e3a1-47f5-8ff3-78c79d650d0c,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,3833e6a6-2ef9-49de-a249-e0ca187099f5,2,3,1,0,0,6,0.11,1.91,2.03,1
2023-11-24,387e50b7-4e62-4ec4-ad59-05ce40adec90,4,3,1,0,0,8,18.28,1.35,19.63,1
2023-11-24,38b29507-e655-4c27-abfa-5866447e7560,0,0,8,0,0,8,0.0,0.0,0.0,1
2023-11-24,38e870b0-ec3d-424a-99c1-e4e01382ec4e,0,1,0,0,0,1,0.0,0.21,0.21,1
2023-11-24,390e3bb9-3027-4401-a977-6892e317662d,0,2,0,1,0,3,0.0,0.45,0.45,1
2023-11-24,393feea3-b7f6-42f2-80ec-0f34c6acbd81,0,1,1,0,0,2,0.0,0.7,0.7,1
2023-11-24,396a1b2d-baee-4891-97e9-206fb30b6d80,1,0,0,0,0,1,0.15,0.0,0.15,1
2023-11-24,398bf7e3-34b8-4377-9dd5-a08f59e71c0f,1,1,0,0,0,2,164.15,60.25,224.4,1
2023-11-24,39cf2a30-3258-4f9c-8ab5-1baba098cd43,0,1,0,0,0,1,0.0,0.35,0.35,1
2023-11-24,39ec6d62-8e70-4f8d-b69a-371665fb5e95,3,0,1,0,0,4,2.61,0.0,2.61,1
2023-11-24,3a322fdf-0489-4ee6-a50a-04b13d24767f,1,1,0,0,0,2,0.06,0.53,0.6,1
2023-11-24,3a5c8b97-3e10-4e1b-8023-518650021df6,0,1,0,0,0,1,0.0,0.11,0.11,1
2023-11-24,3a958643-c676-4e96-b692-7e40689647e9,1,1,0,2,0,4,0.43,0.16,0.6,1
2023-11-24,3abfde0d-eb49-43d9-99de-2a2539286391,3,10,2,0,1,16,0.0,123.56,123.56,1
2023-11-24,3b288a94-68b6-4d8e-bdad-1a18f0d1f8f5,3,1,0,0,0,4,31.46,4.78,36.25,1
2023-11-24,3b349d4e-f6f1-49d0-8d08-109b187b47bd,0,0,7,1,0,8,0.0,0.0,0.0,1
2023-11-24,3b6b3bfd-0631-4d11-9192-eb53fa0df182,1,0,0,0,0,1,6.76,0.0,6.76,1
2023-11-24,3b86d2cb-9294-4594-9947-a6c5f54ce19f,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,3bb33ac8-a374-49d2-9c27-cb6630917c15,6,2,5,0,0,13,7.33,3.01,10.35,1
2023-11-24,3bd0d276-0d44-44a6-bec1-5536bb5c1ccd,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,3c0c2d76-5440-4a06-bc2d-57785bc8d035,8,3,2,0,0,13,4.76,5.23,10.0,1
2023-11-24,3c258ec6-8a0e-4859-a981-ef6dcdd2c610,0,0,3,0,0,3,0.0,0.0,0.0,1
2023-11-24,3c5126c9-9100-4627-8658-bf633d9fec7c,6,0,3,3,0,12,2.08,0.0,2.08,1
2023-11-24,3c81f752-e98c-4781-84c1-23626eafaab8,4,1,0,0,0,5,0.7,1.66,2.36,1
2023-11-24,3c9e84f9-914c-4e73-b06e-4b0a8d2157e7,2,0,0,0,0,2,2.53,0.0,2.53,1
2023-11-24,3cac6f04-b657-4ae6-a3d4-7d13b0d28a5a,4,1,4,1,0,10,0.68,7.23,7.91,1
2023-11-24,3cd8ec2a-39c1-4888-86eb-33e5cd249820,10,1,5,0,0,16,8.01,0.36,8.38,1
2023-11-24,3d1293d5-25c5-47e7-826e-1d0c4d0bdc09,0,0,1,3,0,4,0.0,0.0,0.0,1
2023-11-24,3d56422e-9630-4bc3-ba31-99822cb17014,1,0,0,0,0,1,0.23,0.0,0.23,1
2023-11-24,3d891f69-50de-4e0b-a8f1-9f4e17ca6524,3,1,0,0,0,4,5.81,0.33,6.15,1
2023-11-24,3dafae96-375d-43d0-bd20-a6ee1fa562a9,7,3,0,2,0,12,35.55,10.65,46.2,1
2023-11-24,3def4e39-2eb5-4d7f-8f87-fbdc7e07be13,1,1,0,0,0,2,0.0,0.83,0.83,1
2023-11-24,3e158dc7-b9fb-4245-99fc-95a2b81d7c63,0,0,0,2,0,2,0.0,0.0,0.0,1
2023-11-24,3e1f3e4a-8f14-4e3c-9b87-569e6229b677,0,1,0,0,0,1,0.0,1.38,1.38,1
2023-11-24,3e94b54f-284c-407e-a382-3fd46b53a1e8,3,0,1,0,0,4,0.16,0.0,0.16,1
2023-11-24,3eb9690e-a0d1-432f-8618-abe3c185ca0f,5,0,0,0,0,5,16.36,0.0,16.36,1
2023-11-24,3ed5698d-c4c1-4dc8-99de-36f4b94c4d25,9,3,2,0,0,14,11.98,2.25,14.23,1
2023-11-24,3ef6a461-5dc9-439b-be91-66686072afaa,12,2,0,0,0,14,0.65,40.38,41.03,1
2023-11-24,3f3114ee-9e79-48f6-9a92-2f22dd1676d0,2,1,2,0,0,5,0.0,0.76,0.76,1
2023-11-24,3f72256a-6755-4003-bf54-fab9dc902f5c,0,1,0,0,1,2,0.0,0.75,0.75,1
2023-11-24,3fb3b339-18da-46cb-9baa-e9743f8928aa,6,3,2,0,0,11,28.23,12.4,40.63,1
2023-11-24,3fe8438f-4bd9-4490-9ed8-d8e1e677fdb5,0,0,0,2,0,2,0.0,0.0,0.0,1
2023-11-24,4009cfd1-5806-4bae-8634-bcb4b58cb64e,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,4026112d-2fbd-4fff-8467-d22e8457769d,1,0,1,0,0,2,0.15,0.0,0.15,1
2023-11-24,403f9ef6-f88a-4d46-8e4d-02b8aff2d840,3,1,1,0,0,5,0.68,0.71,1.4,1
2023-11-24,409630a3-6027-481a-bc71-90b00d304dfc,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,40b9359d-22ea-4ec8-849d-c9370a7dde22,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,40d468a0-8f89-44d1-a666-7f36f861b5dc,2,1,0,0,0,3,1.05,0.5,1.55,1
2023-11-24,41092a4d-b20b-41a3-ad8a-5b577174be5a,0,0,1,0,2,3,0.0,0.0,0.0,1
2023-11-24,4132b08a-880c-4c2b-8a5b-6653b84ffe93,6,3,2,0,2,13,64.23,54.35,118.58,1
2023-11-24,415d7194-a871-4e32-b974-bc7760aeba97,1,0,1,0,0,2,0.25,0.0,0.25,1
2023-11-24,41a25805-87c1-401a-9b42-51b084afafd9,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,41b3cb76-a50c-4720-bca7-667b61269b62,2,1,0,0,0,3,3.16,35.53,38.7,1
2023-11-24,41d18b14-323d-4520-857b-fb39f071c683,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,41f6c3dd-d07e-4aef-a73c-1169777ecc51,1,0,0,0,0,1,0.0,0.0,0.0,1
2023-11-24,421d2d71-5da5-4ac6-b78e-c6e7e4ff0318,0,0,2,0,0,2,0.0,0.0,0.0,1
2023-11-24,424557ab-ff14-4c2c-a85c-a12b2fceddec,4,2,2,0,0,8,2.61,2.56,5.18,1
2023-11-24,426b82af-ddb3-45f1-8451-153a0bff0ed7,0,1,0,0,0,1,0.0,0.71,0.71,1
2023-11-24,4275dbe7-58a1-4672-a2dd-3c32a54ee1ee,2,1,0,0,0,3,0.15,1.71,1.86,1
2023-11-24,429d9381-4abc-4918-b4de-fc7df40a1761,2,0,2,0,0,4,0.58,0.0,0.58,1
2023-11-24,42c582ef-c0dd-4345-a83e-f45c10d34533,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,42ef15d9-1dba-49d7-8507-48c0cb63dc55,3,1,3,0,0,7,266.21,0.95,267.16,1
2023-11-24,43070c95-ca58-47bc-8b88-5650d6605beb,8,3,1,0,0,12,10.98,21.31,32.3,1
2023-11-24,43159252-7006-422c-8eee-afc12542cf5e,3,0,0,0,0,3,41.91,0.0,41.91,1
2023-11-24,4357c122-e714-48f1-ae0b-c417d0d21089,1,1,2,0,0,4,0.08,1.63,1.71,1
2023-11-24,4378bd99-d7e9-4466-ae5a-9162cf89b3cd,0,1,0,1,0,2,0.0,79.4,79.4,1
2023-11-24,439937cb-4765-4537-a99b-daad5002cad9,0,0,0,3,0,3,0.0,0.0,0.0,1
2023-11-24,43eaad63-29e3-4e69-9716-ff92c508e946,12,0,0,0,0,12,1.85,0.0,1.85,1
2023-11-24,44134bcb-ca41-43d3-8f50-d8ab577499bc,2,0,0,0,0,2,0.06,0.0,0.06,1
2023-11-24,44576f40-8774-434f-8efa-c3d73841ada9,1,0,0,0,0,1,0.0,0.0,0.0,1
2023-11-24,44854f3b-88f9-46aa-a8c9-6dfcf8e3cd56,14,0,0,0,0,14,9.4,0.0,9.4,1
2023-11-24,44955399-7ab1-4b8e-bc84-729e5fe1b0e3,31,1,6,0,0,38,8.41,1.05,9.46,1
2023-11-24,44a214f6-769e-4d09-96d7-fc03e9dd49ca,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,44d21bf9-6ca7-4259-ba69-1fb4622c0cca,12,3,1,0,0,16,3.85,2.26,6.11,1
2023-11-24,450e8d7d-7bad-4c9f-8c31-e8be44cf5360,2,1,0,0,0,3,61.41,27.78,89.2,1
2023-11-24,455bbc5d-c0b1-4cc9-bc39-edc2bbe0e74d,3,1,0,0,0,4,25.18,2.11,27.3,1
2023-11-24,458606c6-7f7f-4ca1-b45b-bbb979d822f3,0,0,0,0,1,1,0.0,0.0,0.0,1
2023-11-24,459679b9-9ea0-4802-9e61-b586b1880fca,1,1,0,0,0,2,60.23,80.8,141.03,1
2023-11-24,45c6f657-4a47-44f7-bae4-0f475a06425a,2,0,0,0,0,2,78.56,0.0,78.56,1
2023-11-24,45eec7d4-5db9-489a-b0c5-814d2aa7737d,0,1,0,0,0,1,0.0,7.58,7.58,1
2023-11-24,461f2348-666c-46c5-9dd9-395189288141,1,0,1,0,0,2,0.01,0.0,0.01,1
2023-11-24,464bfcd1-b9c0-4a70-a51e-abb2bdfb6071,1,0,0,0,0,1,0.96,0.0,0.96,1
2023-11-24,4678cd27-7d2b-4979-86dd-f63be7c4b739,2,0,0,0,0,2,0.03,0.0,0.03,1
2023-11-24,46a3448c-7d9a-4476-bfd2-4e38d261c3a6,3,0,0,0,0,3,161.31,0.0,161.31,1
2023-11-24,46d2b51c-0dd8-4fdf-9dbf-938bffb5c610,1,0,0,0,0,1,0.0,0.0,0.0,1
2023-11-24,46f04d20-9afb-451c-835b-6e89af88d671,3,1,0,0,0,4,0.11,0.58,0.7,1
2023-11-24,47111344-b8d7-40f3-9f90-d3377aad6145,0,0,3,0,0,3,0.0,0.0,0.0,1
2023-11-24,47401ec9-27c8-407e-a204-ae8f4d4c1d89,1,0,2,0,0,3,0.7,0.0,0.7,1
2023-11-24,4793ea1e-bea8-41f4-85e7-93665c7a31cb,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,47aeb339-bd11-4d5a-b553-ec2b0dbaf14c,5,1,4,0,0,10,2.55,0.13,2.68,1
2023-11-24,47c52a01-1690-42d1-8ec3-dcfe4fb00ae7,0,1,0,0,0,1,0.0,0.35,0.35,1
2023-11-24,48101d54-dd42-4eb3-94d3-bcb018ac28b9,1,0,0,0,0,1,0.06,0.0,0.06,1
2023-11-24,481af0f2-2819-4acd-afc1-01bd3e94e13d,2,0,2,5,0,9,61.26,0.0,61.26,1
2023-11-24,48352598-82bd-463f-aeb2-1c0347f97913,2,0,5,0,0,7,0.36,0.0,0.36,1
2023-11-24,485692e4-1310-4442-82d3-1e90c4c257b5,0,1,0,0,0,1,0.0,0.23,0.23,1
2023-11-24,489d1578-2256-4dd9-86d8-822a5f4dc127,1,0,0,0,0,1,1.93,0.0,1.93,1
2023-11-24,48d29ed3-b8a0-4199-a4e6-94117a13c385,2,0,0,0,0,2,21.66,0.0,21.66,1
2023-11-24,48f67574-9f12-489c-a769-10d053af4103,2,0,2,0,0,4,9.4,0.0,9.4,1
2023-11-24,4927a867-7bd4-4c04-8bc2-aa0ea541792c,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,4946a5e0-e6c0-41d2-b406-109d961f9a69,2,1,1,0,0,4,0.66,0.4,1.06,1
2023-11-24,49587826-3aa0-4e5f-85eb-4390563581f7,1,2,1,0,0,4,0.35,7.6,7.95,1
2023-11-24,498d30ba-62b1-41dd-9eb8-6732fd893d84,0,1,1,0,0,2,0.0,87.05,87.05,1
2023-11-24,49bc925d-6198-457d-a3f3-d5e3470bd76b,1,0,0,0,0,1,0.73,0.0,0.73,1
2023-11-24,49f06661-8d45-43f6-9f73-591f29d79e83,0,0,0,2,0,2,0.0,0.0,0.0,1
2023-11-24,49ff1483-1c88-4eda-a8d3-bf8f61609e63,2,0,0,1,0,3,2.23,0.0,2.23,1
2023-11-24,4a0fa40e-a1fb-4f6f-963f-c39627349238,1,0,0,0,0,1,1.16,0.0,1.16,1
2023-11-24,4a358d58-1f7e-4e15-ad48-8a1249179e80,1,0,0,0,0,1,0.0,0.0,0.0,1
2023-11-24,4a4542ec-97d2-40d4-8a2e-0b7e5f0d3d79,3,2,4,0,0,9,17.61,4.9,22.51,1
2023-11-24,4a9b59de-1fb5-4b0e-967c-fe99af95a20d,1,0,0,0,0,1,0.0,0.0,0.0,1
2023-11-24,4ac3ff89-7fe9-4159-bcfd-1f0dd311ab27,0,1,0,0,0,1,0.0,0.06,0.06,1
2023-11-24,4ad9bf34-774b-4556-85d4-b93becbb9be1,1,0,1,1,0,3,0.4,0.0,0.4,1
2023-11-24,4af8ed87-2cfe-4059-8d03-852e35c39ce3,1,1,0,0,0,2,0.3,0.55,0.85,1
2023-11-24,4b1f9c82-4c9a-4b1d-ad58-bf3e537eef79,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,4b50e2cf-dd88-4151-bbea-e7f6ab2f8c99,3,3,1,1,0,8,2.48,6.96,9.45,1
2023-11-24,4b8083a8-21f4-43d5-b404-8987be51bb72,1,0,0,0,0,1,1.1,0.0,1.1,1
2023-11-24,4bafab99-fbb3-48e0-8d21-b4596dba4ad2,11,3,1,0,0,15,220.81,139.98,360.8,1
2023-11-24,4bf8874f-a18d-4abe-ab4f-b61886a5fbe6,3,0,0,0,0,3,25.25,0.0,25.24,1
2023-11-24,4c2a9814-929e-40e2-b3ac-5ec9189f575a,2,0,1,0,0,3,1.48,0.0,1.48,1
2023-11-24,4c4228a2-aaac-48fc-b6ca-e21302ba7279,3,2,0,0,0,5,1.06,0.86,1.93,1
2023-11-24,4c502973-0f80-4b37-b6aa-38e6a6266233,1,0,0,0,0,1,0.06,0.0,0.06,1
2023-11-24,4c77ca54-75f9-4fd6-bcc9-c6d0fd9669dc,1,0,0,0,0,1,0.11,0.0,0.11,1
2023-11-24,4c9502f9-8172-438f-b319-4e29e82f6dec,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,4cac79b2-e7b3-47af-9bf5-af81cbf864c9,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,4cc9e64f-6022-4355-9a9f-1f9d8e2b3ae6,2,0,1,4,0,7,0.55,0.0,0.55,1
2023-11-24,4cf022b7-e4ab-4198-ac56-4ed9366be62f,1,0,8,0,0,9,4.01,0.0,4.01,1
2023-11-24,4d1f3440-8ef1-4644-90db-791cf5fc8593,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,4d480312-08a4-4d6f-b56a-0f39a0e23b58,3,2,0,1,0,6,88.08,17.53,105.61,1
2023-11-24,4da15740-0399-483e-9a87-3a06cc407360,2,2,0,0,0,4,0.25,0.31,0.56,1
2023-11-24,4de4cfe1-bb57-4956-8fd8-cfba62556043,0,1,0,0,0,1,0.0,0.56,0.56,1
2023-11-24,4e49c499-428e-4d6f-95f3-839d021d663c,0,1,0,0,0,1,0.0,1.41,1.41,1
2023-11-24,4e53aca7-6dfa-49fe-9602-f92cdda04d30,3,0,2,0,0,5,8.6,0.0,8.6,1
2023-11-24,4e7bb8ff-effb-491e-a9dd-19c9d337ebfc,1,0,0,0,0,1,0.63,0.0,0.63,1
2023-11-24,4eaaf51e-bba1-444f-941f-be72ee6f299e,1,0,0,1,0,2,0.0,0.0,0.0,1
2023-11-24,4ed26aea-4f1c-49f9-b72b-0b1e35beda7c,1,1,0,0,0,2,0.36,0.88,1.25,1
2023-11-24,4f2ad47e-267d-4b14-a953-1bc34cd3b79d,18,3,1,0,1,23,117.03,5.28,122.31,1
2023-11-24,4f675bfe-1056-4535-be06-6b47bd791a36,0,1,0,0,0,1,0.0,1.43,1.43,1
2023-11-24,4fe26b18-c8ff-4a31-a0db-c85f18a702be,0,1,0,0,0,1,0.0,0.65,0.65,1
2023-11-24,500d0a7d-5ffc-446c-b29e-ce0f4028b41d,0,0,2,0,0,2,0.0,0.0,0.0,1
2023-11-24,50447e5d-7e2b-4089-a339-04a8aad291ad,10,1,5,0,1,17,78.81,0.26,79.08,1
2023-11-24,506fccbb-9857-4bcf-a0eb-875725ce039b,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,509f3c23-9df8-4ab4-8aa0-09353cf1c658,90,3,5,0,0,98,15.6,19.4,35.0,1
2023-11-24,50ba15e4-7353-4bf8-8eba-d75461e834b0,12,4,0,0,0,16,90.21,9.11,99.33,1
2023-11-24,50d37261-f37c-459a-8ebd-fa42f32ccabd,0,2,0,0,0,2,0.0,0.33,0.33,1
2023-11-24,50fb95c9-7505-453d-a248-4ba440d48de0,6,0,0,0,0,6,1.18,0.0,1.18,1
2023-11-24,51135c18-68d8-4657-89bb-7f3370fe447c,0,1,2,0,0,3,0.0,7.36,7.36,1
2023-11-24,514e4386-c917-4e2b-8cdf-875fa032f8e9,12,1,2,4,0,19,3.35,0.31,3.66,1
2023-11-24,518b4cbe-3ae6-4eee-992e-e3129a325d0c,2,0,0,0,0,2,0.0,0.0,0.0,1
2023-11-24,51b613ab-29cc-4550-96e6-b232c2d26162,0,1,1,0,0,2,0.0,0.63,0.63,1
2023-11-24,51de838e-5925-4ab6-a72b-d2d20cec1535,8,4,0,0,0,12,2.0,5.81,7.81,1
2023-11-24,51f6ae2e-0b1a-44ff-aaff-2c31c7579506,5,3,3,0,0,11,1.85,1.35,3.2,1
2023-11-24,52189dac-7577-4886-b169-ec2ad87ca600,2,0,0,0,0,2,0.43,0.0,0.43,1
2023-11-24,5221b23c-a477-49a9-a176-8d5cb5a8912b,1,1,0,0,0,2,2.83,1.56,4.4,1
2023-11-24,52408738-4fd9-4ea0-866a-9ccbe2a125f6,1,0,1,0,0,2,0.06,0.0,0.06,1
2023-11-24,52704407-978e-45e8-a602-e31aaf820f43,6,1,0,0,0,7,108.53,17.45,125.98,1
2023-11-24,528c9909-5686-4e46-8242-b973630f2485,1,4,0,0,0,5,0.13,2.16,2.3,1
2023-11-24,52a0f2ff-c15e-45b7-bbca-d17c67b4bf65,1,0,0,0,0,1,0.85,0.0,0.85,1
2023-11-24,52b278dd-fac6-4860-9f93-be6b3fa81364,0,0,0,3,0,3,0.0,0.0,0.0,1
2023-11-24,52d949ed-8247-4a9c-a91b-31a0a5fca105,1,0,0,0,0,1,0.06,0.0,0.06,1
2023-11-24,52fea855-3e6b-4a30-a3b1-1366b66acc09,2,2,0,0,0,4,0.06,1.3,1.36,1
2023-11-24,533c3ab6-396f-4a63-bdac-56081f56f1f7,0,1,0,0,0,1,0.0,1.56,1.56,1
2023-11-24,5354771b-d21f-433d-8312-cfd4766331d7,6,1,1,1,0,9,92.73,0.76,93.5,1
2023-11-24,5372e44a-fe1d-4dce-a17f-4398ac39fed3,4,1,0,0,0,5,3.48,0.15,3.63,1
2023-11-24,53bba679-d969-4b68-bbae-4bfc61adce8b,4,0,2,0,0,6,2.25,0.0,2.25,1
2023-11-24,53e31748-24bc-471b-89d5-ff4c9c76d827,2,1,4,1,0,8,0.0,3.43,3.43,1
2023-11-24,54048fb6-068d-4959-aa5a-952d9c6f77ef,1,0,0,0,0,1,0.86,0.0,0.86,1
2023-11-24,5441e186-f102-4dd7-b686-7d71e94fcf22,0,0,4,0,0,4,0.0,0.0,0.0,1
2023-11-24,546c2425-0fbe-4937-8ee9-3dfdff63f7e8,1,0,0,2,0,3,0.38,0.0,0.38,1
2023-11-24,5481740f-cb53-4145-b1dd-db4b57cc67d4,3,4,3,0,0,10,0.18,3.9,4.08,1
2023-11-24,54b00505-5522-40ba-9ce6-f4907334c3fe,4,0,1,1,0,6,0.81,0.0,0.81,1
2023-11-24,54ff72f3-07d6-429c-9c80-8e550b3b77ea,0,1,0,1,0,2,0.0,3.46,3.46,1
2023-11-24,553e8d61-8735-4df1-9ee0-77ea80dec2e3,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,55716ce9-bb28-4e36-957b-1c0776df2d17,1,0,1,0,0,2,2.93,0.0,2.93,1
2023-11-24,558168ae-9d64-4962-bcec-21d381023c18,0,0,1,0,0,1,0.0,0.0,0.0,1
2023-11-24,55ac029a-dbc2-453b-9a65-3725f9f233c7,3,0,0,0,3,6,0.03,0.0,0.03,1
2023-11-24,55c77a11-4c34-4c64-a1e2-caffa557f7f5,7,3,1,0,0,11,3.8,2.01,5.81,1
2023-11-24,55f7e140-c881-4184-9657-5b2157649715,1,0,1,0,0,2,0.5,0.0,0.5,1
2023-11-24,5606471e-1c35-4c3b-8fcb-69e62f15f6ac,0,0,2,0,0,2,0.0,0.0,0.0,1
2023-11-24,56604b1e-0f15-4c5e-a7f9-f52c20720ab0,11,0,0,0,0,11,39.13,0.0,39.13,1
2023-11-24,56c00203-860d-4282-a5e6-6b5d4e396bbd,2,0,1,2,1,6,29.11,0.0,29.11,1
2023-11-24,56ee56a1-5242-4436-864d-ebf7ace5509e,1,0,0,0,0,1,24.2,0.0,24.2,1
2023-11-24,5718156c-d7c3-4996-8e18-3d11c279a21e,2,0,1,0,0,3,0.43,0.0,0.43,1
2023-11-24,574a4b1a-dc30-46c7-9506-c52caea1747c,2,0,1,0,0,3,1.75,0.0,1.75,1
2023-11-24,578fed46-e5e5-4029-b570-00e52caec708,0,2,1,0,0,3,0.0,15.01,15.01,1
2023-11-24,57b6414d-98ba-45b5-a954-7b243dc002b8,0,0,0,3,0,3,0.0,0.0,0.0,1
2023-11-24,57d1b0f7-4e9f-4b58-8fae-11e78181eab0,3,1,0,0,0,4,4.28,2.05,6.33,1
2023-11-24,57fcdd8f-fc6e-4b2e-a6b8-296bbf5c7bbd,0,0,3,1,0,4,0.0,0.0,0.0,1
2023-11-24,5818eca7-2d94-49b4-84b9-7736935ec438,0,0,0,1,0,1,0.0,0.0,0.0,1
2023-11-24,582788a9-0129-4473-80fd-b5e82441dd76,0,0,2,1,0,3,0.0,0.0,0.0,1
2023-11-24,5849c2e1-0254-41df-b7e8-6302ed34e247,0,1,2,0,0,3,0.0,0.33,0.33,1
2023-11-24,58839d50-54fc-4f62-a8d8-38ec652b870e,0,1,0,0,0,1,0.0,0.68,0.68,1
2023-11-24,58a68ffb-2e96-45bc-a94f-11121fc537e8,1,0,0,0,0,1,1.46,0.0,1.46,1
2023-11-24,58b4694a-e1ef-451e-ad7c-1f7b45c30a07,0,1,0,0,0,1,0.0,0.0,0.0,1
2023-11-24,58c2607f-2b91-4a70-a9ba-c621b198c2b5,1,2,1,0,0,4,0.05,0.73,0.78,1
2023-11-24,58dc0315-f0d4-4da7-b78b-87de0ebb8c83,3,0,2,0,0,5,1.91,0.0,1.91,1
2023-11-24,59100385-be2a-4133-9a13-514fe6f20184,0,0,1,0,0,1,0.0,0.0,0.0,1
